 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;   1656.3763428;   2957.9765625;    402.4037170;     92.2193909;      0.0048148;  40714.3359375;   3886.1611328;     58.8597946;     63.7447014;     13.9499798;      1.8797978;      0.0000598;    974.0183105
        2005;           2;   1659.5424805;   2948.5334473;    416.5714417;    101.9454803;      0.0114090;  40711.6289062;   3882.9069824;     58.9723091;     63.5411987;     14.4411268;      2.0780542;      0.0001417;    973.9536133
        2005;           3;   1661.1610107;   2942.5219727;    425.5978088;    107.2289200;      0.0272247;  40710.4804688;   3880.8127441;     59.0298271;     63.4116478;     14.7540407;      2.1857519;      0.0003381;    973.9262085
        2005;           4;   1661.2871094;   2939.3269043;    429.4485168;    110.9185333;      0.0168695;  40709.8398438;   3881.3676758;     59.0343018;     63.3428001;     14.8875313;      2.2609608;      0.0002095;    973.9108887
        2005;           5;   1657.9442139;   2936.2097168;    427.8739624;    114.1084366;      0.0000000;  40709.3750000;   3894.1086426;     58.9155159;     63.2756195;     14.8329468;      2.3259838;      0.0000000;    973.8997803
        2005;           6;   1654.6239014;   2933.4738770;    426.0548096;    116.9178925;      0.0000000;  40708.8164062;   3906.8410645;     58.7975197;     63.2166634;     14.7698832;      2.3832517;      0.0000000;    973.8864136
        2005;           7;   1651.3729248;   2932.0070801;    423.3613281;    117.7124557;      0.0000000;  40708.2773438;   3919.6503906;     58.6819954;     63.1850548;     14.6765108;      2.3994477;      0.0000000;    973.8734131
        2005;           8;   1648.1258545;   2930.5617676;    420.6777039;    118.5481110;      0.0000000;  40707.7578125;   3932.6083984;     58.5666161;     63.1539078;     14.5834789;      2.4164817;      0.0000000;    973.8610840
        2005;           9;   1645.2888184;   2929.3295898;    418.3545837;    119.3583832;      0.0000000;  40707.2578125;   3943.7382812;     58.4658012;     63.1273537;     14.5029430;      2.4329984;      0.0000000;    973.8491211
        2005;          10;   1645.3276367;   2929.6896973;    418.6673889;    120.1346283;      0.0000000;  40706.7695312;   3943.2053223;     58.4671783;     63.1351089;     14.5137863;      2.4488213;      0.0000000;    973.8374023
        2005;          11;   1653.5574951;   2910.4797363;    483.9943237;     92.9879684;      0.0023343;  40704.0000000;   3935.3579102;     58.7596283;     62.7211380;     16.7784519;      1.8954645;      0.0000290;    973.7711182
        2005;          12;   1657.2065430;   2902.3408203;    519.7603760;     73.6291199;      0.0070436;  40702.9843750;   3931.0771484;     58.8893013;     62.5457420;     18.0183392;      1.5008543;      0.0000875;    973.7468262
