 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;  18991.2128906;  10325.4687500;   3431.3918457;    188.8669128;      0.0000105;  22857.0175781;   2490.3125000;   1077.7644043;    355.3616028;    189.9736176;      6.1483159;      0.0000002;    873.2744141
        2005;           2;  18996.2167969;  10334.1708984;   3425.7854004;    174.6300507;      0.0000197;  22856.8515625;   2483.2978516;   1078.0483398;    355.6611023;    189.6632233;      5.6848531;      0.0000004;    873.2681274
        2005;           3;  19008.8769531;  10356.0146484;   3408.7963867;    133.7203674;      0.0000252;  22856.5722656;   2472.9438477;   1078.7668457;    356.4128723;    188.7226562;      4.3530922;      0.0000005;    873.2574463
        2005;           4;  19017.0195312;  10370.0869141;   3394.3134766;    111.7193909;      0.0000000;  22856.1464844;   2466.3930664;   1079.2290039;    356.8971863;    187.9208374;      3.6368790;      0.0000000;    873.2412109
        2005;           5;  19015.3906250;  10368.8984375;   3394.1120605;    114.9015579;      0.0000000;  22855.8007812;   2469.9519043;   1079.1364746;    356.8563232;    187.9096832;      3.7404702;      0.0000000;    873.2280273
        2005;           6;  19015.1835938;  10370.2304688;   3390.7990723;    113.9599228;      0.0000000;  22855.3710938;   2473.3505859;   1079.1248779;    356.9020996;    187.7262726;      3.7098165;      0.0000000;    873.2115479
        2005;           7;  19013.8085938;  10369.6015625;   3389.9545898;    116.3990402;      0.0000000;  22854.9531250;   2476.8676758;   1079.0468750;    356.8804626;    187.6795197;      3.7892184;      0.0000000;    873.1955566
        2005;           8;  19012.5000000;  10369.1171875;   3388.7604980;    118.4903717;      0.0000000;  22854.5898438;   2480.6977539;   1078.9724121;    356.8638306;    187.6134033;      3.8572993;      0.0000000;    873.1817017
        2005;           9;  19011.3535156;  10368.6972656;   3387.8400879;    120.5502701;      0.0000000;  22854.2753906;   2483.7316895;   1078.9074707;    356.8493652;    187.5624542;      3.9243565;      0.0000000;    873.1697388
        2005;          10;  19012.6894531;  10371.0244141;   3386.9228516;    119.1132507;      0.0000000;  22853.9121094;   2479.8881836;   1078.9831543;    356.9294434;    187.5116730;      3.8775764;      0.0000000;    873.1558838
        2005;          11;  19086.8027344;  10494.0468750;   3141.1652832;     49.0932274;      0.0000011;  22848.0234375;   2419.0446777;   1083.1892090;    361.1633911;    173.9056549;      1.5981660;      0.0000000;    872.9308472
        2005;          12;  19111.1171875;  10534.7304688;   3051.7329102;     40.7777596;      0.0000072;  22846.4648438;   2391.3417969;   1084.5690918;    362.5635681;    168.9543915;      1.3274667;      0.0000001;    872.8712769
