 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   3042.2385254;   9994.5068359;     84.8847504;    104.8720245;    332.8059082;     22.6472702
        2005;           2;   3042.2385254;   9994.5068359;     83.8134689;    104.8720245;    332.8059082;     22.3614521
        2005;           3;   3042.2385254;   9994.5068359;     82.9330292;    104.8720245;    332.8059082;     22.1265488
        2005;           4;   3042.2385254;   9994.5068359;     83.9576797;    104.8720245;    332.8059082;     22.3999290
        2005;           5;   3042.2385254;   9994.5068359;     85.7275314;    104.8720245;    332.8059082;     22.8721237
        2005;           6;   3042.2385254;   9994.5068359;     88.2443085;    104.8720245;    332.8059082;     23.5436001
        2005;           7;   3042.2385254;   9994.5068359;     92.4670639;    104.8720245;    332.8059082;     24.6702366
        2005;           8;   3042.2385254;   9994.5068359;     92.5391617;    104.8720245;    332.8059082;     24.6894703
        2005;           9;   3042.2385254;   9994.5068359;     92.0135880;    104.8720245;    332.8059082;     24.5492477
        2005;          10;   3042.2385254;   9994.5068359;     91.9740982;    104.8720245;    332.8059082;     24.5387096
        2005;          11;   3042.2385254;   9994.5068359;     82.2444534;    104.8720245;    332.8059082;     21.9428387
        2005;          12;   3042.2385254;   9994.5068359;     78.0649261;    104.8720245;    332.8059082;     20.8277397
        2006;           1;   3042.2385254;   9994.5068359;     73.4746628;    104.8720245;    332.8059082;     19.6030579
        2006;           2;   3042.2385254;   9994.5068359;     71.6027069;    104.8720245;    332.8059082;     19.1036205
        2006;           3;   3042.2385254;   9994.5068359;     68.2172318;    104.8720245;    332.8059082;     18.2003746
        2006;           4;   3042.2385254;   9994.5068359;     68.9507523;    104.8720245;    332.8059082;     18.3960762
        2006;           5;   3042.2385254;   9994.5068359;     51.8641243;    104.8720245;    332.8059082;     13.8373594
        2006;           6;   3042.2385254;   9994.5068359;     54.8443108;    104.8720245;    332.8059082;     14.6324730
        2006;           7;   3042.2385254;   9994.5068359;     57.4589577;    104.8720245;    332.8059082;     15.3300638
        2006;           8;   3042.2385254;   9994.5068359;     59.0014801;    104.8720245;    332.8059082;     15.7416096
        2006;           9;   3042.2385254;   9994.5068359;     59.0758934;    104.8720245;    332.8059082;     15.7614622
        2006;          10;   3042.2385254;   9994.5068359;     59.0758934;    104.8720245;    332.8059082;     15.7614622
        2006;          11;   3042.2385254;   9994.5068359;     71.8682098;    104.8720245;    332.8059082;     19.1744556
        2006;          12;   3042.2385254;   9994.5068359;     73.0624924;    104.8720245;    332.8059082;     19.4930916
        2007;           1;   3042.2385254;   9994.5068359;     72.4587708;    104.8720245;    332.8059082;     19.3320179
        2007;           2;   3042.2385254;   9994.5068359;     72.1293335;    104.8720245;    332.8059082;     19.2441216
        2007;           3;   3042.2385254;   9994.5068359;     72.3497314;    104.8720245;    332.8059082;     19.3029270
        2007;           4;   3042.2385254;   9994.5068359;     73.5422821;    104.8720245;    332.8059082;     19.6210976
        2007;           5;   3042.2385254;   9994.5068359;     75.3783646;    104.8720245;    332.8059082;     20.1109638
        2007;           6;   3042.2385254;   9994.5068359;     78.8648148;    104.8720245;    332.8059082;     21.0411510
        2007;           7;   3042.2385254;   9994.5068359;     83.8424759;    104.8720245;    332.8059082;     22.3691940
        2007;           8;   3042.2385254;   9994.5068359;     83.9002533;    104.8720245;    332.8059082;     22.3846073
        2007;           9;   3042.2385254;   9994.5068359;     83.9002533;    104.8720245;    332.8059082;     22.3846073
        2007;          10;   3042.2385254;   9994.5068359;     83.9002533;    104.8720245;    332.8059082;     22.3846073
        2007;          11;   3042.2385254;   9994.5068359;     83.2454224;    104.8720245;    332.8059082;     22.2098961
        2007;          12;   3042.2385254;   9994.5068359;     81.1390152;    104.8720245;    332.8059082;     21.6479092
        2008;           1;   3042.2385254;   9994.5068359;     78.2098541;    104.8720245;    332.8059082;     20.8664074
        2008;           2;   3042.2385254;   9994.5068359;     75.9031677;    104.8720245;    332.8059082;     20.2509842
        2008;           3;   3042.2385254;   9994.5068359;     74.8947754;    104.8720245;    332.8059082;     19.9819450
        2008;           4;   3042.2385254;   9994.5068359;     73.7765274;    104.8720245;    332.8059082;     19.6835957
        2008;           5;   3042.2385254;   9994.5068359;     75.1386414;    104.8720245;    332.8059082;     20.0470066
        2008;           6;   3042.2385254;   9994.5068359;     78.2577896;    104.8720245;    332.8059082;     20.8791981
        2008;           7;   3042.2385254;   9994.5068359;     83.4885635;    104.8720245;    332.8059082;     22.2747688
        2008;           8;   3042.2385254;   9994.5068359;     83.6671066;    104.8720245;    332.8059082;     22.3224010
        2008;           9;   3042.2385254;   9994.5068359;     83.6671066;    104.8720245;    332.8059082;     22.3224010
        2008;          10;   3042.2385254;   9994.5068359;     83.6671066;    104.8720245;    332.8059082;     22.3224010
        2008;          11;   3042.2385254;   9994.5068359;     81.5080032;    104.8720245;    332.8059082;     21.7463551
        2008;          12;   3042.2385254;   9994.5068359;     79.9535294;    104.8720245;    332.8059082;     21.3316212
        2009;           1;   3042.2385254;   9994.5068359;     78.6348419;    104.8720245;    332.8059082;     20.9797955
