 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   3042.2385254;   9994.5068359;     84.1279602;    126.0469360;    400.0033569;     26.9773407
        2005;           2;   3042.2385254;   9994.5068359;     83.0277481;    126.0469360;    400.0033569;     26.6245365
        2005;           3;   3042.2385254;   9994.5068359;     81.7591171;    126.0469360;    400.0033569;     26.2177258
        2005;           4;   3042.2385254;   9994.5068359;     82.5451431;    126.0469360;    400.0033569;     26.4697781
        2005;           5;   3042.2385254;   9994.5068359;     84.5139236;    126.0469360;    400.0033569;     27.1011105
        2005;           6;   3042.2385254;   9994.5068359;     87.0822372;    126.0469360;    400.0033569;     27.9246902
        2005;           7;   3042.2385254;   9994.5068359;     90.6476059;    126.0469360;    400.0033569;     29.0679970
        2005;           8;   3042.2385254;   9994.5068359;     90.5980835;    126.0469360;    400.0033569;     29.0521164
        2005;           9;   3042.2385254;   9994.5068359;     90.6967621;    126.0469360;    400.0033569;     29.0837631
        2005;          10;   3042.2385254;   9994.5068359;     90.5481644;    126.0469360;    400.0033569;     29.0361118
        2005;          11;   3042.2385254;   9994.5068359;     80.9879150;    126.0469360;    400.0033569;     25.9704208
        2005;          12;   3042.2385254;   9994.5068359;     77.2629929;    126.0469360;    400.0033569;     24.7759495
        2006;           1;   3042.2385254;   9994.5068359;     72.7458420;    126.0469360;    400.0033569;     23.3274326
        2006;           2;   3042.2385254;   9994.5068359;     69.9954605;    126.0469360;    400.0033569;     22.4454689
        2006;           3;   3042.2385254;   9994.5068359;     67.4518204;    126.0469360;    400.0033569;     21.6297989
        2006;           4;   3042.2385254;   9994.5068359;     66.8049774;    126.0469360;    400.0033569;     21.4223766
        2006;           5;   3042.2385254;   9994.5068359;     68.8607407;    126.0469360;    400.0033569;     22.0815983
        2006;           6;   3042.2385254;   9994.5068359;     72.7102432;    126.0469360;    400.0033569;     23.3160172
        2006;           7;   3042.2385254;   9994.5068359;     75.2590103;    126.0469360;    400.0033569;     24.1333313
        2006;           8;   3042.2385254;   9994.5068359;     75.3188095;    126.0469360;    400.0033569;     24.1525097
        2006;           9;   3042.2385254;   9994.5068359;     75.3783646;    126.0469360;    400.0033569;     24.1716061
        2006;          10;   3042.2385254;   9994.5068359;     75.2590103;    126.0469360;    400.0033569;     24.1333313
        2006;          11;   3042.2385254;   9994.5068359;     72.9926910;    126.0469360;    400.0033569;     23.4065895
        2006;          12;   3042.2385254;   9994.5068359;     73.2699890;    126.0469360;    400.0033569;     23.4955120
        2007;           1;   3042.2385254;   9994.5068359;     72.4949493;    126.0469360;    400.0033569;     23.2469807
        2007;           2;   3042.2385254;   9994.5068359;     71.9432602;    126.0469360;    400.0033569;     23.0700703
        2007;           3;   3042.2385254;   9994.5068359;     72.1293335;    126.0469360;    400.0033569;     23.1297379
        2007;           4;   3042.2385254;   9994.5068359;     73.3385239;    126.0469360;    400.0033569;     23.5174904
        2007;           5;   3042.2385254;   9994.5068359;     74.8947754;    126.0469360;    400.0033569;     24.0165329
        2007;           6;   3042.2385254;   9994.5068359;     78.2577896;    126.0469360;    400.0033569;     25.0949516
        2007;           7;   3042.2385254;   9994.5068359;     82.2782898;    126.0469360;    400.0033569;     26.3842087
