 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   9032.8779297;   9994.5068359;     83.0486832;    248.4932861;    265.5908813;     17.6823959
        2005;           2;   9032.8779297;   9994.5068359;     81.1640015;    248.4932861;    265.5908813;     17.2811165
        2005;           3;   9043.5146484;   9994.5068359;     81.4108124;    248.7859039;    265.5908813;     17.3336658
        2005;           4;   9043.5146484;   9994.5068359;     81.5321732;    248.7859039;    265.5908813;     17.3595047
        2005;           5;   9043.5146484;   9994.5068359;     87.2420807;    248.7859039;    265.5908813;     18.5752354
        2005;           6;   9043.5146484;   9994.5068359;     92.5272141;    248.7859039;    265.5908813;     19.7005234
        2005;           7;   9043.5146484;   9994.5068359;     92.5272141;    248.7859039;    265.5908813;     19.7005234
        2005;           8;   9043.5146484;   9994.5068359;     92.5272141;    248.7859039;    265.5908813;     19.7005234
        2005;           9;   9043.5146484;   9994.5068359;     92.5272141;    248.7859039;    265.5908813;     19.7005234
        2005;          10;   9043.5146484;   9994.5068359;     92.5272141;    248.7859039;    265.5908813;     19.7005234
        2005;          11;   9043.5146484;   9994.5068359;     83.9002457;    248.7859039;    265.5908813;     17.8637047
        2005;          12;   9043.5146484;   9994.5068359;     82.6760559;    248.7859039;    265.5908813;     17.6030560
        2006;           1;   9043.5146484;   9994.5068359;     79.3414459;    248.7859039;    265.5908813;     16.8930645
        2006;           2;   9043.5146484;   9994.5068359;     77.5358810;    248.7859039;    265.5908813;     16.5086288
        2006;           3;   9043.5146484;   9994.5068359;     77.1938705;    248.7859039;    265.5908813;     16.4358101
        2006;           4;   9043.5146484;   9994.5068359;     79.8420181;    248.7859039;    265.5908813;     16.9996433
        2006;           5;   9043.5146484;   9994.5068359;     85.8060532;    248.7859039;    265.5908813;     18.2694817
        2006;           6;   9043.5146484;   9994.5068359;     90.5897903;    248.7859039;    265.5908813;     19.2880173
        2006;           7;   9043.5146484;   9994.5068359;     90.5481567;    248.7859039;    265.5908813;     19.2791500
        2006;           8;   9043.5146484;   9994.5068359;     90.5897903;    248.7859039;    265.5908813;     19.2880173
        2006;           9;   9043.5146484;   9994.5068359;     90.5481567;    248.7859039;    265.5908813;     19.2791500
        2006;          10;   9043.5146484;   9994.5068359;     90.5897903;    248.7859039;    265.5908813;     19.2880173
        2006;          11;   9043.5146484;   9994.5068359;     82.7031250;    248.7859039;    265.5908813;     17.6088200
        2006;          12;   9043.5146484;   9994.5068359;     80.7509155;    248.7859039;    265.5908813;     17.1931629
        2007;           1;   9043.5146484;   9994.5068359;     79.4866257;    248.7859039;    265.5908813;     16.9239731
        2007;           2;   9043.5146484;   9994.5068359;     79.7717896;    248.7859039;    265.5908813;     16.9846897
        2007;           3;   9043.5146484;   9994.5068359;     81.1640015;    248.7859039;    265.5908813;     17.2811165
        2007;           4;   9043.5146484;   9994.5068359;     84.5498734;    248.7859039;    265.5908813;     18.0020218
        2007;           5;   9043.5146484;   9994.5068359;     88.5178604;    248.7859039;    265.5908813;     18.8468685
        2007;           6;   9043.5146484;   9994.5068359;     95.5209427;    248.7859039;    265.5908813;     20.3379364
        2007;           7;   9043.5146484;   9994.5068359;     95.9382629;    248.7859039;    265.5908813;     20.4267902
        2007;           8;   9043.5146484;   9994.5068359;     95.9943085;    248.7859039;    265.5908813;     20.4387264
        2007;           9;   9043.5146484;   9994.5068359;     95.8813629;    248.7859039;    265.5908813;     20.4146767
        2007;          10;   9043.5146484;   9994.5068359;     92.4367371;    248.7859039;    265.5908813;     19.6812611
        2007;          11;   9043.5146484;   9994.5068359;     88.1155472;    248.7859039;    265.5908813;     18.7612095
        2007;          12;   9043.5146484;   9994.5068359;     86.0754776;    248.7859039;    265.5908813;     18.3268452
        2008;           1;   9043.5146484;   9994.5068359;     79.1203461;    248.7859039;    265.5908813;     16.8459873
        2008;           2;   9043.5146484;   9994.5068359;     76.4820023;    248.7859039;    265.5908813;     16.2842426
        2008;           3;   9043.5146484;   9994.5068359;     78.6657562;    248.7859039;    265.5908813;     16.7491970
        2008;           4;   9043.5146484;   9994.5068359;     78.7809906;    248.7859039;    265.5908813;     16.7737350
        2008;           5;   9043.5146484;   9994.5068359;     82.6760559;    248.7859039;    265.5908813;     17.6030560
        2008;           6;   9043.5146484;   9994.5068359;     89.4121399;    248.7859039;    265.5908813;     19.0372772
        2008;           7;   9043.5146484;   9994.5068359;     93.6052475;    248.7859039;    265.5908813;     19.9300556
        2008;           8;   9043.5146484;   9994.5068359;     93.6052475;    248.7859039;    265.5908813;     19.9300556
        2008;           9;   9043.5146484;   9994.5068359;     93.6052475;    248.7859039;    265.5908813;     19.9300556
        2008;          10;   9043.5146484;   9994.5068359;     93.0402374;    248.7859039;    265.5908813;     19.8097534
        2008;          11;   9043.5146484;   9994.5068359;     88.9524994;    248.7859039;    265.5908813;     18.9394112
        2008;          12;   9043.5146484;   9994.5068359;     85.7668839;    248.7859039;    265.5908813;     18.2611427
        2009;           1;   9043.5146484;   9994.5068359;     82.7839050;    248.7859039;    265.5908813;     17.6260185
        2009;           2;   9043.5146484;   9994.5068359;     80.4889984;    248.7859039;    265.5908813;     17.1373959
        2009;           3;   9043.5146484;   9994.5068359;     77.9510574;    248.7859039;    265.5908813;     16.5970268
        2009;           4;   9043.5146484;   9994.5068359;     79.4142532;    248.7859039;    265.5908813;     16.9085674
        2009;           5;   9043.5146484;   9994.5068359;     81.8298035;    248.7859039;    265.5908813;     17.4228764
        2009;           6;   9043.5146484;   9994.5068359;     89.4614182;    248.7859039;    265.5908813;     19.0477676
        2009;           7;   9043.5146484;   9994.5068359;     91.9608765;    248.7859039;    265.5908813;     19.5799427
        2009;           8;   9043.5146484;   9994.5068359;     92.0917511;    248.7859039;    265.5908813;     19.6078091
        2009;           9;   9043.5146484;   9994.5068359;     91.8942947;    248.7859039;    265.5908813;     19.5657673
        2009;          10;   9043.5146484;   9994.5068359;     89.0050583;    248.7859039;    265.5908813;     18.9505997
        2009;          11;   9043.5146484;   9994.5068359;     85.6084366;    248.7859039;    265.5908813;     18.2274055
        2009;          12;   9043.5146484;   9994.5068359;     83.2043152;    248.7859039;    265.5908813;     17.7155304
        2010;           1;   9043.5146484;   9994.5068359;     81.1014328;    248.7859039;    265.5908813;     17.2677917
        2010;           2;   9043.5146484;   9994.5068359;     81.1640015;    248.7859039;    265.5908813;     17.2811165
        2010;           3;   9043.5146484;   9994.5068359;     82.1194534;    248.7859039;    265.5908813;     17.4845448
        2010;           4;   9043.5146484;   9994.5068359;     83.4081650;    248.7859039;    265.5908813;     17.7589340
        2010;           5;   9043.5146484;   9994.5068359;     87.0755157;    248.7859039;    265.5908813;     18.5397720
        2010;           6;   9043.5146484;   9994.5068359;     88.3766174;    248.7859039;    265.5908813;     18.8167973
        2010;           7;   9043.5146484;   9994.5068359;     94.8740921;    248.7859039;    265.5908813;     20.2002125
        2010;           8;   9043.5146484;   9994.5068359;     96.6992188;    248.7859039;    265.5908813;     20.5888119
        2010;           9;   9043.5146484;   9994.5068359;     96.6068192;    248.7859039;    265.5908813;     20.5691376
        2010;          10;   9043.5146484;   9994.5068359;     90.4641037;    248.7859039;    265.5908813;     19.2612572
        2010;          11;   9043.5146484;   9994.5068359;     82.8906326;    248.7859039;    265.5908813;     17.6487427
        2010;          12;   9043.5146484;   9994.5068359;     83.9002457;    248.7859039;    265.5908813;     17.8637047
        2011;           1;   9043.5146484;   9994.5068359;     79.1574860;    248.7859039;    265.5908813;     16.8538952
        2011;           2;   9043.5146484;   9994.5068359;     76.3902969;    248.7859039;    265.5908813;     16.2647152
        2011;           3;   9043.5146484;   9994.5068359;     78.5494385;    248.7859039;    265.5908813;     16.7244339
        2011;           4;   9043.5146484;   9994.5068359;     77.7865982;    248.7859039;    265.5908813;     16.5620117
        2011;           5;   9043.5146484;   9994.5068359;     79.9812393;    248.7859039;    265.5908813;     17.0292835
        2011;           6;   9043.5146484;   9994.5068359;     85.4877167;    248.7859039;    265.5908813;     18.2017021
        2011;           7;   9043.5146484;   9994.5068359;     93.0402374;    248.7859039;    265.5908813;     19.8097534
        2011;           8;   9043.5146484;   9994.5068359;     92.8746796;    248.7859039;    265.5908813;     19.7745037
        2011;           9;   9043.5146484;   9994.5068359;     92.8183136;    248.7859039;    265.5908813;     19.7625027
        2011;          10;   9043.5146484;   9994.5068359;     90.3359375;    248.7859039;    265.5908813;     19.2339668
        2011;          11;   9043.5146484;   9994.5068359;     85.9225464;    248.7859039;    265.5908813;     18.2942848
        2011;          12;   9043.5146484;   9994.5068359;     82.4292297;    248.7859039;    265.5908813;     17.5505009
        2012;           1;   9043.5146484;   9994.5068359;     79.5226440;    248.7859039;    265.5908813;     16.9316444
        2012;           2;   9043.5146484;   9994.5068359;     75.9222183;    248.7859039;    265.5908813;     16.1650562
        2012;           3;   9043.5146484;   9994.5068359;     74.5735092;    248.7859039;    265.5908813;     15.8778944
        2012;           4;   9043.5146484;   9994.5068359;     76.8871078;    248.7859039;    265.5908813;     16.3704929
        2012;           5;   9043.5146484;   9994.5068359;     79.8420181;    248.7859039;    265.5908813;     16.9996433
        2012;           6;   9043.5146484;   9994.5068359;     87.6909256;    248.7859039;    265.5908813;     18.6708031
        2012;           7;   9043.5146484;   9994.5068359;     90.5481567;    248.7859039;    265.5908813;     19.2791500
        2012;           8;   9043.5146484;   9994.5068359;     90.4641037;    248.7859039;    265.5908813;     19.2612572
        2012;           9;   9043.5146484;   9994.5068359;     90.5897903;    248.7859039;    265.5908813;     19.2880173
        2012;          10;   9043.5146484;   9994.5068359;     87.7220306;    248.7859039;    265.5908813;     18.6774273
        2012;          11;   9043.5146484;   9994.5068359;     83.7063522;    248.7859039;    265.5908813;     17.8224220
        2012;          12;   9043.5146484;   9994.5068359;     80.7185059;    248.7859039;    265.5908813;     17.1862621
        2013;           1;   9043.5146484;   9994.5068359;     80.0845871;    248.7859039;    265.5908813;     17.0512905
        2013;           2;   9043.5146484;   9994.5068359;     80.2548141;    248.7859039;    265.5908813;     17.0875359
        2013;           3;   9043.5146484;   9994.5068359;     81.6522064;    248.7859039;    265.5908813;     17.3850632
        2013;           4;   9043.5146484;   9994.5068359;     83.8521347;    248.7859039;    265.5908813;     17.8534622
        2013;           5;   9043.5146484;   9994.5068359;     87.7530289;    248.7859039;    265.5908813;     18.6840248
        2013;           6;   9043.5146484;   9994.5068359;     91.2583466;    248.7859039;    265.5908813;     19.4303627
        2013;           7;   9043.5146484;   9994.5068359;     96.8112564;    248.7859039;    265.5908813;     20.6126671
        2013;           8;   9043.5146484;   9994.5068359;     96.8332291;    248.7859039;    265.5908813;     20.6173439
        2013;           9;   9043.5146484;   9994.5068359;     91.8942947;    248.7859039;    265.5908813;     19.5657673
        2013;          10;   9043.5146484;   9994.5068359;     89.0050583;    248.7859039;    265.5908813;     18.9505997
        2013;          11;   9043.5146484;   9994.5068359;     86.5903320;    248.7859039;    265.5908813;     18.4364681
        2013;          12;   9043.5146484;   9994.5068359;     85.0732422;    248.7859039;    265.5908813;     18.1134529
        2014;           1;   9043.5146484;   9994.5068359;     81.0069122;    248.7859039;    265.5908813;     17.2476692
        2014;           2;   9043.5146484;   9994.5068359;     76.1582642;    248.7859039;    265.5908813;     16.2153130
        2014;           3;   9043.5146484;   9994.5068359;     78.1536942;    248.7859039;    265.5908813;     16.6401711
        2014;           4;   9043.5146484;   9994.5068359;     79.4866257;    248.7859039;    265.5908813;     16.9239731
        2014;           5;   9043.5146484;   9994.5068359;     81.8004074;    248.7859039;    265.5908813;     17.4166145
        2014;           6;   9043.5146484;   9994.5068359;     89.3125381;    248.7859039;    265.5908813;     19.0160675
        2014;           7;   9043.5146484;   9994.5068359;     92.0266876;    248.7859039;    265.5908813;     19.5939541
        2014;           8;   9043.5146484;   9994.5068359;     91.9608765;    248.7859039;    265.5908813;     19.5799427
        2014;           9;   9043.5146484;   9994.5068359;     92.0917511;    248.7859039;    265.5908813;     19.6078091
        2014;          10;   9043.5146484;   9994.5068359;     86.8710480;    248.7859039;    265.5908813;     18.4962368
        2014;          11;   9043.5146484;   9994.5068359;     84.0668106;    248.7859039;    265.5908813;     17.8991680
        2014;          12;   9043.5146484;   9994.5068359;     82.5121536;    248.7859039;    265.5908813;     17.5681610
        2015;           1;   9043.5146484;   9994.5068359;     81.4716568;    248.7859039;    265.5908813;     17.3466187
        2015;           2;   9043.5146484;   9994.5068359;     75.6335220;    248.7859039;    265.5908813;     16.1035862
        2015;           3;   9043.5146484;   9994.5068359;     75.2390137;    248.7859039;    265.5908813;     16.0195885
        2015;           4;   9043.5146484;   9994.5068359;     78.6657562;    248.7859039;    265.5908813;     16.7491970
        2015;           5;   9043.5146484;   9994.5068359;     84.4597321;    248.7859039;    265.5908813;     17.9828300
        2015;           6;   9043.5146484;   9994.5068359;     89.5589371;    248.7859039;    265.5908813;     19.0685291
        2015;           7;   9043.5146484;   9994.5068359;     89.7026901;    248.7859039;    265.5908813;     19.0991383
        2015;           8;   9043.5146484;   9994.5068359;     89.6550980;    248.7859039;    265.5908813;     19.0890045
        2015;           9;   9043.5146484;   9994.5068359;     89.7026901;    248.7859039;    265.5908813;     19.0991383
        2015;          10;   9043.5146484;   9994.5068359;     88.8462296;    248.7859039;    265.5908813;     18.9167824
        2015;          11;   9043.5146484;   9994.5068359;     85.1576614;    248.7859039;    265.5908813;     18.1314278
        2015;          12;   9043.5146484;   9994.5068359;     80.7832336;    248.7859039;    265.5908813;     17.2000427
