 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   3036.0708008;   9994.5068359;     88.8729401;    144.4420624;    459.3105469;     32.7243538
        2005;           2;   3036.0708008;   9994.5068359;     87.5016556;    144.4420624;    459.3105469;     32.2194290
        2005;           3;   3036.0708008;   9994.5068359;     85.6880112;    144.4420624;    459.3105469;     31.5516186
        2005;           4;   3036.0708008;   9994.5068359;     86.3367844;    144.4420624;    459.3105469;     31.7905064
        2005;           5;   3036.0708008;   9994.5068359;     87.7530289;    144.4420624;    459.3105469;     32.3119888
        2005;           6;   3036.0708008;   9994.5068359;     90.4216614;    144.4420624;    459.3105469;     33.2946167
        2005;           7;   3036.0708008;   9994.5068359;     92.7613449;    144.4420624;    459.3105469;     34.1561203
        2005;           8;   3036.0708008;   9994.5068359;     92.7037582;    144.4420624;    459.3105469;     34.1349182
        2005;           9;   3036.0708008;   9994.5068359;     92.8183136;    144.4420624;    459.3105469;     34.1771011
        2005;          10;   3036.0708008;   9994.5068359;     92.6455460;    144.4420624;    459.3105469;     34.1134834
        2005;          11;   3036.0708008;   9994.5068359;     86.2999344;    144.4420624;    459.3105469;     31.7769375
        2005;          12;   3036.0708008;   9994.5068359;     84.2768326;    144.4420624;    459.3105469;     31.0319996
        2006;           1;   3036.0708008;   9994.5068359;     80.9434509;    144.4420624;    459.3105469;     29.8045959
        2006;           2;   3036.0708008;   9994.5068359;     71.5003738;    144.4420624;    459.3105469;     26.3275166
        2006;           3;   3036.0708008;   9994.5068359;     71.7549667;    144.4420624;    459.3105469;     26.4212608
        2006;           4;   3036.0708008;   9994.5068359;     73.3726807;    144.4420624;    459.3105469;     27.0169258
        2006;           5;   3036.0708008;   9994.5068359;     75.0375366;    144.4420624;    459.3105469;     27.6299496
        2006;           6;   3036.0708008;   9994.5068359;     79.9812393;    144.4420624;    459.3105469;     29.4502964
        2006;           7;   3036.0708008;   9994.5068359;     79.9812393;    144.4420624;    459.3105469;     29.4502964
        2006;           8;   3036.0708008;   9994.5068359;     79.9812393;    144.4420624;    459.3105469;     29.4502964
        2006;           9;   3036.0708008;   9994.5068359;     79.9812393;    144.4420624;    459.3105469;     29.4502964
        2006;          10;   3036.0708008;   9994.5068359;     79.9812393;    144.4420624;    459.3105469;     29.4502964
        2006;          11;   3036.0708008;   9994.5068359;     82.5396500;    144.4420624;    459.3105469;     30.3923454
        2006;          12;   3036.0708008;   9994.5068359;     81.6522064;    144.4420624;    459.3105469;     30.0655727
        2007;           1;   3036.0708008;   9994.5068359;     81.2572021;    144.4420624;    459.3105469;     29.9201260
        2007;           2;   3036.0708008;   9994.5068359;     80.5220642;    144.4420624;    459.3105469;     29.6494350
        2007;           3;   3036.0708008;   9994.5068359;     80.9115906;    144.4420624;    459.3105469;     29.7928677
        2007;           4;   3036.0708008;   9994.5068359;     82.4014359;    144.4420624;    459.3105469;     30.3414478
        2007;           5;   3036.0708008;   9994.5068359;     83.7551804;    144.4420624;    459.3105469;     30.8399162
        2007;           6;   3036.0708008;   9994.5068359;     86.1132965;    144.4420624;    459.3105469;     31.7082138
        2007;           7;   3036.0708008;   9994.5068359;     89.2622070;    144.4420624;    459.3105469;     32.8676910
        2007;           8;   3036.0708008;   9994.5068359;     89.2622070;    144.4420624;    459.3105469;     32.8676910
        2007;           9;   3036.0708008;   9994.5068359;     89.2622070;    144.4420624;    459.3105469;     32.8676910
        2007;          10;   3036.0708008;   9994.5068359;     89.2622070;    144.4420624;    459.3105469;     32.8676910
        2007;          11;   3036.0708008;   9994.5068359;     89.8202209;    144.4420624;    459.3105469;     33.0731544
        2007;          12;   3036.0708008;   9994.5068359;     87.7838898;    144.4420624;    459.3105469;     32.3233528
        2008;           1;   3036.0708008;   9994.5068359;     83.8037796;    144.4420624;    459.3105469;     30.8578148
        2008;           2;   3036.0708008;   9994.5068359;     81.5019531;    144.4420624;    459.3105469;     30.0102501
        2008;           3;   3036.0708008;   9994.5068359;     80.5879211;    144.4420624;    459.3105469;     29.6736870
        2008;           4;   3036.0708008;   9994.5068359;     80.4558334;    144.4420624;    459.3105469;     29.6250496
        2008;           5;   3036.0708008;   9994.5068359;     81.5321732;    144.4420624;    459.3105469;     30.0213737
        2008;           6;   3036.0708008;   9994.5068359;     83.8037796;    144.4420624;    459.3105469;     30.8578148
        2008;           7;   3036.0708008;   9994.5068359;     87.6909256;    144.4420624;    459.3105469;     32.2891197
