"";"Ca";"Mg";"K";"Na";"NH4";"Al";"group_id";"Date"
"1";1084,7392578;339,747467;237,7696381;0,0255737;0,0002133;155,1762543;"1";2005-01-01
"2";1084,5510254;339,0813293;237,2313538;0,0089581;0;155,3627319;"1";2005-02-01
"3";1084,7619629;338,6412354;236,8312531;0,0062106;0;155,3396149;"1";2005-03-01
"4";1084,7506104;338,175354;236,225235;0,0053208;0;155,250885;"1";2005-04-01
"5";1083,8276367;337,2883301;234,4725494;0,0034586;0;155,1243744;"1";2005-05-01
"6";1083,7983398;336,6451416;233,9615173;0,0024355;0;154,939621;"1";2005-06-01
"7";1083,0908203;336,315918;233,2584686;0,0024995;0,0001822;154,840683;"1";2005-07-01
"8";1083,5946045;336,276123;233,5416718;0,0026109;0,0005977;154,5994263;"1";2005-08-01
"9";1084,8511963;336,0077209;234,0803528;0,0028432;0,000813;154,189682;"1";2005-09-01
"10";1085,8636475;335,8708496;234,274231;0,003333;0,0003483;153,9011993;"1";2005-10-01
"11";1086,2969971;335,8070984;234,0660706;0,00612;2,57e-05;153,7890167;"1";2005-11-01
"12";1086,6879883;335,7717285;233,9489594;0,0076023;0;153,7372894;"1";2005-12-01
"13";1086,703125;335,558075;233,5468292;0,0067362;0,0001475;153,7153473;"1";2006-01-01
"14";1086,7281494;335,2875366;233,2242432;0,0060301;0;153,6947937;"1";2006-02-01
"15";1086,8579102;335,0274048;232,9788513;0,0060969;0;153,6460571;"1";2006-03-01
"16";1086,6459961;334,6472473;232,4958649;0,0055591;0;153,580658;"1";2006-04-01
"17";1085,0601807;333,8453674;230,8896942;0,00364;0;153,4899902;"1";2006-05-01
"18";1084,7550049;333,2609558;230,5113983;0,0025517;0;153,3581848;"1";2006-06-01
"19";1083,7941895;332,8666687;229,8423004;0,0025269;0,0001557;153,3527527;"1";2006-07-01
"20";1084,1702881;332,8295288;230,165741;0,0026425;0,0005716;153,1544189;"1";2006-08-01
"21";1085,1566162;332,6289673;230,8398895;0,0029322;0,0007929;152,7989655;"1";2006-09-01
"22";1085,9700928;332,5422058;231,1617279;0,003478;0,0003109;152,5523224;"1";2006-10-01
"23";1086,2770996;332,5302734;231,0785522;0,0064146;0;152,4561157;"1";2006-11-01
"24";1086,5211182;332,5066528;231,0519409;0,0078046;0;152,4271088;"1";2006-12-01
"25";1086,3012695;332,2404175;230,7124023;0,0066186;0,0001279;152,4664459;"1";2007-01-01
"26";1086,1092529;331,9303284;230,4621735;0,0059169;0;152,5013123;"1";2007-02-01
