"";"Year";"N_PP";"Ca_PP";"Mg_PP";"K_PP";"S_PP";"P_PP";"N_PU";"Ca_PU";"Mg_PU";"K_PU";"S_PU";"P_PU";"N_AU";"Ca_AU";"Mg_AU";"K_AU";"S_AU";"P_AU";"N_Diff";"Ca_Diff";"Mg_Diff";"K_Diff";"S_Diff";"P_Diff"
"1";2005;2461068,6875;548107,5859374;168297,3857421;462729,3339844;221139,7421874;138784,5678711;285152,883789;48572,0241089;17280,5548018;45316,7751921;19001,6853638;15309,8005368;228191,0644531;51437,1202848;19548,8127747;58734,3988037;19001,6854821;15309,7991948;56961,8193359;-2865,0961759;-2268,2579729;-13417,6236116;-0,0001183000022138;0,00134199999774864
"2";2006;2082704,6328125;523133,4335938;165444,1215821;459012,2226562;215105,4560547;137484,8842776;284909,5041501;54755,0156859;18403,4346237;47632,724777;20175,1120988;16493,6528316;268612,14917;57827,3389131;20835,7513123;62020,8244628;20175,1126633;16493,6513676;16297,3549801;-3072,3232272;-2432,3166886;-14388,0996858;-0,000564499998290557;0,00146400000085123
"3";2007;1626410,2812501;497619,1914062;152060,3037108;419481,4023437;207010,4648439;119950,2348631;285016,2197263;54296,4285582;18360,3553315;47566,5404662;20482,8904724;16448,5400388;267991,9206542;57452,0755464;20858,6407165;62344,880127;20482,8903504;16448,541504;17024,2990721;-3155,6469882;-2498,285385;-14778,3396608;0,000122000001283595;-0,00146519999907468
"4";2008;1241218,7353515;473349,126953;139474,6303712;382331,7158204;199500,2509767;103406,6088868;285815,8488771;53616,9396666;18353,4817963;47630,4871521;20932,9686889;16431,291504;268209,4682618;56854,5154114;20916,6268008;62792,4852295;20932,9709475;16431,291504;17606,3806153;-3237,57574480001;-2563,1450045;-15161,9980774;-0,00225859999773093;0
"5";2009;1169418,8291016;481660,8925781;144140,9116211;396194,5664061;202439,2480469;109658,5776367;285290,0053711;52875,9325257;18279,6971894;47488,0183411;21140,3767394;16365,3105468;267390,1022949;56083,082489;20818,7575684;62507,5610352;21140,378723;16365,3105468;17899,9030762;-3207,1499633;-2539,060379;-15019,5426941;-0,00198360000285902;0
"6";2010;1089416,0888672;490854,1464845;149095,5683594;410885,4667966;205853,3193359;116266,1796874;284102,8171387;51958,7653809;18163,2888261;47231,1276856;21286,7495115;16265,9208984;266254,5913086;55135,0061799;20677,8780976;62105,9053955;21286,7507322;16265,9194332;17848,2258301;-3176,240799;-2514,5892715;-14874,7777099;-0,0012206999999762;0,00146519999907468
"7";2011;955909,8125;496153,0429688;151585,3505859;418511,6386719;207016,0185547;119686,4985351;282264,4038085;51248,5276794;18021,6073457;46912,542816;21005,5961611;16166,5327152;264761,4316406;54408,2544251;20523,1202086;61709,9628907;21005,5979005;16166,5327152;17502,9721678999;-3159,7267457;-2501,5128629;-14797,4200747;-0,00173940000240691;0
"8";2012;756334,711914;495320,7343748;150868,6572266;416672,7343751;202778,9980468;118863,8457032;280185,1857908;50015,3685912;17879,5974197;46545,6978455;20702,2974548;16039,0327152;263164,1123046;53181,8423919;20386,4535064;61374,7299804;20702,2987059;16039,0327152;17021,0734862;-3166,4738007;-2506,8560867;-14829,0321349;-0,00125109999862616;0
"9";2013;518960,7675782;492396,1484376;148705,7470704;410195,0332031;198286,0283202;115794,1699219;279267,4665525;49514,8480376;17807,646141;46375,186844;20877,0739136;15980,29248;262311,8703613;52698,9260254;20328,4427795;61286,6784668;20877,0742798;15980,29248;16955,5961912;-3184,0779878;-2520,7966385;-14911,4916228;-0,000366199998097727;0
"10";2014;306694,3583986;491824,6132813;146627,859375;403795,6230468;198702,5234374;112312,5917969;278349,6596676;49014,3147429;17735,6933595;46204,6714324;21187,2480163;15921,552246;261407,3901365;52227,0212403;20279,1491699;61250,2161866;21187,2492677;15921,552246;16942,2695311;-3212,70649739999;-2543,4558104;-15045,5447542;-0,00125140000091051;0
"11";2015;222756,8208007;509311,1015625;149223,84375;410503,8906251;202868,25;112693,7807618;278339,6276854;48631,2286529;17702,2380598;46151,953125;20407,8953553;15888,1391604;261072,9125977;51861,3891602;20259,5095216;61279,2160646;20407,8968506;15888,1391604;17266,7150877;-3230,1605073;-2557,2714618;-15127,2629396;-0,00149530000271625;0
"12";2016;189438,1225585;523279,4531251;153852,1933592;422771,6289063;204476,8964845;114414,003418;276643,75;46394,3332978;17597,2886582;45880,4720611;19644,0117187;15807,6855468;259649,5541992;49643,8416137;20169,8842925;61098,3787842;19644,0126649;15807,6855468;16994,1958008;-3249,5083159;-2572,5956343;-15217,9067231;-0,000946200001635589;0
"13";2017;165606,4907228;526309,9374999;159424,0781251;437521,9160156;204690,1279296;116267,9174805;276630,8425294;45012,2666778;17582,1637802;45850,186844;19352,2083434;15792,3662112;259356,8435061;48286,8651122;20174,6227569;61185,6029052;19352,2093504;15792,364746;17273,9990233;-3274,5984344;-2592,4589767;-15335,4160612;-0,0010069999989355;0,00146519999907468
"14";2018;153040,680664;528172,3085937;165392,0791015;453370,4335937;205345,3964845;118413,9726563;272979,7851562;44025,0534058;17361,263687;45273,5769958;18915,0726926;15624,2226564;256728,0971677;47327,1307678;19975,471817;60737,6414797;18915,0744628;15624,2226564;16251,6879885;-3302,077362;-2614,20813;-15464,0644839;-0,00177020000046468;0
"15";2019;158649,3500976;531730,1679687;169958,5566407;470413,1054686;206696,7265623;121038,1943361;269196,0937499;43049,085037;16927,2824476;44702,5723116;18458,0616153;15470,5488276;254227,9692385;46376,5935059;19561,6258394;60285,7425538;18458,0623477;15470,5488276;14968,1245114;-3327,5084689;-2634,3433918;-15583,1702422;-0,000732399999833433;0
"16";2020;159614,8691406;532415,1445313;171200,9619141;487011,7343749;206950,1210937;123227,1445312;269828,7521973;42983,2217561;16673,6316985;44778,8622133;18452,2903443;15491,4199224;254443,982666;46337,2167052;19328,9444122;60486,0777589;18452,2917175;15491,4199224;15384,7695313;-3353,9949491;-2655,3127137;-15707,2155456;-0,0013732000006712;0
"17";2021;169761,2412109;534547,9453125;171946,6914062;501724,8710936;207037,5058593;126325,6572267;268797,1264647;42774,6822509;16625,5614473;44200,9877779;18538,6708677;15426,2871096;253407,2304686;46149,5542602;19297,3997346;60005,9550781;18538,6706236;15426,2871096;15389,8959961;-3374,8720093;-2671,8382873;-15804,9673002;0,000244099999690661;0
"18";2022;167551,8940429;535995,7304688;172068,9746092;505551,2148439;207160,4433594;128511,8271486;267215,0656738;42303,0185545;16537,2830124;43073,3641663;18435,3218992;15352,2216792;252123,7126466;45702,0319214;19228,2366485;58991,4094238;18435,3217161;15352,2202152;15091,3530272;-3399,0133669;-2690,9536361;-15918,0452575;0,000183100000867853;0,00146400000085123
"19";2023;172072,4526367;536858,8125;172537,6640626;506931,5664062;207270,6308594;131438,5673828;268265,4089353;42357,8945772;16551,258835;43114,5285494;18534,8535158;15396,4921872;252493,3334962;45776,773529;19257,9360047;59125,5863037;18534,8547668;15396,4921872;15772,0754391;-3418,8789518;-2706,6771697;-16011,0577543;-0,00125099999786471;0
"20";2024;178237,6767577;538640,1992187;173012,6835936;508254,4531248;207825,34375;134517,8300781;265259,8779296;41956,2092133;16439,2669374;42800,9548647;18348,6333618;15264,5332032;250240,1735843;45393,193878;19160,2808379;58896,8071289;18348,6336364;15264,5332032;15019,7043453;-3436,9846647;-2721,0139005;-16095,8522642;-0,000274600002740044;0
"21";2025;182079,4951172;540101,5781251;173380,8203126;509287,1367188;208418,0449219;137280,0126954;264481,8771973;41677,8928069;16387,4801103;42661,3699036;18211,7907717;15242,8242192;249569,5356445;45133,1378175;19122,951248;58842,7404785;18211,7920839;15242,8242192;14912,3415528;-3455,2450106;-2735,4711377;-16181,3705749;-0,00131219999821042;0
"22";2026;10217072,25;1479597,1875;678320,625;2016993,375;522354,65625;838026,1875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"23";2027;10217072,25;1479597,1875;678320,625;2016993,375;522354,65625;838026,1875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24";2028;10142618,8125;1469298,546875;674615,8398437;2006109,78125;514813,7031248;834149,390625;0;0;0;0;0;0;0;12,4522492;9,8582863;58,3156098;0;0;0;-12,4522492;-9,8582863;-58,3156098;0;0
"25";2029;10044664,3125;1454641,765625;669813,5898437;1992031,15625;502955,6406248;829516,265625;0;0;0;0;0;0;0;25,990228;20,5761311;121,7158438;0;0;0;-25,990228;-20,5761311;-121,7158438;0;0
"26";2030;9946709,8125;1439984,984375;665011,3398437;1977952,53125;491097,5781248;824883,140625;0;0;0;0;0;0;0;39,5282069;31,2939785;185,1160955;0;0;0;-39,5282069;-31,2939785;-185,1160955;0;0
"27";2031;9848755,3125;1425328,203125;660209,0898437;1963873,90625;479239,5156248;820250,015625;0;0;0;0;0;0;0;53,066186;42,0118204;248,5163125;0;0;0;-53,066186;-42,0118204;-248,5163125;0;0
"28";2032;9750800,8125;1410671,421875;655406,8398437;1949795,28125;467381,4531248;815616,890625;0;0;0;0;0;0;0;66,6041611;52,7296619;311,9165383;0;0;0;-66,6041611;-52,7296619;-311,9165383;0;0
"29";2033;9355033;1354819,9765625;635785,4140625;1892183,28125;425359,707031;795476,7421875;0;0;0;0;0;0;0;129,9511328;102,8806482;608,5792046;0;0;0;-129,9511328;-102,8806482;-608,5792046;0;0
"30";2034;8631280,375;1236677,2109375;599238,5156252;1786363,875;347886,2187499;759264,1093753;0;0;0;0;0;0;0;236,5543193;187,2770339;1107,816704;0;0;0;-236,5543193;-187,2770339;-1107,816704;0;0
"31";2035;7461830,5625;1022458,078125;537786,6679687;1611384,4765625;264678,890625;696798,2343751;0;0;0;0;3569,1607133;0;0;424,376974;335,9738081;1987,4161301;3569,1605912;0;0;-424,376974;-335,9738081;-1987,4161301;0,000122099999771308;0
"32";2036;5937368,375;714421,9296876;455124,1289063;1379434,1953125;226143,996094;612799,5117187;0;865,0039215;0;0;8299,0868377;0;0;1538,4678192;533,1727868;3153,9252626;8299,087387;0;0;-673,4638977;-533,1727868;-3153,9252626;-0,000549300000784569;0
"33";2037;4202115,1875;551988,3320312;354671,4628907;1100814,9375;198317,8955077;511194,3593748;20171,7558593;28586,0426943;0;0;8622,8056334;0;20171,7558593;29552,2605515;764,9395942;4524,9159242;8622,8058775;0;0;-966,217857199998;-764,9395942;-4524,9159242;-0,000244100001509651;0
"34";2038;3011931,25;461984,4726563;240766,4082031;786815,4765625;168065,953125;396476,671875;92049,5950319;33476,6789245;169,2500801;0;8754,0018159;0;92049,5969241;34762,386841;1187,1268158;6021,138153;8754,002121;0;-0,00189220000174828;-1285,7079165;-1017,8767357;-6021,138153;-0,000305100000332459;0
"35";2039;2702899,71875;447614,0136718;199556,2177736;602157,84375;158774,4384766;285297,3085936;171674,7218017;46858,3107146;9670,550644;17237,9077606;11314,3085019;0;171674,7366945;48322,8815155;10830,0296783;24096,6763916;11314,3090513;0;-0,0148927999834996;-1464,5708009;-1159,4790343;-6858,768631;-0,000549399999727029;0
"36";2040;2441752,171875;424720,3124999;179341,0605467;521796,4375;150763,0429688;204112,9609376;178525,5986325;49433,6506806;11696,1656723;29744,3375854;11692,6570279;9227,0556642;177850,3341064;50953,6780242;12899,55101;36862,8289796;11692,6578981;9227,0556642;675,264526099985;-1520,02734360001;-1203,3853377;-7118,4913942;-0,000870199999553734;0
"37";2041;1552294,0390625;339026,7304687;133553,7714844;386315,9941405;123059,2626954;143347,7509767;183559,6451418;50518,5975037;12007,8101387;30603,6405792;12247,032257;10307,843994;182711,3266602;52333,7633973;13444,854271;39104,3109131;12247,0324401;10307,843262;848,318481599999;-1815,1658936;-1437,0441323;-8500,6703339;-0,000183099999048864;0,000732000002244604
"38";2042;718433,0576172;262345,1298826;92620,3188477;263752,9892577;97437,9526368;86136,836914;206015,3427733;53710,210846;13510,5506438;34469,870285;13480,0739439;11726,4008784;204452,3398439;55821,596756;15182,1091765;44357,7852174;13480,0744933;11726,4016116;1563,00292940001;-2111,38591;-1671,5585327;-9887,9149324;-0,000549399999727029;-0,00073319999864907
"39";2043;611944,604004;255436,1992186;88760,1455078;250840,3535156;94542,095215;77865,5615235;225759,3601073;55386,2552489;14824,4714506;37892,9881286;14623,0957031;12996,594726;223427,8112791;57547,4298707;16535,4460143;48014,0725096;14623,0961606;12996,5961912;2331,5488282;-2161,1746218;-1710,9745637;-10121,084381;-0,000457500000266009;-0,00146520000089367
"40";2044;643925,6425783;272927,0458983;97334,7373048;273162,2900391;98694,834961;82991,8520508;262393,4716797;59009,5853881;17292,3645934;44225,4367521;16411,0017088;15413,5898436;253525,0842288;61172,4669189;19004,6880493;54354,503662;16411,002533;15413,5898436;8868,38745090002;-2162,8815308;-1712,3234559;-10129,0669099;-0,000824200000351993;0
"41";2045;371566,0214843;273991,9433593;96841,3447265;269777,4121094;98296,1879884;78408,1718752;284949,9672851;60985,0542908;18781,9921112;48082,5679933;17709,2206725;16864,6787112;260054,5585939;63181,0100555;20520,4991151;58366,5174559;17709,2212526;16864,677246;24895,4086912;-2195,9557647;-1738,5070039;-10283,9494626;-0,000580100000661332;0,00146519999907468
"42";2046;74334,911621;304556,8964845;95054,5288084;261305,6738279;109748,2583008;70198,1474608;286286,9682617;59883,3359986;18775,5757523;48199,2371521;18434,2671202;16841,0375976;259186,711914;62160,8148956;20578,6292114;58864,9809571;18434,2672424;16841,0375976;27100,2563477;-2277,478897;-1803,0534591;-10665,743805;-0,000122200002806494;0
"43";2047;53209,2978515;385142,6738285;103083,5791014;278933,3164062;140478,3056641;69306,4001466;286314,3120118;58521,5626526;18699,0384368;48117,3473511;18961,9920349;16765,8911136;258757,4082029;60874,8616791;20562,1152955;59138,1614991;18961,9943545;16765,8896484;27556,9038089;-2353,2990265;-1863,0768587;-11020,814148;-0,00231959999655373;0,00146519999907468
"44";2048;52985,7089845;470427,2304688;110559,6318359;293900,0859376;178118,8984375;65137,0725097;286841,6557617;56946,7087707;18666,0424651;48117,3496855;19432,8002322;16726,0869144;258638,4628904;59412,0487212;20617,820221;59662,866333;19432,8018494;16726,0883784;28203,1928713;-2465,3399505;-1951,7777559;-11545,5166475;-0,00161719999960042;-0,00146400000085123
"45";2049;52832,1533204;499657,609375;118178,2607422;309530,6523438;206277,373047;60813,7194825;288033,2158202;49546,8925171;18657,3355635;48209,3352507;18555,0194703;16701,6005856;258804,4973144;52128,45047;20701,1201935;60299,1022949;18555,0198365;16701,5991216;29228,7185058;-2581,5579529;-2043,78463;-12089,7670442;-0,000366199998097727;0,00146400000085123
"46";2050;52751,2333983;500585,0703125;125455,4228517;325140,8476562;211924,7304686;57594,3085937;284909,5041501;48502,4121703;18403,4346237;47632,724777;16749,7857972;16493,6528316;256626,7478028;51187,8667907;20529,4714661;60209,0567628;16749,7868653;16493,6513676;28282,7563473;-2685,4546204;-2126,0368424;-12576,3319858;-0,00106809999851976;0,00146400000085123
"47";2051;53485,8037108;500774,6328124;132945,3720703;341996,9707032;209664,1835938;55327,0937501;285016,2197263;48141,5769957;18360,3553315;47566,5404662;17166,275238;16448,5400388;256459,9519043;50917,9175567;20558,3467253;60568,520874;17166,275116;16448,541504;28556,267822;-2776,340561;-2197,9913938;-13001,9804078;0,000122000001283595;-0,00146519999907468
"48";2052;55313,9599609;502026,816406;141073,4697266;361258,464844;207935,9843751;54487,2109374;285815,8488771;48025,2365416;18353,4817963;47630,4871521;17652,4003295;16431,291504;256425,6000978;50881,1666567;20614,4870605;61005,2021484;17652,4016115;16431,291504;29390,2487793;-2855,9301151;-2261,0052642;-13374,7149963;-0,00128199999744538;0
