"";"YEAR";"Ca";"Mg";"K";"Na";"Al";"Si";"P"
"350";2354;4,0532363;2,4542907;1,231711;1,0498141;11,5754403;21,8429933;1,191651
"351";2355;3,6204105;2,3121397;1,1893119;0,9300855;10,9616249;19,9614858;1,1550007
"352";2356;3,9206775;2,4085767;1,2382709;1,0311766;11,5280143;21,387595;1,1789726
"353";2357;3,7961048;2,3671245;1,2225233;0,9910049;11,3074396;20,8319769;1,1636462
"354";2358;3,6940696;2,333941;1,218038;0,9673187;11,1998573;20,4286264;1,1528849
"355";2359;3,8603349;2,3880322;1,2375902;1,017124;11,4657326;21,1630668;1,1699326
"356";2360;3,9992385;2,4415953;1,2344309;1,03162;11,5072895;21,6673576;1,1797386
"357";2361;3,7619757;2,3587555;1,2224582;0,9812722;11,2692826;20,7119129;1,1577738
"358";2362;3,9262653;2,412105;1,2424126;1,0314962;11,5385155;21,4426045;1,1745013
"359";2363;4,0464302;2,458925;1,2370953;1,041143;11,5536796;21,8620194;1,183238
"360";2364;3,8130324;2,3774672;1,2261173;0,9922607;11,3248472;20,9277274;1,1613715
"361";2365;3,9760642;2,4308416;1,245215;1,0411756;11,5861428;21,6489056;1,177933
"362";2366;4,0799007;2,4716007;1,2382408;1,0469973;11,5805813;21,9958954;1,1856984
"363";2367;3,8484457;2,3908724;1,2280012;0,9989674;11,3576486;21,0737671;1,1638195
"364";2368;4,0119214;2,4446289;1,2467202;1,0474715;11,6161029;21,7944899;1,1804001
"365";2369;4,1048138;2,4809431;1,2394448;1,0517047;11,6031712;22,0976649;1,1875008
"366";2370;3,3322805;2,2102055;1,1698653;0,8564259;10,5840457;18,7845926;1,1172485
"367";2371;3,317573;2,1977113;1,1825329;0,8714449;10,6889346;18,7935589;1,1196737
"368";2372;3,3841928;2,2253327;1,1777583;0,8721216;10,6698744;19,0179051;1,1224474
"369";2373;3,0590348;2,1133825;1,1430784;0,7887746;10,2278421;17,5862929;1,0983483
"370";2374;3,0817592;2,116023;1,1571696;0,8095715;10,3605145;17,7470336;1,1031213
"371";2375;3,1556084;2,1469121;1,1499833;0,8093119;10,3295702;17,9856881;1,1063975
"372";2376;2,8761432;2,0475902;1,1253393;0,7443378;9,9933529;16,7824065;1,0865164
"373";2377;2,9208592;2,0611778;1,1365785;0,764404;10,1147699;17,0116946;1,0928554
"374";2378;3,0407845;2,1080663;1,1354238;0,7773545;10,1570725;17,4613123;1,0995948
"375";2379;2,8238568;2,0276546;1,1241274;0,7363717;9,9605628;16,5710169;1,084911
"376";2380;3,0139205;2,0907329;1,1571149;0,8007658;10,3316638;17,4810249;1,1019236
"377";2381;3,3403415;2,2057332;1,1865798;0,8799058;10,7430129;18,8894654;1,126958
"378";2382;3,1412828;2,1331159;1,1765566;0,8417186;10,5616868;18,0781427;1,1124356
"379";2383;3,2628016;2,1789289;1,1831969;0,8678539;10,6935348;18,5728917;1,1252518
"380";2384;3,3693173;2,2170904;1,1852767;0,8839205;10,7570781;18,9876125;1,1312627
"381";2385;3,1429716;2,1344862;1,1750003;0,8402229;10,5514639;18,0733785;1,1133367
"382";2386;3,2639218;2,1802729;1,1822669;0,8665447;10,6857774;18,5717167;1,1254165
"383";2387;3,3782611;2,2211988;1,1853533;0,8847495;10,7609739;19,0229176;1,1317315
"384";2388;3,1707345;2,1450738;1,1778079;0,8465469;10,5861185;18,1969905;1,1148902
"385";2389;3,2892703;2,1885718;1,1866687;0,874885;10,7330104;18,6953376;1,1266878
"386";2390;3,4249493;2,2387071;1,1886569;0,8946511;10,8114953;19,2208027;1,134947
"387";2391;3,225025;2,1652732;1,182649;0,8588413;10,6509969;18,4341668;1,1181413
"388";2392;3,3489123;2,2094299;1,193755;0,8908275;10,8193718;18,9653779;1,1303734
"389";2393;3,4985674;2,264371;1,1980071;0,9147455;10,9215756;19,5575755;1,1394052
"390";2394;3,2990016;2,1932465;1,1882158;0,8744066;10,7313826;18,7511421;1,1226707
"391";2395;3,4215621;2,2357571;1,2002253;0,9079514;10,9087552;19,2812845;1,1351998
"392";2396;3,5795349;2,2937951;1,2054237;0,9337077;11,0212774;19,9104173;1,1447727
"393";2397;3,7250912;2,3444113;1,202182;0,959015;11,1150956;20,4158015;1,165697
"394";2398;3,649603;2,3126304;1,2281425;0,9735367;11,2641745;20,3074836;1,1540552
"395";2399;3,8284175;2,3781914;1,2215393;0,9974352;11,3334064;20,9417071;1,1695814
"396";2400;3,4421997;2,2500785;1,1876866;0,8953511;10,8186463;19,2869807;1,1369271
"397";2401;3,5958838;2,3006958;1,2048974;0,9394464;11,0497179;19,9669317;1,1498356
"398";2402;3,4594915;2,2517244;1,1919637;0,9030942;10,857064;19,3734337;1,137387
"399";2403;3,4846724;2,2658857;1,1955789;0,9069749;10,8865376;19,5069592;1,135074
"400";2404;3,6231457;2,3101468;1,2135884;0,9509726;11,1238256;20,129842;1,1491613
"401";2405;3,7770714;2,36814;1,215591;0,9724536;11,2096684;20,7232881;1,1591736
"402";2406;3,5397643;2,2867915;1,1969074;0,9160941;10,9268205;19,7238449;1,1391753
"403";2407;3,6890343;2,3337436;1,2193526;0,966399;11,2035837;20,4149593;1,1535456
"404";2408;3,8195399;2,384396;1,2161412;0,9791599;11,2380841;20,887554;1,1625016
"405";2409;3,5859656;2,3042533;1,1984482;0,9244426;10,9650341;19,9088831;1,1425824
"406";2410;3,7325524;2,3497045;1,222509;0,9756963;11,2506152;20,5994561;1,1564375
"407";2411;3,8542284;2,3975109;1,2169362;0,9851477;11,2645366;21,0238412;1,1652414
"408";2412;3,6140282;2,3144549;1,2004976;0,9305283;10,9955253;20,0282079;1,1443342
"409";2413;3,1511143;2,1511482;1,1448363;0,8022847;10,2908253;17,9455348;1,1063723
"410";2414;3,1873851;2,1670224;1,1382892;0,7972393;10,2425775;18,0445727;1,1067421
"411";2415;2,9402954;2,0773744;1,1240313;0,7471544;10,0000603;17,0259936;1,0886049
"412";2416;2,9034428;2,0635906;1,1227987;0,7420937;9,980881;16,8704776;1,0896892
"413";2417;2,9690485;2,0907939;1,1158461;0,7412778;9,9480028;17,0795314;1,0921678
"414";2418;2,7730355;2,0148532;1,1135796;0,7126687;9,8285186;16,3241873;1,0774377
"415";2419;2,752145;2,0080976;1,1120819;0,708886;9,8136463;16,2288949;1,0793746
"416";2420;2,8404392;2,0452738;1,1037051;0,7097307;9,7840471;16,516413;1,0839428
"417";2421;2,6613157;1,9743285;1,1035649;0,6869047;9,6950073;15,8346938;1,0715301
"418";2422;2,7076432;1,9938502;1,1058632;0,6962676;9,7470189;16,0180887;1,0787906
"419";2423;2,872151;2,0533557;1,1157674;0,7287543;9,9033446;16,7029793;1,0884985
"420";2424;2,8100537;2,0232839;1,1325759;0,7414204;10,0158934;16,5625709;1,0865833
"421";2425;3,0254165;2,0998576;1,157717;0,8011879;10,3442499;17,5250882;1,1058516
"422";2426;3,1272389;2,1372571;1,157299;0,8139115;10,3863447;17,9085167;1,1113531
"423";2427;2,902335;2,0553229;1,1431078;0,7677864;10,159142;16,9716181;1,0955944
"424";2428;3,032434;2,1036774;1,1558002;0,8000228;10,3345743;17,5387444;1,1072278
"425";2429;3,1360543;2,1411474;1,1570707;0,81473;10,3894792;17,9402921;1,1122742
"426";2430;3,3446573;2,2246815;1,166735;0,8511362;10,5683852;18,8048998;1,1242532
"427";2431;3,1772179;2,1533274;1,1773284;0,8408845;10,5607473;18,2332195;1,1101583
"428";2432;3,8097723;2,404764;1,2083299;0,9514244;11,1135781;20,8306938;1,1552647
"429";2433;3,315394;2,1995067;1,1772042;0,8652334;10,6516837;18,7426333;1,1238421
"430";2434;3,0389249;2,101965;1,1598552;0,8052601;10,3605472;17,5949377;1,1030839
"431";2435;3,1445629;2,1410258;1,1705359;0,8324362;10,5097111;18,0545752;1,1138572
"432";2436;3,287085;2,1951413;1,1723448;0,8520201;10,5876386;18,6065087;1,1223363
"433";2437;3,0778729;2,1197372;1,160597;0,8095086;10,3823501;17,749077;1,1059077
"434";2438;3,2080778;2,1648094;1,1770365;0,8475622;10,5922914;18,3361226;1,1180875
"435";2439;3,3654381;2,223101;1,1817785;0,8725821;10,7003162;18,9621989;1,1271253
"436";2440;3,1577975;2,1499406;1,166825;0,826594;10,4711728;18,092595;1,1109182
"437";2441;3,3769788;2,220861;1,201996;0,8994078;10,8817535;19,1227174;1,1309282
"438";2442;3,565203;2,2899637;1,1989065;0,9278195;10,9812654;19,8170846;1,1463121
"439";2443;3,2090179;2,169496;1,171692;0,8388641;10,5398623;18,3140061;1,116181
"440";2444;3,4290189;2,2417203;1,2040416;0,9081189;10,9239688;19,3343805;1,1344656
"441";2445;3,3899407;2,2305159;1,1898728;0,8849858;10,7772318;19,1071593;1,1280117
"442";2446;3,2801038;2,1969961;1,174126;0,8505406;10,5910742;18,6056396;1,1186838
"443";2447;3,4222742;2,2435146;1,1933161;0,8951802;10,8354689;19,2508829;1,1326207
"444";2448;3,5740215;2,3004266;1,1959769;0,9169152;10,9236327;19,8419765;1,1416495
"445";2449;3,3440768;2,221151;1,1764772;0,8618925;10,6437399;18,8625155;1,12337
"446";2450;3,4872637;2,2673131;1,197526;0,9089846;10,9040488;19,5231741;1,1372396
"447";2451;3,6254563;2,3197149;1,1976987;0,9262214;10,9663316;20,0470891;1,1456782
"448";2452;3,393365;2,2397688;1,1784611;0,8710089;10,6865812;19,0617913;1,1270188
"449";2453;3,5348735;2,2848969;1,2003809;0,9187086;10,9518702;19,7213483;1,1405496
"450";2454;3,6648677;2,3345319;1,1992584;0,9335007;11,0004516;20,2058397;1,1487019
"451";2455;3,4232916;2,2512688;1,1792011;0,8759794;10,7087363;19,1801993;1,1291813
"452";2456;2,9851904;2,0982289;1,1199339;0,7484245;9,9946234;17,1713586;1,0932976
"453";2457;3,0249543;2,1138972;1,1166845;0,7475629;9,9733314;17,3030374;1,0936449
"454";2458;2,8055625;2,0337357;1,1030318;0,7036827;9,7574388;16,3927048;1,0781191
"455";2459;2,7636485;2,0171407;1,1049676;0,700532;9,7557025;16,2370152;1,0781756
"456";2460;2,8182725;2,0422373;1,0939583;0,6930662;9,6837956;16,3799633;1,0802089
"457";2461;2,6458206;1,9746477;1,0910722;0,6689559;9,5804853;15,710284;1,0679089
"458";2462;2,6056227;1,9607438;1,0890097;0,6612286;9,5474082;15,5384927;1,0679822
"459";2463;2,703248;2,0002767;1,0846759;0,6673358;9,551679;15,8859865;1,072699
"460";2464;2,5333185;1,9342978;1,0802876;0,6419822;9,439788;15,2128804;1,0620574
"461";2465;2,5660377;1,9474119;1,0864685;0,6525334;9,5084269;15,3671844;1,0675936
"462";2466;2,7195121;2,0043968;1,0938721;0,6798416;9,6369357;15,994894;1,0768122
"463";2467;2,6437899;1,9725512;1,1030447;0,6820006;9,6843861;15,755769;1,0751868
"464";2468;2,8169214;2,0339121;1,1244518;0,7316382;9,9593986;16,5361747;1,0910299
"465";2469;2,9271672;2,0743035;1,1255576;0,7470617;10,0171374;16,9625477;1,0965894
"466";2470;2,7237699;1,999578;1,1131403;0,7068202;9,8201252;16,1154177;1,0834893
"467";2471;2,8350512;2,0411388;1,1245492;0,7347414;9,9736425;16,6041699;1,0933298
"468";2472;2,9434312;2,0804909;1,1265975;0,7506047;10,0354614;17,0300117;1,0981673
"469";2473;2,7477709;2,0083168;1,116161;0,7131621;9,8555929;16,225226;1,085007
"470";2474;2,8610213;2,0510787;1,1263791;0,7400726;10,0011032;16,7146151;1,0950053
"471";2475;2,9835633;2,0953777;1,1301807;0,7597235;10,0835975;17,2047379;1,1007339
"472";2476;2,7938334;2,0251957;1,1209173;0,7242374;9,9151428;16,4305257;1,0875997
"473";2477;2,9082263;2,0673006;1,1322035;0,7531355;10,0715238;16,9301901;1,0977009
"474";2478;3,0540591;2,1204303;1,1382334;0,7779046;10,1819968;17,5217261;1,1051223
"475";2479;2,8679541;2,0523727;1,1281825;0,7418076;10,0087044;16,7584028;1,0918765
"476";2480;2,9788244;2,0913559;1,141715;0,7733552;10,1823548;17,2566977;1,101848
"477";2481;3,1441204;2,1512644;1,1502222;0,8034763;10,322251;17,9365625;1,1106831
"478";2482;2,9489281;2,0825625;1,1347067;0,7595315;10,1005267;17,1078937;1,0967696
"479";2483;3,0651774;2,1217212;1,1513293;0,7958695;10,3030201;17,6436952;1,1073108
"480";2484;3,2333222;2,1832394;1,1590401;0,8252632;10,4375087;18,3294813;1,1164273
"481";2485;3,3226363;2,2170225;1,1434102;0,8285615;10,4032257;18,5484135;1,1335105
"482";2486;3,21773;2,1730345;1,1716252;0,8409356;10,5497998;18,3440996;1,1183596
"483";2487;3,4187077;2,2444698;1,1770318;0,8787018;10,7129542;19,1373063;1,1333611
"484";2488;3,0243813;2,112144;1,1417289;0,7753192;10,1876729;17,4403738;1,1009882
"485";2489;3,2575257;2,1917987;1,1606207;0,8361581;10,4947395;18,428918;1,1226988
"486";2490;3,1188205;2,1467289;1,1376159;0,7866122;10,2165443;17,7648895;1,1106754
"487";2491;3,1417372;2,1562196;1,1461552;0,7973739;10,2890412;17,9154;1,1090135
"488";2492;3,2885578;2,2021118;1,1720046;0,8493649;10,5832201;18,6189119;1,1220927
"489";2493;3,4412164;2,2593115;1,1748912;0,8715118;10,6735547;19,2157787;1,1309
"490";2494;3,1969915;2,1767202;1,1488908;0,8079184;10,3392889;18,1420232;1,1127229
"491";2495;3,342653;2,2219708;1,1754657;0,8606699;10,6391899;18,8456074;1,1257638
"492";2496;3,4892398;2,2769504;1,1774843;0,8812195;10,7205493;19,4132972;1,1345019
"493";2497;3,241706;2,1931958;1,1515971;0,81715;10,3846463;18,3283887;1,1158239
"494";2498;3,3794639;2,2353394;1,1780278;0,8686589;10,6791924;19,0007879;1,128358
"495";2499;3,0280271;2,1196069;1,1072539;0,7373241;9,901986;17,2628376;1,0935056
"496";2500;2,8173371;2,0399939;1,0997172;0,7014846;9,7376811;16,4201718;1,0785895
