"";"Year";"N_PP";"Ca_PP";"Mg_PP";"K_PP";"S_PP";"P_PP";"N_PU";"Ca_PU";"Mg_PU";"K_PU";"S_PU";"P_PU";"N_AU";"Ca_AU";"Mg_AU";"K_AU";"S_AU";"P_AU";"N_Diff";"Ca_Diff";"Mg_Diff";"K_Diff";"S_Diff";"P_Diff"
"1";2005;1406043,90625;383369,4277346;105631,3095703;295893,0742187;50699,9038087;74432,208496;229216,9536132;42047,0376435;15151,3312835;40770,0816346;7263,2981035;12012,1409914;229216,9555662;43692,3118592;16000,0086822;52285,5201416;7263,2978897;12012,1409914;-0,00195299999904819;-1645,2742157;-848,6773987;-11515,438507;0,000213799999983166;0
"2";2006;1099930,3398439;352704,4921876;94094,5991212;258746,3085937;42839,6450196;60376,2312013;228534,5960691;45774,5890045;15079,2788085;40542,8039552;7249,5726319;12957,2460936;228534,6208496;47744,0735779;16095,1923064;54327,408203;7249,5726624;12957,2460936;-0,0247805000108201;-1969,4845734;-1015,9134979;-13784,6042478;-3,04999994114041e-05;0
"3";2007;805592,3261719;328990,7304686;82955,1079102;223004,3466795;35282,1887207;46814,2614747;228048,5089112;45807,2726898;15054,438263;40418,0386353;7245,2505645;12896,5283208;228048,5167237;47955,4170531;16162,5127183;55453,1323241;7245,2511749;12896,5297848;-0,0078125;-2148,1443633;-1108,0744553;-15035,0936888;-0,000610399999459332;-0,00146400000085123
"4";2008;323020,9433594;303760,2421875;70836,6467286;184507,4658202;27143,9135132;32190,0621338;228548,1499025;46144,7640991;15104,0927734;40567,6757813;7281,9244081;12938,8579104;203184,9315185;48479,7058258;16308,5213472;56910,1674804;7281,9244081;12938,8579104;25363,218384;-2334,9417267;-1204,4285738;-16342,4916991;0;0
"5";2009;48743,4462892;327678,5000003;75178,2353516;194147,6933593;28096,0152588;34165,4094237;228046,3148193;46108,5819703;15070,3571475;40451,2260742;7275,3797607;12891,1918944;179890,4626467;48547,0143432;16328,1694641;57518,0671388;7275,3798522;12891,1918944;48155,8521726;-2438,4323729;-1257,8123166;-17066,8410646;-9,15000009626965e-05;0
"6";2010;9966,694336;392987,8320311;93042,7661133;242101,9316407;35385,3750002;48213,1923827;227033,3873292;44111,4808502;14995,4939269;40202,5339356;7249,7117613;12797,375976;178672,9127197;46629,4115599;16294,31073;57825,7818603;7249,7118528;12797,3774412;48360,4746095;-2517,9307097;-1298,8168031;-17623,2479247;-9,15000000532018e-05;-0,00146520000089367
"7";2011;5871,7568359;419556,3671876;112194,6367187;292935,0605469;42550,5166015;62410,4074707;225788,0748292;37829,2086182;14893,9134823;39889,4604492;7205,9119112;12690,4628904;178885,5318604;40491,1315155;16267,0099869;58520,5501709;7205,9122925;12690,4628904;46902,5429688;-2661,9228973;-1373,0965046;-18631,0897217;-0,000381300000299234;0
"8";2012;5832,0937499;425211,1679687;131726,7822266;344803,4062499;49764,9802246;76732,4196778;224658,154541;37223,7384185;14799,922821;39623,9719848;7172,7586365;12603,5405268;176364,0504152;40042,9767306;16254,1669922;59356,1313477;7172,7589873;12603,5405268;48294,1041258;-2819,2383121;-1454,2441712;-19732,1593629;-0,000350799999978335;0
"9";2013;5769,6230469;428055,5644533;144217,6083985;397124,701172;57068,0708007;91160,809082;224025,1734621;36651,6101381;13855,5713499;39468,2412719;7153,345123;12548,9340816;175465,4257815;39628,3141786;15391,038971;60302,5168457;7153,3458097;12548,9340816;48559,7476806;-2976,70404049999;-1535,4676211;-20834,2755738;-0,000686700000187557;0
"10";2014;5719,3266601;427200,0058594;146735,3095703;431909,5390625;64198,277832;105205,6547852;223392,1428224;36414,2048644;13063,6735535;37274,8240964;7133,9315643;12494,3261724;176307,880127;39544,951996;14678,6040954;59187,2623291;7133,9315949;12494,3261724;47084,2626954;-3130,7471316;-1614,9305419;-21912,4382327;-3,06000001728535e-05;0
