"";"YEAR";"Ca_WET";"Mg_WET";"K_WET";"X.2";"X.3";"N_WET";"S_WET";"X.6";"X.7";"X.8";"Dry.Deposition.kg.ha.yr";"X.9";"X.10";"X.11";"X.12";"X.13";"X.14";"X.15";"X.16";"X.17";"Total.Deposition.kg.ha.yr";"X.18";"X.19";"X.20";"X.21";"X.22";"X.23";"X.24";"X.25";"X.26";"Throughfall.kg.ha.yr";"X.27";"X.28";"X.29";"X.30";"X.31";"X.32";"X.33";"X.34";"X.35";"Ca_THRU";"Mg_THRU";"K_THRU";"X.38";"X.39";"N_THRU";"S_THRU";"X.42";"X.43";"X.44";"Litterflow.flux.kg.ha.yr";"X.45";"X.46";"X.47";"X.48";"X.49";"X.50";"X.51";"X.52";"X.53";"Leaching.flux.kg.ha.yr";"X.54";"X.55";"X.56";"X.57";"X.58";"X.59";"X.60";"X.61";"X.62";"Ca_WTH";"Mg_WTH";"K_WTH";"X.65";"X.66";"X.67";"P_WTH"
"1";2005;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7197692;2,869415;6,5843854;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2439376;0,5972303;5,6831288;0;0;0;0;0;0;0;20,833683;5,9611816;6,4736166;3,5374973;3,1101663;9,5427809;11,8127518;19,5200577;34,5289688;0;8,2483768;7,5731421;4,1430602;0,0326627;0,2743113;0,3069826;4,9793301;24,8221207;41,4724083;2,16e-05;2,8875313;1,8064821;0,6227741;0,6288267;6,5718484;15,4159555;0,4583134
"2";2006;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7254913;2,8721623;6,610528;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2496599;0,5999776;5,7092714;0;0;0;0;0;0;0;16,4122314;5,3041081;6,5062137;3,5374973;3,0249305;9,3421793;11,4065075;19,5200577;34,5289688;0;5,7978635;5,3158603;3,3386993;0,0147755;0,1937043;0,3440059;5,0064178;26,8146381;50,0457497;0,2484765;2,9430487;1,8310807;0,6220557;0,6379254;6,6115022;15,6275368;0,4635583
"3";2007;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7569456;2,8872638;6,7542319;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2811142;0,6150793;5,8529758;0;0;0;0;0;0;0;14,3227711;5,0705523;7,2044201;3,5374973;3,0544779;9,3993721;11,245141;19,5200577;34,5289688;0;6,0751834;5,8807306;3,3117192;0,0164897;0,2002736;0,5263402;4,9102783;26,4347115;57,8989944;0,9135654;3,0062249;1,8575555;0,6122974;0,6330376;6,5523849;15,7927217;0,4695315
"4";2008;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7959666;2,9059982;6,9325066;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,3201352;0,6338139;6,0312505;0;0;0;0;0;0;0;13,1538992;4,9797802;7,9051962;3,5374973;3,1202166;9,5382442;11,1767082;19,5200577;34,5289688;0;6,0134883;6,3426366;3,2308919;0,0158279;0,1944665;0,5804821;4,8562098;23,7479362;55,8155746;1,0929877;3,0623684;1,8805815;0,6035099;0,6296421;6,5035267;15,9405527;0,4748011
"5";2009;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7727144;2,8948352;6,8262768;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2968833;0,6226503;5,9250212;0;0;0;0;0;0;0;12,4180117;4,946764;8,5340757;3,5374973;3,1938865;9,6957035;11,1468372;19,5200577;34,5289688;0;5,3101449;6,0703559;2,9638281;0,0151583;0,1892143;0,5493078;4,8045812;21,6708031;49,9075813;1,0159744;3,1046388;1,8976203;0,5964913;0,6267878;6,4636202;16,0483284;0,4788994
"6";2010;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7496171;2,8837454;6,7207513;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2737856;0,6115608;5,8194947;0;0;0;0;0;0;0;11,920125;4,939651;9,0779743;3,5374973;3,2648256;9,8478165;11,1349649;19,5200577;34,5289688;0;4,66571;5,6508846;2,6917853;0,0145636;0,1845329;0,5261512;4,7566676;20,6008625;44,7364807;0,8849487;3,141222;1,912243;0,5902345;0,6243032;6,4282618;16,1404285;0,4824786
"7";2011;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7390506;2,8786724;6,6724772;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2632192;0,6064878;5,7712207;0;0;0;0;0;0;0;11,5712109;4,9453382;9,5421419;3,5374973;3,3308039;9,9893045;11,1324892;19,5200577;34,5289688;0;4,2079339;5,2942572;2,466006;0,0140689;0,1806155;0,5059241;4,713439;20,1984425;41,0056496;0,7344893;3,1686332;1,9230539;0,5851555;0,6219809;6,3980904;16,2060509;0,4852501
"8";2012;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7367406;2,8775635;6,6619225;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2609093;0,6053787;5,7606664;0;0;0;0;0;0;0;11,3262577;4,95857;9,939868;3,5374973;3,3925376;10,121706;11,1358109;19,5200577;34,5289688;0;3,8991337;5,0057769;2,2810926;0,0136605;0,1771904;0,4894604;4,6649766;20,0705662;38,4963531;0,6677057;3,1953468;1,9336798;0,5805549;0,6203095;6,3727727;16,2735233;0,4878291
"9";2013;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7432234;2,8806751;6,6915355;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2673917;0,6084908;5,7902789;0;0;0;0;0;0;0;11,1564817;4,9762907;10,2820215;3,5374973;3,4503174;10,245616;11,1427908;19,5200577;34,5289688;0;3,7063305;4,7914619;2,1291249;0,0131745;0,1732216;0,4751735;4,6169424;20,0418472;36,8846016;0,6340201;3,2214737;1,9441085;0,5761223;0,6189234;6,3495054;16,3405838;0,490322
"10";2014;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;0;0;0;0;0;0;0;0;0;0;1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;2,7422183;2,880193;6,686945;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;0;1,2663869;0,6080083;5,7856889;0;0;0;0;0;0;0;11,0414133;4,9964161;10,5770359;3,5374973;3,5034311;10,3597364;11,151967;19,5200577;34,5289688;0;3,6141808;4,6533856;2,011188;0,0127577;0,1696275;0,4657617;4,586381;20,0458088;35,891777;0,6136609;3,2405558;1,9515393;0,572481;0,6173755;6,32833;16,3858242;0,4922373
