"";"Ca";"Mg";"K";"Na";"NH4";"Al";"group_id";"Date"
"37838";0,0378677;3,4322236;5,82e-05;2,821193;0,1978237;245,5047455;"7";2182-02-01
"37839";0,0484517;3,4858973;6,76e-05;2,7797797;0,2508653;245,4906464;"7";2182-03-01
"37840";0,0416161;3,4875963;0;2,803107;0,3017211;245,4255524;"7";2182-04-01
"37841";0,0305004;3,446686;0;2,7407475;0,3425585;245,388031;"7";2182-05-01
"37842";0,006438;3,4122496;0;2,7732413;0,1464763;245,3643646;"7";2182-06-01
"37843";0;3,3651497;0;2,7686758;0;245,408493;"7";2182-07-01
"37844";0,000786;3,4136531;0;2,965199;0;245,3272858;"7";2182-08-01
"37845";0,0055833;3,4446204;0;3,0385594;0;245,3007202;"7";2182-09-01
"37846";0,0106811;3,4682233;0,0001603;3,1031246;0;245,282486;"7";2182-10-01
"37847";0,0384067;3,6325164;3,48e-05;3,1919305;0,0704515;245,3018341;"7";2182-11-01
"37848";0,0469626;3,7307281;2,91e-05;3,1873217;0,1223534;245,3756561;"7";2182-12-01
"37849";0,0491881;3,7523332;5,09e-05;3,0463231;0,182278;245,5848999;"7";2183-01-01
"37850";0,0477662;3,7363267;7,8e-05;2,9979892;0,2234724;245,6030731;"7";2183-02-01
"37851";0,0497376;3,7242005;7,56e-05;2,9588623;0,2824133;245,6203918;"7";2183-03-01
"37852";0,041392;3,6999207;0;2,955354;0,3318192;245,5736542;"7";2183-04-01
"37853";0,0309093;3,6584411;0;2,906991;0,3663179;245,5301666;"7";2183-05-01
"37854";0,0087487;3,6160386;0;2,9269001;0,1502653;245,5176392;"7";2183-06-01
"37855";0;3,56797;0;2,9334555;0;245,5587616;"7";2183-07-01
"37856";0;3,6160495;0;3,1340044;0;245,4738007;"7";2183-08-01
"37857";0,0037975;3,6467369;0;3,1967578;0;245,4503021;"7";2183-09-01
"37858";0,0076763;3,6685236;0,0001281;3,244709;0;245,4379578;"7";2183-10-01
"37859";0,0327873;3,7156296;2,78e-05;3,2205939;0,0568062;245,576416;"7";2183-11-01
"37860";0,0422364;3,7544215;2,48e-05;3,2021492;0,1036385;245,6985626;"7";2183-12-01
"37861";0,0441744;3,6968918;4,65e-05;3,0287392;0,1654768;245,9759216;"7";2184-01-01
"37862";0,0441261;3,6748891;7,31e-05;2,9793336;0,2069748;246,002655;"7";2184-02-01
"37863";0,044412;3,6261263;6,82e-05;2,88993;0,26525;246,0653687;"7";2184-03-01
"37864";0,0376612;3,5984118;0;2,8915117;0,3152141;246,0211792;"7";2184-04-01
"37865";0,0289422;3,5603876;0;2,8529136;0,3530871;245,9736786;"7";2184-05-01
"37866";0,0080624;3,5241311;0;2,8873882;0,141716;245,953476;"7";2184-06-01
"37867";0;3,475286;0;2,8925481;0;245,995163;"7";2184-07-01
"37868";0;3,5171297;0;3,0842459;0;245,9147339;"7";2184-08-01
"37869";0,0033375;3,5517704;0;3,1552644;0;245,8857117;"7";2184-09-01
"37870";0,0070049;3,5709307;0,0001224;3,1952679;0;245,8779144;"7";2184-10-01
"37871";0,0239796;3,4462893;1,91e-05;2,9375877;0,0518005;246,2177734;"7";2184-11-01
"37872";0,0360084;3,4869795;1,81e-05;2,9762328;0,0957393;246,321701;"7";2184-12-01
"37873";0,0427371;3,5082641;3,72e-05;2,8940794;0,1521747;246,5181885;"7";2185-01-01
"37874";0,0459347;3,5223391;7,63e-05;2,8337371;0,1899018;246,5294647;"7";2185-02-01
"37875";0,0526711;3,5600202;7,35e-05;2,8775978;0,2518259;246,4951782;"7";2185-03-01
"37876";0,0438717;3,5527518;0;2,8831482;0,3023059;246,4394531;"7";2185-04-01
"37877";0,0321517;3,5120063;0;2,8249791;0,3438723;246,3987732;"7";2185-05-01
"37878";0,0085125;3,4763217;0;2,8549297;0,150229;246,375351;"7";2185-06-01
"37879";0;3,4268167;0;2,8483763;0;246,4200287;"7";2185-07-01
"37880";0;3,4762132;0;3,0560203;0;246,332489;"7";2185-08-01
