"";"V1";"Ca_Wet";"Mg_Wet";"K_Wet";"NO3_Wet";"NH4_Wet";"Ntot_Wet";"SO4_Wet";"Na_Wet";"Cl_Wet";"K_Folx";"NO3_Folx";"NH4_Folx";"Ntot_Folx";"SO4_Folx";"Na_Folx";"Cl_Folx";"Ca_WTH";"Mg_WTH";"K_WTH";"Na_WTH";"Al_WTH";"Si_Wet";"P_WTH";"V79";"Year";"N_TU";"Ca_TU";"Mg_TU";"K_TU";"S_TU";"P_TU";"N_LF";"Ca_LF";"Mg_LF";"K_LF";"S_LF";"P_LF";"N_L_Min";"Ca_L_Min";"Mg_L_Min";"K_L_Min";"S_L_Min";"P_L_Min";"N_SOM_Min";"Ca_SOM_Min";"Mg_SOM_Min";"K_SOM_Min";"S_SOM_Min";"P_SOM_Min";"V26"
"1";"        2005";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,6255026;0;0;0;0;0;0;1,214556;0,7173156;0,1712794;0,2111914;2,0843203;5,8967295;0,1720661;NA;2005;46,0320473;20,6149712;4,9024806;23,3285217;6,0985899;4,7420201;29,3624172;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;29,4778957;12,9689007;3,4392321;3,2336314;3,1609852;2,1063516;-658,2559204;-0,0046315;-0,0028087;-0,0044439;-54,7739716;-48,4038658;NA
"2";"        2006";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,6255026;0;0;0;0;0;0;1,2803174;0,750915;0,1771475;0,2222088;2,158392;6,2038093;0,1736852;NA;2006;45,5039978;23,1760387;5,0641289;23,1452351;6,4752007;5,1087036;29,3624172;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;23,3827915;9,447031;2,5980089;4,0659313;2,2198153;1,9286139;25,6449356;-0,0088839;-0,0054834;-0,0086325;2,7684431;6,4417081;NA
"3";"        2007";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,7780786;0;0;0;0;0;0;1,3280795;0,7730556;0,1737199;0,2210826;2,1409268;6,3627639;0,1763846;NA;2007;45,6167297;20,1374416;5,0696921;23,0487118;6,5739822;5,0947318;29,3624172;8,5099993;2,7432952;11,0944881;1,6400275;3,4504182;25,0051479;9,5380793;2,6908839;5,3561587;2,1806748;2,2355757;22,6991272;-0,0097519;-0,0062712;-0,0098339;2,7665393;6,1986027;NA
"4";"        2008";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,9794846;0;0;0;0;0;0;1,3621877;0,7885808;0,1707744;0,2196756;2,1236176;6,4710379;0,1786047;NA;2008;45,8365936;18,5236092;5,0891876;23,0057716;6,7184348;5,0893893;29,3624096;8,5099993;2,7432952;11,0944862;1,6400273;3,4504182;26,3043442;9,5962896;2,7629828;6,415647;2,1442988;2,4859054;21,4814892;-0,0097985;-0,0065337;-0,0099084;2,7594328;6,1063771;NA
"5";"        2009";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,9770007;0;0;0;0;0;0;1,3896259;0,8009183;0,1683034;0,2185535;2,1093433;6,5567527;0,1805827;NA;2009;45,8262711;18,2913513;5,0891619;22,6732216;6,7850027;5,068953;29,3624172;8,5099993;2,7432952;10,7600861;1,6400273;3,4504182;27,3324814;9,6252594;2,8173916;7,2627044;2,1096618;2,689249;20,7369232;-0,0098445;-0,0066396;-0,0092917;2,7431912;6,0415802;NA
"6";"        2010";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,8488898;0;0;0;0;0;0;1,4174637;0,8136652;0,1662567;0,2177699;2,0982585;6,6476269;0,1824021;NA;2010;45,7115555;17,77355;5,0556054;18,4868183;6,8319812;5,0381665;29,3624172;8,1715584;2,7432952;10,6302776;1,6400273;3,4504182;28,1406364;9,6093683;2,8576217;7,9113126;2,0768275;2,8541143;20,1635036;-0,009914;-0,006697;-0,0085311;2,7271025;5,9790363;NA
"7";"        2011";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,3976655;0;0;0;0;0;0;1,4435512;0,8257545;0,1646206;0,2172038;2,0896819;6,735148;0,1839692;NA;2011;45,5038834;17,163229;4,882144;13,0170259;6,1746078;5,0073829;29,3624268;8,0714111;2,7432959;10,5657701;1,6400275;3,4504201;28,7706528;9,5357971;2,8865361;8,4247026;2,0458186;2,9874899;19,6523628;-0,0098222;-0,006737;-0,007483;2,5512204;5,9208703;NA
"8";"        2012";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;4,7260861;0;0;0;0;0;0;1,4460307;0,8254782;0,1619059;0,2146567;2,0669074;6,7200775;0,1851174;NA;2012;34,0733643;16,6734676;3,0625844;12,4900913;2,6737809;3,6786497;29,3624096;8,1549892;2,7432945;10,2701597;1,6400267;3,4504182;29,2567558;9,454649;2,9064648;8,8213978;2,016628;3,0951183;12,7853842;-0,0097732;-0,0067688;-0,0071842;2,4145932;4,5985947;NA
"9";"        2013";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;4,3036466;0;0;0;0;0;0;1,4654819;0,8333673;0,1585601;0,2120954;2,0424175;6,7661328;0,187143;NA;2013;25,9007187;16,3397236;3,0884597;12,2837582;2,230134;2,9443634;29,362421;8,2375097;2,7432954;9,9460106;1,6400267;3,4504204;29,6269188;9,3895302;2,9192977;9,0868855;1,9892246;3,1817155;7,2862835;-0,0097997;-0,0067958;-0,0071272;2,4041862;3,8213041;NA
"10";"        2014";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;3,9752774;0;0;0;0;0;0;1,4813802;0,8407936;0,1577694;0,2118734;2,0385299;6,8209052;0,1880631;NA;2014;26,4621391;14,7909355;3,0871034;12,1136045;2,1289492;3,0426521;29,362421;8,3060884;2,7432957;9,6766138;1,6400266;3,4504201;29,903965;9,3369951;2,9265714;9,2493467;1,9635592;3,2511516;5,459094;-0,0100238;-0,0068193;-0,0071351;2,3941433;3,9027553;NA
"11";"        2015";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;3,7536042;0;0;0;0;0;0;1,4790871;0,8395454;0,1576707;0,2117367;2,0374708;6,810689;0,1881207;NA;2015;27,133997;11,2907171;3,0804007;12,0518503;2,109705;3,1266794;28,1335735;8,0114355;2,6284857;9,0635681;1,5713898;3,3060155;29,9194527;9,2402239;2,9120476;9,2760134;1,9291226;3,284616;4,9381037;-0,0106171;-0,0068379;-0,0071559;2,3843865;3,9644291;NA
"12";"        2016";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;3,679404;0;0;0;0;0;0;1,4738438;0,8369219;0,157795;0,2117769;2,0380595;6,790874;0,18803;NA;2016;27,1345615;10,0951796;3,1000497;12,0894642;2,1110828;3,4775479;12,5978947;3,6015947;1,1770056;4,0029182;0,7036507;1,480396;29,4704895;9,0327969;2,8563573;9,1244965;1,8736651;3,2590904;4,762414;-0,0110665;-0,0068494;-0,0071718;2,3747165;4,3003602;NA
"13";"        2017";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;4,0668149;0;0;0;0;0;0;1,4710956;0,836989;0,1607027;0,2148712;2,0641232;6,805934;0,1871171;NA;2017;29,5146656;9,5529528;2,9195285;12,5188131;2,3672085;3,0792427;27,0969715;7,7768354;2,5316367;8,4916086;1,5134913;3,1842031;26,9880352;8,2592745;2,6125622;8,3140955;1,7087858;2,9908819;5,6448016;-0,011167;-0,0068147;-0,0071224;2,3654959;3,8935106;NA
"14";"        2018";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;3,8804369;0;0;0;0;0;0;1,47475;0,8382499;0,1596439;0,2139198;2,055588;6,8107166;0,187627;NA;2018;26,9328709;10,189394;3,156503;12,3313274;2,1719892;3,1394615;29,3624172;8,4466963;2,7432952;9,1242514;1,6400269;3,4504189;27,597456;8,3828802;2,6592283;8,4738455;1,7201204;3,0828476;5,4115729;-0,0111948;-0,0068038;-0,0071077;2,3560457;3,9484506;NA
"15";"        2019";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;3,8406594;0;0;0;0;0;0;1,4773629;0,8393273;0,1592759;0,2136499;2,0528531;6,8174958;0,1878693;NA;2019;27,1602154;10,0103035;3,1392539;12,3180618;2,1469049;3,4899793;12,6044006;3,6317921;1,1776139;3,8936706;0,7040142;1,4811611;27,5270901;8,3200874;2,6437345;8,419652;1,6964728;3,0922525;5,1797805;-0,0112288;-0,0068166;-0,0072606;2,3465667;4,2756143;NA
"16";"        2020";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;4,2400947;0;0;0;0;0;0;1,47934;0,8417119;0,1620361;0,2166544;2,0779154;6,8499131;0,1870635;NA;2020;29,7352657;9,6492443;2,9571674;12,7208614;2,4275596;3,0683904;27,0976028;7,8200049;2,5316961;8,3229465;1,5135269;3,1842773;25,3326244;7,6519833;2,4309373;7,7109203;1,5567254;2,8497753;6,1365047;-0,0111849;-0,0067877;-0,0072908;2,3374605;3,8445685;NA
"17";"        2021";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;4,0695124;0;0;0;0;0;0;1,4849622;0,8438013;0,1606477;0,215411;2,066751;6,8595486;0,1877241;NA;2021;27,0834904;10,2810507;3,1901808;12,558814;2,2347386;3,132479;29,362421;8,4817257;2,7432952;8,98666;1,6400273;3,4504192;26,1826935;7,8670254;2,5035679;7,9431434;1,5891966;2,9631214;5,7828217;-0,0111779;-0,0067829;-0,0073052;2,3281922;3,9034038;NA
"18";"        2022";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;3,9136252;0;0;0;0;0;0;1,4876119;0,8447251;0,1598708;0,2146828;2,0602808;6,8629851;0,1880568;NA;2022;27,1875648;10,1295404;3,1773052;12,4364214;2,1526296;3,1662734;29,3624001;8,4887018;2,7432938;8,9592361;1,6400262;3,4504175;26,9100571;8,051075;2,5655742;8,1403418;1,6166677;3,060389;5,4356837;-0,0112146;-0,006805;-0,0073452;2,3188756;3,9207556;NA
"19";"        2023";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;3,9061756;0;0;0;0;0;0;1,4885041;0,8450274;0,1596278;0,2144628;2,0582488;6,8642225;0,1881737;NA;2023;27,7670078;10,0844164;3,1789925;12,5141573;2,1795862;3,5408175;12,6038389;3,6457255;1,1775618;3,8381305;0,7039829;1,4810953;26,9004955;8,0255833;2,559448;8,1158543;1,6045678;3,0696316;5,2884464;-0,0112522;-0,0068277;-0,0073819;2,3094733;4,2700095;NA
