"";"YEAR";"N_UP";"Ca_UP";"Mg_UP";"K_UP";"S_UP";"P_UP";"N_LF";"Ca_LF";"Mg_LF";"K_LF";"S_LF";"P_LF";"N_Minz";"Ca_Minz";"Mg_Minz";"K_Minz";"S_Minz";"P_Minz";"N_SOMZ";"Ca_SOMZ";"Mg_SOMZ";"K_SOMZ";"S_SOMZ";"P_SOMZ";"N_MinSUM";"P_MinSUM";"S_MinSUM"
"1";2005;46,0320473;20,6149712;4,9024806;23,3285217;6,0985899;4,7420201;29,3624172;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;29,4778957;12,9689007;3,4392321;3,2336314;3,1609852;2,1063516;-658,2559204;-0,0046315;-0,0028087;-0,0044439;-54,7739716;-48,4038658;-628,7780247;-46,2975142;-51,6129864
"2";2006;45,5039978;23,1760387;5,0641289;23,1452351;6,4752007;5,1087036;29,3624172;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;23,3827915;9,447031;2,5980089;4,0659313;2,2198153;1,9286139;25,6449356;-0,0088839;-0,0054834;-0,0086325;2,7684431;6,4417081;49,0277271;8,370322;4,9882584
"3";2007;45,6167297;20,1374416;5,0696921;23,0487118;6,5739822;5,0947318;29,3624172;8,5099993;2,7432952;11,0944881;1,6400275;3,4504182;25,0051479;9,5380793;2,6908839;5,3561587;2,1806748;2,2355757;22,6991272;-0,0097519;-0,0062712;-0,0098339;2,7665393;6,1986027;47,7042751;8,4341784;4,9472141
"4";2008;45,8365936;18,5236092;5,0891876;23,0057716;6,7184348;5,0893893;29,3624096;8,5099993;2,7432952;11,0944862;1,6400273;3,4504182;26,3043442;9,5962896;2,7629828;6,415647;2,1442988;2,4859054;21,4814892;-0,0097985;-0,0065337;-0,0099084;2,7594328;6,1063771;47,7858334;8,5922825;4,9037316
"5";2009;45,8262711;18,2913513;5,0891619;22,6732216;6,7850027;5,068953;29,3624172;8,5099993;2,7432952;10,7600861;1,6400273;3,4504182;27,3324814;9,6252594;2,8173916;7,2627044;2,1096618;2,689249;20,7369232;-0,0098445;-0,0066396;-0,0092917;2,7431912;6,0415802;48,0694046;8,7308292;4,852853
"6";2010;45,7115555;17,77355;5,0556054;18,4868183;6,8319812;5,0381665;29,3624172;8,1715584;2,7432952;10,6302776;1,6400273;3,4504182;28,1406364;9,6093683;2,8576217;7,9113126;2,0768275;2,8541143;20,1635036;-0,009914;-0,006697;-0,0085311;2,7271025;5,9790363;48,30414;8,8331506;4,80393
"7";2011;45,5038834;17,163229;4,882144;13,0170259;6,1746078;5,0073829;29,3624268;8,0714111;2,7432959;10,5657701;1,6400275;3,4504201;28,7706528;9,5357971;2,8865361;8,4247026;2,0458186;2,9874899;19,6523628;-0,0098222;-0,006737;-0,007483;2,5512204;5,9208703;48,4230156;8,9083602;4,597039
"8";2012;34,0733643;16,6734676;3,0625844;12,4900913;2,6737809;3,6786497;29,3624096;8,1549892;2,7432945;10,2701597;1,6400267;3,4504182;29,2567558;9,454649;2,9064648;8,8213978;2,016628;3,0951183;12,7853842;-0,0097732;-0,0067688;-0,0071842;2,4145932;4,5985947;42,04214;7,693713;4,4312212
"9";2013;25,9007187;16,3397236;3,0884597;12,2837582;2,230134;2,9443634;29,362421;8,2375097;2,7432954;9,9460106;1,6400267;3,4504204;29,6269188;9,3895302;2,9192977;9,0868855;1,9892246;3,1817155;7,2862835;-0,0097997;-0,0067958;-0,0071272;2,4041862;3,8213041;36,9132023;7,0030196;4,3934108
"10";2014;26,4621391;14,7909355;3,0871034;12,1136045;2,1289492;3,0426521;29,362421;8,3060884;2,7432957;9,6766138;1,6400266;3,4504201;29,903965;9,3369951;2,9265714;9,2493467;1,9635592;3,2511516;5,459094;-0,0100238;-0,0068193;-0,0071351;2,3941433;3,9027553;35,363059;7,1539069;4,3577025
"11";2015;27,133997;11,2907171;3,0804007;12,0518503;2,109705;3,1266794;28,1335735;8,0114355;2,6284857;9,0635681;1,5713898;3,3060155;29,9194527;9,2402239;2,9120476;9,2760134;1,9291226;3,284616;4,9381037;-0,0106171;-0,0068379;-0,0071559;2,3843865;3,9644291;34,8575564;7,2490451;4,3135091
"12";2016;27,1345615;10,0951796;3,1000497;12,0894642;2,1110828;3,4775479;12,5978947;3,6015947;1,1770056;4,0029182;0,7036507;1,480396;29,4704895;9,0327969;2,8563573;9,1244965;1,8736651;3,2590904;4,762414;-0,0110665;-0,0068494;-0,0071718;2,3747165;4,3003602;34,2329035;7,5594506;4,2483816
"13";2017;29,5146656;9,5529528;2,9195285;12,5188131;2,3672085;3,0792427;27,0969715;7,7768354;2,5316367;8,4916086;1,5134913;3,1842031;26,9880352;8,2592745;2,6125622;8,3140955;1,7087858;2,9908819;5,6448016;-0,011167;-0,0068147;-0,0071224;2,3654959;3,8935106;32,6328368;6,8843925;4,0742817
"14";2018;26,9328709;10,189394;3,156503;12,3313274;2,1719892;3,1394615;29,3624172;8,4466963;2,7432952;9,1242514;1,6400269;3,4504189;27,597456;8,3828802;2,6592283;8,4738455;1,7201204;3,0828476;5,4115729;-0,0111948;-0,0068038;-0,0071077;2,3560457;3,9484506;33,0090289;7,0312982;4,0761661
"15";2019;27,1602154;10,0103035;3,1392539;12,3180618;2,1469049;3,4899793;12,6044006;3,6317921;1,1776139;3,8936706;0,7040142;1,4811611;27,5270901;8,3200874;2,6437345;8,419652;1,6964728;3,0922525;5,1797805;-0,0112288;-0,0068166;-0,0072606;2,3465667;4,2756143;32,7068706;7,3678668;4,0430395
"16";2020;29,7352657;9,6492443;2,9571674;12,7208614;2,4275596;3,0683904;27,0976028;7,8200049;2,5316961;8,3229465;1,5135269;3,1842773;25,3326244;7,6519833;2,4309373;7,7109203;1,5567254;2,8497753;6,1365047;-0,0111849;-0,0067877;-0,0072908;2,3374605;3,8445685;31,4691291;6,6943438;3,8941859
"17";2021;27,0834904;10,2810507;3,1901808;12,558814;2,2347386;3,132479;29,362421;8,4817257;2,7432952;8,98666;1,6400273;3,4504192;26,1826935;7,8670254;2,5035679;7,9431434;1,5891966;2,9631214;5,7828217;-0,0111779;-0,0067829;-0,0073052;2,3281922;3,9034038;31,9655152;6,8665252;3,9173888
"18";2022;27,1875648;10,1295404;3,1773052;12,4364214;2,1526296;3,1662734;29,3624001;8,4887018;2,7432938;8,9592361;1,6400262;3,4504175;26,9100571;8,051075;2,5655742;8,1403418;1,6166677;3,060389;5,4356837;-0,0112146;-0,006805;-0,0073452;2,3188756;3,9207556;32,3457408;6,9811446;3,9355433
"19";2023;27,7670078;10,0844164;3,1789925;12,5141573;2,1795862;3,5408175;12,6038389;3,6457255;1,1775618;3,8381305;0,7039829;1,4810953;26,9004955;8,0255833;2,559448;8,1158543;1,6045678;3,0696316;5,2884464;-0,0112522;-0,0068277;-0,0073819;2,3094733;4,2700095;32,1889419;7,3396411;3,9140411
"20";2024;29,8984623;9,6390524;2,9814975;12,8366108;2,4313996;3,0807188;27,0975037;7,8421459;2,5316875;8,2358265;1,5135212;3,1842659;24,7608776;7,3866596;2,3549323;7,4465494;1,4748619;2,8273447;6,3080196;-0,0112099;-0,0068021;-0,0073457;2,3004823;3,8002396;31,0688972;6,6275843;3,7753442
"21";2025;27,1986542;10,2955656;3,2092836;12,6829777;2,2261622;3,1402817;29,3624096;8,5003195;2,7432952;8,913619;1,640027;3,4504187;25,660593;7,6293058;2,434912;7,7055268;1,5160965;2,9411566;5,8529172;-0,0112039;-0,0067984;-0,0073419;2,2915387;3,8551702;31,5135102;6,7963268;3,8076352
"22";2026;0;0;0;0;0;0;0;0;0;0;0;0;24,5119362;7,2807722;2,323976;7,3460245;1,4439405;2,8133473;4,0806284;-0,0112208;-0,0068068;-0,0089258;2,2823467;0,937601;28,5925646;3,7509483;3,7262872
"23";2027;0;0;0;0;0;0;0;0;0;0;0;0;20,3033104;6,0476389;1,9275517;6,0616698;1,2017574;2,325161;3,3613741;-0,0111066;-0,0067361;-0,0102656;2,2738435;0,9419765;23,6646845;3,2671375;3,4756009
"24";2028;0;0,0049906;0,0023961;0,0228004;0;0;0;0;0;0;0;0;16,8275032;5,027843;1,5999428;5,0028281;1,0012766;1,9223984;3,421952;-0,0109416;-0,0066356;-0,0105137;2,2657037;0,9500188;20,2494552;2,8724172;3,2669803
"25";2029;0;0,0104164;0,005001;0,0475888;0;0;0;0;0;0;0;0;13,9560814;4,1841054;1,3291055;4,129827;0,8352274;1,5900542;3,6600559;-0,0107831;-0,0065394;-0,0104743;2,2573152;0,9577636;17,6161373;2,5478178;3,0925426
"26";2030;0;0,0158421;0,007606;0,0723772;0;0;0;0;0;0;0;0;11,5831928;3,4856906;1,1051124;3,4099758;0,6976135;1,3157635;3,9139221;-0,0106437;-0,0064548;-0,0103708;2,2490797;0,9639207;15,4971149;2,2796842;2,9466932
"27";2031;0;0,0212679;0,010211;0,0971657;0;0;0;0;0;0;0;0;9,6215754;2,9072602;0,9197786;2,8163452;0,5834897;1,0893377;4,1429095;-0,0105239;-0,0063821;-0,0102631;2,2407868;0,9685845;13,7644849;2,0579222;2,8242765
"28";2032;0;0,0266936;0,0128159;0,1219541;0;0;0;0;0;0;0;0;7,9993072;2,4279144;0,7663568;2,3267424;0,4887772;0,9023796;4,3402386;-0,0104213;-0,0063199;-0,0101656;2,2325175;0,9720646;12,3395458;1,8744442;2,7212947
"29";2033;0;0,0520818;0,0250051;0,2379441;0;0;0;0;0;0;0;0;6,6570964;2,0304201;0,6392825;1,9228818;0,4101107;0,7479685;4,5118537;-0,0103333;-0,0062666;-0,0100804;2,2243154;0,9744669;11,1689501;1,7224354;2,6344261
"30";2034;0;0,0948062;0,0455177;0,4331375;0;0;0;0;0;0;0;0;5,5460482;1,7005613;0,533968;1,5896983;0,3447141;0,6204014;4,6611276;-0,0102574;-0,0062205;-0,0100066;2,2159557;0,9759901;10,2071758;1,5963915;2,5606698
