"";"Month";"Year";"Dry weight";"N";"Ca";"Mg";"K";"S";"P";"Date"
"32";8;2007;169398,296875;124,6689377;133,0577393;18,8215523;85,975708;10,9918995;18,1664677;2007-08-01
"33";9;2007;170747,796875;125,4098587;133,890152;18,9287605;86,4190292;11,046875;18,2103691;2007-09-01
"34";10;2007;170750,71875;125,4156952;133,890152;18,9287605;86,4187088;11,0471029;18,211195;2007-10-01
"35";11;2007;170753,375;125,4167252;133,890152;18,9287605;86,4182739;11,0471268;18,2114639;2007-11-01
"36";12;2007;170756,796875;125,4169693;133,890152;18,9287605;86,4181519;11,0471354;18,2115021;2007-12-01
"37";1;2008;170760,34375;125,4170456;133,890152;18,9287605;86,4181366;11,0471401;18,2115173;2008-01-01
"38";2;2008;170763,90625;125,4171524;133,890152;18,9287605;86,4181213;11,0471478;18,2115364;2008-02-01
"39";3;2008;170771;125,4173813;133,890152;18,9287605;86,4180908;11,0471859;18,2116051;2008-03-01
"40";4;2008;170926,71875;125,4368286;133,9013672;18,9298267;86,4448776;11,0496273;18,2146378;2008-04-01
"41";5;2008;172340,5625;125,7578888;134,3722687;18,9833336;86,9456863;11,0906229;18,2596493;2008-05-01
"42";6;2008;173847,96875;126,3307266;135,2568512;19,0982456;87,4225388;11,1645908;18,3034573;2008-06-01
"43";7;2008;175400,15625;127,1608658;136,1666107;19,2164955;87,911026;11,2299528;18,3434868;2008-07-01
"44";8;2008;176823,65625;127,9249344;137,1196136;19,3406696;88,4248199;11,2859802;18,385498;2008-08-01
"45";9;2008;178216,171875;128,675293;137,983963;19,4518147;88,8846817;11,3430195;18,4309559;2008-09-01
"46";10;2008;178219;128,680954;137,9839783;19,4518147;88,8843842;11,3432446;18,4317627;2008-10-01
"47";11;2008;178221,578125;128,6818848;137,9839783;19,4518147;88,8839722;11,3432674;18,4320107;2008-11-01
"48";12;2008;178224,875;128,6821136;137,9839783;19,4518147;88,8838577;11,3432779;18,4320488;2008-12-01
"49";1;2009;178228,09375;128,6822052;137,9839783;19,4518147;88,8838348;11,3432808;18,4320641;2009-01-01
"50";2;2009;178231,3125;128,6822968;137,9839783;19,4518147;88,8838272;11,3432894;18,4320831;2009-02-01
"51";3;2009;178237,734375;128,6825256;137,9839783;19,4518147;88,8837967;11,3433256;18,4321499;2009-03-01
"52";4;2009;178393,53125;128,7029877;137,9955292;19,4529266;88,9133835;11,3459139;18,4353352;2009-04-01
"53";5;2009;179957,359375;129,0934143;138,5331879;19,5154781;89,4693527;11,3951464;18,488945;2009-05-01
"54";6;2009;181519,9375;129,6842194;139,4527435;19,6344852;89,9629669;11,4712534;18,5232964;2009-06-01
"55";7;2009;182869,125;130,3865814;140,2581787;19,7392921;90,3942871;11,5287695;18,557415;2009-07-01
"56";8;2009;184007,984375;130,9776306;141,0407104;19,8416004;90,8151321;11,5744019;18,5902748;2009-08-01
"57";9;2009;184880,78125;131,4222717;141,6106262;19,9156799;91,1177368;11,6114578;18,6193447;2009-09-01
"58";10;2009;184883,3125;131,4274139;141,6106262;19,9156799;91,1174545;11,611661;18,6200714;2009-10-01
"59";11;2009;184885,546875;131,4281769;141,6106262;19,9156799;91,1170578;11,6116829;18,6202831;2009-11-01
"60";12;2009;184888,515625;131,4283752;141,6106262;19,915678;91,116951;11,6116896;18,6203194;2009-12-01
"61";1;2010;184891,46875;131,4284668;141,6106262;19,915678;91,1169281;11,6116943;18,6203289;2010-01-01
"62";2;2010;184894,46875;131,4285431;141,6106262;19,915678;91,1169052;11,611702;18,6203499;2010-02-01
"63";3;2010;184900,453125;131,428772;141,6106262;19,915678;91,11689;11,6117382;18,6204128;2010-03-01
"64";4;2010;185052,75;131,4484711;141,6218262;19,91675;91,1467209;11,614253;18,6234856;2010-04-01
"65";5;2010;186663,453125;131,852829;142,177887;19,9814453;91,7147598;11,6654673;18,6789455;2010-05-01
"66";6;2010;188263,578125;132,45755;143,1233673;20,1036415;92,2220154;11,7427454;18,738142;2010-06-01
"67";7;2010;189867,9375;133,2912903;144,0725403;20,2264881;92,7299194;11,8107796;18,7783165;2010-07-01
"68";8;2010;191003,15625;133,8722992;144,856842;20,328949;93,1516418;11,8565149;18,811161;2010-08-01
"69";9;2010;192110;134,440918;145,565567;20,42029;93,5275269;11,9028883;18,8531818;2010-09-01
"70";10;2010;192112,359375;134,4456787;145,565567;20,42029;93,5272675;11,9030771;18,8538589;2010-10-01
"71";11;2010;192114,375;134,4463501;145,565567;20,42029;93,5268707;11,9030972;18,8540497;2010-11-01
"72";12;2010;192117,125;134,4465485;145,565567;20,42029;93,5267715;11,9031038;18,8540802;2010-12-01
"73";1;2011;192119,859375;134,4466095;145,565567;20,42029;93,5267487;11,9031086;18,8540916;2011-01-01
"74";2;2011;192122,65625;134,446701;145,5655823;20,42029;93,5267334;11,9031162;18,8541107;2011-02-01
"75";3;2011;192128,1875;134,4469147;145,5655823;20,42029;93,5266953;11,9031515;18,8541718;2011-03-01
"76";4;2011;192279,4375;134,4667969;145,5767975;20,4213676;93,5576324;11,9057083;18,8572674;2011-04-01
"77";5;2011;193986,6875;134,9118805;146,1776581;20,4921913;94,1544037;11,9625826;18,9185104;2011-05-01
"78";6;2011;195393,828125;135,6244812;147,0228271;20,6016827;94,6076431;12,0096626;18,9555264;2011-06-01
"79";7;2011;196472,421875;136,1593781;147,6876221;20,6886063;94,9638519;12,056881;18,9833221;2011-07-01
"80";8;2011;197241,421875;136,5328979;148,2440948;20,7621727;95,2636719;12,0890026;19,0061836;2011-08-01
"81";9;2011;198052,6875;136,9322815;148,7823486;20,8321209;95,5494232;12,1239433;19,0327721;2011-09-01
"82";10;2011;198054,859375;136,9366913;148,7823486;20,8321209;95,549202;12,1241188;19,0333958;2011-10-01
"83";11;2011;198056,6875;136,9372711;148,7823486;20,8321209;95,5488205;12,1241369;19,0335655;2011-11-01
"84";12;2011;198059,203125;136,9374237;148,7823486;20,8321209;95,5487061;12,1241436;19,0335941;2011-12-01
"85";1;2012;198061,84375;136,9375;148,7823486;20,8321209;95,5486984;12,1241465;19,0336056;2012-01-01
"86";2;2012;198064,515625;136,937561;148,7823639;20,8321209;95,5486755;12,124155;19,0336227;2012-02-01
"87";3;2012;198069,8125;136,9377747;148,7823639;20,8321209;95,5486526;12,1241884;19,0336819;2012-03-01
"88";4;2012;198217,875;136,9570312;148,7932739;20,8331699;95,5791245;12,1266747;19,0366764;2012-04-01
"89";5;2012;199930,4375;137,4103699;149,3971558;20,9043732;96,1739426;12,1839495;19,0980949;2012-05-01
"90";6;2012;201477,53125;138,1925659;150,3233337;21,0242558;96,6717911;12,2357759;19,1380386;2012-06-01
"91";7;2012;202610,40625;138,7529755;151,0204163;21,1153908;97,0462723;12,285491;19,1670284;2012-07-01
"92";8;2012;203380,140625;139,1247253;151,5787659;21,1893063;97,3480377;12,3178329;19,1898766;2012-08-01
"93";9;2012;204189,984375;139,520874;152,1175995;21,2594147;97,6348572;12,3529015;19,2163658;2012-09-01
"94";10;2012;204192,0625;139,5251007;152,1175995;21,2594147;97,6346283;12,3530693;19,2169666;2012-10-01
"95";11;2012;204193,8125;139,5256195;152,1175995;21,2594166;97,6342621;12,3530865;19,217123;2012-11-01
"96";12;2012;204196,25;139,5257721;152,1175995;21,2594166;97,6341629;12,3530931;19,2171478;2012-12-01
"97";1;2013;204198,53125;139,5258331;152,1175995;21,2594166;97,6341324;12,3530979;19,2171574;2013-01-01
"98";2;2013;204200,859375;139,5259247;152,1175995;21,2594166;97,6341248;12,3531046;19,2171764;2013-02-01
"99";3;2013;204205,46875;139,526123;152,1175995;21,2594166;97,6340942;12,353138;19,2172337;2013-03-01
"100";4;2013;204352,34375;139,5459442;152,1286163;21,260479;97,6667099;12,3557234;19,2203064;2013-04-01
"101";5;2013;206201,71875;140,082016;152,8019257;21,3421345;98,3083878;12,4230261;19,2803288;2013-05-01
"102";6;2013;207860,546875;140,7118683;153,7944641;21,4703217;98,8413467;12,5013914;19,3419819;2013-06-01
"103";7;2013;209292,421875;141,4250031;154,660675;21,5827293;99,3063812;12,563571;19,3782482;2013-07-01
"104";8;2013;210065,375;141,7966766;155,2200775;21,6566162;99,6088181;12,5960617;19,4013805;2013-08-01
"105";9;2013;210936,859375;142,222641;155,7956543;21,7311802;99,9150848;12,6336555;19,4381123;2013-09-01
"106";10;2013;210938,65625;142,2263031;155,7956543;21,7311802;99,9148865;12,6338024;19,438633;2013-10-01
"107";11;2013;210940,0625;142,2267456;155,7956543;21,7311802;99,9145432;12,6338177;19,4387627;2013-11-01
"108";12;2013;210942,171875;142,2268829;155,7956543;21,7311802;99,914444;12,6338224;19,4387875;2013-12-01
"109";1;2014;210944,34375;142,226944;155,7956543;21,7311802;99,9144211;12,6338253;19,4387951;2014-01-01
"110";2;2014;210946,546875;142,2270203;155,7956543;21,7311802;99,9144058;12,633832;19,4388142;2014-02-01
"111";3;2014;210950,953125;142,2272034;155,7956696;21,7311802;99,9143829;12,6338644;19,4388676;2014-03-01
"112";4;2014;211095,484375;142,2464447;155,8063965;21,7322159;99,9468689;12,6363897;19,4418526;2014-04-01
"113";5;2014;212964,671875;142,7986298;156,488678;21,8150215;100,5919876;12,7048006;19,5146389;2014-05-01
"114";6;2014;214635,96875;143,4243774;157,4913483;21,9445419;101,1308441;12,7834053;19,5512352;2014-06-01
"115";7;2014;215935;144,0634766;158,2846375;22,0477543;101,5573273;12,840313;19,5839195;2014-07-01
"116";8;2014;216929,203125;144,5485077;158,9885712;22,1400356;101,9377823;12,8815041;19,6126328;2014-08-01
"117";9;2014;217742,015625;144,9414062;159,5296173;22,2102604;102,226059;12,9168291;19,6393356;2014-09-01
"118";10;2014;217743,71875;144,9449158;159,5296173;22,2102604;102,2258682;12,9169683;19,6398354;2014-10-01
"119";11;2014;217745,0625;144,945282;159,5296173;22,2102604;102,2255173;12,9169807;19,6399517;2014-11-01
"120";12;2014;217747,03125;144,9454041;159,5296173;22,2102604;102,2254486;12,9169884;19,6399746;2014-12-01
"121";1;2015;217749,09375;144,9454956;159,5296173;22,2102604;102,2254105;12,9169903;19,6399841;2015-01-01
"122";2;2015;217751,171875;144,9455566;159,5296173;22,2102604;102,2253876;12,916997;19,6399994;2015-02-01
"123";3;2015;217755,34375;144,9457397;159,5296173;22,2102604;102,2253647;12,9170313;19,6400547;2015-03-01
"124";4;2015;217901,21875;144,9656372;159,5406036;22,2113266;102,2590485;12,919651;19,6431313;2015-04-01
"125";5;2015;219855,65625;145,5703125;160,2672729;22,3009911;102,9312363;12,9946499;19,6783047;2015-05-01
"126";6;2015;221217,9375;146,237793;161,0970612;22,4086475;103,3775635;13,0411129;19,7075043;2015-06-01
"127";7;2015;222286,640625;146,7538605;161,7608948;22,4954414;103,7350235;13,0885983;19,7343311;2015-07-01
"128";8;2015;222825,609375;147,0010834;162,1684723;22,5499744;103,9564133;13,1121025;19,7506695;2015-08-01
"129";9;2015;223427,796875;147,2831116;162,5821991;22,6041756;104,1773911;13,1389332;19,7705555;2015-09-01
"130";10;2015;223429,40625;147,2863617;162,5821991;22,6041756;104,1772079;13,1390657;19,7710304;2015-10-01
"131";11;2015;223430,65625;147,2866974;162,5821991;22,6041756;104,1769028;13,1390781;19,7711391;2015-11-01
"132";12;2015;223432,53125;147,2868195;162,5821991;22,6041756;104,176796;13,1390829;19,7711582;2015-12-01
"133";1;2016;223434,5;147,28685;162,5821991;22,6041756;104,1767731;13,1390858;19,7711697;2016-01-01
"134";2;2016;223436,46875;147,2869415;162,5821991;22,6041756;104,1767578;13,1390924;19,7711849;2016-02-01
"135";3;2016;223440,40625;147,2871094;162,5821991;22,6041756;104,1767426;13,1391239;19,7712364;2016-03-01
"136";4;2016;223585,640625;147,3066559;162,5930328;22,6052246;104,210701;13,141716;19,7742577;2016-04-01
"137";5;2016;225599,453125;147,9364471;163,3457336;22,6982441;104,8961792;13,2198143;19,8108501;2016-05-01
"138";6;2016;227031,21875;148,631012;164,2180328;22,8111286;105,364502;13,2686329;19,8415298;2016-06-01
"139";7;2016;227869,25;149,0239868;164,7514038;22,8812542;105,6517868;13,3065443;19,8631878;2016-07-01
"140";8;2016;228352,84375;149,2409668;165,1227112;22,9310684;105,8535004;13,327877;19,8784218;2016-08-01
"141";9;2016;228905,765625;149,4952087;165,5067139;22,9814453;106,0585098;13,3527098;19,8968868;2016-09-01
"142";10;2016;228907,28125;149,4982605;165,5067139;22,9814453;106,0583496;13,3528347;19,897337;2016-10-01
"143";11;2016;228908,421875;149,4985809;165,5067139;22,9814453;106,0580215;13,3528471;19,8974361;2016-11-01
"144";12;2016;228910,171875;149,4986877;165,5067139;22,9814453;106,0579376;13,3528519;19,8974552;2016-12-01
"145";1;2017;228912,03125;149,498764;165,5067139;22,9814453;106,05793;13,3528557;19,8974648;2017-01-01
"146";2;2017;228913,890625;149,4988251;165,5067139;22,9814453;106,0579147;13,3528624;19,8974781;2017-02-01
"147";3;2017;228917,625;149,4989929;165,5067139;22,9814453;106,0578842;13,352891;19,8975277;2017-03-01
"148";4;2017;229059,140625;149,5177155;165,5171509;22,9824505;106,0913696;13,3553905;19,9004307;2017-04-01
"149";5;2017;231063,90625;150,1443176;166,2671356;23,0751705;106,7724152;13,4333229;19,9370556;2017-05-01
"150";6;2017;232563,765625;150,8716278;167,1799469;23,1933346;107,2635345;13,4845705;19,9755764;2017-06-01
"151";7;2017;233737,28125;151,4339905;167,9063568;23,2880192;107,6548233;13,5367088;20,0051403;2017-07-01
"152";8;2017;234524,234375;151,8048401;168,4771881;23,3632908;107,9643784;13,5700588;20,0278778;2017-08-01
"153";9;2017;235125,15625;152,0835266;168,8900299;23,4172897;108,1850433;13,5968933;20,0476189;2017-09-01
"154";10;2017;235126,59375;152,0862885;168,8900604;23,4172897;108,1848755;13,5970097;20,0480461;2017-10-01
"155";11;2017;235127,65625;152,0865631;168,8900604;23,4172897;108,1845779;13,5970221;20,0481319;2017-11-01
"156";12;2017;235129,296875;152,0866852;168,8900604;23,4172916;108,1844788;13,5970268;20,048151;2017-12-01
"157";1;2018;235131,125;152,086731;168,8900604;23,4172916;108,1844559;13,5970306;20,0481606;2018-01-01
"158";2;2018;235132,984375;152,0868073;168,8900604;23,4172916;108,1844482;13,5970364;20,0481758;2018-02-01
"159";3;2018;235136,71875;152,0869751;168,8900604;23,4172916;108,1844177;13,5970678;20,0482273;2018-03-01
"160";4;2018;235283,15625;152,1071167;168,9010773;23,4183636;108,2193832;13,5997581;20,0513325;2018-04-01
"161";5;2018;237393,28125;152,7605743;169,7062683;23,5197735;108,932724;13,6860142;20,0943184;2018-05-01
"162";6;2018;238867,828125;153,470047;170,6067505;23,636364;109,4167938;13,7365398;20,1365509;2018-06-01
"163";7;2018;239833,03125;153,9238739;171,2146454;23,7160072;109,7446671;13,7799997;20,1616039;2018-07-01
"164";8;2018;240626,125;154,2951813;171,7911072;23,7920132;110,0572815;13,813674;20,1848164;2018-08-01
"165";9;2018;241228,59375;154,5726624;172,2060242;23,8462811;110,279068;13,8406343;20,2046413;2018-09-01
"166";10;2018;241230,078125;154,5753784;172,2060242;23,8462811;110,2789154;13,8407526;20,2050724;2018-10-01
"167";11;2018;241231,125;154,5756836;172,2060242;23,8462811;110,2786179;13,8407631;20,2051563;2018-11-01
"168";12;2018;241232,796875;154,5757599;172,2060242;23,8462811;110,2785263;13,8407679;20,2051716;2018-12-01
"169";1;2019;241234,40625;154,5758362;172,2060242;23,8462811;110,2785034;13,8407707;20,2051811;2019-01-01
"170";2;2019;241236,0625;154,575882;172,2060242;23,8462772;110,2784805;13,8407784;20,2051945;2019-02-01
"171";3;2019;241239,3125;154,5760345;172,2060242;23,8462772;110,27845;13,8408041;20,2052422;2019-03-01
"172";4;2019;241377,71875;154,5944061;172,216217;23,8472633;110,3122787;13,8432875;20,2080822;2019-04-01
"173";5;2019;243455,09375;155,2990875;173,009552;23,9471684;111,012146;13,9283886;20,2958851;2019-05-01
"174";6;2019;244826,625;155,954483;173,8522797;24,0566082;111,4669952;13,9758253;20,326107;2019-06-01
"175";7;2019;245813,46875;156,4185638;174,4723663;24,1378689;111,8025665;14,0203981;20,3515511;2019-07-01
"176";8;2019;246285,375;156,6298523;174,8319397;24,1863346;111,9999008;14,0413351;20,3661652;2019-08-01
"177";9;2019;246822,265625;156,8751526;175,2062988;24,2352486;112,1998978;14,0656071;20,3839016;2019-09-01
"178";10;2019;246823,53125;156,8775635;175,2062988;24,2352486;112,1997604;14,0657091;20,3842793;2019-10-01
"179";11;2019;246824,40625;156,8778076;175,2063293;24,2352486;112,1994705;14,0657177;20,3843517;2019-11-01
"180";12;2019;246825,859375;156,8778839;175,2062988;24,2352486;112,1993942;14,0657225;20,384367;2019-12-01
"181";1;2020;246827,375;156,8779449;175,2062988;24,2352486;112,1993637;14,0657272;20,3843727;2020-01-01
"182";2;2020;246828,890625;156,878006;175,2062988;24,2352486;112,1993561;14,065731;20,384388;2020-02-01
"183";3;2020;246831,953125;156,8781586;175,2062988;24,2352486;112,1993103;14,0657578;20,3844318;2020-03-01
"184";4;2020;246967,6875;156,8966064;175,2163544;24,2362251;112,2332077;14,0682535;20,38727;2020-04-01
"185";5;2020;249053,203125;157,587326;176,0255432;24,3399868;112,937973;14,1575432;20,4810085;2020-05-01
"186";6;2020;250460,71875;158,2622223;176,8904724;24,4526424;113,4071121;14,2065201;20,5222454;2020-06-01
"187";7;2020;251267;158,6381378;177,4049072;24,5206127;113,6874008;14,2435846;20,5441036;2020-07-01
"188";8;2020;252028,046875;158,9947357;177,9546051;24,5940323;113,9907837;14,2763138;20,5672398;2020-08-01
"189";9;2020;252603,375;159,2605286;178,3540192;24,6459618;114,2040787;14,3022842;20,5864086;2020-09-01
"190";10;2020;252604,59375;159,2627106;178,3540192;24,6459618;114,2039566;14,3023806;20,5867596;2020-10-01
"191";11;2020;252605,375;159,26297;178,3540192;24,6459618;114,2036743;14,3023872;20,5868225;2020-11-01
"192";12;2020;252606,734375;159,2630463;178,3540192;24,6459618;114,2036133;14,3023911;20,5868397;2020-12-01
"193";1;2021;252608,34375;159,263092;178,3540192;24,6459618;114,2035828;14,3023949;20,5868454;2021-01-01
"194";2;2021;252609,984375;159,2631531;178,3540192;24,6459618;114,2035675;14,3024006;20,5868607;2021-02-01
"195";3;2021;252613,265625;159,2633209;178,3540192;24,6459618;114,203537;14,3024254;20,5869007;2021-03-01
"196";4;2021;252748,359375;159,2811737;178,3639221;24,6469212;114,2361069;14,304842;20,5896626;2021-04-01
"197";5;2021;254785,5;159,9707336;179,1434937;24,7452431;114,919281;14,3885241;20,6773033;2021-05-01
"198";6;2021;256269,65625;160,6798248;180,055069;24,8639145;115,4139328;14,4401484;20,7097759;2021-06-01
"199";7;2021;257342,78125;161,1851807;180,7280426;24,9522762;115,780014;14,488843;20,7374096;2021-07-01
"200";8;2021;257867,109375;161,4217682;181,1215515;25,0056877;115,9985733;14,5121078;20,7535954;2021-08-01
"201";9;2021;258392,015625;161,6602936;181,49263;25,0540218;116,1963806;14,5360794;20,7711945;2021-09-01
"202";10;2021;258393,359375;161,6626587;181,49263;25,0540218;116,1962738;14,5361824;20,7715759;2021-10-01
"203";11;2021;258394,25;161,6629181;181,49263;25,0540218;116,1959991;14,5361929;20,7716427;2021-11-01
"204";12;2021;258395,75;161,6630249;181,49263;25,0540218;116,1959229;14,5361977;20,771656;2021-12-01
"205";1;2022;258397,125;161,6630402;181,49263;25,0540218;116,1958923;14,5361996;20,7716656;2022-01-01
"206";2;2022;258398,5625;161,6631317;181,49263;25,0540218;116,1958923;14,5362053;20,7716789;2022-02-01
"207";3;2022;258401,375;161,663269;181,49263;25,0540218;116,1958771;14,5362291;20,7717171;2022-03-01
"208";4;2022;258536,015625;161,6811981;181,5024719;25,0549793;116,2298889;14,5386839;20,7744808;2022-04-01
"209";5;2022;260677,515625;162,4622192;182,3382721;25,1624432;116,9465637;14,6314926;20,8716736;2022-05-01
"210";6;2022;262366,1875;163,1120911;183,3712921;25,296505;117,5060501;14,7086973;20,9350452;2022-06-01
"211";7;2022;264078,0625;163,9288635;184,4198456;25,4328117;118,074852;14,7850447;20,9782848;2022-07-01
"212";8;2022;265310,90625;164,5135193;185,2770538;25,5473366;118,5519485;14,8370399;21,0132828;2022-08-01
"213";9;2022;266310,59375;164,98526;185,9540253;25,6329594;118,9074478;14,8809233;21,0501633;2022-09-01
"214";10;2022;266311,75;164,9872742;185,9540253;25,6329594;118,9073334;14,8810091;21,0504932;2022-10-01
"215";11;2022;266312,4375;164,9874573;185,9539948;25,6329594;118,9070816;14,8810167;21,0505486;2022-11-01
"216";12;2022;266313,6875;164,9875488;185,9539948;25,6329594;118,9070053;14,8810205;21,05056;2022-12-01
"217";1;2023;266315,0625;164,9875793;185,9539948;25,6329594;118,9069901;14,8810234;21,0505695;2023-01-01
"218";2;2023;266316,5;164,9876404;185,9539948;25,6329594;118,9069672;14,8810282;21,050581;2023-02-01
"219";3;2023;266319,3125;164,9877777;185,9540253;25,6329594;118,9069443;14,8810539;21,0506191;2023-03-01
"220";4;2023;266452,6875;165,0054932;185,9637604;25,6339073;118,9403229;14,8834801;21,0533466;2023-04-01
"221";5;2023;268590,5625;165,7758484;186,8005981;25,7416611;119,6513901;14,9765663;21,1506405;2023-05-01
"222";6;2023;269891,28125;166,3874207;187,6077423;25,8469963;120,0899277;15,022295;21,185297;2023-06-01
"223";7;2023;270742,75;166,779953;188,1510315;25,9186878;120,3863449;15,0615597;21,2077255;2023-07-01
"224";8;2023;271509,03125;167,1337433;188,6969299;25,9929142;120,6936417;15,0947266;21,2302227;2023-08-01
"225";9;2023;272080,6875;167,3940277;189,1031494;26,0447216;120,9066849;15,1206732;21,2488937;2023-09-01
"226";10;2023;272081,84375;167,3960266;189,1031494;26,0447216;120,9065704;15,1207609;21,2492256;2023-10-01
"227";11;2023;272082,5625;167,3962402;189,1031494;26,0447216;120,9063416;15,1207695;21,249279;2023-11-01
"228";12;2023;272083,8125;167,3963318;189,1031494;26,0447216;120,9062653;15,1207733;21,2492924;2023-12-01
"229";1;2024;272085,21875;167,396347;189,1031494;26,0447216;120,9062347;15,1207752;21,2492981;2024-01-01
"230";2;2024;272086,625;167,3964233;189,1031494;26,0447216;120,9062271;15,1207809;21,2493114;2024-02-01
"231";3;2024;272089,4375;167,3965454;189,1031494;26,0447216;120,9062119;15,1208048;21,2493534;2024-03-01
"232";4;2024;272224,1875;167,4144897;189,1130066;26,0456753;120,940094;15,1232605;21,2521133;2024-04-01
"233";5;2024;274382,34375;168,207016;189,9581604;26,1545982;121,6591873;15,2174397;21,3505344;2024-05-01
"234";6;2024;275848,40625;168,9001465;190,8622131;26,2722816;122,1497116;15,2686901;21,3887043;2024-06-01
"235";7;2024;276903,5625;169,3926086;191,5253296;26,3593025;122,5107269;15,3167477;21,4159126;2024-07-01
"236";8;2024;277672,53125;169,7481842;192,0735626;26,4336891;122,8185349;15,3499727;21,4385185;2024-08-01
"237";9;2024;278243,625;170,0085754;192,4784241;26,4853725;123,0310974;15,3758631;21,457098;2024-09-01
"238";10;2024;278244,8125;170,0105286;192,4784241;26,4853725;123,030983;15,3759499;21,4574299;2024-10-01
"239";11;2024;278245,5625;170,0107422;192,4784241;26,4853725;123,0307388;15,3759594;21,4574833;2024-11-01
"240";12;2024;278246,78125;170,0108032;192,4784088;26,4853725;123,0306778;15,3759623;21,4574947;2024-12-01
"241";1;2025;278248,0625;170,0108643;192,4784088;26,4853725;123,0306549;15,3759651;21,4575005;2025-01-01
"242";2;2025;278249,375;170,0108948;192,4784088;26,4853725;123,0306396;15,3759718;21,4575138;2025-02-01
"243";3;2025;278251,96875;170,0110168;192,4784241;26,4853725;123,0306091;15,3759937;21,45755;2025-03-01
"244";4;2025;278381,21875;170,027832;192,4877167;26,4862747;123,0634079;15,3783112;21,4601383;2025-04-01
"245";5;2025;280503,875;170,7937012;193,3200531;26,593605;123,7683258;15,4711475;21,5410423;2025-05-01
"246";6;2025;282174,0625;171,4403534;194,3475494;26,7273998;124,3276596;15,5470819;21,6039886;2025-06-01
"247";7;2025;283713,21875;172,166748;195,2991333;26,8516941;124,8467102;15,6166353;21,6435337;2025-07-01
