"";"Mean_Ca1";"Mean_Ca2";"Mean_Ca3";"Mean_Ca4";"Mean_Ca5";"Mean_Ca6";"Mean_Ca7";"Mean_Ca8";"Mean_Mg1";"Mean_Mg2";"Mean_Mg3";"Mean_Mg4";"Mean_Mg5";"Mean_Mg6";"Mean_Mg7";"Mean_Mg8";"Mean_K1";"Mean_K2";"Mean_K3";"Mean_K4";"Mean_K5";"Mean_K6";"Mean_K7";"Mean_K8";"Mean_Na1";"Mean_Na2";"Mean_Na3";"Mean_Na4";"Mean_Na5";"Mean_Na6";"Mean_Na7";"Mean_Na8";"Mean_Al1";"Mean_Al2";"Mean_Al3";"Mean_Al4";"Mean_Al5";"Mean_Al6";"Mean_Al7";"Mean_Al8";"Mean_SO41";"Mean_SO42";"Mean_SO43";"Mean_SO44";"Mean_SO45";"Mean_SO46";"Mean_SO47";"Mean_SO48";"Mean_NO31";"Mean_NO32";"Mean_NO33";"Mean_NO34";"Mean_NO35";"Mean_NO36";"Mean_NO37";"Mean_NO38";"Mean_NH41";"Mean_NH42";"Mean_NH43";"Mean_NH44";"Mean_NH45";"Mean_NH46";"Mean_NH47";"Mean_NH48";"Mean_Cl1";"Mean_Cl2";"Mean_Cl3";"Mean_Cl4";"Mean_Cl5";"Mean_Cl6";"Mean_Cl7";"Mean_Cl8"
"1";123,680727011364;164,748938318939;153,287802590909;79,9023424477273;64,5964337416667;52,9382685454545;51,5597963916667;45,0925609568182;119,188850781061;180,388380333333;175,257537276515;74,404642844697;60,3402470840909;38,6140059734849;54,7829276719697;55,4987628674242;18,3784225356061;20,419111419697;19,6506995325758;17,5173192787879;16,3178764545455;15,0545241560606;15,0683038090909;14,5998193507576;93,6317656674242;70,2634519295455;67,184080730303;51,6061753204545;45,2886757424242;42,4237350265152;49,9177242651515;49,3200246598485;5,04964771212121;3,65114266515152;6,64641411439394;0,978659563636364;0,472202025;2,22277365;0,711843878030303;0,378309133333333;22,0073410174242;24,4376423780303;23,6305264848485;13,7362428030303;12,1000989272727;12,0017405787879;12,3834638439394;12,0983217825758;0,667363854545455;0,418227654545455;0,201861058333333;0,141682629545455;0,123885518181818;0,100528361363636;0,091853521969697;0,0866647575757576;0,334611975757576;0,0651211568181818;0,0300914462121212;0,0741821946969697;0,13854200530303;0,278933817424242;0,439690218181818;0,486020478030303;78,3926211606061;88,15737135;94,5552751060606;66,5767573166667;59,2722396409091;61,2467000878788;64,7270660704545;65,5450108878788
