"";"YEAR";"Month";"C";"N";"Ca";"Mg";"K";"S";"P";"Date"
"32";"        2007";"           8";5751,5683594;151,7248993;106,6750641;20,114975;21,383873;16,303072;11,7099543;2007-08-01
"33";"        2007";"           9";5742,0825195;151,5449982;106,0232162;19,9983788;21,3307018;16,2088356;11,6422768;2007-09-01
"34";"        2007";"          10";5760,0161133;151,7041779;105,5265503;19,9268265;21,5019855;16,1516819;11,6013947;2007-10-01
"35";"        2007";"          11";5757,1972656;151,6203308;105,0414886;19,8429375;21,4976578;16,0839825;11,5527935;2007-11-01
"36";"        2007";"          12";5746,5;151,4450836;104,5695877;19,7558956;21,4269276;16,0135231;11,5021553;2007-12-01
"37";"        2008";"           1";5736,2524414;151,280838;104,1555252;19,6789761;21,3581562;15,9512386;11,4573851;2008-01-01
"38";"        2008";"           2";5723,8139648;151,0818481;103,6590958;19,5867176;21,2752266;15,8765278;11,4036875;2008-02-01
"39";"        2008";"           3";5710,5102539;150,8697815;103,1393967;19,4900112;21,186924;15,7982149;11,3473969;2008-03-01
"40";"        2008";"           4";5693,8129883;150,6114655;102,5669479;19,3821602;21,0733662;15,710825;11,2845764;2008-04-01
"41";"        2008";"           5";5687,8349609;150,5024414;102,2315826;19,3215256;21,0381622;15,6618299;11,2493563;2008-05-01
"42";"        2008";"           6";5662,8173828;150,1097717;101,360466;19,1577644;20,8699455;15,5292072;11,1539898;2008-06-01
"43";"        2008";"           7";5666,5878906;150,1514893;101,3571472;19,1597099;20,9009151;15,5309153;11,1552114;2008-07-01
"44";"        2008";"           8";5633,746582;149,6406403;100,2669296;18,9540405;20,6815586;15,3643122;11,0354061;2008-08-01
"45";"        2008";"           9";5645,4702148;149,7725067;100,2751465;18,963232;20,7772083;15,3721466;11,0410051;2008-09-01
"46";"        2008";"          10";5663,0009766;149,9068909;99,8093033;18,8961849;20,9396877;15,3188801;11,0025835;2008-10-01
"47";"        2008";"          11";5657,6738281;149,7794647;99,2990036;18,8064766;20,9177036;15,2465324;10,9505138;2008-11-01
"48";"        2008";"          12";5648,9155273;149,6312714;98,9235077;18,7372971;20,8625221;15,190568;10,9102507;2008-12-01
"49";"        2009";"           1";5637,3862305;149,447052;98,5128784;18,6603889;20,7867775;15,1282949;10,8654604;2009-01-01
"50";"        2009";"           2";5625,7265625;149,2583008;98,0831146;18,5802307;20,7114944;15,0633974;10,8187819;2009-02-01
"51";"        2009";"           3";5612,8227539;149,0507812;97,6214294;18,4939194;20,6282539;14,9935141;10,7685165;2009-03-01
"52";"        2009";"           4";5594,6938477;148,7707672;97,0627747;18,3878899;20,5079861;14,9075871;10,7067242;2009-04-01
"53";"        2009";"           5";5573,0864258;148,4269104;96,3467789;18,2531166;20,3676548;14,798461;10,6282291;2009-05-01
"54";"        2009";"           6";5565,0771484;148,2853699;95,9996185;18,1893597;20,3192997;14,7469559;10,5911446;2009-06-01
"55";"        2009";"           7";5560,324707;148,1978455;95,7736588;18,1481686;20,2915993;14,7136955;10,5671911;2009-07-01
"56";"        2009";"           8";5561,9291992;148,1976471;95,6683273;18,131422;20,3089523;14,7003393;10,5575218;2009-08-01
"57";"        2009";"           9";5554,7089844;148,0417023;95,1856766;18,0453396;20,2732182;14,6309547;10,5075016;2009-09-01
"58";"        2009";"          10";5573,5805664;148,1783142;94,7925873;17,9910049;20,438755;14,5882301;10,4763508;2009-10-01
"59";"        2009";"          11";5570,4882812;148,0775757;94,3807678;17,9194298;20,4314156;14,5306559;10,4347935;2009-11-01
"60";"        2009";"          12";5562,7641602;147,9425812;94,0619507;17,8606377;20,3839626;14,4831285;10,4005632;2009-12-01
"61";"        2010";"           1";5547,1479492;147,6964722;93,5830383;17,769804;20,2816849;14,4095373;10,34762;2010-01-01
"62";"        2010";"           2";5532,3525391;147,4594421;93,1111526;17,6807594;20,1864891;14,3374262;10,2957287;2010-02-01
"63";"        2010";"           3";5517,6010742;147,2224884;92,6423416;17,5923252;20,0923347;14,265811;10,2441969;2010-03-01
"64";"        2010";"           4";5499,7880859;146,9457855;92,1375122;17,4959354;19,976593;14,1876764;10,1880007;2010-04-01
"65";"        2010";"           5";5481,9375;146,6548615;91,5703659;17,3890247;19,863596;14,1011457;10,1257191;2010-05-01
"66";"        2010";"           6";5457,8754883;146,2718353;90,8672104;17,2553749;19,7100315;13,9929066;10,0478296;2010-06-01
"67";"        2010";"           7";5459,8969727;146,2832794;90,8224792;17,2490826;19,7275829;13,9879866;10,0442171;2010-07-01
"68";"        2010";"           8";5450,6821289;146,1185455;90,4681091;17,1835575;19,6728325;13,9350615;10,0060692;2010-08-01
"69";"        2010";"           9";5431,7436523;145,7814636;89,752594;17,0511646;19,5611782;13,8281164;9,9289789;2010-09-01
"70";"        2010";"          10";5450,5639648;145,8977356;89,3944244;17,002367;19,7215824;13,790102;9,9009409;2010-10-01
"71";"        2010";"          11";5448,8417969;145,8091125;89,0504684;16,9432125;19,7234535;13,7426682;9,86658;2010-11-01
"72";"        2010";"          12";5437,484375;145,6166229;88,6760941;16,8729877;19,6531982;13,6858549;9,825655;2010-12-01
"73";"        2011";"           1";5425,3637695;145,4192505;88,318428;16,8051491;19,5768223;13,6309147;9,786109;2011-01-01
"74";"        2011";"           2";5415,1230469;145,2463379;87,9900742;16,7434578;19,5139809;13,5809975;9,7501554;2011-02-01
"75";"        2011";"           3";5401,7373047;145,0261383;87,5913544;16,6679993;19,4309292;13,5198975;9,7061691;2011-03-01
"76";"        2011";"           4";5386,4091797;144,7835236;87,1838226;16,5899048;19,3340034;13,4565887;9,6606293;2011-04-01
"77";"        2011";"           5";5370,4707031;144,5165253;86,7053986;16,4994583;19,2356339;13,3834095;9,6079302;2011-05-01
"78";"        2011";"           6";5356,6123047;144,2812042;86,2828217;16,4197311;19,1507263;13,3189306;9,5614767;2011-06-01
"79";"        2011";"           7";5348,4941406;144,1384277;86,017952;16,3701153;19,1019859;13,2788382;9,5325718;2011-07-01
"80";"        2011";"           8";5355,9536133;144,2198181;86,0584488;16,3814468;19,15592;13,2883568;9,5392475;2011-08-01
"81";"        2011";"           9";5351,8662109;144,0970306;85,7185516;16,321558;19,1402531;13,2403193;9,5044203;2011-09-01
"82";"        2011";"          10";5371,8720703;144,2130432;85,411232;16,2815075;19,3010826;13,2096148;9,4813709;2011-10-01
"83";"        2011";"          11";5371,4101562;144,1360474;85,1181564;16,2315903;19,3089695;13,1697388;9,4523544;2011-11-01
"84";"        2011";"          12";5363,6025391;143,9934082;84,8451462;16,1807003;19,2617683;13,1286297;9,4226923;2011-12-01
"85";"        2012";"           1";5352,4018555;143,8075562;84,5310822;16,1208553;19,1913471;13,080162;9,3877935;2012-01-01
"86";"        2012";"           2";5340,8325195;143,6123962;84,1965714;16,0573692;19,1195049;13,0287695;9,3507748;2012-02-01
"87";"        2012";"           3";5329,2578125;143,4165192;83,8625107;15,9939985;19,0480595;12,9774685;9,3138218;2012-03-01
"88";"        2012";"           4";5310,0161133;143,1135101;83,4002914;15,9044418;18,9260273;12,9048014;9,2615776;2012-04-01
"89";"        2012";"           5";5291,2348633;142,8004608;82,8950348;15,8078804;18,8092766;12,8266191;9,2052851;2012-05-01
"90";"        2012";"           6";5268,5239258;142,4290161;82,3194351;15,6971989;18,6678905;12,7369423;9,1407433;2012-06-01
"91";"        2012";"           7";5265,3188477;142,3574524;82,1736526;15,6706533;18,6505566;12,7155981;9,125288;2012-07-01
"92";"        2012";"           8";5271,5947266;142,4182129;82,1871109;15,6765785;18,6954288;12,720768;9,1287928;2012-08-01
"93";"        2012";"           9";5286,7324219;142,5774689;82,2633362;15,6982918;18,8019466;12,73913;9,141552;2012-09-01
"94";"        2012";"          10";5307,4848633;142,6873169;81,989563;15,6637115;18,9594994;12,7130661;9,1215868;2012-10-01
"95";"        2012";"          11";5304,9272461;142,5722656;81,6722488;15,6082582;18,9507713;12,668725;9,0892973;2012-11-01
"96";"        2012";"          12";5295,3041992;142,3997803;81,3798447;15,5529976;18,8909264;12,6240425;9,057065;2012-12-01
"97";"        2013";"           1";5286,3188477;142,244873;81,1297836;15,5053215;18,8345833;12,5854511;9,0292559;2013-01-01
"98";"        2013";"           2";5274,84375;142,048645;80,8180695;15,4457684;18,7627964;12,5372286;8,9945164;2013-02-01
"99";"        2013";"           3";5260,894043;141,8147736;80,4580307;15,376627;18,6754398;12,481204;8,9541817;2013-03-01
"100";"        2013";"           4";5241,5195312;141,5076904;80,0219574;15,2915211;18,55266;12,4120951;8,9045219;2013-04-01
"101";"        2013";"           5";5221,4165039;141,1714172;79,5225372;15,1952505;18,427084;12,3341017;8,848382;2013-05-01
"102";"        2013";"           6";5194,7050781;140,7366028;78,906044;15,0754833;18,2604389;12,2369585;8,7785158;2013-06-01
"103";"        2013";"           7";5199,9658203;140,7910309;78,9332733;15,0830727;18,2964973;12,2434053;8,7829704;2013-07-01
"104";"        2013";"           8";5193,1557617;140,6518555;78,6941376;15,0386114;18,2567463;12,2075901;8,7570515;2013-08-01
"105";"        2013";"           9";5174,5537109;140,2981873;78,123436;14,9312649;18,1464405;12,1209507;8,6944513;2013-09-01
"106";"        2013";"          10";5197,7612305;140,4275665;77,920372;14,9097471;18,315155;12,1057014;8,6820164;2013-10-01
"107";"        2013";"          11";5197,9038086;140,3451233;77,6775665;14,8684912;18,3232346;12,0729532;8,6579762;2013-11-01
"108";"        2013";"          12";5192,1352539;140,2265778;77,477829;14,8312626;18,2888718;12,0429392;8,6362572;2013-12-01
"109";"        2014";"           1";5181,7011719;140,0467987;77,2181625;14,7812366;18,2239017;12,0024052;8,6070671;2014-01-01
"110";"        2014";"           2";5171,621582;139,8677979;76,9538727;14,7306509;18,1619148;11,9614553;8,5775518;2014-02-01
"111";"        2014";"           3";5157,331543;139,6246948;76,6122513;14,6645985;18,0734806;11,9079046;8,53901;2014-03-01
"112";"        2014";"           4";5139,1269531;139,3312683;76,2269745;14,5889912;17,9598503;11,8464661;8,4948883;2014-04-01
"113";"        2014";"           5";5118,0415039;138,9745483;75,7434464;14,4950924;17,829649;11,77034;8,4401169;2014-05-01
"114";"        2014";"           6";5094,390625;138,5796356;75,2229309;14,3935919;17,6842499;11,687994;8,3809061;2014-06-01
"115";"        2014";"           7";5084,8491211;138,4068298;74,9818192;14,3473701;17,6268406;11,6506071;8,3539467;2014-07-01
"116";"        2014";"           8";5092,2866211;138,4804382;75,0157547;14,3572149;17,6766815;11,6590528;8,3597116;2014-08-01
"117";"        2014";"           9";5076,3725586;138,1585999;74,5307159;14,2660341;17,5836926;11,5855446;8,3065233;2014-09-01
"118";"        2014";"          10";5095,152832;138,2044983;74,2668533;14,2313108;17,718977;11,5596905;8,2863035;2014-10-01
"119";"        2014";"          11";5095,4316406;138,1164551;74,0435791;14,1933851;17,7267056;11,5296869;8,2641792;2014-11-01
"120";"        2014";"          12";5085,2182617;137,9268188;73,7794876;14,1428032;17,664341;11,4887638;8,2346573;2014-12-01
"121";"        2015";"           1";5073,409668;137,722641;73,5132523;14,0910149;17,5915356;11,4467516;8,2044325;2015-01-01
"122";"        2015";"           2";5059,5805664;137,4826508;73,201889;14,0304804;17,5068054;11,3976469;8,1691046;2015-02-01
"123";"        2015";"           3";5044,2148438;137,2183075;72,8647308;13,9647675;17,4130135;11,3443193;8,1307554;2015-03-01
"124";"        2015";"           4";5028,0742188;136,9516449;72,5402069;13,9008265;17,3141003;11,2923307;8,0934401;2015-04-01
"125";"        2015";"           5";5020,6811523;136,7973938;72,3211212;13,8595028;17,2704334;11,2590399;8,0693474;2015-05-01
"126";"        2015";"           6";5022,5605469;136,7870483;72,2659454;13,8510799;17,284256;11,2525835;8,0644388;2015-06-01
"127";"        2015";"           7";5027,2431641;136,8296509;72,2809753;13,8561363;17,3150425;11,25702;8,0673885;2015-07-01
"128";"        2015";"           8";5019,2158203;136,664566;72,0502548;13,8124628;17,2671108;11,2218132;8,0418987;2015-08-01
"129";"        2015";"           9";5013,668457;136,4940033;71,7668915;13,7611179;17,2369251;11,1807823;8,0119152;2015-09-01
"130";"        2015";"          10";5033,9731445;136,5487976;71,5454407;13,7339201;17,3750668;11,1612101;7,9959431;2015-10-01
"131";"        2015";"          11";5036,0888672;136,4828186;71,3654556;13,7041845;17,3918648;11,1379166;7,9785476;2015-11-01
"132";"        2015";"          12";5026,7890625;136,3044739;71,1304779;13,6590157;17,3343697;11,1013756;7,9521694;2015-12-01
"133";"        2016";"           1";5015,5708008;136,1072083;70,8878326;13,6115465;17,2646484;11,0628424;7,9244561;2016-01-01
"134";"        2016";"           2";5002,6254883;135,8782959;70,6070938;13,5566797;17,1846848;11,0183105;7,8924251;2016-02-01
"135";"        2016";"           3";4989,4501953;135,6449432;70,3230057;13,5011578;17,1037598;10,9732456;7,8600106;2016-03-01
"136";"        2016";"           4";4969,1572266;135,3130493;69,947464;13,4263077;16,9785595;10,9122696;7,816328;2016-04-01
"137";"        2016";"           5";4965,0498047;135,2064514;69,793129;13,3977137;16,9542923;10,8893566;7,7996454;2016-05-01
"138";"        2016";"           6";4956,5380859;135,0344238;69,5728073;13,3555336;16,9026012;10,8553152;7,7750244;2016-06-01
"139";"        2016";"           7";4938,3564453;134,7240448;69,2188492;13,2855139;16,791254;10,7983885;7,7341595;2016-07-01
"140";"        2016";"           8";4945,7988281;134,7935333;69,2504654;13,2947712;16,838871;10,8064356;7,7395339;2016-08-01
"141";"        2016";"           9";4936,4594727;134,55896;68,9229813;13,2338276;16,7839565;10,7575436;7,7039151;2016-09-01
"142";"        2016";"          10";4961,3203125;134,6681213;68,7888489;13,2235126;16,9450207;10,7519217;7,6976681;2016-10-01
"143";"        2016";"          11";4959,5107422;134,5361938;68,5577774;13,1828222;16,9352341;10,7196817;7,67384;2016-11-01
"144";"        2016";"          12";4953,8237305;134,4098358;68,3924255;13,1514683;16,9001942;10,6944113;7,6555104;2016-12-01
"145";"        2017";"           1";4943,2197266;134,2194366;68,1723022;13,1081953;16,8343105;10,6592627;7,6302428;2017-01-01
"146";"        2017";"           2";4932,887207;134,0275269;67,9471054;13,0642138;16,7705669;10,6235857;7,604557;2017-02-01
"147";"        2017";"           3";4918,2607422;133,7689972;67,6553726;13,0066471;16,6805172;10,5767851;7,5709462;2017-03-01
"148";"        2017";"           4";4901,2314453;133,4843597;67,3494492;12,9454556;16,5758324;10,5268993;7,5352368;2017-04-01
"149";"        2017";"           5";4882,1079102;133,1438751;66,9729156;12,8710737;16,458704;10,466466;7,4918356;2017-05-01
"150";"        2017";"           6";4864,796875;132,8325195;66,630661;12,8035536;16,3533764;10,4116306;7,452426;2017-06-01
"151";"        2017";"           7";4867,7407227;132,8450928;66,6182404;12,8028946;16,3720303;10,411438;7,452013;2017-07-01
"152";"        2017";"           8";4875,6484375;132,9197083;66,6558914;12,8133354;16,4214249;10,4204969;7,4580555;2017-08-01
"153";"        2017";"           9";4871,4316406;132,7580261;66,423172;12,7711563;16,3966579;10,3869429;7,4333549;2017-09-01
"154";"        2017";"          10";4898,1728516;132,8823395;66,3266068;12,7677593;16,5634117;10,3871326;7,431025;2017-10-01
"155";"        2017";"          11";4900,734375;132,8114929;66,1731262;12,7424812;16,5789013;10,3675318;7,4161463;2017-11-01
"156";"        2017";"          12";4893,699707;132,6621552;65,9956741;12,7083082;16,534729;10,3399181;7,3961673;2017-12-01
"157";"        2018";"           1";4882,3549805;132,4584503;65,7752151;12,6645823;16,4639168;10,3043404;7,3706346;2018-01-01
"158";"        2018";"           2";4873,2519531;132,2832184;65,5792923;12,626235;16,4073982;10,2732353;7,3482318;2018-02-01
"159";"        2018";"           3";4862,8422852;132,0870972;65,363884;12,5838976;16,3430462;10,2388573;7,323503;2018-03-01
"160";"        2018";"           4";4846,4238281;131,8101501;65,0811691;12,5269985;16,2418995;10,1924067;7,2903042;2018-04-01
"161";"        2018";"           5";4828,5126953;131,4856567;64,7398987;12,4592514;16,1315556;10,1373196;7,2507749;2018-05-01
"162";"        2018";"           6";4808,5302734;131,1306763;64,374794;12,3864479;16,0094585;10,0780582;7,2082934;2018-06-01
"163";"        2018";"           7";4811,5605469;131,1432343;64,364563;12,3861542;16,0279865;10,0781832;7,2080855;2018-07-01
"164";"        2018";"           8";4819,5151367;131,2167358;64,4017563;12,396451;16,0766449;10,0871649;7,2140269;2018-08-01
"165";"        2018";"           9";4815,1020508;131,0476074;64,1778259;12,3555613;16,049057;10,0546474;7,1900635;2018-09-01
"166";"        2018";"          10";4843,6503906;131,1878052;64,1148758;12,3583927;16,2212982;10,0600929;7,1912832;2018-10-01
"167";"        2018";"          11";4845,2299805;131,0971832;63,9553452;12,3314133;16,2286243;10,0391035;7,1753931;2018-11-01
"168";"        2018";"          12";4838,1772461;130,9455566;63,7859879;12,2985849;16,1837959;10,0125551;7,156198;2018-12-01
"169";"        2019";"           1";4830,2177734;130,7922668;63,6238594;12,266592;16,1337452;9,9865637;7,1375093;2019-01-01
"170";"        2019";"           2";4820,359375;130,6036987;63,4260902;12,2275133;16,0720768;9,9548063;7,1146841;2019-02-01
"171";"        2019";"           3";4807,5952148;130,3695679;63,187149;12,1799221;15,9928131;9,91605;7,0869012;2019-03-01
"172";"        2019";"           4";4792,7573242;130,115509;62,9393311;12,1298304;15,9013939;9,8751078;7,0576801;2019-04-01
"173";"        2019";"           5";4783,6777344;129,9249268;62,7369499;12,090333;15,8445139;9,8431597;7,0346208;2019-05-01
"174";"        2019";"           6";4776,6206055;129,7679749;62,5676575;12,0575552;15,8002176;9,8167133;7,0154786;2019-06-01
"175";"        2019";"           7";4774,5454102;129,7000885;62,4863358;12,0424299;15,7867556;9,8046513;7,0066285;2019-07-01
"176";"        2019";"           8";4773,546875;129,632782;62,3967972;12,0263824;15,7795296;9,7919989;6,9972162;2019-08-01
"177";"        2019";"           9";4770,1850586;129,4762115;62,1976662;11,9901476;15,7566109;9,7632799;6,9759674;2019-09-01
"178";"        2019";"          10";4798,6962891;129,6050415;62,1394348;11,9932966;15,9228277;9,7691221;6,9773393;2019-10-01
"179";"        2019";"          11";4801,5981445;129,5305481;62,0056343;11,9712467;15,9362965;9,7521906;6,9643178;2019-11-01
"180";"        2019";"          12";4794,6914062;129,3796844;61,8455162;11,9400311;15,8916874;9,7269297;6,9460697;2019-12-01
"181";"        2020";"           1";4787,5322266;129,2377472;61,7012711;11,9114876;15,846159;9,7037325;6,9293995;2020-01-01
"182";"        2020";"           2";4778,8393555;129,065979;61,527771;11,8771334;15,7911491;9,675808;6,9093361;2020-02-01
"183";"        2020";"           3";4769,480957;128,8832245;61,3450279;11,8408756;15,7322788;9,6463203;6,888165;2020-03-01
"184";"        2020";"           4";4756,793457;128,6618347;61,1362801;11,7985506;15,653616;9,6116924;6,8634834;2020-04-01
"185";"        2020";"           5";4753,9931641;128,5670624;61,0270958;11,7781429;15,634264;9,5954256;6,8515472;2020-05-01
"186";"        2020";"           6";4735,4584961;128,2324982;60,7104607;11,7142677;15,5190811;9,543292;6,814312;2020-06-01
"187";"        2020";"           7";4740,0683594;128,2673645;60,7229919;11,7185678;15,5459585;9,5472317;6,8167729;2020-07-01
"188";"        2020";"           8";4715,3754883;127,8333206;60,3211021;11,6370506;15,3941584;9,4805756;6,7692509;2020-08-01
"189";"        2020";"           9";4729,4848633;127,9437408;60,3649559;11,6511803;15,4766302;9,493372;6,7773261;2020-09-01
"190";"        2020";"          10";4757,3369141;128,0533752;60,3035851;11,653039;15,6335897;9,4982615;6,7779298;2020-10-01
"191";"        2020";"          11";4758,1503906;127,943573;60,148632;11,6261606;15,6323233;9,4773397;6,7621007;2020-11-01
"192";"        2020";"          12";4752,9111328;127,8170853;60,0172462;11,6006956;15,59758;9,4567823;6,7472091;2020-12-01
"193";"        2021";"           1";4744,8032227;127,6597443;59,8663254;11,570509;15,5459051;9,4321833;6,7295928;2021-01-01
"194";"        2021";"           2";4736,8608398;127,4985275;59,7096825;11,5394115;15,495204;9,4068956;6,7114363;2021-02-01
"195";"        2021";"           3";4727,9384766;127,3214569;59,5399818;11,5055971;15,4386988;9,379365;6,6916976;2021-03-01
"196";"        2021";"           4";4714,2099609;127,08358;59,325882;11,4618416;15,3536463;9,343482;6,6661987;2021-04-01
"197";"        2021";"           5";4698,7148438;126,7918472;59,0565834;11,4075851;15,2565355;9,2992201;6,6345768;2021-05-01
"198";"        2021";"           6";4694,2001953;126,6715698;58,9339867;11,384017;15,2266035;9,2802916;6,6208115;2021-06-01
"199";"        2021";"           7";4691,8310547;126,5970993;58,8556175;11,3691835;15,210391;9,2684383;6,6121364;2021-07-01
"200";"        2021";"           8";4695,3261719;126,5964279;58,8319397;11,3665667;15,2290249;9,26686;6,6105418;2021-08-01
"201";"        2021";"           9";4693,8930664;126,4638672;58,6741714;11,3381615;15,2147379;9,2445488;6,5938616;2021-09-01
"202";"        2021";"          10";4722,6196289;126,5773697;58,6280937;11,3426514;15,371727;9,2517281;6,5959668;2021-10-01
"203";"        2021";"          11";4725,2133789;126,4915161;58,5021477;11,3215027;15,3795681;9,2355375;6,5834699;2021-11-01
"204";"        2021";"          12";4720,8222656;126,3771133;58,3865166;11,2991266;15,3494225;9,2174997;6,5703812;2021-12-01
"205";"        2022";"           1";4709,3862305;126,1685638;58,1990471;11,2609682;15,2769146;9,186244;6,5481391;2022-01-01
"206";"        2022";"           2";4698,8857422;125,9676056;58,0160789;11,2240524;15,2101965;9,1560841;6,5266094;2022-02-01
"207";"        2022";"           3";4688,4555664;125,7667923;57,8339462;11,1873398;15,144248;9,1260958;6,505197;2022-03-01
"208";"        2022";"           4";4675;125,5328979;57,6313667;11,1457214;15,0609922;9,0918989;6,4809566;2022-04-01
"209";"        2022";"           5";4662,5419922;125,2870941;57,4102135;11,1012335;14,9821129;9,0556355;6,4550323;2022-05-01
"210";"        2022";"           6";4644,9379883;124,9646759;57,1297112;11,0440969;14,8730717;9,0088596;6,4217587;2022-06-01
"211";"        2022";"           7";4648,0483398;124,9741364;57,1231232;11,0442772;14,8897276;9,009428;6,4218168;2022-07-01
"212";"        2022";"           8";4642,6811523;124,8352127;56,99049;11,0185413;14,8543348;8,9887047;6,4067831;2022-08-01
"213";"        2022";"           9";4631,6206055;124,5520248;56,7215309;10,9663067;14,7819338;8,9466152;6,3762612;2022-09-01
"214";"        2022";"          10";4659,9121094;124,650116;56,6756439;10,9703379;14,9328499;8,9535246;6,3780961;2022-10-01
"215";"        2022";"          11";4663,4775391;124,5755844;56,5679741;10,9527731;14,9460592;8,9403067;6,3676925;2022-11-01
"216";"        2022";"          12";4656,0708008;124,4135895;56,4205551;10,9234695;14,8978539;8,9164848;6,3505874;2022-12-01
"217";"        2023";"           1";4647,4589844;124,2469864;56,2752876;10,8940458;14,8434668;8,8924141;6,333437;2023-01-01
"218";"        2023";"           2";4640,6298828;124,1009445;56,1444893;10,8679705;14,7997236;8,871191;6,3182206;2023-02-01
"219";"        2023";"           3";4631,2602539;123,9151764;55,9825897;10,8353176;14,7408381;8,8445101;6,2991824;2023-03-01
"220";"        2023";"           4";4619,7836914;123,7108536;55,8118553;10,8002186;14,6703739;8,8156509;6,2787476;2023-04-01
"221";"        2023";"           5";4608,7944336;123,4862366;55,6171455;10,7610521;14,600935;8,7837286;6,2559333;2023-05-01
"222";"        2023";"           6";4599,3916016;123,2885971;55,4455185;10,7266722;14,5415154;8,7557516;6,2359042;2023-06-01
"223";"        2023";"           7";4594,1865234;123,1685944;55,3394165;10,7056847;14,5081415;8,7387457;6,2236643;2023-07-01
"224";"        2023";"           8";4602,3295898;123,2371063;55,3744049;10,7153168;14,5533867;8,7473679;6,2291856;2023-08-01
"225";"        2023";"           9";4603,1635742;123,1342621;55,2569084;10,6948233;14,5511026;8,731576;6,2171183;2023-09-01
"226";"        2023";"          10";4631,980957;123,232933;55,2208176;10,7004108;14,7004156;8,7398767;6,2198405;2023-10-01
"227";"        2023";"          11";4636,3730469;123,1686325;55,127182;10,6855297;14,7169323;8,7288857;6,2109966;2023-11-01
