"";"Month";"Year";"Dry weight";"Ca";"Mg";"K";"S";"P";"Date"
"272";8;2027;27443,3515625;38,9091225;6,2136264;24,3742447;2,7055497;4,9464951;2027-08-01
"273";9;2027;27475,4023438;38,9613152;6,2217603;24,4031506;2,7084453;4,9491773;2027-09-01
"274";10;2027;27476,6367188;38,9614067;6,2217603;24,4031487;2,7085242;4,9494791;2027-10-01
"275";11;2027;27477,8691406;38,9614067;6,2217603;24,4031334;2,7085333;4,9495263;2027-11-01
"276";12;2027;27479,1015625;38,9614067;6,2217603;24,4031315;2,7085364;4,9495368;2027-12-01
"277";1;2028;27480,2226562;38,9614067;6,2217603;24,4031296;2,7085388;4,9495435;2028-01-01
"278";2;2028;27481,34375;38,9614067;6,2217603;24,4031296;2,7085431;4,9495525;2028-02-01
"279";3;2028;27483,5839844;38,9614067;6,2217603;24,4031277;2,7085631;4,949585;2028-03-01
"280";4;2028;27511,6015625;38,9651184;6,2221637;24,4045563;2,709419;4,9507055;2028-04-01
"281";5;2028;27567,6367188;39,0184021;6,2306933;24,4356995;2,7146995;4,9539614;2028-05-01
"282";6;2028;27603,4980469;39,0713348;6,2391067;24,4663754;2,717294;4,9561033;2028-06-01
"283";7;2028;27639,359375;39,1243706;6,2475533;24,4971848;2,7206321;4,9585676;2028-07-01
"284";8;2028;27670,7402344;39,1754684;6,2558703;24,5283375;2,7233799;4,9609847;2028-08-01
"285";9;2028;27699,8789062;39,2229118;6,2633023;24,5546494;2,7260137;4,9634118;2028-09-01
"286";10;2028;27700,9980469;39,2230988;6,2633023;24,5546474;2,7260864;4,963686;2028-10-01
"287";11;2028;27702,1191406;39,2230988;6,2633023;24,5546379;2,726094;4,9637289;2028-11-01
"288";12;2028;27703,2402344;39,2230988;6,2633028;24,554636;2,7260969;4,9637384;2028-12-01
"289";1;2029;27704,359375;39,2230988;6,2633028;24,5546341;2,7260993;4,9637442;2029-01-01
"290";2;2029;27705,4804688;39,2231026;6,2633028;24,5546341;2,7261035;4,9637537;2029-02-01
"291";3;2029;27707,7226562;39,2231026;6,2633023;24,5546341;2,7261233;4,9637852;2029-03-01
"292";4;2029;27735,7402344;39,2268143;6,2637062;24,5560665;2,7269793;4,9649053;2029-04-01
"293";5;2029;27791,7753906;39,2805328;6,2723389;24,5876579;2,7323241;4,9682269;2029-05-01
"294";6;2029;27827,6367188;39,333847;6,280838;24,6187153;2,7349443;4,9707928;2029-06-01
"295";7;2029;27863,4980469;39,3872643;6,289372;24,6499176;2,7383163;4,9733086;2029-07-01
"296";8;2029;27894,8789062;39,4383583;6,2976885;24,6814671;2,7410922;4,9757814;2029-08-01
"297";9;2029;27924,015625;39,4858055;6,3052788;24,7080975;2,743751;4,9782505;2029-09-01
"298";10;2029;27925,1367188;39,4861908;6,3052788;24,7080956;2,7438235;4,9785247;2029-10-01
"299";11;2029;27926,2578125;39,4861946;6,3052788;24,7080879;2,7438314;4,9785657;2029-11-01
"300";12;2029;27927,3789062;39,4861946;6,3052788;24,708086;2,7438343;4,9785757;2029-12-01
"301";1;2030;27928,6113281;39,4861946;6,3052788;24,7080841;2,7438364;4,9785814;2030-01-01
"302";2;2030;27929,84375;39,4861946;6,3052788;24,7080841;2,7438407;4,978591;2030-02-01
"303";3;2030;27932,3085938;39,4861908;6,3052778;24,7080803;2,7438607;4,9786224;2030-03-01
"304";4;2030;27963,1269531;39,4901009;6,3056979;24,7095757;2,7447495;4,9797812;2030-04-01
"305";5;2030;28024,765625;39,5474205;6,3146844;24,7424164;2,7502558;4,9833965;2030-05-01
"306";6;2030;28064,2148438;39,60569;6,323976;24,776413;2,7531273;4,9865117;2030-06-01
"307";7;2030;28103,6621094;39,6640816;6,3333058;24,8105373;2,7568216;4,9893117;2030-07-01
"308";8;2030;28138,1796875;39,7202911;6,3424544;24,8450413;2,7598641;4,9920583;2030-08-01
"309";9;2030;28170,2304688;39,7724838;6,3506975;24,8741627;2,7627771;4,9947748;2030-09-01
"310";10;2030;28171,4628906;39,7727089;6,3506975;24,8741608;2,762856;4,9950762;2030-10-01
"311";11;2030;28172,6953125;39,7727089;6,3506975;24,8741512;2,7628648;4,9951191;2030-11-01
"312";12;2030;28173,9277344;39,7727089;6,3506975;24,8741493;2,7628679;4,9951296;2030-12-01
"313";1;2031;28175,0488281;39,7727089;6,3506975;24,8741455;2,7628698;4,9951358;2031-01-01
"314";2;2031;28176,1699219;39,7727089;6,350698;24,8741455;2,7628739;4,9951444;2031-02-01
"315";3;2031;28178,4101562;39,7727127;6,350698;24,8741436;2,7628937;4,9951754;2031-03-01
"316";4;2031;28206,4277344;39,7763863;6,3510981;24,8755684;2,7637432;4,9962816;2031-04-01
"317";5;2031;28262,4628906;39,8297386;6,3596554;24,9068604;2,7690406;5,0034065;2031-05-01
"318";6;2031;28298,3242188;39,8828392;6,3681316;24,9378319;2,7716575;5,0056138;2031-06-01
"319";7;2031;28334,1875;39,9360428;6,3766441;24,9689407;2,7750256;5,0081401;2031-07-01
"320";8;2031;28365,5664062;39,9871368;6,3849611;25,0004044;2,7777991;5,0106149;2031-08-01
"321";9;2031;28394,7050781;40,0345802;6,3925095;25,0269508;2,7804539;5,0130734;2031-09-01
"322";10;2031;28395,8242188;40,0348511;6,3925095;25,0269451;2,780525;5,0133476;2031-10-01
"323";11;2031;28396,9453125;40,0348511;6,3925095;25,0269375;2,7805331;5,0133853;2031-11-01
"324";12;2031;28398,0664062;40,0348511;6,3925099;25,0269318;2,7805359;5,0133944;2031-12-01
"325";1;2032;28399,2988281;40,0348511;6,3925099;25,0269299;2,7805381;5,013401;2032-01-01
"326";2;2032;28400,53125;40,0348549;6,3925099;25,0269299;2,7805431;5,0134106;2032-02-01
"327";3;2032;28402,9980469;40,0348549;6,3925099;25,0269279;2,7805643;5,0134444;2032-03-01
"328";4;2032;28433,8164062;40,0388603;6,3929467;25,0284824;2,781491;5,0146484;2032-04-01
"329";5;2032;28495,453125;40,0973816;6,4023347;25,062891;2,7873063;5,022584;2032-05-01
"330";6;2032;28534,9023438;40,1557999;6,4116859;25,0971451;2,7902;5,0257463;2032-06-01
"331";7;2032;28574,3515625;40,2143288;6,4210777;25,1315575;2,7939241;5,0286136;2032-07-01
"332";8;2032;28608,8671875;40,2705345;6,4302263;25,1663628;2,7969923;5,0314531;2032-08-01
"333";9;2032;28640,9179688;40,3227272;6,4385791;25,1957073;2,7999258;5,0342174;2032-09-01
"334";10;2032;28642,1503906;40,3230171;6,4385791;25,1957054;2,8000031;5,0345192;2032-10-01
"335";11;2032;28643,3828125;40,3230171;6,4385791;25,195694;2,8000114;5,0345588;2032-11-01
"336";12;2032;28644,6171875;40,3230209;6,4385791;25,1956902;2,8000143;5,0345683;2032-12-01
"337";1;2033;28645,8496094;40,3230209;6,4385786;25,1956882;2,8000166;5,0345755;2033-01-01
"338";2;2033;28647,0820312;40,3230209;6,4385786;25,1956882;2,8000214;5,034585;2033-02-01
"339";3;2033;28649,5488281;40,3230209;6,4385786;25,1956882;2,8000429;5,0346189;2033-03-01
"340";4;2033;28680,3671875;40,3270149;6,439014;25,1972351;2,8009667;5,0358176;2033-04-01
"341";5;2033;28742,0039062;40,3856125;6,4484239;25,2317619;2,8067954;5,0437603;2033-05-01
"342";6;2033;28781,453125;40,4441566;6,4578152;25,2661934;2,8097026;5,0462217;2033-06-01
"343";7;2033;28820,9003906;40,5028152;6,4672461;25,3007851;2,8134441;5,0490494;2033-07-01
"344";8;2033;28855,4179688;40,559021;6,4763947;25,3357811;2,8165269;5,051827;2033-08-01
"345";9;2033;28887,46875;40,6112175;6,4848185;25,3652706;2,8194728;5,0545835;2033-09-01
"346";10;2033;28888,7011719;40,6115685;6,4848185;25,3652668;2,8195493;5,0548844;2033-10-01
"347";11;2033;28889,9335938;40,6115685;6,484818;25,3652592;2,8195579;5,0549221;2033-11-01
"348";12;2033;28891,1679688;40,6115685;6,484817;25,3652554;2,8195608;5,0549316;2033-12-01
"349";1;2034;28892,4003906;40,6115685;6,484817;25,3652534;2,8195632;5,0549383;2034-01-01
"350";2;2034;28893,6328125;40,6115685;6,484817;25,3652515;2,8195672;5,0549469;2034-02-01
"351";3;2034;28896,0976562;40,6115685;6,484817;25,3652458;2,819587;5,0549784;2034-03-01
"352";4;2034;28926,9160156;40,6154251;6,4852324;25,366724;2,8204641;5,0561142;2034-04-01
"353";5;2034;28988,5546875;40,6727524;6,494235;25,3997078;2,8259761;5,0635891;2034-05-01
"354";6;2034;29028,0039062;40,7313232;6,503634;25,434206;2,828886;5,067678;2034-06-01
"355";7;2034;29067,4511719;40,7900124;6,5130739;25,4688339;2,8326306;5,0705423;2034-07-01
"356";8;2034;29101,96875;40,8462143;6,522223;25,50387;2,8357165;5,0733671;2034-08-01
"357";9;2034;29134,0195312;40,898407;6,5306625;25,5333862;2,838665;5,076601;2034-09-01
"358";10;2034;29135,2519531;40,8987732;6,5306625;25,5333824;2,8387415;5,0769024;2034-10-01
"359";11;2034;29136,484375;40,8987694;6,5306625;25,5333767;2,8387499;5,0769391;2034-11-01
"360";12;2034;29137,7167969;40,8987694;6,5306625;25,5333748;2,8387527;5,0769491;2034-12-01
"361";1;2035;29138,8378906;40,8987694;6,5306625;25,5333748;2,8387551;5,0769544;2035-01-01
"362";2;2035;29139,9589844;40,8987694;6,5306625;25,5333748;2,8387592;5,0769634;2035-02-01
"363";3;2035;29142,1992188;40,8987694;6,5306625;25,5333748;2,8387785;5,0769939;2035-03-01
"364";4;2035;29170,2167969;40,9024391;6,5310631;25,5347977;2,8396275;5,0780964;2035-04-01
"365";5;2035;29226,2519531;40,9562073;6,539732;25,5665836;2,8449976;5,0854349;2035-05-01
"366";6;2035;29262,1132812;41,0096703;6,5483031;25,597971;2,8476446;5,0880661;2035-06-01
"367";7;2035;29297,9765625;41,0632515;6,5569119;25,629509;2,8510518;5,0906339;2035-07-01
"368";8;2035;29329,3554688;41,1143456;6,565228;25,6614132;2,8538587;5,0931482;2035-08-01
"369";9;2035;29358,4941406;41,1617889;6,5729499;25,6883049;2,8565419;5,095624;2035-09-01
"370";10;2035;29359,6132812;41,1622467;6,5729499;25,6883011;2,8566124;5,0958982;2035-10-01
"371";11;2035;29360,734375;41,1622467;6,5729499;25,6882896;2,8566198;5,0959311;2035-11-01
"372";12;2035;29361,8554688;41,1622467;6,5729499;25,6882877;2,8566227;5,0959392;2035-12-01
"373";1;2036;29363,0878906;41,1622467;6,5729504;25,6882877;2,8566251;5,0959458;2036-01-01
"374";2;2036;29364,3203125;41,1622467;6,5729504;25,6882877;2,8566294;5,0959549;2036-02-01
"375";3;2036;29366,7871094;41,1622467;6,5729504;25,6882877;2,8566494;5,0959859;2036-03-01
"376";4;2036;29397,6054688;41,1661453;6,5733705;25,6897812;2,857537;5,0971365;2036-04-01
"377";5;2036;29459,2421875;41,2240906;6,5825176;25,7233315;2,8631451;5,1047697;2036-05-01
"378";6;2036;29498,6914062;41,2829704;6,5919662;25,7580338;2,8660665;5,1076312;2036-06-01
"379";7;2036;29538,140625;41,3419762;6,6014547;25,7928753;2,8698263;5,1104474;2036-07-01
"380";8;2036;29572,65625;41,3981781;6,6106024;25,8281193;2,8729246;5,1132097;2036-08-01
"381";9;2036;29604,7070312;41,4503746;6,6190987;25,8578186;2,8758852;5,1159286;2036-09-01
"382";10;2036;29605,9394531;41,4509087;6,6191034;25,8578148;2,8759625;5,11623;2036-10-01
"383";11;2036;29607,171875;41,4509087;6,6191034;25,8578072;2,8759708;5,1162653;2036-11-01
"384";12;2036;29608,40625;41,4509087;6,6191034;25,8578033;2,8759737;5,1162744;2036-12-01
"385";1;2037;29609,5273438;41,4509201;6,6191034;25,8578033;2,8759761;5,1162806;2037-01-01
"386";2;2037;29610,6464844;41,4509201;6,6191034;25,8578033;2,8759801;5,1162887;2037-02-01
"387";3;2037;29612,8886719;41,4509201;6,6191034;25,8578033;2,8759992;5,1163192;2037-03-01
"388";4;2037;29640,90625;41,454567;6,6195011;25,8592224;2,8768437;5,1174116;2037-04-01
"389";5;2037;29696,9414062;41,5085335;6,6282258;25,8912716;2,8822479;5,1236448;2037-05-01
"390";6;2037;29732,8027344;41,5622864;6,636878;25,9230289;2,8849216;5,1274004;2037-06-01
"391";7;2037;29768,6640625;41,6161537;6,6455688;25,9549351;2,8883636;5,1300263;2037-07-01
"392";8;2037;29800,0429688;41,6672478;6,6538854;25,9872303;2,8912001;5,1325974;2037-08-01
"393";9;2037;29829,1816406;41,714695;6,6616082;26,0144138;2,8939085;5,1358891;2037-09-01
"394";10;2037;29830,3027344;41,7152824;6,6616321;26,0144138;2,8939776;5,1361632;2037-10-01
"395";11;2037;29831,4238281;41,7152824;6,6616321;26,0144043;2,893985;5,1361933;2037-11-01
"396";12;2037;29832,5429688;41,7152863;6,6616321;26,0144024;2,8939879;5,1362019;2037-12-01
"397";1;2038;29833,7773438;41,7152863;6,6616321;26,0144024;2,8939903;5,1362076;2038-01-01
"398";2;2038;29835,0097656;41,7152824;6,6616321;26,0144024;2,893995;5,1362181;2038-02-01
"399";3;2038;29837,4765625;41,7152824;6,6616325;26,0144024;2,8940165;5,136251;2038-03-01
"400";4;2038;29868,2929688;41,7192879;6,6620693;26,0159569;2,8949442;5,1374497;2038-04-01
"401";5;2038;29929,9316406;41,7780991;6,6715498;26,0507641;2,900825;5,1454396;2038-05-01
"402";6;2038;29969,3789062;41,836731;6,6809697;26,0853252;2,9037421;5,1479149;2038-06-01
"403";7;2038;30008,828125;41,8954849;6,6904311;26,1200466;2,9074962;5,1507406;2038-07-01
"404";8;2038;30043,34375;41,9516945;6,6995807;26,1551819;2,9105904;5,1535115;2038-08-01
"405";9;2038;30075,3945312;42,0038872;6,7080584;26,1847725;2,9135454;5,1562691;2038-09-01
"406";10;2038;30076,6289062;42,0042839;6,7080584;26,1847725;2,9136214;5,1565704;2038-10-01
"407";11;2038;30077,8613281;42,0042839;6,7080574;26,1847591;2,9136298;5,1566029;2038-11-01
"408";12;2038;30079,09375;42,0042801;6,7080574;26,1847572;2,9136326;5,1566119;2038-12-01
"409";1;2039;30080,2148438;42,0042801;6,7080574;26,1847572;2,9136348;5,1566172;2039-01-01
"410";2;2039;30081,3359375;42,0042801;6,7080574;26,1847572;2,9136388;5,1566257;2039-02-01
"411";3;2039;30083,5761719;42,0042801;6,7080574;26,1847572;2,9136584;5,1566558;2039-03-01
"412";4;2039;30111,59375;42,0079422;6,708456;26,1861763;2,914505;5,1577506;2039-04-01
"413";5;2039;30167,6289062;42,062027;6,7172155;26,2183647;2,9199336;5,1610708;2039-05-01
"414";6;2039;30203,4921875;42,1158295;6,7258787;26,2501678;2,9226108;5,1632719;2039-06-01
"415";7;2039;30239,3535156;42,1697426;6,734581;26,2821255;2,9260561;5,1658216;2039-07-01
"416";8;2039;30270,7324219;42,2208405;6,7428985;26,3144684;2,9288967;5,1683302;2039-08-01
"417";9;2039;30299,8710938;42,2682877;6,7506208;26,341692;2,9316077;5,1708026;2039-09-01
"418";10;2039;30300,9921875;42,2689056;6,7506475;26,341692;2,9316771;5,1710753;2039-10-01
"419";11;2039;30302,1113281;42,2689018;6,750649;26,3416824;2,9316845;5,1711044;2039-11-01
"420";12;2039;30303,2324219;42,2689018;6,750649;26,3416805;2,9316874;5,1711125;2039-12-01
"421";1;2040;30304,4648438;42,2689018;6,750649;26,3416805;2,9316897;5,1711183;2040-01-01
"422";2;2040;30305,6992188;42,2689018;6,750649;26,3416805;2,9316938;5,1711268;2040-02-01
"423";3;2040;30308,1640625;42,2689018;6,750649;26,3416805;2,9317129;5,1711574;2040-03-01
"424";4;2040;30338,9824219;42,2727318;6,7510619;26,3431511;2,9325857;5,1722798;2040-04-01
"425";5;2040;30400,6210938;42,3305206;6,7601867;26,3766975;2,938174;5,1757083;2040-05-01
"426";6;2040;30440,0683594;42,3896408;6,769742;26,4119015;2,9411347;5,1781893;2040-06-01
"427";7;2040;30479,515625;42,4488983;6,7793412;26,4472427;2,9449463;5,181056;2040-07-01
"428";8;2040;30514,0332031;42,5051079;6,7884893;26,4830246;2,9480894;5,1838813;2040-08-01
"429";9;2040;30546,0839844;42,5573006;6,7969856;26,5131092;2,951086;5,1866212;2040-09-01
"430";10;2040;30547,3164062;42,5579338;6,7970209;26,5131092;2,9511604;5,1869168;2040-10-01
"431";11;2040;30548,5507812;42,55793;6,79702;26,5130997;2,9511688;5,1869473;2040-11-01
"432";12;2040;30549,7832031;42,55793;6,79702;26,5130978;2,9511716;5,1869569;2040-12-01
"433";1;2041;30551,015625;42,5579262;6,79702;26,5130978;2,9511743;5,1869626;2041-01-01
"434";2;2041;30552,2480469;42,5579262;6,7970209;26,5130978;2,9511788;5,1869717;2041-02-01
"435";3;2041;30554,7148438;42,5579262;6,7970209;26,5130978;2,9512;5,1870046;2041-03-01
"436";4;2041;30585,53125;42,5619392;6,7974582;26,514658;2,9521296;5,1882038;2041-04-01
"437";5;2041;30647,1699219;42,6211205;6,807035;26,5498772;2,9580739;5,1918693;2041-05-01
"438";6;2041;30686,6191406;42,6800346;6,8165231;26,5847359;2,9610114;5,1947069;2041-06-01
"439";7;2041;30726,0664062;42,7390709;6,8260531;26,6197643;2,9647925;5,1975226;2041-07-01
"440";8;2041;30760,5839844;42,7952766;6,8352017;26,6552105;2,9679096;5,2002902;2041-08-01
"441";9;2041;30792,6347656;42,8474655;6,8436971;26,6850491;2,9708843;5,2030005;2041-09-01
"442";10;2041;30793,8671875;42,8480072;6,8437138;26,6850491;2,9709601;5,2032933;2041-10-01
"443";11;2041;30795,0996094;42,8479996;6,8437138;26,6850376;2,9709682;5,2033243;2041-11-01
"444";12;2041;30796,3320312;42,8479996;6,8437138;26,6850357;2,9709711;5,2033329;2041-12-01
"445";1;2042;30797,5664062;42,8479958;6,8437138;26,6850357;2,9709735;5,2033386;2042-01-01
"446";2;2042;30798,7988281;42,8479919;6,8437142;26,6850357;2,9709773;5,2033467;2042-02-01
"447";3;2042;30801,265625;42,8479919;6,8437142;26,6850357;2,9709969;5,2033772;2042-03-01
"448";4;2042;30832,0820312;42,8518677;6,8441324;26,6865253;2,9718807;5,2045159;2042-04-01
"449";5;2042;30893,7207031;42,9100876;6,8533611;26,720459;2,9775419;5,2082162;2042-05-01
"450";6;2042;30933,1679688;42,9693108;6,8629169;26,7556477;2,9804993;5,2113848;2042-06-01
"451";7;2042;30972,6171875;43,0286636;6,8725152;26,7909756;2,9843059;5,2142792;2042-07-01
"452";8;2042;31007,1328125;43,0848732;6,8816652;26,8267365;2,9874444;5,2171121;2042-08-01
"453";9;2042;31039,1835938;43,1370697;6,8901596;26,8568249;2,9904382;5,2198672;2042-09-01
"454";10;2042;31040,4179688;43,1377678;6,8901973;26,8568249;2,990514;5,2201571;2042-10-01
"455";11;2042;31041,6503906;43,1377678;6,8901973;26,8568115;2,9905221;5,2201877;2042-11-01
"456";12;2042;31042,8828125;43,1377678;6,8901978;26,8568096;2,990525;5,2201977;2042-12-01
"457";1;2043;31044,1171875;43,1377678;6,8901978;26,8568096;2,9905276;5,2202034;2043-01-01
"458";2;2043;31045,3496094;43,1377678;6,8901978;26,8568096;2,9905322;5,2202125;2043-02-01
"459";3;2043;31047,8144531;43,137764;6,8901978;26,8568096;2,9905536;5,2202454;2043-03-01
"460";4;2043;31078,6328125;43,1417999;6,8906384;26,858387;2,9914913;5,2214561;2043-04-01
"461";5;2043;31140,2714844;43,2014771;6,9003363;26,8940849;2,9975185;5,2295198;2043-05-01
"462";6;2043;31179,71875;43,2606392;6,9098659;26,9291153;3,0004661;5,2319875;2043-06-01
"463";7;2043;31219,1679688;43,3199387;6,9194384;26,9643211;3,0042601;5,2348437;2043-07-01
"464";8;2043;31253,6835938;43,3761482;6,9285865;26,9999485;3,0073872;5,2376437;2043-08-01
"465";9;2043;31285,734375;43,4283409;6,9370823;27,0299377;3,0103724;5,2403855;2043-09-01
"466";10;2043;31286,96875;43,4290085;6,9371114;27,0299377;3,0104489;5,2406735;2043-10-01
"467";11;2043;31288,2011719;43,4290085;6,9371114;27,029932;3,010457;5,2407036;2043-11-01
"468";12;2043;31289,4335938;43,4290085;6,9371114;27,0299301;3,0104599;5,2407122;2043-12-01
"469";1;2044;31290,6660156;43,4290085;6,9371114;27,0299301;3,010462;5,2407184;2044-01-01
"470";2;2044;31291,8984375;43,4290085;6,9371114;27,0299301;3,0104666;5,2407279;2044-02-01
"471";3;2044;31294,3652344;43,4290085;6,9371123;27,0299301;3,0104873;5,2407594;2044-03-01
"472";4;2044;31325,1835938;43,4329605;6,9375448;27,0314751;3,0114045;5,2419372;2044-04-01
"473";5;2044;31386,8203125;43,4922791;6,9471645;27,0669479;3,0173717;5,2499938;2044-05-01
"474";6;2044;31426,2695312;43,5515671;6,9567776;27,1023827;3,0203524;5,2532148;2044-06-01
"475";7;2044;31465,71875;43,6109886;6,966435;27,137989;3,0241895;5,2561784;2044-07-01
"476";8;2044;31500,234375;43,6671944;6,9755831;27,1740456;3,0273552;5,2591047;2044-08-01
"477";9;2044;31532,2851562;43,7193909;6,9840789;27,2043362;3,0303695;5,261898;2044-09-01
"478";10;2044;31533,5175781;43,7200966;6,9841304;27,2043362;3,0304437;5,2621808;2044-10-01
"479";11;2044;31534,75;43,7200966;6,9841304;27,2043304;3,0304518;5,2622104;2044-11-01
"480";12;2044;31535,984375;43,7200966;6,9841309;27,2043247;3,0304546;5,2622204;2044-12-01
"481";1;2045;31537,2167969;43,7200966;6,9841309;27,2043247;3,0304568;5,2622252;2045-01-01
"482";2;2045;31538,4492188;43,7200966;6,9841309;27,2043247;3,0304613;5,2622342;2045-02-01
"483";3;2045;31540,9160156;43,7200966;6,9841304;27,2043247;3,0304809;5,2622643;2045-03-01
"484";4;2045;31571,734375;43,7239914;6,9845495;27,2058258;3,0313704;5,2634091;2045-04-01
"485";5;2045;31633,3710938;43,7825851;6,9938726;27,2401352;3,0370958;5,2711673;2045-05-01
"486";6;2045;31672,8203125;43,8419991;7,0034637;27,2754669;3,0400622;5,273643;2045-06-01
"487";7;2045;31712,2675781;43,9015427;7,0130968;27,3109474;3,0438805;5,2765012;2045-07-01
"488";8;2045;31746,7851562;43,9577522;7,0222454;27,3468628;3,0470288;5,2793269;2045-08-01
"489";9;2045;31778,8359375;44,0099449;7,0307412;27,377079;3,0500321;5,2820559;2045-09-01
"490";10;2045;31780,0683594;44,0107269;7,0307875;27,377079;3,0501077;5,2823381;2045-10-01
"491";11;2045;31781,3007812;44,0107269;7,0307875;27,3770695;3,0501161;5,2823682;2045-11-01
"492";12;2045;31782,5351562;44,0107231;7,0307875;27,3770676;3,0501189;5,2823768;2045-12-01
"493";1;2046;31783,7675781;44,0107231;7,0307879;27,3770676;3,0501213;5,2823834;2046-01-01
"494";2;2046;31785;44,0107193;7,0307879;27,3770676;3,0501258;5,282392;2046-02-01
"495";3;2046;31787,4648438;44,0107193;7,0307879;27,3770676;3,0501466;5,2824244;2046-03-01
"496";4;2046;31818,2832031;44,0147285;7,0312266;27,3786316;3,0510764;5,2836194;2046-04-01
"497";5;2046;31879,921875;44,074501;7,0409594;27,414526;3,0571227;5,2918186;2046-05-01
"498";6;2046;31919,3710938;44,1339264;7,0505757;27,4499512;3,0601003;5,2959642;2046-06-01
"499";7;2046;31958,8183594;44,1934776;7,060235;27,4855537;3,0639329;5,2988844;2046-07-01
"500";8;2046;31993,3359375;44,2496834;7,0693836;27,5216026;3,0670936;5,3017468;2046-08-01
"501";9;2046;32025,3867188;44,3018799;7,0778785;27,5519066;3,0701063;5,3049726;2046-09-01
"502";10;2046;32026,6191406;44,3026619;7,0779314;27,5519066;3,0701811;5,3052526;2046-10-01
"503";11;2046;32027,8515625;44,3026619;7,0779324;27,551897;3,0701892;5,3052821;2046-11-01
"504";12;2046;32029,0839844;44,3026695;7,0779324;27,5518951;3,0701921;5,3052912;2046-12-01
"505";1;2047;32030,3164062;44,3026695;7,0779314;27,5518951;3,0701942;5,3052964;2047-01-01
"506";2;2047;32031,5507812;44,3026695;7,0779314;27,5518951;3,070199;5,305305;2047-02-01
"507";3;2047;32034,015625;44,3026619;7,0779314;27,5518951;3,070219;5,3053355;2047-03-01
"508";4;2047;32064,8339844;44,3066063;7,0783582;27,5534115;3,0711181;5,3064952;2047-04-01
"509";5;2047;32126,4726562;44,3655434;7,087769;27,5880375;3,0769053;5,3143587;2047-05-01
"510";6;2047;32165,9199219;44,4250183;7,0973549;27,6233387;3,0798671;5,3172593;2047-06-01
"511";7;2047;32205,3691406;44,4846306;7,1069841;27,6587868;3,0836794;5,3200984;2047-07-01
"512";8;2047;32239,8847656;44,5408363;7,1161327;27,6946659;3,0868223;5,3228688;2047-08-01
"513";9;2047;32271,9355469;44,593029;7,1246285;27,7248669;3,0898218;5,3255563;2047-09-01
"514";10;2047;32273,1679688;44,5938683;7,1246748;27,7248669;3,0898986;5,3258357;2047-10-01
"515";11;2047;32274,4023438;44,5938683;7,1246743;27,7248592;3,0899072;5,3258653;2047-11-01
"516";12;2047;32275,6347656;44,5938683;7,1246743;27,7248554;3,0899103;5,3258739;2047-12-01
"517";1;2048;32276,9804688;44,5938683;7,1246743;27,7248554;3,0899127;5,325881;2048-01-01
"518";2;2048;32278,3242188;44,5938683;7,1246743;27,7248554;3,0899179;5,3258905;2048-02-01
"519";3;2048;32281,015625;44,5938683;7,1246748;27,7248554;3,0899403;5,3259249;2048-03-01
"520";4;2048;32314,6367188;44,5981903;7,1251478;27,7265472;3,0909455;5,3272133;2048-04-01
"521";5;2048;32381,8769531;44,6632538;7,1357474;27,7657452;3,0975361;5,3361135;2048-05-01
"522";6;2048;32424,9121094;44,7281342;7,1462841;27,8046856;3,1008065;5,3392935;2048-06-01
"523";7;2048;32467,9472656;44,7931633;7,1568713;27,8438187;3,1050174;5,3424625;2048-07-01
"524";8;2048;32505,6015625;44,8544731;7,1668515;27,8834553;3,1084917;5,3455739;2048-08-01
"525";9;2048;32540,5664062;44,9114037;7,1761193;27,9167404;3,1117988;5,3485861;2048-09-01
"526";10;2048;32541,9121094;44,9122734;7,1761889;27,9167404;3,1118793;5,3488841;2048-10-01
"527";11;2048;32543,2578125;44,9122734;7,1761889;27,9167347;3,1118879;5,3489156;2048-11-01
"528";12;2048;32544,6015625;44,9122734;7,1761894;27,916729;3,111891;5,3489251;2048-12-01
"529";1;2049;32545,7226562;44,9122734;7,1761894;27,916729;3,1118929;5,3489304;2049-01-01
"530";2;2049;32546,84375;44,9122696;7,1761894;27,916729;3,1118968;5,3489375;2049-02-01
"531";3;2049;32549,0839844;44,9122696;7,1761894;27,916729;3,1119149;5,3489647;2049-03-01
"532";4;2049;32577,1015625;44,9158211;7,1765728;27,9180965;3,1127248;5,3500047;2049-04-01
"533";5;2049;32633,1367188;44,969635;7,1851788;27,9498024;3,1180058;5,3560243;2049-05-01
"534";6;2049;32669;45,0241432;7,1940093;27,9823666;3,1207328;5,3598289;2049-06-01
"535";7;2049;32704,8613281;45,0787735;7,2028794;28,0150719;3,1242435;5,362494;2049-07-01
"536";8;2049;32736,2402344;45,1298676;7,2111974;28,0481853;3,1271393;5,3650956;2049-08-01
"537";9;2049;32765,3789062;45,1773148;7,2189202;28,0760193;3,1298985;5,3683705;2049-09-01
"538";10;2049;32766,5;45,1782761;7,2189941;28,0760193;3,1299667;5,3686194;2049-10-01
"539";11;2049;32767,6191406;45,1782799;7,2189941;28,0760117;3,1299744;5,3686452;2049-11-01
"540";12;2049;32768,7421875;45,1782799;7,2189941;28,0760098;3,129977;5,3686533;2049-12-01
"541";1;2050;32769,9726562;45,1782799;7,2189941;28,0760098;3,1299796;5,368659;2050-01-01
"542";2;2050;32771,2070312;45,1782799;7,2189941;28,0760098;3,1299846;5,3686681;2050-02-01
