"";"id";"YEAR";"Month";"Ca";"Mg";"K";"Na";"Al";"Si";"P";"group_id";"Date"
"246";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2014;6;0,2373245;0,1303985;0,0506865;0,050478;0,5255542;1,138924;0,0658079;"Layer 2";2014-06-01
"247";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2014;7;0,2483919;0,1394302;0,0572062;0,0534092;0,5791175;1,2116106;0,0724694;"Layer 2";2014-07-01
"248";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2014;8;0,2514015;0,1382954;0,0422644;0,0377967;0,4566006;1,10664;0,0764234;"Layer 2";2014-08-01
"249";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2014;9;0,0852826;0,0709946;0,0512245;0,0251288;0,404992;0,6027902;0,0378541;"Layer 2";2014-09-01
"250";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2014;10;0,0421993;0,0393185;0,0252992;0,0117821;0,2102297;0,301797;0,0213489;"Layer 2";2014-10-01
"251";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2014;11;0,0381319;0,032377;0,0195359;0,0111559;0,1707786;0,2508766;0,0181641;"Layer 2";2014-11-01
"252";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2014;12;0,0721338;0,0415692;0,0187566;0,0182903;0,1847963;0,3785053;0,0175484;"Layer 2";2014-12-01
"253";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;1;0,0849998;0,0474592;0,0185261;0,0191501;0,1878431;0,4264455;0,0184112;"Layer 2";2015-01-01
"254";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;2;0,0833022;0,045735;0,0167245;0,0179476;0,1739338;0,408069;0,0179814;"Layer 2";2015-02-01
"255";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;3;0,1046346;0,0572677;0,0209194;0,0224511;0,2183549;0,5099077;0,023225;"Layer 2";2015-03-01
"256";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;4;0,1391422;0,0766786;0,0305248;0,0314907;0,3127146;0,6871459;0,0339702;"Layer 2";2015-04-01
"257";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;5;0,2004294;0,1101495;0,0441204;0,0448281;0,4534336;0,9797043;0,0525095;"Layer 2";2015-05-01
"258";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;6;0,2406916;0,131561;0,0494033;0,0497373;0,5176319;1,141854;0,0664682;"Layer 2";2015-06-01
"259";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;7;0,2480015;0,1391774;0,0567053;0,0529185;0,5749677;1,2068646;0,0723944;"Layer 2";2015-07-01
"260";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;8;0,2512067;0,1381072;0,0420194;0,0375691;0,4544539;1,1041054;0,0763909;"Layer 2";2015-08-01
"261";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;9;0,0859553;0,0711935;0,0514478;0,0253915;0,4067464;0,606524;0,0379005;"Layer 2";2015-09-01
"262";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;10;0,0422787;0,0393667;0,025323;0,0118025;0,2104598;0,3021666;0,0213876;"Layer 2";2015-10-01
"263";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;11;0,0382011;0,0324383;0,0195402;0,0111568;0,1708749;0,2511077;0,0182032;"Layer 2";2015-11-01
"264";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 2.csv";2015;12;0,0679169;0,0399104;0,0188786;0,0178344;0,1834161;0,3634467;0,0171701;"Layer 2";2015-12-01
"265";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;1;0,0007872;0,0004514;0,0001938;0,0001894;0,0019231;0,0040665;0,0001872;"Layer 3";2005-01-01
"266";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;2;0,0007037;0,0004078;0,0001834;0,0001754;0,0018014;0,0036885;0,0001742;"Layer 3";2005-02-01
"267";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;3;0,0008789;0,0005098;0,0002339;0,0002212;0,0022844;0,0046195;0,0002231;"Layer 3";2005-03-01
"268";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;4;0,0012416;0,0007192;0,0003432;0,0003171;0,0033121;0,0065428;0,0003325;"Layer 3";2005-04-01
"269";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;5;0,0018878;0,001076;0,000501;0,0004673;0,0048901;0,0097352;0,0005232;"Layer 3";2005-05-01
"270";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;6;0,0023329;0,001315;0,0005682;0,0005339;0,0056811;0,0116251;0,0006685;"Layer 3";2005-06-01
"271";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;7;0,0024193;0,0014031;0,000668;0,0005829;0,0064373;0,012486;0,0007314;"Layer 3";2005-07-01
"272";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;8;0,0026068;0,0014707;0,0005137;0,0004491;0,0053563;0,0120127;0,000803;"Layer 3";2005-08-01
"273";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;9;0,0007585;0,0007284;0,0004666;0,0001843;0,0037636;0,0054021;0,0004096;"Layer 3";2005-09-01
"274";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;10;0,0004413;0,0004144;0,0002644;0,000121;0,002199;0,0031532;0,0002257;"Layer 3";2005-10-01
"275";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;11;0,0003863;0,0003345;0,0002019;0,0001113;0,0017583;0,0025693;0,0001872;"Layer 3";2005-11-01
"276";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2005;12;0,0003244;0,0002742;0,0001629;9,79e-05;0,0014511;0,0021338;0,000151;"Layer 3";2005-12-01
"277";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;1;0,0006574;0,0003983;0,0001964;0,0001759;0,0018768;0,0035941;0,0001759;"Layer 3";2006-01-01
"278";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;2;0,0006974;0,0004043;0,0001829;0,0001747;0,0017957;0,0036601;0,0001738;"Layer 3";2006-02-01
"279";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;3;0,0008798;0,0005085;0,0002318;0,0002205;0,0022719;0,0046072;0,0002235;"Layer 3";2006-03-01
"280";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;4;0,0011986;0,0006991;0,000342;0,0003115;0,0032801;0,0063727;0,0003278;"Layer 3";2006-04-01
"281";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;5;0,0018391;0,0010528;0,0004954;0,000457;0,0048184;0,0095193;0,0005161;"Layer 3";2006-05-01
"282";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;6;0,0022785;0,0012873;0,0005425;0,0005048;0,0054501;0,0112591;0,0006595;"Layer 3";2006-06-01
"283";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;7;0,00237;0,0013784;0,0006389;0,0005519;0,006185;0,0121283;0,0007203;"Layer 3";2006-07-01
"284";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;8;0,0025447;0,0014406;0,0004968;0,0004275;0,00518;0,0116876;0,0007877;"Layer 3";2006-08-01
"285";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;9;0,0007533;0,0007218;0,0004682;0,0001867;0,003766;0,0054022;0,0004033;"Layer 3";2006-09-01
"286";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;10;0,0004355;0,0004108;0,0002628;0,0001196;0,0021825;0,0031267;0,0002228;"Layer 3";2006-10-01
"287";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;11;0,0003839;0,000333;0,0002015;0,0001107;0,0017527;0,002559;0,0001862;"Layer 3";2006-11-01
"288";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2006;12;0,0003261;0,0002737;0,0001639;9,96e-05;0,0014591;0,0021469;0,0001504;"Layer 3";2006-12-01
"289";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;1;0,0006719;0,0004029;0,0001962;0,0001783;0,0018846;0,0036462;0,0001772;"Layer 3";2007-01-01
"290";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;2;0,0006793;0,0003955;0,0001823;0,0001728;0,001784;0,003587;0,0001723;"Layer 3";2007-02-01
"291";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;3;0,0008615;0,0004993;0,0002305;0,0002179;0,0022543;0,0045288;0,0002218;"Layer 3";2007-03-01
"292";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;4;0,001429;0,0007908;0,0003039;0,0003093;0,0031391;0,0069748;0,000358;"Layer 3";2007-04-01
"293";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;5;0,0018251;0,0010433;0,0004803;0,0004435;0,0047011;0,0093707;0,0005141;"Layer 3";2007-05-01
"294";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;6;0,0022423;0,0012695;0,0005282;0,0004876;0,0053156;0,0110356;0,0006529;"Layer 3";2007-06-01
"295";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;7;0,0023533;0,0013674;0,000612;0,0005278;0,0059737;0,0118978;0,000716;"Layer 3";2007-07-01
"296";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;8;0,0025165;0,0014231;0,0004795;0,00041;0,0050228;0,0114695;0,0007809;"Layer 3";2007-08-01
"297";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;9;0,0008535;0,0007444;0,0005206;0,0002405;0,00414;0,0060662;0,0004063;"Layer 3";2007-09-01
"298";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;10;0,0004311;0,000408;0,0002615;0,0001185;0,0021699;0,0031064;0,0002206;"Layer 3";2007-10-01
"299";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;11;0,0003845;0,0003333;0,0002016;0,0001109;0,0017541;0,0025616;0,0001865;"Layer 3";2007-11-01
"300";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2007;12;0,0003226;0,0002727;0,0001628;9,79e-05;0,0014487;0,0021277;0,0001501;"Layer 3";2007-12-01
"301";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;1;0,0006638;0,0004009;0,0001965;0,0001768;0,0018806;0,003619;0,0001764;"Layer 3";2008-01-01
"302";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;2;0,000708;0,0004086;0,0001821;0,0001755;0,001796;0,003695;0,0001749;"Layer 3";2008-02-01
"303";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;3;0,0008806;0,0005084;0,000231;0,0002202;0,0022676;0,004605;0,0002237;"Layer 3";2008-03-01
"304";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;4;0,0012235;0,0007085;0,0003387;0,0003126;0,003273;0,0064445;0,0003308;"Layer 3";2008-04-01
"305";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;5;0,001823;0,0010454;0,000494;0,0004537;0,0047977;0,0094514;0,0005138;"Layer 3";2008-05-01
"306";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;6;0,002279;0,0012862;0,0005354;0,0004988;0,0053964;0,011213;0,0006598;"Layer 3";2008-06-01
"307";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;7;0,0023803;0,0013802;0,0006233;0,0005412;0,0060792;0,0120642;0,0007221;"Layer 3";2008-07-01
"308";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;8;0,0025378;0,0014348;0,0004885;0,0004199;0,0051091;0,0116046;0,0007861;"Layer 3";2008-08-01
"309";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;9;0,0008013;0,000732;0,0004962;0,0002146;0,0039634;0,0057348;0,000405;"Layer 3";2008-09-01
"310";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;10;0,0004343;0,0004101;0,0002624;0,0001193;0,0021793;0,0031215;0,0002222;"Layer 3";2008-10-01
"311";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;11;0,0003848;0,0003335;0,0002017;0,000111;0,0017549;0,002563;0,0001866;"Layer 3";2008-11-01
"312";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2008;12;0,0004081;0,0002997;0,0001799;0,0001282;0,0016249;0,0025525;0,0001557;"Layer 3";2008-12-01
"313";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;1;0,0007089;0,000419;0,0001963;0,0001824;0,0019028;0,0037878;0,0001802;"Layer 3";2009-01-01
"314";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;2;0,0007262;0,0004158;0,0001805;0,0001764;0,0017938;0,0037523;0,0001767;"Layer 3";2009-02-01
"315";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;3;0,0008959;0,0005144;0,0002294;0,0002209;0,0022646;0,0046515;0,0002253;"Layer 3";2009-03-01
"316";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;4;0,0012762;0,0007287;0,0003301;0,0003132;0,003245;0,0065846;0,0003373;"Layer 3";2009-04-01
"317";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;5;0,0018157;0,0010415;0,0004907;0,0004502;0,0047695;0,0094038;0,0005127;"Layer 3";2009-05-01
"318";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;6;0,0022776;0,001285;0,0005322;0,0004959;0,0053713;0,0111866;0,0006596;"Layer 3";2009-06-01
"319";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;7;0,0023764;0,0013784;0,0006219;0,0005394;0,0060654;0,0120414;0,0007212;"Layer 3";2009-07-01
"320";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;8;0,0025401;0,0014347;0,000486;0,0004181;0,0050905;0,0115935;0,0007868;"Layer 3";2009-08-01
"321";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;9;0,0008189;0,0007366;0,0005046;0,0002234;0,0040252;0,0058463;0,0004062;"Layer 3";2009-09-01
"322";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;10;0,0004342;0,00041;0,0002624;0,0001193;0,002179;0,003121;0,0002222;"Layer 3";2009-10-01
"323";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;11;0,0003847;0,0003334;0,0002016;0,0001109;0,0017545;0,0025623;0,0001865;"Layer 3";2009-11-01
"324";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2009;12;0,0003251;0,0002742;0,0001633;9,85e-05;0,0014543;0,0021389;0,0001509;"Layer 3";2009-12-01
"325";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;1;0,0007443;0,000434;0,0001959;0,0001859;0,0019162;0,0039191;0,0001831;"Layer 3";2010-01-01
"326";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;2;0,0006607;0,0003886;0,0001837;0,0001713;0,0017829;0,0035264;0,0001704;"Layer 3";2010-02-01
"327";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;3;0,0008846;0,0005095;0,0002299;0,00022;0,0022622;0,004612;0,0002242;"Layer 3";2010-03-01
"328";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;4;0,0012061;0,0007001;0,0003375;0,0003097;0,0032541;0,0063711;0,0003287;"Layer 3";2010-04-01
"329";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;5;0,0018318;0,0010476;0,0004868;0,0004495;0,0047527;0,0094374;0,0005151;"Layer 3";2010-05-01
"330";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;6;0,0022722;0,0012827;0,0005319;0,0004949;0,0053652;0,0111656;0,0006585;"Layer 3";2010-06-01
"331";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;7;0,0023793;0,001379;0,0006185;0,0005372;0,0060431;0,01203;0,0007217;"Layer 3";2010-07-01
"332";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;8;0,0025439;0,0014352;0,0004836;0,0004166;0,0050736;0,011588;0,0007878;"Layer 3";2010-08-01
"333";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;9;0,000818;0,0007362;0,0005043;0,0002231;0,0040226;0,0058419;0,0004058;"Layer 3";2010-09-01
"334";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;10;0,000434;0,0004098;0,0002623;0,0001192;0,0021782;0,0031198;0,0002221;"Layer 3";2010-10-01
"335";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;11;0,0003875;0,0003353;0,0002022;0,0001116;0,0017614;0,002575;0,0001877;"Layer 3";2010-11-01
"336";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2010;12;0,0003267;0,0002744;0,0001638;9,94e-05;0,0014595;0,0021482;0,0001509;"Layer 3";2010-12-01
"337";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;1;0,0006539;0,000398;0,0001964;0,0001748;0,0018736;0,0035826;0,0001754;"Layer 3";2011-01-01
"338";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;2;0,0007128;0,0004113;0,0001826;0,000176;0,0018006;0,0037169;0,0001751;"Layer 3";2011-02-01
"339";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;3;0,0008778;0,0005076;0,0002318;0,0002203;0,0022712;0,0045999;0,0002233;"Layer 3";2011-03-01
"340";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;4;0,0012034;0,0007002;0,0003401;0,000311;0,0032703;0,0063782;0,0003284;"Layer 3";2011-04-01
"341";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;5;0,0018316;0,001049;0,0004933;0,0004544;0,0047986;0,0094784;0,0005151;"Layer 3";2011-05-01
"342";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;6;0,0023851;0,0013248;0,0005069;0,0004883;0,00525;0,0113905;0,0006805;"Layer 3";2011-06-01
"343";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;7;0,0023749;0,0013781;0,0006241;0,000541;0,0060808;0,0120507;0,0007209;"Layer 3";2011-07-01
"344";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;8;0,0025427;0,0014363;0,0004875;0,0004196;0,0051039;0,0116127;0,0007874;"Layer 3";2011-08-01
"345";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;9;0,0008182;0,0007366;0,0005041;0,0002228;0,0040222;0,0058403;0,0004064;"Layer 3";2011-09-01
"346";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;10;0,0004347;0,0004103;0,0002625;0,0001194;0,0021803;0,0031231;0,0002224;"Layer 3";2011-10-01
"347";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;11;0,0003865;0,0003346;0,000202;0,0001114;0,0017591;0,0025707;0,0001873;"Layer 3";2011-11-01
"348";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2011;12;0,0004173;0,0003036;0,000181;0,0001304;0,0016388;0,0025935;0,0001568;"Layer 3";2011-12-01
"349";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;1;0,0007333;0,0004294;0,0001961;0,0001849;0,0019124;0,0038787;0,0001822;"Layer 3";2012-01-01
"350";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;2;0,0007213;0,000414;0,0001812;0,0001763;0,0017957;0,0037385;0,0001762;"Layer 3";2012-02-01
"351";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;3;0,0009118;0,0005214;0,0002287;0,000222;0,0022676;0,0047071;0,000227;"Layer 3";2012-03-01
"352";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;4;0,0012444;0,0007162;0,0003351;0,0003128;0,0032607;0,0064985;0,0003333;"Layer 3";2012-04-01
"353";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;5;0,0018522;0,0010565;0,0004866;0,0004521;0,0047654;0,0095108;0,0005182;"Layer 3";2012-05-01
"354";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;6;0,0022848;0,0012883;0,0005336;0,0004981;0,0053872;0,0112216;0,0006609;"Layer 3";2012-06-01
"355";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;7;0,0024075;0,0013902;0,0006168;0,0005402;0,0060533;0,0121166;0,0007277;"Layer 3";2012-07-01
"356";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;8;0,0025747;0,0014446;0,0004776;0,0004153;0,005044;0,0116419;0,0007958;"Layer 3";2012-08-01
"357";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;9;0,0008541;0,0007471;0,0005194;0,0002391;0,0041382;0,0060556;0,0004099;"Layer 3";2012-09-01
"358";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;10;0,0004356;0,0004108;0,0002628;0,0001196;0,002183;0,0031274;0,0002229;"Layer 3";2012-10-01
"359";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;11;0,0003864;0,0003345;0,000202;0,0001113;0,0017587;0,00257;0,0001872;"Layer 3";2012-11-01
"360";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2012;12;0,0003703;0,0002879;0,0001736;0,0001162;0,0015585;0,0023713;0,0001538;"Layer 3";2012-12-01
"361";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2013;1;0,0007128;0,0004213;0,0001966;0,0001826;0,0019052;0,003805;0,0001804;"Layer 3";2013-01-01
"362";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2013;2;0,0007148;0,0004113;0,0001816;0,0001759;0,0017953;0,0037168;0,0001755;"Layer 3";2013-02-01
"363";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2013;3;0,0008891;0,0005116;0,0002299;0,0002205;0,0022646;0,0046294;0,0002246;"Layer 3";2013-03-01
"364";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2013;4;0,0012396;0,0007139;0,0003346;0,000312;0,0032547;0,0064775;0,0003328;"Layer 3";2013-04-01
"365";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2013;5;0,0018453;0,0010532;0,0004857;0,0004504;0,0047539;0,0094793;0,0005172;"Layer 3";2013-05-01
"366";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2013;6;0,0022886;0,0012891;0,0005297;0,0004953;0,0053598;0,0112082;0,0006617;"Layer 3";2013-06-01
"367";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2013;7;0,0024048;0,0013885;0,000613;0,0005367;0,0060232;0,0120827;0,000727;"Layer 3";2013-07-01
"368";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2013;8;0,0025563;0,0014392;0,0004817;0,0004165;0,0050662;0,0116138;0,000791;"Layer 3";2013-08-01
"369";"C:/Users/siahl/Documents/NutsforBASLN/Base/Output data/Weathering/Weathering Layer 3.csv";2013;9;0,0008359;0,0007416;0,0005119;0,0002311;0,0040809;0,0059484;0,0004079;"Layer 3";2013-09-01
