"","WTH_80_LNBAS_SUM","WTH_80_HNBAS_SUM","WTH_80_LNSED_SUM","WTH_80_HNSED_SUM","BO_80_LNBAS_SUM","BO_80_HNBAS_SUM","BO_80_LNSED_SUM","BO_80_HNSED_SUM","BO_40_LNBAS_SUM","BO_40_HNBAS_SUM","BO_40_LNSED_SUM","BO_40_HNSED_SUM","WTH_40_LNBAS_SUM","WTH_40_HNBAS_SUM","WTH_40_LNSED_SUM","WTH_40_HNSED_SUM"
"1",1833744.1875,910641.7148437,3102267.75,863602.203125,2053322.90625,391668.1328126,3103451.0625,895751.1484375,1270537.8359375,364274.4218749,1811086.25,570538.0351561,1193535.0703125,363792.722656,1771017.8515625,560657.4296876
