"";"WTH_80_LNBAS_SUM";"WTH_80_HNBAS_SUM";"WTH_80_LNSED_SUM";"WTH_80_HNSED_SUM";"BO_80_LNBAS_SUM";"BO_80_HNBAS_SUM";"BO_80_LNSED_SUM";"BO_80_HNSED_SUM";"BO_40_LNBAS_SUM";"BO_40_HNBAS_SUM";"BO_40_LNSED_SUM";"BO_40_HNSED_SUM";"WTH_40_LNBAS_SUM";"WTH_40_HNBAS_SUM";"WTH_40_LNSED_SUM";"WTH_40_HNSED_SUM"
"1";2242575,9394529;466523,3989258;3143476,6157227;1087212,6396483;2466613,9218749;468312,1628416;3031374,7624062;1124447,4257813;1803887,3476562;462933,7266845;2610025,9611815;1103769,7573239;1584678,2241214;459686,941162;2050582,9130858;1092441,5463868
