"","Ca_Ex_R1","Mg_Ex_R1","K_Ex_R1","N_Ex_R1","SO4_Ex_R1","P_Ex_R1","Site","Harvest"
"1",-6.09960438095238,-4.83379808095238,0.206859004761903,27.4325985857143,-7.54542378571428,1.3901407,"LNS","40BO"
"2",-7.09787154285715,-5.9007325,-0.354643142857142,24.7377736238095,-7.54442405714286,1.39024251904762,"LNS","40WTH"
"3",-4.20667573770492,-2.08394445245902,0.290042863934428,19.7905790311475,-12.8849026885246,1.23887178196721,"LNS","80BO"
"4",-5.94521866393443,-4.24337388360656,-0.765032303278687,22.672920752459,-12.8845922491803,1.23915857704918,"LNS","80WTH"
"5",37.7761374952381,-14.8685388238095,3.64080907619048,244.446928914286,-13.6724277285714,0.575563257142857,"HNS","40BO"
"6",16.4805970333333,-24.1023768523809,2.37458234761905,153.092793671429,-13.6704623857143,0.575550838095238,"HNS","40WTH"
"7",49.473560152459,10.2829353311475,-6.70676470327869,243.041664783607,-13.037059257377,0.507943685245902,"HNS","80BO"
"8",22.068936052459,-1.98713053442624,-6.74460639180328,115.259370952459,-13.0327068213115,0.507922081967213,"HNS","80WTH"
"9",26.8778750380953,10.3086318666667,4.44744758095239,14.9417988619048,-5.94946744285713,1.99765684285714,"LNB","40BO"
"10",6.63862174285715,-3.49856800952381,1.47003733333334,10.5162393571429,-5.9492728095238,1.99787733333333,"LNB","40WTH"
"11",13.0734764934426,4.81123674590164,-7.83756947377049,15.2425576868852,-9.56439287540984,2.50815119016394,"LNB","80BO"
"12",-5.77129917704917,-8.73059629836065,-9.40002313442623,17.3020215901639,-9.56290151967214,2.50854773606557,"LNB","80WTH"
"13",67.0775246095238,-1.71478980952381,3.44877991904762,210.2936989,-14.2382742619048,0.0710511952380952,"HNB","40BO"
"14",37.6182511904762,-12.5534837380952,-6.10280623809524,122.1398724,-14.2320305952381,0.070420519047619,"HNB","40WTH"
"15",50.3563819180328,-5.23686898852458,5.71625795409836,153.539144113115,-12.7220336245902,0.0349940229508197,"HNB","80BO"
"16",19.6742856180328,-18.9866782196721,-1.61998125081967,64.7505909737705,-12.7088650393443,0.034313762295082,"HNB","80WTH"
