"";"Ca_L1";"Mg_L1";"K_L1";"Na_L1";"NO3_L1";"NH4_L1";"SO4_L1";"Cl_L1";"P_L1";"DOC_L1";"pH_L1";"Al_L1";"R_L1";"HR_L1";"Si_L1";"Ca_L2";"Mg_L2";"K_L2";"Na_L2";"NO3_L2";"NH4_L2";"SO4_L2";"Cl_L2";"P_L2";"DOC_L2";"pH_L2";"Al_L2";"R_L2";"HR_L2";"Si_L2";"Ca_L3";"Mg_L3";"K_L3";"Na_L3";"NO3_L3";"NH4_L3";"SO4_L3";"Cl_L3";"P_L3";"DOC_L3";"pH_L3";"Al_L3";"R_L3";"HR_L3";"Si_L3";"Ca_L4";"Mg_L4";"K_L4";"Na_L4";"NO3_L4";"NH4_L4";"SO4_L4";"Cl_L4";"P_L4";"DOC_L4";"pH_L4";"Al_L4";"R_L4";"HR_L4";"Si_L4";"Ca_L5";"Mg_L5";"K_L5";"Na_L5";"NO3_L5";"NH4_L5";"SO4_L5";"Cl_L5";"P_L5";"DOC_L5";"pH_L5";"Al_L5";"R_L5";"HR_L5";"Si_L5";"Ca_L6";"Mg_L6";"K_L6";"Na_L6";"NO3_L6";"NH4_L6";"SO4_L6";"Cl_L6";"P_L6";"DOC_L6";"pH_L6";"Al_L6";"R_L6";"HR_L6";"Si_L6";"Ca_L7";"Mg_L7";"K_L7";"Na_L7";"NO3_L7";"NH4_L7";"SO4_L7";"Cl_L7";"P_L7";"DOC_L7";"pH_L7";"Al_L7";"R_L7";"HR_L7";"Si_L7";"Ca_L8";"Mg_L8";"K_L8";"Na_L8";"NO3_L8";"NH4_L8";"SO4_L8";"Cl_L8";"P_L8";"DOC_L8";"pH_L8";"Al_L8";"R_L8";"HR_L8";"Si_L8";"Date"
"2";10,17348;18,6796188;11,3645906;29,9372921;13,845459;0,2776474;20,2892857;43,4159164;1,0477657;111,9624405;5,0019531;0,0007536;12,2581215;3,7365136;16,3420544;8,5593596;16,8279419;9,5731506;64,5478439;20,5170269;0,3541208;20,376318;61,1596146;0,6831723;160,3849335;4,8808594;0,001137;16,9845352;5,927599;28,8454208;12,5660982;20,1662941;10,4991264;63,9848709;26,0534801;0,4363886;20,2333107;76,5372543;0,669031;183,8253021;4,7050781;0,0228332;18,4572983;7,8034606;38,3743019;18,3347683;18,0933952;22,7216339;66,824173;31,0525379;0,4302272;21,8990517;91,2074661;0,5761514;147,2223053;4,7519531;0,0179773;15,0020752;6,0296836;45,1875725;32,7021179;26,7922897;17,8782444;45,8230705;35,3721161;1,0114037;22,414423;105,6815033;0,3810813;145,4807587;4,7792969;0,0160763;14,9500341;5,8329325;49,3459358;18,5456696;28,3317471;10,8524294;100,088295;39,1028824;0,3519412;21,9485493;117,4732819;0,3834873;147,2110443;4,9550781;0,0083242;15,9160557;5,1140938;52,8597794;28,8137779;34,096817;16,9398632;71,2025375;42,3459969;0,8264621;21,8912315;127,3033752;0,3921604;157,029007;4,8320312;0,0129714;16,3945656;6,0381513;56,0145645;29,6125336;35,450737;15,9584141;66,3112488;44,4752846;0,6411673;21,9131641;134,5994263;0,3276752;158,2632751;4,6074219;0,0341826;15,3887377;7,2203021;58,1300888;2005-01-01
"3";17,9554787;32,6735458;15,9330626;41,2562256;37,4750786;0,5144475;22,599947;46,7672577;4,1746793;472,2958069;4,7988281;0,001754;48,8232422;18,6475887;38,3075333;16,1180038;31,658226;14,0699453;79,6234665;42,4073753;0,8179616;23,2480602;59,5618401;2,8678117;612,6636963;4,765625;0,0020296;62,6955833;24,827816;66,0840302;19,7341652;31,7081985;14,2664557;85,5942307;45,9767532;0,9007657;23,6629696;76,2089691;3,1093373;642,6288452;4,6367188;0,0363656;63,102459;28,701664;84,0959778;21,3972416;21,2073154;24,9357929;73,4888992;38,6976967;0,6776316;22,7576942;83,2113037;2,142592;344,4914246;4,765625;0,0176683;35,2527618;13,9602995;66,4585495;36,2914619;29,7002811;19,4188766;51,0405617;41,4585648;1,6353993;23,5270004;98,4064865;1,3570231;337,5988464;4,7871094;0,016364;34,7753716;13,4530401;60,5222244;24,7858696;36,9006958;12,9094372;88,6335983;43,5202751;0,616676;23,1909866;112,434082;1,3031164;329,2090454;4,9453125;0,0090876;35,4983025;11,5315647;59,0197029;31,8251114;37,6882591;18,3022423;78,7068329;44,868;1,3812671;23,2162075;124,2978592;1,2779719;360,9279785;4,8339844;0,0136358;37,7043152;13,8568277;59,7132683;32,8129692;38,9533806;17,3677025;73,4498367;46,4469948;1,0418668;23,3331032;133,8235474;1,0698338;365,4663086;4,6054688;0,0366935;35,5126724;16,6967983;61,0489616;2005-02-01
"4";23,2601337;41,6918411;19,0897884;52,3727875;41,6579437;0,9089232;25,1502991;69,702774;5,2730575;641,5195312;4,7421875;0,0024721;65,1727295;26,4729233;40,1529617;25,5465164;49,8719101;18,9551239;85,2775955;59,991333;1,7845612;26,3548717;75,9456406;3,6178951;1004,5812378;4,6523438;0,0037715;99,1553879;44,3562164;79,7764816;30,4680786;49,21278;19,2163029;109,436348;74,2680511;1,9271309;27,5166931;87,8205795;4,0384493;1226,9169922;4,5273438;0,0723467;116,046669;59,2272148;116,6173859;29,2602215;29,3297176;30,2096939;89,2682648;58,2926636;1,26915;24,8195629;80,8262939;2,9397142;721,4413452;4,7011719;0,0253552;72,347084;30,7159615;95,0508347;45,1518021;36,9343033;22,673254;62,2062531;59,4363098;2,962543;25,1871986;91,0286102;2,004143;702,8148804;4,7539062;0,0200874;71,6608734;28,7412643;86,598587;34,9428329;49,7389946;15,760191;81,9229279;58,6174049;1,1869265;24,3446541;102,8953247;2,1288998;692,5614624;4,875;0,0122734;73,2180786;25,7192841;78,9861984;39,1312294;46,8788223;20,7610931;88,6074753;56,7105141;2,569411;24,3686523;117,7226257;2,3459694;774,4700317;4,78125;0,0176332;79,6343231;31,0042591;74,9175262;39,9339905;47,0594635;19,6430149;84,0988235;56,3442345;1,8793885;24,3511066;128,7310944;2,1610832;801,4435425;4,5644531;0,0468336;76,7922974;37,6996422;73,1924438;2005-03-01
"5";46,1931076;81,7291794;28,9034996;76,7930298;95,2245331;1,4275949;28,3269577;116,6852417;11,4467831;1484,6072998;4,5292969;0,0076829;140,5166779;71,570076;128,526535;53,049408;102,7810822;29,39921;119,1567001;135,0958862;3,2420554;29,2852211;116,646492;7,6421008;2224,4199219;4,4746094;0,0104402;206,4664764;111,3077927;212,4801788;58,5164528;94,8915634;28,2695713;157,3072205;158,1553497;3,2444792;29,6484432;126,1512375;8,2078257;2605,0332031;4,328125;0,2410386;228,8651886;143,2824402;276,8990784;42,4888115;42,8763123;35,6770897;105,6878738;92,6756439;1,8388933;23,7627869;88,0763016;4,707139;1138,6048584;4,6347656;0,0330909;111,7318573;50,9259872;155,8528137;61,8454437;50,5491791;26,7545757;74,7295609;91,7032318;4,4303732;24,9294224;97,7913895;3,1503639;1157,8681641;4,6835938;0,0273236;115,4573593;49,9523964;125,6919098;49,7019539;68,7769089;19,0423374;90,5134583;83,6238632;1,8663037;24,4918499;109,4678497;3,4694118;1151,9327393;4,875;0,0125448;121,7831116;42,7787018;104,9048538;52,2161522;61,9639397;24,2642632;102,8479156;72,4110641;4,084228;24,6814861;125,8723526;3,907532;1322,083252;4,7265625;0,0226097;133,6546326;55,2143936;93,2957306;51,5048981;59,9948616;22,5712986;97,1515579;68,8601685;2,886879;24,5257473;138,8031769;3,8315387;1372,0860596;4,4785156;0,0742684;127,5345917;68,4777298;88,1439896;2005-04-01
"6";76,7413559;134,2923737;36,8251953;94,9959869;189,0343323;1,7476948;25,8932037;100,8744888;25,2981281;3246,8769531;4,328125;0,0225429;285,2543945;178,5852356;271,8182068;114,6295395;220,9472046;44,8436813;179,4376831;331,7018738;4,8703299;27,7055111;157,274826;17,7299137;5340,0673828;4,2402344;0,042299;453,1288757;309,737854;624,2412109;119,2378311;194,0076599;42,5788879;242,8930206;311,2473145;3,7034254;26,725563;210,2157135;6,5280643;4929,5551758;4,3066406;0,2997864;429,4743958;274,7478027;853,302002;86,135643;86,8709793;61,5660019;182,0541077;205,8943481;4,1271043;33,698082;142,1632233;20,6583157;2419,9865723;4,5195312;0,0857001;228,2610321;117,451355;314,5091858;105,1060791;85,5530624;37,215538;103,8025894;170,6156616;8,4308634;27,0165806;125,7499695;11,3529978;2573,9631348;4,4042969;0,1271156;232,8006287;134,9083862;166,0585938;80,8228073;109,6801224;25,3412323;116,5750504;129,0569916;3,4514947;25,4093151;135,7477112;11,5603418;2363,4121094;4,6933594;0,0284243;236,4124756;101,2178116;132,58992;81,9582214;92,7167206;31,7350082;134,0643768;94,4556656;7,8181558;26,0643101;154,2437744;12,414197;2901,1147461;4,4492188;0,094167;266,7958984;147,6490784;116,9157333;78,0834961;87,8562546;28,9886169;124,5998306;91,4503632;5,307127;25,6199894;171,1374817;13,408288;2956,9279785;4,2363281;0,3222856;250,5140839;171,9042206;110,4206924;2005-05-01
"7";163,1920624;282,264801;61,1964607;152,9608765;429,3847961;2,6922011;34,3781204;126,688942;45,5159149;7456,7392578;4,1679688;0,0759801;614,3299561;450,9184875;665,0400391;273,7533264;522,2174072;79,467247;314,7681274;949,6016846;9,7335033;38,0821648;254,4629059;46,7471924;14104,6337891;3,859375;0,6218594;1015,4003906;999,5474854;1615,545166;125,2977829;205,1550598;33,1182861;194,6329346;329,1526489;1,7941303;15,5504608;300;1,4766257;4436,5996094;3,984375;1,2733891;337,8740845;295,9258423;1286,0516357;131,1928711;132,3923798;69,3527908;211,0256195;318,5391541;3,6360154;28,1928082;177,3858185;0;2586,0310059;4,9082031;0,0131349;275,9902954;93,4427185;521,3063354;146,6681061;119,2610321;44,1424713;124,1596298;255,9564209;8,437109;27,824892;159,6005859;0;2935,7387695;4,5234375;0,067507;277,2912292;142,1000519;221,3067932;118,6076126;160,0475616;32,1723747;156,1616364;193,8349762;4,1632509;28,6080246;183,2380219;0;3076,0827637;4,9433594;0,0117437;331,5135193;107,9268951;184,3638306;118,7079163;132,9257507;40,5455742;173,3676453;134,4896393;10,1183128;29,5421543;211,776474;2,1474855;4012,8112793;4,4628906;0,0981746;370,8795776;202,3791046;164,6220703;119,9955063;134,1803284;39,6627693;173,0788574;143,515274;7,6950645;31,7309227;253,8122406;5,7790155;4677,5830078;4,1386719;0,7179463;380,6914978;287,5346985;168,4161224;2005-06-01
"8";296,9609985;514,4141846;73,9967194;190,5948029;677,102478;1,5202237;24,4647236;166,7783661;4,1833973;9504,09375;4,9101562;0,0014438;1014,8671265;342,8606262;1688,7467041;351,1537476;677,2796021;69,2041092;318,8351746;1315,8148193;4,4094448;18,8186455;294,6558838;4,1360092;15544,6201172;3,7109375;0,9602035;1044,1469727;1176,5129395;2756,1069336;125,1051407;206,5324249;33,4006882;195,8314362;318,2603149;1,0508721;14,5359364;294,53125;1,3415831;3992,9394531;4,1425781;0,4614327;325,5026855;244,9172668;1797,1490479;133,4659882;134,9115143;59,8674393;185,8013458;353,02771;2,3022034;19,7615166;168,75;0;2017,104126;5,1699219;0,0041555;230,2419281;57,9157753;606,6122437;148,3486328;120,5894165;38,5399208;109,3731537;285,0489502;5,9136024;20,3474541;154,296875;0;2495,3779297;4,5644531;0,0413549;239,1008301;117,3817673;222,3823853;121,9314346;164,0172577;27,7219715;146,908783;208,803421;3,2486677;19,9631939;176,5625;0;2768,4743652;5,3554688;0,0024911;328,9629822;66,5333557;185,2373657;115,4370651;129,6204987;33,8044701;147,4007568;135,3497314;7,9582443;20,7848186;203,125;0;3611,5302734;4,4648438;0,0692579;334,0291443;181,9037628;165,3040161;110,8373413;125,0780182;30,9418182;138,9519501;145,8855133;5,7145629;20,2565155;243,7500153;0;4209,824707;3,9960938;1,1797376;322,2643127;279,1392822;169,3065643;2005-07-01
"9";334,0102539;581,3807373;64,2976608;169,810379;676,3692017;0,5490069;15,5767765;160,9558258;1,913566;8553,6923828;7,0429688;4,5e-06;1196,8822021;25,0738487;2223,2492676;345,2446594;678,2977295;62,8993874;303,4286804;1380,9338379;1,8635181;15,3863459;291,796875;5,5862594;13990,1582031;3,6777344;0,981032;924,9718018;1073,6223145;3615,0402832;128,0175323;213,1427765;34,1495056;199,4821472;289,4212341;0,6257913;15,3741388;294,921875;2,2295678;3593,6455078;4,484375;0,0624025;334,7343445;178,6436157;2392,7011719;129,1281433;130,8752594;58,8275604;183,7085266;378,3901062;1,6144576;20,0479298;175;0;1573,3411865;5,1347656;0,0046066;178,1044922;46,6585388;706,6001587;144,4353027;117,4556885;37,9597435;108,0132904;310,112915;4,5640898;20,0479298;154,1015625;0;2121,0712891;4,5234375;0,0508891;200,3429108;102,6672821;223,6388397;122,1127014;164,1231232;27,6855583;147,0321655;224,1292419;2,9244456;20,248415;178,125;0;2491,6269531;5,609375;0,0013073;309,9048767;46,0418396;186,1830597;107,9784698;122,5511627;32,6199722;142,9512939;136,4627228;7,2558084;20,9274311;204,6875;0;3250,3771973;4,4375;0,080334;297,6297913;166,7098389;166,1194153;102,1451645;116,2757111;29,6326733;133,9277039;148,555542;5,2199531;20,4867382;250,0000153;0;3788,8417969;3,9472656;1,6235489;283,8263245;257,4368286;170,3479614;2005-08-01
"10";282,406189;492,543396;73,7351303;209,3596191;612,4153442;0,8112499;26,7241783;283,1181641;16,2518406;7268,8251953;5,5136719;0,0002577;889,7200317;148,6837158;1878,3394775;322,6143188;645,6404419;61,3333778;301,2203064;1374,3739014;0,9085912;15,3863459;291,40625;3,6278634;12591,1416016;3,6601562;1,1047882;825,4891357;973,2453613;4250,5351562;118,8590698;199,3326416;33,1144714;194,1860199;248,4260864;0,368774;15,3741388;294,53125;0,0454752;3234,2805176;4,6113281;0,03291;314,900177;147,1399078;2803,2680664;122,3678513;124,3323593;57,2106514;179,8114319;393,2815552;1,1115973;20,0479298;173,4375;0;1227,2060547;5,0078125;0,0068346;134,5670319;40,7481346;787,7527466;139,7605743;113,7123108;37,2781372;106,3446426;329,2496338;3,4498532;20,0479298;154,296875;0;1802,9106445;4,453125;0,0737791;166,0389252;91,519722;224,7049255;122,0563812;163,951004;27,6286259;147,0784454;239,1712799;2,6119726;20,248415;175;0;2242,4641113;6,0566406;0,0004483;295,5581055;24,7939396;186,914856;102,2540207;116,9918365;31,6858177;139,4334259;137,6021271;6,6610999;20,9274311;203,90625;0;2925,3393555;4,4472656;0,076164;268,8308716;149,0747986;166,9248657;94,3467255;108,2694931;28,4188328;129,1956024;151,3409576;4,7754989;20,4867382;200;0;3409,9572754;4,0488281;0,8383515;267,1087952;220,0279846;171,3782959;2005-09-01
"11";168,341507;292,6938782;49,9022179;139,2379608;448,743042;0,9079784;21,9833927;172,561203;20,7330589;5567,2939453;4,3730469;0,0137149;497,6266174;297,7011108;1114,4503174;268,5094604;544,6646729;59,7573891;288,0126038;1209,5598145;0,6175297;21,0154667;276,2764587;2,6407347;10319,09375;3,6855469;1,054799;684,8096924;789,3466797;3907,3012695;102,4121857;172,5724487;30,8373528;182,1147919;252,46875;0,2607038;18,3078461;294,921875;1,1968375;2910,8522949;4,2011719;0,3202975;243,1137848;172,7222748;3023,5385742;113,1979675;115,2535553;55,0250473;173,8733063;411,9330444;0,786792;21,0503826;175;0,4473785;957,2206421;4,4980469;0,058063;89,6003342;47,1454697;841,1481323;135,2788391;110,1316986;36,6638412;104,6752548;353,3490601;2,6618969;21,0503826;154,1015625;0;1532,4741211;4,3164062;0,1598825;134,0231934;84,9016876;225,375061;122,186615;164,1167297;27,6438065;147,131134;261,0966797;2,382901;21,2466908;200;0;2018,2176514;5,5585938;0,0014823;248,9420776;39,3747559;187,3859863;98,3295135;113,3703156;31,0481262;136,8636169;143,5734253;6,3689604;21,4265671;204,296875;0;2632,8054199;4,453125;0,0737791;242,4680481;133,6470184;167,5488129;90,2995148;104,2754288;27,7856312;126,56884;158,5365601;4,566546;21,2925205;203,125;0;3068,9614258;4,0351562;0,9156626;238,9775238;199,4455414;172,1762238;2005-10-01
