 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;   8303.8320312;   5082.2485352;   5696.4052734;    833.6564331;     85.0473862;  48915.3906250;   4844.2495117;    195.0157928;     72.3830338;    130.5100708;     11.2307177;      0.6980447;    773.3869629
        2005;           2;   8286.9189453;   5026.5625000;   5679.6298828;    817.0295410;    112.0680923;  48914.6640625;   4998.0249023;    194.6186066;     71.5899277;    130.1257324;     11.0067263;      0.9198230;    773.3755493
        2005;           3;   8242.3798828;   4924.5917969;   5639.7436523;    859.5902100;    164.0988770;  48913.2187500;   5240.7299805;    193.5726013;     70.1376266;    129.2118835;     11.5800886;      1.3468770;    773.3526611
        2005;           4;   8206.1972656;   4839.7250977;   5635.7480469;    831.8604126;    170.1086273;  48911.4531250;   5513.9667969;    192.7228546;     68.9289322;    129.1203461;     11.2065229;      1.3962032;    773.3247681
        2005;           5;   8127.9887695;   4741.1503906;   5627.3691406;    806.4790039;    163.2097626;  48908.4687500;   5917.1269531;    190.8861237;     67.5250015;    128.9283752;     10.8645935;      1.3395792;    773.2775269
        2005;           6;   8040.3789062;   4635.6757812;   5641.2641602;    783.3539429;    151.6623840;  48902.4492188;   6342.0278320;    188.8286133;     66.0227890;    129.2467194;     10.5530605;      1.2448018;    773.1823730
        2005;           7;   7980.1899414;   4607.9262695;   5688.5312500;    814.0036011;     71.4192810;  48893.1953125;   6547.9267578;    187.4150696;     65.6275787;    130.3296661;     10.9659615;      0.5861891;    773.0360718
        2005;           8;   7926.9384766;   4599.2304688;   5715.3046875;    838.5634766;     29.8223763;  48879.4843750;   6703.3222656;    186.1644592;     65.5037308;    130.9430542;     11.2968235;      0.2447736;    772.8192749
        2005;           9;   7889.2163086;   4586.5166016;   5705.2197266;    899.9499512;     38.3594856;  48867.7812500;   6779.3637695;    185.2785492;     65.3226547;    130.7120056;     12.1238012;      0.3148437;    772.6342773
        2005;          10;   7899.7202148;   4578.3916016;   5716.3867188;    886.1085815;     63.5619888;  48856.6445312;   6785.7050781;    185.5252380;     65.2069321;    130.9678497;     11.9373350;      0.5216987;    772.4581299
        2005;          11;   7862.1333008;   4517.1933594;   5575.1469727;    940.3016357;    126.0523148;  48851.3046875;   7023.7133789;    184.6424866;     64.3353271;    127.7319183;     12.6674032;      1.0346016;    772.3737183
        2005;          12;   7818.5551758;   4444.8945312;   5515.3505859;   1016.7114258;    162.9888000;  48850.0312500;   7205.6372070;    183.6190491;     63.3056297;    126.3619308;     13.6967688;      1.3377656;    772.3535767
        2006;           1;   7782.9746094;   4348.0229492;   5423.1923828;   1065.1463623;    225.1258240;  48848.8867188;   7455.6127930;    182.7834473;     61.9259491;    124.2504807;     14.3492661;      1.8477688;    772.3355103
        2006;           2;   7775.3095703;   4313.3603516;   5411.2622070;    993.0202026;    238.9360657;  48848.3554688;   7612.1972656;    182.6034546;     61.4322701;    123.9771729;     13.3776093;      1.9611191;    772.3270874
        2006;           3;   7753.7060547;   4259.9057617;   5383.3374023;    988.7008057;    262.9253845;  48847.4062500;   7773.3300781;    182.0960693;     60.6709557;    123.3373795;     13.3194199;      2.1580167;    772.3121338
        2006;           4;   7726.3847656;   4201.0927734;   5379.5859375;    963.8117676;    253.4346161;  48846.0000000;   7987.8974609;    181.4544220;     59.8333206;    123.2514267;     12.9841223;      2.0801194;    772.2898560
        2006;           5;   7655.9003906;   4128.9423828;   5373.4243164;    904.1762695;    217.2271118;  48843.5156250;   8382.8798828;    179.7991028;     58.8057365;    123.1102524;     12.1807356;      1.7829382;    772.2506104
        2006;           6;   7546.4189453;   3999.9746094;   5384.5087891;    847.1854248;    195.1882324;  48837.5312500;   8945.7509766;    177.2279510;     56.9689369;    123.3642197;     11.4129753;      1.6020496;    772.1559448
        2006;           7;   7480.9277344;   3976.3425293;   5438.3642578;    885.8117676;     86.3413849;  48826.1601562;   9174.4033203;    175.6898651;     56.6323586;    124.5980911;     11.9333353;      0.7086655;    771.9761963
        2006;           8;   7429.3691406;   3974.6982422;   5471.7177734;    906.9721680;     33.3886452;  48810.0820312;   9327.4912109;    174.4790039;     56.6089401;    125.3622589;     12.2184010;      0.2740445;    771.7219849
        2006;           9;   7412.9765625;   3990.8015137;   5468.5581055;    865.2214355;     44.6485329;  48798.1835938;   9397.2597656;    174.0940247;     56.8382912;    125.2898712;     11.6559496;      0.3664625;    771.5338135
        2006;          10;   7413.3305664;   3974.0822754;   5483.7597656;    888.8598022;     62.6286659;  48786.1406250;   9409.1855469;    174.1023407;     56.6001701;    125.6381531;     11.9743977;      0.5140383;    771.3434448
        2006;          11;   7389.1201172;   3936.2351074;   5347.3276367;    925.3807983;    132.9137268;  48780.2187500;   9580.8398438;    173.5337830;     56.0611382;    122.5123596;     12.4663963;      1.0909179;    771.2498779
        2006;          12;   7355.0161133;   3880.8925781;   5293.3437500;    992.9171143;    169.5911102;  48778.9570312;   9713.2558594;    172.7328491;     55.2729340;    121.2755356;     13.3762197;      1.3919556;    771.2299194
        2007;           1;   7339.3364258;   3846.6169434;   5269.0771484;    998.3852539;    191.9470520;  48778.2226562;   9811.8212891;    172.3646088;     54.7847672;    120.7195663;     13.4498863;      1.5754467;    771.2182617
        2007;           2;   7303.6035156;   3789.6887207;   5220.7285156;   1048.0307617;    234.4462280;  48777.2187500;   9956.4130859;    171.5253906;     53.9739761;    119.6118546;     14.1186905;      1.9242679;    771.2023926
        2007;           3;   7275.5307617;   3731.6647949;   5205.8271484;   1030.7525635;    252.9922485;  48775.9375000;  10146.2226562;    170.8661194;     53.1475830;    119.2704544;     13.8859262;      2.0764883;    771.1821289
        2007;           4;   7249.2387695;   3684.4025879;   5199.5102539;   1026.4329834;    245.1946259;  48774.1445312;  10317.0175781;    170.2486572;     52.4744606;    119.1257172;     13.8277330;      2.0124879;    771.1537476
        2007;           5;   7173.7119141;   3626.6372070;   5198.6201172;   1007.6205444;    209.0201263;  48771.1328125;  10648.3261719;    168.4748993;     51.6517410;    119.1053391;     13.5742998;      1.7155777;    771.1062012
        2007;           6;   7110.6357422;   3590.3779297;   5225.6274414;   1001.8016357;    148.5102081;  48765.5898438;  10903.1865234;    166.9935455;     51.1353302;    119.7240906;     13.4959087;      1.2189295;    771.0185547
        2007;           7;   7057.5151367;   3580.6794434;   5269.7207031;   1017.3786011;     72.0272903;  48756.1757812;  11073.8417969;    165.7460022;     50.9972000;    120.7343140;     13.7057581;      0.5911795;    770.8696899
        2007;           8;   7013.0249023;   3582.9113770;   5300.9794922;   1028.7163086;     35.2634735;  48743.5273438;  11190.4433594;    164.7011719;     51.0289764;    121.4504852;     13.8584938;      0.2894325;    770.6696777
        2007;           9;   6998.7587891;   3605.3225098;   5304.1352539;   1004.1911011;     26.1002846;  48733.1015625;  11235.8847656;    164.3661194;     51.3481712;    121.5227814;     13.5281000;      0.2142237;    770.5048828
        2007;          10;   7026.4589844;   3631.5773926;   5295.4252930;   1006.4843140;     82.3728333;  48724.9687500;  11102.4638672;    165.0166626;     51.7221031;    121.3232346;     13.5589933;      0.6760928;    770.3762817
        2007;          11;   7029.4189453;   3618.3972168;   5275.8930664;    942.3944092;    108.4148483;  48722.3398438;  11188.3359375;    165.0861511;     51.5343857;    120.8757248;     12.6955976;      0.8898381;    770.3347168
        2007;          12;   6975.9018555;   3556.5725098;   5206.2446289;   1120.3685303;    149.5698242;  48720.3984375;  11275.4023438;    163.8293152;     50.6538620;    119.2800064;     15.0932007;      1.2276266;    770.3040161
        2008;           1;   6964.2875977;   3527.4230957;   5166.5581055;   1044.1052246;    184.1691132;  48719.8125000;  11440.2509766;    163.5565491;     50.2387009;    118.3707657;     14.0658083;      1.5116078;    770.2947388
        2008;           2;   6953.2587891;   3496.3256836;   5149.7929688;   1007.7069702;    206.0484619;  48719.1835938;  11557.6005859;    163.2975464;     49.7957993;    117.9866409;     13.5754642;      1.6911871;    770.2847900
        2008;           3;   6929.6923828;   3455.5998535;   5122.4750977;   1032.4538574;    232.1085510;  48718.1132812;  11665.8574219;    162.7440796;     49.2157745;    117.3607712;     13.9088440;      1.9050809;    770.2678223
        2008;           4;   6912.9291992;   3425.7299805;   5110.2260742;   1001.2573242;    237.7148438;  48717.0781250;  11800.2011719;    162.3504028;     48.7903519;    117.0801392;     13.4885759;      1.9510959;    770.2515259
        2008;           5;   6839.0048828;   3378.6511230;   5107.3535156;    965.2760620;    212.6652527;  48715.0468750;  12112.1601562;    160.6142883;     48.1198463;    117.0143204;     13.0038500;      1.7454959;    770.2194214
        2008;           6;   6758.0390625;   3309.6674805;   5118.7104492;    912.9322510;    194.7218018;  48709.7773438;  12486.7011719;    158.7127991;     47.1373558;    117.2745132;     12.2986927;      1.5982212;    770.1361694
        2008;           7;   6694.7294922;   3296.7517090;   5164.8813477;    943.0855103;    103.3936386;  48701.8632812;  12677.8876953;    157.2259827;     46.9534073;    118.3323517;     12.7049065;      0.8486255;    770.0109253
        2008;           8;   6615.3676758;   3236.5942383;   5181.5273438;    983.5761719;    103.2043915;  48689.7226562;  12936.6005859;    155.3621521;     46.0966225;    118.7137146;     13.2503824;      0.8470723;    769.8190308
        2008;           9;   6562.3403320;   3228.5520020;   5216.9902344;   1022.3086548;     59.2963753;  48672.4648438;  13080.0332031;    154.1168060;     45.9820824;    119.5262070;     13.7721720;      0.4866877;    769.5461426
        2008;          10;   6575.2622070;   3229.0920410;   5217.6098633;    962.5197754;     88.5898209;  48655.7382812;  13133.1914062;    154.4202728;     45.9897766;    119.5404053;     12.9667187;      0.7271201;    769.2816772
        2008;          11;   6564.6752930;   3210.2155762;   5156.2880859;    954.9377441;    135.9245911;  48648.5351562;  13235.1748047;    154.1716461;     45.7209320;    118.1354675;     12.8645763;      1.1156304;    769.1677856
        2008;          12;   6541.2504883;   3184.5131836;   5111.4204102;   1015.4364014;    157.9793701;  48646.7734375;  13301.0917969;    153.6215057;     45.3548660;    117.1075058;     13.6795921;      1.2966497;    769.1399536
        2009;           1;   6535.4482422;   3159.5346680;   5080.0600586;   1030.2357178;    187.3064117;  48645.8476562;  13352.6435547;    153.4852448;     44.9991150;    116.3890076;     13.8789625;      1.5373577;    769.1253052
        2009;           2;   6532.2060547;   3139.1845703;   5069.9252930;    958.7373047;    203.4636078;  48645.2500000;  13467.2871094;    153.4091034;     44.7092819;    116.1568069;     12.9157610;      1.6699713;    769.1159058
        2009;           3;   6519.2207031;   3111.7932129;   5044.7836914;    960.9089966;    231.9468842;  48644.3359375;  13545.3232422;    153.1041412;     44.3191681;    115.5807877;     12.9450188;      1.9037541;    769.1013794
        2009;           4;   6501.8891602;   3083.5053711;   5041.6733398;    947.2171021;    229.7489014;  48643.0820312;  13659.1777344;    152.6971130;     43.9162827;    115.5095215;     12.7605667;      1.8857137;    769.0816040
        2009;           5;   6433.7260742;   3034.3884277;   5023.6542969;    861.8569946;    230.9488983;  48640.9335938;  14002.3554688;    151.0962982;     43.2167435;    115.0966949;     11.6106253;      1.8955629;    769.0476685
        2009;           6;   6358.5532227;   2992.7360840;   5044.5800781;    840.1337891;    191.9972534;  48636.8671875;  14287.8242188;    149.3308563;     42.6235161;    115.5761261;     11.3179789;      1.5758587;    768.9833374
        2009;           7;   6302.7119141;   2988.3881836;   5090.9985352;    854.1942139;     99.2883530;  48628.4609375;  14465.9013672;    148.0194397;     42.5615921;    116.6396103;     11.5073938;      0.8149306;    768.8504639
        2009;           8;   6254.3251953;   2995.6943359;   5123.4121094;    867.0302124;     44.4946632;  48616.4609375;  14593.6591797;    146.8830566;     42.6656494;    117.3822479;     11.6803179;      0.3651995;    768.6607056
        2009;           9;   6237.9633789;   3020.1477051;   5128.3623047;    843.1232300;     39.7338524;  48607.0312500;  14629.4326172;    146.4987946;     43.0139236;    117.4956589;     11.3582506;      0.3261242;    768.5115356
        2009;          10;   6241.8920898;   3022.0080566;   5116.7041016;    907.3421021;     91.9260941;  48599.9257812;  14534.3750000;    146.5910797;     43.0404167;    117.2285538;     12.2233849;      0.7545033;    768.3992920
        2009;          11;   6231.4599609;   2999.5661621;   5085.4287109;    924.7562866;    128.6820984;  48597.2695312;  14585.1044922;    146.3460693;     42.7207909;    116.5120087;     12.4579811;      1.0561860;    768.3572388
        2009;          12;   6218.2255859;   2980.7304688;   5056.5190430;    971.0082397;    149.6973267;  48596.1835938;  14614.0136719;    146.0352631;     42.4525299;    115.8496628;     13.0810709;      1.2286731;    768.3400879
        2010;           1;   6199.3930664;   2946.4492188;   5023.8525391;    973.3871460;    193.5074615;  48595.1289062;  14709.9541016;    145.5929871;     41.9642830;    115.1012421;     13.1131182;      1.5882541;    768.3234863
        2010;           2;   6179.6328125;   2912.5729980;   5000.8320312;    982.0052490;    223.0965881;  48594.0156250;  14805.5234375;    145.1289062;     41.4818115;    114.5738144;     13.2292194;      1.8311135;    768.3058472
        2010;           3;   6153.8852539;   2877.3994141;   4967.3105469;   1020.1033325;    258.4431152;  48592.6289062;  14891.4531250;    144.5242310;     40.9808540;    113.8058014;     13.7424622;      2.1212275;    768.2838135
        2010;           4;   6133.1977539;   2851.0183105;   4946.6093750;   1041.2083740;    272.9906616;  48591.2343750;  14974.7460938;    144.0383911;     40.6051292;    113.3315353;     14.0267820;      2.2406297;    768.2618408
        2010;           5;   6065.2700195;   2816.9741211;   4929.5151367;   1029.7243652;    255.0179291;  48589.2617188;  15231.1943359;    142.4431000;     40.1202621;    112.9398804;     13.8720751;      2.0931144;    768.2306519
        2010;           6;   5993.5927734;   2764.6711426;   4926.2255859;    935.2934570;    259.5148926;  48585.8593750;  15582.6777344;    140.7597504;     39.3753395;    112.8645096;     12.5999346;      2.1300244;    768.1768188
