 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;   4365.0957031;   2785.5429688;   2774.2729492;    661.7086182;     50.1441612;  48472.6992188;   5504.3378906;    128.4123383;     49.6949768;     79.6185150;     11.1662922;      0.5155424;    959.9979248
        2005;           2;   4361.0073242;   2786.3146973;   2780.0625000;    652.7943726;     76.3310547;  48462.4414062;   5518.8862305;    128.2920685;     49.7087440;     79.7846680;     11.0158644;      0.7847753;    959.7948608
        2005;           3;   4356.0307617;   2797.7846680;   2791.1770020;    622.1177368;    121.7249832;  48437.3750000;   5555.0917969;    128.1456757;     49.9133759;     80.1036453;     10.4981985;      1.2514795;    959.2983398
        2005;           4;   4351.7900391;   2806.1315918;   2806.7927246;    611.2701416;    140.0835266;  48407.3867188;   5613.7773438;    128.0209351;     50.0622826;     80.5517883;     10.3151455;      1.4402275;    958.7044678
        2005;           5;   4343.3725586;   2810.1037598;   2825.7382812;    630.8790894;    106.8789444;  48381.0273438;   5696.4755859;    127.7733002;     50.1331482;     81.0955124;     10.6460466;      1.0988444;    958.1824341
        2005;           6;   4339.4042969;   2825.2668457;   2851.3999023;    655.8432007;     67.1730728;  48343.2265625;   5776.3437500;    127.6565628;     50.4036636;     81.8319702;     11.0673141;      0.6906202;    957.4337158
        2005;           7;   4339.7060547;   2848.8125000;   2878.0273438;    660.4125366;     39.3767853;  48305.5507812;   5838.3012695;    127.6654434;     50.8237267;     82.5961456;     11.1444216;      0.4048408;    956.6876221
        2005;           8;   4340.8798828;   2873.8854980;   2909.2797852;    665.1177368;     23.1836338;  48266.5976562;   5883.0546875;    127.6999741;     51.2710381;     83.4930573;     11.2238207;      0.2383557;    955.9161987
        2005;           9;   4345.3310547;   2897.7407227;   2929.2744141;    672.2852783;     14.1857872;  48231.8281250;   5912.4423828;    127.8309097;     51.6966209;     84.0668793;     11.3447723;      0.1458470;    955.2274780
        2005;          10;   4358.0737305;   2920.1479492;   2943.0351562;    680.2319336;     10.8197346;  48204.1523438;   5906.7768555;    128.2057953;     52.0963745;     84.4618073;     11.4788723;      0.1112399;    954.6794434
        2005;          11;   4392.4995117;   3067.6950684;   2978.9006348;    556.3806763;     51.2478180;  48078.4296875;   5967.8037109;    129.2185211;     54.7286568;     85.4910965;      9.3888893;      0.5268894;    952.1894531
        2005;          12;   4396.0478516;   3094.6025391;   2992.9304199;    514.0566406;     73.2040558;  48046.0937500;   6010.1357422;    129.3229065;     55.2087021;     85.8937378;      8.6746750;      0.7526260;    951.5490112
        2006;           1;   4394.6225586;   3109.4194336;   3006.3056641;    479.9712830;    109.3416138;  48023.8437500;   6034.7719727;    129.2809753;     55.4730339;     86.2776031;      8.0994844;      1.1241636;    951.1083984
        2006;           2;   4392.2641602;   3108.6633301;   3012.4931641;    467.5387573;    128.1964417;  48015.0117188;   6054.8696289;    129.2116089;     55.4595451;     86.4551773;      7.8896875;      1.3180140;    950.9334106
        2006;           3;   4390.6040039;   3113.7653809;   3024.4948730;    456.0652771;    148.3120728;  47996.0351562;   6084.1464844;    129.1627502;     55.5505676;     86.7995987;      7.6960731;      1.5248270;    950.5576172
        2006;           4;   4385.2963867;   3111.7465820;   3038.4953613;    450.3713684;    163.1741638;  47972.8281250;   6145.2763672;    129.0066223;     55.5145531;     87.2014084;      7.5999885;      1.6776272;    950.0979614
        2006;           5;   4376.5205078;   3114.4648438;   3056.4123535;    465.0928650;    111.3831406;  47952.6562500;   6237.2011719;    128.7484589;     55.5630493;     87.7155991;      7.8484125;      1.1451530;    949.6984863
        2006;           6;   4371.3203125;   3125.0895996;   3074.6884766;    480.9269714;     72.3680649;  47924.7304688;   6314.7773438;    128.5954590;     55.7525978;     88.2401123;      8.1156130;      0.7440310;    949.1453857
        2006;           7;   4368.8076172;   3141.5695801;   3092.2395020;    484.8077087;     43.3830757;  47896.6171875;   6378.6875000;    128.5215454;     56.0466080;     88.7438049;      8.1810989;      0.4460303;    948.5886841
        2006;           8;   4366.0971680;   3159.8950195;   3109.8505859;    488.6504822;     25.5176468;  47868.9570312;   6426.9858398;    128.4418030;     56.3735352;     89.2492065;      8.2459469;      0.2623522;    948.0410156
        2006;           9;   4365.0976562;   3178.2863770;   3120.9943848;    493.1022034;     15.1152945;  47844.7382812;   6459.6831055;    128.4124146;     56.7016449;     89.5690308;      8.3210688;      0.1554035;    947.5612183
        2006;          10;   4373.7226562;   3196.0754395;   3130.8369141;    497.9348145;     11.6622868;  47825.1406250;   6454.4990234;    128.6661377;     57.0190086;     89.8515091;      8.4026194;      0.1199024;    947.1730957
