 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;    800.2774658;    166.5722961;    932.1809692;    514.1055908;     27.2792091;  32201.1503906;    131.3347626;     38.1012077;      4.8093958;     43.2962494;     14.0404062;      0.4539008;   1032.1187744
        2005;           2;    792.4598999;    165.0676727;    926.6213989;    522.8498535;     41.9463463;  32190.9824219;    162.5970917;     37.7290192;      4.7659540;     43.0380287;     14.2792139;      0.6979485;   1031.7928467
        2005;           3;    785.8425903;    165.5912170;    921.0479126;    515.7852173;     68.3729095;  32177.8867188;    200.3125763;     37.4139709;      4.7810698;     42.7791634;     14.0862770;      1.1376622;   1031.3730469
        2005;           4;    779.9963989;    162.8078308;    918.6997070;    510.9383240;     92.7544785;  32165.8359375;    236.5720978;     37.1356316;      4.7007060;     42.6700974;     13.9539080;      1.5433488;   1030.9868164
        2005;           5;    768.4407349;    152.9059601;    916.0145874;    507.7427063;    135.3588104;  32152.9511719;    281.4845886;     36.5854683;      4.4148121;     42.5453796;     13.8666334;      2.2522457;   1030.5738525
        2005;           6;    765.0203247;    150.6783752;    915.7799072;    513.7860718;    137.0800476;  32137.8125000;    330.6148987;     36.4226189;      4.3504958;     42.5344810;     14.0316801;      2.2808855;   1030.0886230
        2005;           7;    764.4796753;    150.9881439;    916.6838989;    524.4591064;    129.4437714;  32120.6093750;    378.6678772;     36.3968811;      4.3594389;     42.5764694;     14.3231649;      2.1538248;   1029.5372314
        2005;           8;    765.6621094;    152.8501587;    915.3110962;    526.3077393;    122.1207352;  32105.0898438;    425.9821472;     36.4531746;      4.4132009;     42.5127068;     14.3736506;      2.0319762;   1029.0396729
        2005;           9;    766.3710938;    154.2278442;    914.0700073;    527.7738647;    115.2600708;  32090.8125000;    471.2943115;     36.4869308;      4.4529786;     42.4550667;     14.4136925;      1.9178212;   1028.5822754
        2005;          10;    768.0035400;    155.7496948;    914.3452759;    528.8461304;    112.5024033;  32077.3984375;    506.6676025;     36.5646515;      4.4969182;     42.4678535;     14.4429770;      1.8719361;   1028.1522217
        2005;          11;    799.0697021;    174.0782776;    901.5795898;    504.6260376;    112.1505280;  32009.7617188;    648.1494751;     38.0437088;      5.0261145;     41.8749313;     13.7815170;      1.8660814;   1025.9842529
        2005;          12;    812.3264160;    174.3227081;    894.5235596;    491.0164185;    112.5484848;  31975.7421875;    743.4699097;     38.6748619;      5.0331721;     41.5472069;     13.4098339;      1.8727030;   1024.8939209
