 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;   4144.9584961;   2328.3156738;   3702.1896973;    390.0367126;     72.0688095;  52575.9218750;   6282.3632812;    102.4399414;     34.8963966;     89.2605743;      5.5294733;      0.6224830;    874.7744751
        2005;           2;   4147.5395508;   2327.5437012;   3713.3923340;    328.3518982;    113.6065674;  52571.8046875;   6300.0654297;    102.5037308;     34.8848267;     89.5306625;      4.6549797;      0.9812589;    874.7059326
        2005;           3;   4146.4926758;   2312.7951660;   3729.3574219;    262.1575317;    184.7697754;  52560.9453125;   6343.2763672;    102.4778519;     34.6637764;     89.9155884;      3.7165554;      1.5959200;    874.5252686
        2005;           4;   4138.5991211;   2290.9624023;   3749.6040039;    237.4587708;    217.6016846;  52546.6289062;   6417.2153320;    102.2827759;     34.3365517;     90.4037399;      3.3664062;      1.8795004;    874.2871094
        2005;           5;   4117.9990234;   2267.8283691;   3776.5244141;    236.1156464;    215.8447723;  52526.4062500;   6541.4819336;    101.7736435;     33.9898224;     91.0528030;      3.3473647;      1.8643253;    873.9506836
        2005;           6;   4090.4672852;   2229.4453125;   3818.9123535;    236.3536682;    246.1573486;  52474.6875000;   6755.6918945;    101.0932312;     33.4145432;     92.0747833;      3.3507392;      2.1261456;    873.0900879
        2005;           7;   4089.8493652;   2253.7717285;   3884.0954590;    279.6045532;    130.2368927;  52397.0000000;   6948.6542969;    101.0779572;     33.7791481;     93.6463623;      3.9638984;      1.1249007;    871.7975464
        2005;           8;   4101.5595703;   2302.3664551;   3945.4602051;    297.3910522;     61.5144272;  52313.6757812;   7067.5224609;    101.3673630;     34.5074768;     95.1258774;      4.2160540;      0.5313212;    870.4112549
        2005;           9;   4118.0571289;   2354.6774902;   3987.8740234;    306.0193176;     31.0888901;  52238.9726562;   7133.4340820;    101.7751007;     35.2915039;     96.1484756;      4.3383756;      0.2685254;    869.1682129
        2005;          10;   4149.2666016;   2404.7663574;   4015.4855957;    302.3973694;     21.8371735;  52171.0664062;   7159.9750977;    102.5464172;     36.0422287;     96.8142014;      4.2870278;      0.1886152;    868.0383911
        2005;          11;   4196.5258789;   2417.8889160;   4015.9128418;    219.3476868;     82.3526764;  52107.0664062;   7253.3432617;    103.7144012;     36.2389030;     96.8245010;      3.1096489;      0.7113084;    866.9735107
        2005;          12;   4204.2182617;   2406.6669922;   4026.4221191;    214.2749023;    115.6522827;  52094.8515625;   7258.1845703;    103.9045029;     36.0707130;     97.0778732;      3.0377328;      0.9989284;    866.7703247
        2006;           1;   4207.2578125;   2382.2165527;   4033.7106934;    215.9768219;    172.9579010;  52086.1445312;   7260.6962891;    103.9796219;     35.7042542;     97.2536087;      3.0618608;      1.4938967;    866.6253662
        2006;           2;   4203.5107422;   2366.1071777;   4039.6096191;    206.2775574;    202.8034363;  52082.0468750;   7286.7983398;    103.8870316;     35.4628105;     97.3958282;      2.9243562;      1.7516828;    866.5572510
        2006;           3;   4201.3427734;   2344.7294922;   4049.5666504;    203.5449066;    236.1474152;  52074.2421875;   7316.7871094;    103.8334427;     35.1424065;     97.6358948;      2.8856161;      2.0396862;    866.4273682
        2006;           4;   4190.6088867;   2313.6325684;   4064.1865234;    197.7459717;    263.0571594;  52063.3828125;   7397.2753906;    103.5681686;     34.6763306;     97.9883881;      2.8034055;      2.2721150;    866.2466431
        2006;           5;   4177.8461914;   2304.3964844;   4091.5095215;    206.3253784;    202.6408539;  52049.8632812;   7506.3593750;    103.2527313;     34.5379028;     98.6471558;      2.9250340;      1.7502786;    866.0217285
        2006;           6;   4139.8051758;   2242.8337402;   4124.5937500;    206.3285217;    270.9165649;  52005.6093750;   7737.0683594;    102.3125763;     33.6152077;     99.4448242;      2.9250789;      2.3399992;    865.2854004
        2006;           7;   4135.3198242;   2263.0466309;   4190.8779297;    247.8619537;    143.8991241;  51932.7851562;   7943.1196289;    102.2017212;     33.9181557;    101.0429459;      3.5138898;      1.2429061;    864.0737305
        2006;           8;   4142.8530273;   2306.4035645;   4248.7587891;    254.3634186;     68.1939468;  51859.9570312;   8071.3164062;    102.3879089;     34.5679779;    102.4384689;      3.6060600;      0.5890145;    862.8620605
        2006;           9;   4155.6875000;   2353.0717773;   4291.1074219;    261.7783508;     33.8419647;  51792.9101562;   8137.9389648;    102.7051086;     35.2674370;    103.4594955;      3.7111797;      0.2923046;    861.7464600
        2006;          10;   4184.5156250;   2397.1621094;   4318.1157227;    262.9386597;     22.3954868;  51731.5781250;   8159.2807617;    103.4175720;     35.9282532;    104.1106720;      3.7276294;      0.1934375;    860.7259521
        2006;          11;   4230.1132812;   2385.1296387;   4304.1489258;    209.5994720;     96.0246811;  51672.2070312;   8264.0751953;    104.5444870;     35.7479134;    103.7739334;      2.9714506;      0.8293980;    859.7381592
        2006;          12;   4235.5581055;   2365.2558594;   4307.1958008;    208.6246490;    129.0479126;  51660.9648438;   8291.4384766;    104.6790543;     35.4500504;    103.8473969;      2.9576304;      1.1146311;    859.5510864
        2007;           1;   4237.0400391;   2351.2131348;   4312.8330078;    207.8287506;    152.1135406;  51655.5156250;   8305.0976562;    104.7156754;     35.2395821;    103.9833069;      2.9463470;      1.3138567;    859.4605103
        2007;           2;   4235.1645508;   2323.7937012;   4314.3081055;    211.5725250;    197.8009491;  51648.5429688;   8333.6318359;    104.6693268;     34.8286209;    104.0188675;      2.9994221;      1.7084746;    859.3444214
        2007;           3;   4225.8198242;   2290.2504883;   4319.3623047;    205.1840973;    245.1442871;  51640.2304688;   8398.2529297;    104.4383774;     34.3258820;    104.1407318;      2.9088542;      2.1173952;    859.2061157
        2007;           4;   4218.0957031;   2260.7451172;   4334.6191406;    208.5205841;    260.2999878;  51627.0273438;   8478.7080078;    104.2474747;     33.8836594;    104.5085678;      2.9561553;      2.2483001;    858.9864502
