 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   3042.2385254;   9994.5068359;     84.5409012;     86.4924622;    274.4793091;     15.9450121
        2005;           2;   3042.2385254;   9994.5068359;     82.8693771;     86.4924622;    274.4793091;     15.6297503
        2005;           3;   3042.2385254;   9994.5068359;     81.6163330;     86.4924622;    274.4793091;     15.3934174
        2005;           4;   3042.2385254;   9994.5068359;     82.9962769;     86.4924622;    274.4793091;     15.6536846
        2005;           5;   3042.2385254;   9994.5068359;     85.5362015;     86.4924622;    274.4793091;     16.1327324
        2005;           6;   3042.2385254;   9994.5068359;     87.3988342;     86.4924622;    274.4793091;     16.4840393
        2005;           7;   3042.2385254;   9994.5068359;     87.4375458;     86.4924622;    274.4793091;     16.4913387
        2005;           8;   3042.2385254;   9994.5068359;     87.3599319;     86.4924622;    274.4793091;     16.4766998
        2005;           9;   3042.2385254;   9994.5068359;     87.4760742;     86.4924622;    274.4793091;     16.4986057
        2005;          10;   3042.2385254;   9994.5068359;     87.5144119;     86.4924622;    274.4793091;     16.5058384
        2005;          11;   3042.2385254;   9994.5068359;     79.7858658;     86.4924622;    274.4793091;     15.0481787
        2005;          12;   3042.2385254;   9994.5068359;     76.6274567;     86.4924622;    274.4793091;     14.4524803
        2006;           1;   3042.2385254;   9994.5068359;     60.3038330;     86.4924622;    274.4793091;     11.3737288
        2006;           2;   3042.2385254;   9994.5068359;     56.6468163;     86.4924622;    274.4793091;     10.6839895
        2006;           3;   3042.2385254;   9994.5068359;     55.1102676;     86.4924622;    274.4793091;     10.3941860
        2006;           4;   3042.2385254;   9994.5068359;     55.7625999;     86.4924622;    274.4793091;     10.5172215
        2006;           5;   3042.2385254;   9994.5068359;     58.2433777;     86.4924622;    274.4793091;     10.9851122
        2006;           6;   3042.2385254;   9994.5068359;     59.5171890;     86.4924622;    274.4793091;     11.2253628
        2006;           7;   3042.2385254;   9994.5068359;     59.5898895;     86.4924622;    274.4793091;     11.2390747
        2006;           8;   3042.2385254;   9994.5068359;     59.5171890;     86.4924622;    274.4793091;     11.2253628
        2006;           9;   3042.2385254;   9994.5068359;     59.5898895;     86.4924622;    274.4793091;     11.2390747
        2006;          10;   3042.2385254;   9994.5068359;     59.5171890;     86.4924622;    274.4793091;     11.2253628
        2006;          11;   3042.2385254;   9994.5068359;     67.2057571;     86.4924622;    274.4793091;     12.6754818
        2006;          12;   3042.2385254;   9994.5068359;     69.3500748;     86.4924622;    274.4793091;     13.0799141
        2007;           1;   3042.2385254;   9994.5068359;     69.9531937;     86.4924622;    274.4793091;     13.1936665
        2007;           2;   3042.2385254;   9994.5068359;     66.8555603;     86.4924622;    274.4793091;     12.6094322
        2007;           3;   3042.2385254;   9994.5068359;     67.0064697;     86.4924622;    274.4793091;     12.6378946
        2007;           4;   3042.2385254;   9994.5068359;     68.2639923;     86.4924622;    274.4793091;     12.8750715
        2007;           5;   3042.2385254;   9994.5068359;     70.7383652;     86.4924622;    274.4793091;     13.3417578
        2007;           6;   3042.2385254;   9994.5068359;     72.7813492;     86.4924622;    274.4793091;     13.7270775
        2007;           7;   3042.2385254;   9994.5068359;     73.0624924;     86.4924622;    274.4793091;     13.7801027
        2007;           8;   3042.2385254;   9994.5068359;     73.1319733;     86.4924622;    274.4793091;     13.7932072
        2007;           9;   3042.2385254;   9994.5068359;     73.1319733;     86.4924622;    274.4793091;     13.7932072
        2007;          10;   3042.2385254;   9994.5068359;     71.9806519;     86.4924622;    274.4793091;     13.5760593
        2007;          11;   3042.2385254;   9994.5068359;     71.9057770;     86.4924622;    274.4793091;     13.5619383
        2007;          12;   3042.2385254;   9994.5068359;     74.4894180;     86.4924622;    274.4793091;     14.0492296
        2008;           1;   3042.2385254;   9994.5068359;     72.7102432;     86.4924622;    274.4793091;     13.7136660
