 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   8831.9775391;   9994.5068359;     59.2239723;    187.6298828;    205.1014099;      8.3466959
        2005;           2;   8810.9619141;   9994.5068359;     60.7211456;    187.1834106;    205.1014099;      8.5576982
        2005;           3;   8769.0048828;   9994.5068359;     69.9531937;    186.2920685;    205.1014099;      9.8588114
        2005;           4;   8758.5312500;   9994.5068359;     69.0402985;    186.0695496;    205.1014099;      9.7301540
        2005;           5;   8758.5312500;   9994.5068359;     69.6543274;    186.0695496;    205.1014099;      9.8166914
        2005;           6;   8769.0048828;   9994.5068359;     69.2180023;    186.2920685;    205.1014099;      9.7551985
        2005;           7;   8779.4853516;   9994.5068359;     78.4477386;    186.5147095;    205.1014099;     11.0559855
        2005;           8;   8779.4853516;   9994.5068359;     80.2818146;    186.5147095;    205.1014099;     11.3144703
        2005;           9;   8789.9707031;   9994.5068359;     87.9965820;    186.7374725;    205.1014099;     12.4017458
        2005;          10;   8789.9707031;   9994.5068359;     84.8326645;    186.7374725;    205.1014099;     11.9558420
        2005;          11;   8591.8046875;   9994.5068359;     71.0975723;    182.5275421;    205.1014099;     10.0200949
        2005;          12;   8478.1103516;   9994.5068359;     70.8188705;    180.1121826;    205.1014099;      9.9808149
        2006;           1;   8293.6972656;   9994.5068359;     66.1344528;    176.1944427;    205.1014099;      9.3206205
        2006;           2;   8263.1601562;   9994.5068359;     52.8007164;    175.5457001;    205.1014099;      7.4414377
        2006;           3;   8212.3876953;   9994.5068359;     62.3126373;    174.4670563;    205.1014099;      8.7819958
        2006;           4;   8202.2519531;   9994.5068359;     67.9340515;    174.2517548;    205.1014099;      9.5742445
        2006;           5;   8192.1230469;   9994.5068359;     61.9259872;    174.0365601;    205.1014099;      8.7275019
        2006;           6;   8192.1230469;   9994.5068359;     57.2182922;    174.0365601;    205.1014099;      8.0640259
        2006;           7;   8202.2519531;   9994.5068359;     66.2392044;    174.2517548;    205.1014099;      9.3353834
        2006;           8;   8202.2519531;   9994.5068359;     67.3537979;    174.2517548;    205.1014099;      9.4924679
        2006;           9;   8192.1230469;   9994.5068359;     58.5497017;    174.0365601;    205.1014099;      8.2516661
        2006;          10;   8192.1230469;   9994.5068359;     74.5210037;    174.0365601;    205.1014099;     10.5025740
        2006;          11;   8010.8642578;   9994.5068359;     68.4035187;    170.1858368;    205.1014099;      9.6404085
        2006;          12;   7911.0410156;   9994.5068359;     68.4497910;    168.0651398;    205.1014099;      9.6469297
        2007;           1;   7851.4482422;   9994.5068359;     67.0064697;    166.7991486;    205.1014099;      9.4435167
        2007;           2;   7772.3413086;   9994.5068359;     68.8155518;    165.1185608;    205.1014099;      9.6984797
        2007;           3;   7752.6264648;   9994.5068359;     71.9057770;    164.6997375;    205.1014099;     10.1339989
        2007;           4;   7732.9375000;   9994.5068359;     73.5422821;    164.2814484;    205.1014099;     10.3646374
        2007;           5;   7732.9375000;   9994.5068359;     78.6348419;    164.2814484;    205.1014099;     11.0823545
        2007;           6;   7742.7792969;   9994.5068359;     80.8732376;    164.4905396;    205.1014099;     11.3978224
        2007;           7;   7752.6264648;   9994.5068359;     83.8714066;    164.6997375;    205.1014099;     11.8203688
        2007;           8;   7752.6264648;   9994.5068359;     84.5139236;    164.6997375;    205.1014099;     11.9109211
        2007;           9;   7752.6264648;   9994.5068359;     79.6585388;    164.6997375;    205.1014099;     11.2266293
        2007;          10;   7732.9375000;   9994.5068359;     77.3659973;    164.2814484;    205.1014099;     10.9035320
        2007;          11;   7683.8237305;   9994.5068359;     60.6521530;    163.2380676;    205.1014099;      8.5479755
        2007;          12;   7576.3247070;   9994.5068359;     76.4637146;    160.9543304;    205.1014099;     10.7763681
        2008;           1;   7459.9169922;   9994.5068359;     55.8054619;    158.4812927;    205.1014099;      7.8649096
        2008;           2;   7421.3144531;   9994.5068359;     59.0758934;    157.6612244;    205.1014099;      8.3258257
        2008;           3;   7373.2026367;   9994.5068359;     69.4375687;    156.6390991;    205.1014099;      9.7861423
        2008;           4;   7334.8256836;   9994.5068359;     64.8297882;    155.8238220;    205.1014099;      9.1367483
        2008;           5;   7344.4101562;   9994.5068359;     69.3938751;    156.0274353;    205.1014099;      9.7799854
        2008;           6;   7344.4101562;   9994.5068359;     66.1868973;    156.0274353;    205.1014099;      9.3280115
        2008;           7;   7344.4101562;   9994.5068359;     73.2699890;    156.0274353;    205.1014099;     10.3262625
        2008;           8;   7363.5991211;   9994.5068359;     84.5139236;    156.4350891;    205.1014099;     11.9109211
        2008;           9;   7363.5991211;   9994.5068359;     91.3471603;    156.4350891;    205.1014099;     12.8739576
        2008;          10;   7344.4101562;   9994.5068359;     78.4947815;    156.0274353;    205.1014099;     11.0626154
        2008;          11;   7267.9067383;   9994.5068359;     72.8521194;    154.4021759;    205.1014099;     10.2673712
        2008;          12;   7191.8032227;   9994.5068359;     71.7928085;    152.7853851;    205.1014099;     10.1180773
        2009;           1;   7116.1005859;   9994.5068359;     67.7427139;    151.1771240;    205.1014099;      9.5472794
        2009;           2;   7078.3994141;   9994.5068359;     53.7038918;    150.3762054;    205.1014099;      7.5687261
        2009;           3;   7022.0356445;   9994.5068359;     62.0556755;    149.1787872;    205.1014099;      8.7457790
        2009;           4;   7003.2973633;   9994.5068359;     65.6556702;    148.7807007;    205.1014099;      9.2531433
        2009;           5;   6984.5849609;   9994.5068359;     56.8115311;    148.3831482;    205.1014099;      8.0066986
        2009;           6;   6984.5849609;   9994.5068359;     58.7013130;    148.3831482;    205.1014099;      8.2730350
        2009;           7;   6984.5849609;   9994.5068359;     64.0256958;    148.3831482;    205.1014099;      9.0234232
        2009;           8;   6984.5849609;   9994.5068359;     64.4892273;    148.3831482;    205.1014099;      9.0887518
        2009;           9;   6984.5849609;   9994.5068359;     58.6256371;    148.3831482;    205.1014099;      8.2623701
        2009;          10;   6965.8969727;   9994.5068359;     77.1069565;    147.9861603;    205.1014099;     10.8670235
        2009;          11;   6909.9838867;   9994.5068359;     71.2155533;    146.7983093;    205.1014099;     10.0367222
        2009;          12;   6854.2954102;   9994.5068359;     69.2180023;    145.6152649;    205.1014099;      9.7551985
        2010;           1;   6798.8334961;   9994.5068359;     67.5006332;    144.4369812;    205.1014099;      9.5131617
        2010;           2;   6761.9833984;   9994.5068359;     69.1737442;    143.6541443;    205.1014099;      9.7489605
        2010;           3;   6706.8959961;   9994.5068359;     71.4489670;    142.4838409;    205.1014099;     10.0696182
        2010;           4;   6661.1616211;   9994.5068359;     71.8682098;    141.5122375;    205.1014099;     10.1287041
        2010;           5;   6652.0336914;   9994.5068359;     75.2290115;    141.3183289;    205.1014099;     10.6023560
        2010;           6;   6642.9125977;   9994.5068359;     66.2392044;    141.1245575;    205.1014099;      9.3353834
        2010;           7;   6652.0336914;   9994.5068359;     75.3188095;    141.3183289;    205.1014099;     10.6150112
        2010;           8;   6652.0336914;   9994.5068359;     70.1634521;    141.3183289;    205.1014099;      9.8884439
        2010;           9;   6642.9125977;   9994.5068359;     60.0921021;    141.1245575;    205.1014099;      8.4690437
        2010;          10;   6615.5844727;   9994.5068359;     72.6388168;    140.5439758;    205.1014099;     10.2373085
        2010;          11;   6542.9863281;   9994.5068359;     56.6054535;    139.0016632;    205.1014099;      7.9776559
        2010;          12;   6452.8012695;   9994.5068359;     76.1863251;    137.0857391;    205.1014099;     10.7372751
        2011;           1;   6381.1040039;   9994.5068359;     57.2987938;    135.5625763;    205.1014099;      8.0753708
        2011;           2;   6327.5937500;   9994.5068359;     59.6623421;    134.4257965;    205.1014099;      8.4084768
        2011;           3;   6247.7509766;   9994.5068359;     69.3938751;    132.7295837;    205.1014099;      9.7799854
        2011;           4;   6194.8046875;   9994.5068359;     63.0647087;    131.6047668;    205.1014099;      8.8879871
        2011;           5;   6186.0019531;   9994.5068359;     64.6034164;    131.4177856;    205.1014099;      9.1048450
        2011;           6;   6186.0019531;   9994.5068359;     67.3537979;    131.4177856;    205.1014099;      9.4924679
        2011;           7;   6194.8046875;   9994.5068359;     71.2155533;    131.6047668;    205.1014099;     10.0367222
        2011;           8;   6203.6132812;   9994.5068359;     80.6794815;    131.7919006;    205.1014099;     11.3705139
        2011;           9;   6203.6132812;   9994.5068359;     87.8879318;    131.7919006;    205.1014099;     12.3864326
        2011;          10;   6177.2055664;   9994.5068359;     74.3942337;    131.2308960;    205.1014099;     10.4847078
        2011;          11;   6115.8066406;   9994.5068359;     71.6790161;    129.9264984;    205.1014099;     10.1020403
        2011;          12;   6063.4233398;   9994.5068359;     70.7786713;    128.8136749;    205.1014099;      9.9751501
        2012;           1;   5967.9721680;   9994.5068359;     66.4985275;    126.7858658;    205.1014099;      9.3719301
        2012;           2;   5924.8349609;   9994.5068359;     48.7778549;    125.8694382;    205.1014099;      6.8744783
        2012;           3;   5821.9458008;   9994.5068359;     61.4656067;    123.6836166;    205.1014099;      8.6626186
