 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   3042.2385254;   9994.5068359;     82.5451431;    143.0599670;    453.9934082;     25.7507229
        2005;           2;   3042.2385254;   9994.5068359;     80.2818146;    143.0599670;    453.9934082;     25.0446548
        2005;           3;   3042.2385254;   9994.5068359;     77.8196564;    143.0599670;    453.9934082;     24.2765617
        2005;           4;   3042.2385254;   9994.5068359;     78.7273483;    143.0599670;    453.9934082;     24.5597248
        2005;           5;   3042.2385254;   9994.5068359;     81.3618851;    143.0599670;    453.9934082;     25.3815918
        2005;           6;   3042.2385254;   9994.5068359;     83.9002533;    143.0599670;    453.9934082;     26.1734638
        2005;           7;   3042.2385254;   9994.5068359;     83.9576797;    143.0599670;    453.9934082;     26.1913757
        2005;           8;   3042.2385254;   9994.5068359;     83.8424759;    143.0599670;    453.9934082;     26.1554356
        2005;           9;   3042.2385254;   9994.5068359;     83.9002533;    143.0599670;    453.9934082;     26.1734638
        2005;          10;   3042.2385254;   9994.5068359;     83.9002533;    143.0599670;    453.9934082;     26.1734638
        2005;          11;   3042.2385254;   9994.5068359;     78.1134262;    143.0599670;    453.9934082;     24.3682060
        2005;          12;   3042.2385254;   9994.5068359;     75.2590103;    143.0599670;    453.9934082;     23.4777451
        2006;           1;   3042.2385254;   9994.5068359;     49.9910355;    143.0599670;    453.9934082;     15.5951653
        2006;           2;   3042.2385254;   9994.5068359;     48.2080078;    143.0599670;    453.9934082;     15.0389347
        2006;           3;   3042.2385254;   9994.5068359;     51.9142799;    143.0599670;    453.9934082;     16.1951408
        2006;           4;   3042.2385254;   9994.5068359;     54.6653748;    143.0599670;    453.9934082;     17.0533714
        2006;           5;   3042.2385254;   9994.5068359;     56.4809341;    143.0599670;    453.9934082;     17.6197510
        2006;           6;   3042.2385254;   9994.5068359;     57.6971283;    143.0599670;    453.9934082;     17.9991531
        2006;           7;   3042.2385254;   9994.5068359;     57.6971283;    143.0599670;    453.9934082;     17.9991531
        2006;           8;   3042.2385254;   9994.5068359;     57.6971283;    143.0599670;    453.9934082;     17.9991531
        2006;           9;   3042.2385254;   9994.5068359;     57.6971283;    143.0599670;    453.9934082;     17.9991531
        2006;          10;   3042.2385254;   9994.5068359;     57.6971283;    143.0599670;    453.9934082;     17.9991531
        2006;          11;   3042.2385254;   9994.5068359;     69.3061676;    143.0599670;    453.9934082;     21.6207008
        2006;          12;   3042.2385254;   9994.5068359;     70.1216125;    143.0599670;    453.9934082;     21.8750877
