 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   9022.2490234;   9994.5068359;     67.1063843;    239.0227966;    255.7697296;     11.7940054
        2005;           2;   9022.2490234;   9994.5068359;     64.4892273;    239.0227966;    255.7697296;     11.3340387
        2005;           3;   9022.2490234;   9994.5068359;     69.3500748;    239.0227966;    255.7697296;     12.1883364
        2005;           4;   9022.2490234;   9994.5068359;     72.4949493;    239.0227966;    255.7697296;     12.7410517
        2005;           5;   9022.2490234;   9994.5068359;     77.2111893;    239.0227966;    255.7697296;     13.5699348
        2005;           6;   9022.2490234;   9994.5068359;     78.8648148;    239.0227966;    255.7697296;     13.8605604
        2005;           7;   9022.2490234;   9994.5068359;     85.6323853;    239.0227966;    255.7697296;     15.0499668
        2005;           8;   9022.2490234;   9994.5068359;     85.7747345;    239.0227966;    255.7697296;     15.0749846
        2005;           9;   9022.2490234;   9994.5068359;     86.3220596;    239.0227966;    255.7697296;     15.1711779
        2005;          10;   9022.2490234;   9994.5068359;     87.5905457;    239.0227966;    255.7697296;     15.3941164
        2005;          11;   9022.2490234;   9994.5068359;     73.9416122;    239.0227966;    255.7697296;     12.9953041
        2005;          12;   9022.2490234;   9994.5068359;     71.7549667;    239.0227966;    255.7697296;     12.6109982
        2006;           1;   9022.2490234;   9994.5068359;     66.8555603;    239.0227966;    255.7697296;     11.7499237
        2006;           2;   9022.2490234;   9994.5068359;     61.0627823;    239.0227966;    255.7697296;     10.7318382
        2006;           3;   9022.2490234;   9994.5068359;     62.8170929;    239.0227966;    255.7697296;     11.0401592
        2006;           4;   9022.2490234;   9994.5068359;     67.8386459;    239.0227966;    255.7697296;     11.9227018
        2006;           5;   9022.2490234;   9994.5068359;     70.9787140;    239.0227966;    255.7697296;     12.4745722
        2006;           6;   9022.2490234;   9994.5068359;     70.4123001;    239.0227966;    255.7697296;     12.3750229
        2006;           7;   9022.2490234;   9994.5068359;     77.0545197;    239.0227966;    255.7697296;     13.5423975
        2006;           8;   9022.2490234;   9994.5068359;     77.1591721;    239.0227966;    255.7697296;     13.5607910
        2006;           9;   9022.2490234;   9994.5068359;     74.7091141;    239.0227966;    255.7697296;     13.1301918
        2006;          10;   9022.2490234;   9994.5068359;     77.4171982;    239.0227966;    255.7697296;     13.6061401
