;Min Manual;Uptake;Leach;Diff_Manual;Minz;Somz;Diff_Minz;Diff_SOMZ;MB_Minz
56;24.024056;32.6179008;8.6802225;-0.0863777;49.7707291;22.5068054;-8.4726058;18.7913179;-0.395486
57;24.193764;33.1878052;8.7311278;0.2629134;50.9351654;22.2870693;-9.0162324;19.6318637;-0.37604
58;23.751154;32.9955177;8.9450317;0.299332;52.0448799;22.0621223;-10.1043305;19.8784271;-0.466256
59;23.883048;33.2654228;8.8541874;0.5281874;53.0919571;21.8421173;-10.9723469;20.2774929;-0.399812
60;24.177734;34.0891533;8.8784329;1.0329864;54.0913849;21.626791;-11.1237987;21.3407952;-0.345268
61;23.951438;34.1892624;9.0247163;1.2131081;55.0578003;21.4002419;-11.8438216;21.8137368;-0.419006
62;24.224816;34.6152687;8.8690698;1.5213829;55.9876442;21.1907902;-12.5033057;22.2935483;-0.357392
63;24.422706;31.1279697;10.4548564;-3.7495927;66.6663666;20.9542198;-25.0835405;20.6286063;-0.554666
64;13.6577;0;31.9406248;-45.5983248;91.0228653;19.6235085;-59.0822405;12.3171163;-2.144394
65;12.208532;0;36.9242025;-49.1327345;79.8772278;18.5685062;-42.9530253;18.3556963;-0.850738
66;11.865028;0.6724599;34.8378691;-46.0304372;69.8764496;18.103117;-34.3661206;17.407212;-0.513408
67;11.89706;0.6724599;33.5110116;-44.7356117;61.2542801;17.9064884;-27.0708086;16.2769831;-0.44499
68;12.08515;0.6724599;31.859891;-43.2725811;53.8113289;17.8689537;-21.278978;14.6633972;-0.448434
69;12.352732;0.6724599;30.7948122;-42.4750843;47.3766556;17.9385471;-15.9093835;13.528725;-0.46872
70;12.669846;0.6724599;30.1600918;-42.1574779;41.8047676;18.086153;-10.9722159;12.7463987;-0.490784
71;13.016458;3.3622994;26.9864731;-36.6406317;36.971859;18.2901287;-6.6230865;12.0586438;-0.51093
72;13.384154;5.4896593;24.0638145;-31.9583092;32.7725372;18.5389843;-3.2190634;11.0144895;-0.528374
73;13.764954;7.8397985;21.4992557;-27.4244112;29.117033;18.819767;0.2220212;10.5192872;-0.54327
74;14.14532;9.7398653;18.5862428;-22.9916975;25.9288139;19.1209888;2.3972942;9.2051193;-0.555898
75;14.529578;11.514596;16.3675504;-19.3825324;23.1426353;19.4338284;4.7395111;8.448318;-0.56658
76;14.90741;12.8931475;14.801804;-16.8160665;20.7028008;19.7530804;6.9921507;7.9418711;-0.575638
77;18.223128;26.8041077;7.3388549;1.2421248;19.7211933;20.092638;14.4217693;14.0503246;0.469294
78;20.460804;27.6543922;4.5684232;2.625165;20.4866886;20.5854092;11.7361268;11.6374062;-0.289772
79;21.017808;28.2089558;4.4812354;2.7099124;21.0486088;20.9718533;11.6415824;11.7183379;-0.40642
80;23.823632;30.8587284;3.5738079;3.4612885;21.5311337;21.5726891;12.9014026;12.8598472;-0.07441
81;24.759448;24.4165115;7.074419;-7.4173555;22.3795204;22.1215668;9.1114101;9.3693637;-0.37282
82;18.661986;18.3085861;10.133359;-10.4867589;23.7140388;22.0303307;4.7279063;6.4116144;-1.487472
83;20.936384;21.7871265;9.9641072;-9.1133647;25.5364132;22.07094;6.2148205;9.6802937;-0.37849
84;20.830502;22.1567669;9.3622068;-8.0359419;27.2166557;22.1363926;4.302318;9.3825811;-0.546504
85;19.696026;22.1075058;9.1830365;-6.7715567;28.5360794;21.5845776;2.7544629;9.7059647;-0.410704
86;22.903454;25.6981277;8.5212507;-5.726577;29.8635063;21.8637581;4.3558721;12.3556203;-0.026264
87;22.456448;25.6021309;8.294317;-5.1486341;31.2570438;21.969553;2.6394041;11.9268949;-0.4669
88;21.315728;24.6955738;8.4486959;-5.0688501;32.6401367;21.7983036;0.504133;11.3459661;-0.655704
89;24.80016;27.9143028;8.2630928;-5.14895;34.0257301;22.4935818;2.1516655;13.6838138;-0.240478
90;23.857708;27.7860699;8.2317609;-4.303399;35.4675026;22.5102806;0.5503282;13.5075502;-0.575428
91;22.550836;26.7488346;8.3992161;-4.2012175;36.8881989;22.3612061;-1.7401482;12.7868446;-0.693952
92;24.26732;29.238699;7.6067651;-2.6353861;38.287117;22.2765179;-1.4416529;14.5689462;-0.259126
93;23.793882;29.350214;7.4339076;-1.8775756;39.7280045;22.1830101;-2.9438829;14.6011115;-0.483014
94;22.75805;29.2282162;7.8604713;-1.3903051;41.1421432;21.9949322;-4.0534557;15.0937553;-0.621922
95;23.098894;31.395628;7.2799372;1.0167968;42.5090485;21.8350391;-3.8334833;16.8405261;-0.442022
96;23.448054;31.5985546;7.1832219;0.9672787;43.903614;21.6677971;-5.1218375;17.1139794;-0.399336
97;22.8256;30.4948807;7.44801;0.2212707;45.2694283;21.4604836;-7.3265376;16.4824071;-0.521444
98;22.940288;31.8472137;7.3949758;1.5119499;46.5633049;21.2726707;-7.3211154;17.9695188;-0.43918
99;23.030826;32.0219116;7.4958478;1.4952378;47.8162956;21.0841923;-8.2985362;18.4335671;-0.407022
100;22.538572;31.5982265;7.7273192;1.3323353;49.0174065;20.838541;-9.6918608;18.4870047;-0.490168
101;22.675688;31.7207222;7.6544826;1.3905516;50.1466217;20.6085205;-10.7714169;18.7666843;-0.414246
102;22.99598;32.536705;7.6669822;1.8737428;51.2155151;20.4076176;-11.0118279;19.7960696;-0.357476
103;22.792504;32.6276512;7.7950101;2.0401371;52.240963;20.1730537;-11.8183017;20.2496076;-0.423864
104;23.125466;33.1331139;7.6422758;2.3653721;53.2226448;19.9669418;-12.4472551;20.8084479;-0.36064
105;23.390402;30.0838947;9.112321;-2.4188283;63.6013908;19.7506771;-24.4051751;19.4455386;-0.545874
106;12.69058;0;29.6143629;-42.3049429;87.1725006;18.4102154;-57.5581377;11.2041475;-2.130422
107;11.265814;0;34.5366373;-45.8024513;76.5011368;17.3600178;-41.9644995;17.1766195;-0.85582
108;10.92868;0.6724599;32.5853032;-42.8415233;66.9233704;16.9042492;-33.6656073;16.3535139;-0.522984
109;10.959396;0.6724599;31.3648797;-41.6518158;58.6660461;16.7121639;-26.6287065;15.3251757;-0.455028
110;11.144196;0.6724599;29.8302816;-40.3020177;51.5382042;16.676096;-21.0354627;13.8266455;-0.457898
111;11.404806;0.6724599;28.8526036;-39.5849497;45.3760796;16.7398148;-15.8510161;12.7852487;-0.4774
112;11.712022;0.6724599;28.2835908;-39.3231529;40.0402946;16.8818092;-11.0842439;12.0742415;-0.49882
113;12.05246;3.3622994;25.1923512;-33.8825118;35.4123306;17.0811062;-6.85768;11.4735444;-0.51828
114;12.410174;5.4896593;22.3276575;-29.2481722;31.3911705;17.3198128;-3.5738537;10.497504;-0.535178
115;12.782938;7.8397985;19.805102;-24.7482415;27.8908501;17.5877705;-0.2459496;10.05713;-0.549612
116;13.155576;9.7398653;16.9525844;-20.3682951;24.8380661;17.8756332;1.8543836;8.8168165;-0.56182
117;13.52939;11.514596;14.7742277;-16.7890217;22.1703129;18.1765842;4.1185108;8.1122395;-0.572152
118;13.896036;12.8931475;13.2345815;-14.23747;19.8342571;18.4815464;6.2934719;7.6461826;-0.580902
119;17.767596;26.8041077;6.3500767;2.686435;18.9534607;18.925827;14.2007237;14.2283574;0.624148
120;20.17456;27.4904518;3.7751286;3.5407632;19.7422466;19.6474209;11.5233338;11.6181595;-0.269808
121;20.778828;28.0089417;3.7108224;3.5192913;20.2635002;20.1069317;11.4562639;11.6128324;-0.404852
122;23.672404;29.675375;2.8957205;3.1072505;20.7152519;20.5560246;11.8558436;12.0150709;-0.035476
123;24.135538;24.2259655;7.3666718;-7.2762443;21.5321598;20.826786;10.0604775;10.7658513;-0.418138
124;17.73191;17.9853897;9.6931783;-9.4396986;22.8156509;20.7720203;4.8629171;6.9065477;-1.534834
125;19.917282;20.6798859;9.1131721;-8.3505682;24.5604382;20.7907219;5.2326198;9.0023361;-0.417424
126;19.683342;20.9208927;8.5553581;-7.3178074;26.1600208;20.8306618;3.31623;8.645589;-0.583016
127;19.192964;20.8236008;8.5051603;-6.8745235;27.4040546;20.8377419;1.9247065;8.4910192;-0.648298
128;22.140706;24.603241;8.0163938;-5.5538588;28.6509743;21.1695499;3.9686605;11.4500849;-0.113904
129;20.957874;24.2277622;7.6837875;-4.4138993;29.9606361;20.7827072;1.9509136;11.1288425;-0.296184
130;20.135584;23.4054031;7.6677185;-4.3978994;31.2614517;20.6090546;-0.1883301;10.464067;-0.612234
131;22.994258;26.7401848;7.3564252;-3.6104984;32.5718498;20.8376064;1.5247602;13.2590036;-0.02373
132;22.378902;26.6434021;7.149741;-2.8852409;33.9458275;20.9464722;-0.1526844;12.8466709;-0.483392
133;21.838278;25.7474918;7.379398;-3.4701842;35.3056335;21.3820744;-2.1787437;11.7448154;-0.868098
134;23.845528;28.414156;7.0710272;-2.5023992;36.6582451;21.2896366;-1.1730619;14.1955466;-0.157976
135;23.410016;28.4163799;6.9873045;-1.9809406;38.0637093;21.1943951;-2.6600249;14.2092893;-0.477022
136;22.245902;28.2877388;7.2612131;-1.2193763;39.449913;21.0140629;-3.9009611;14.534889;-0.637364
137;23.013228;30.3390312;6.3355104;0.9902928;40.8050423;20.8756771;-4.1305007;15.7988645;-0.399588
138;23.209074;30.8023319;6.137212;1.4560459;42.2007027;20.7167168;-5.2611588;16.2228271;-0.430822
139;22.417724;29.7610893;6.4463705;0.8969948;43.5747032;20.5037937;-7.3672434;15.7036661;-0.540162
140;22.142162;32.1302795;6.3882583;3.5998592;44.8912506;20.3237286;-6.3727128;18.1948092;-0.505288
141;22.512392;31.9618073;6.448196;3.0012193;46.2030067;20.1450005;-7.7930034;18.2650028;-0.380058
142;21.984872;31.2952538;6.6947092;2.6156726;47.4782524;19.8834534;-9.4882894;18.1065096;-0.486486
143;22.077818;31.3060532;6.6634625;2.5647727;48.6822166;19.649559;-10.7127009;18.3199567;-0.420336
144;22.384348;32.0499725;6.6772266;2.9883979;49.8202133;19.4450474;-11.0930142;19.2821517;-0.363776
145;22.169266;32.1041908;6.7970948;3.13783;50.9067726;19.2055416;-12.005487;19.695744;-0.425264
146;22.510768;32.6052818;6.6597812;3.4347326;51.9416313;18.997427;-12.6765683;20.267636;-0.358722
147;22.848854;29.2459354;8.0961699;-1.6990885;62.2401505;18.7820988;-24.8980452;18.5600065;-0.516236
148;11.820816;0;27.8248039;-39.6456199;85.550087;17.2842789;-57.7252831;10.540525;-2.170826
149;10.370094;0;32.6557337;-43.0258277;75.0725632;16.150732;-42.4168295;16.5050017;-0.871654
150;10.021718;0.6724599;30.7915692;-40.1408273;65.6677094;15.6683779;-34.2036803;15.7956512;-0.531482
151;10.046414;0.6724599;29.6396331;-39.0135872;57.5600739;15.4668093;-27.2479809;14.8452837;-0.461062
152;10.223864;0.6724599;28.1823795;-37.7337836;50.5621071;15.4257994;-21.7072677;13.42904;-0.462868
153;10.478482;0.6724599;27.2619429;-37.067965;44.512825;15.4860449;-16.5784222;12.4483579;-0.48181
154;10.782072;0.6724599;26.7352918;-36.8449039;39.2752876;15.6214924;-11.8675359;11.7862593;-0.50281
155;11.115356;3.3622994;23.6996093;-31.4526659;34.7330132;15.8127766;-7.6711045;11.2491321;-0.521934
156;11.46901;5.4896593;20.87346;-26.8528107;30.7867298;16.0464077;-4.4236105;10.3167116;-0.538538
157;11.832576;7.8397985;18.3784223;-22.3711998;27.3519859;16.3075523;-1.1337651;9.9106685;-0.552706
158;12.200818;9.7398653;15.5682839;-18.0292366;24.3567505;16.5912743;0.9513987;8.7168749;-0.564746
159;12.568108;11.514596;13.4193816;-14.4728936;21.7396221;16.8854141;3.1943555;8.0485635;-0.574924
160;12.9325;12.8931475;11.8967201;-11.9360726;19.4481754;17.1861;5.3416922;7.6037676;-0.583506
161;17.411758;26.8041077;5.5849456;3.8074041;18.6081161;17.7611561;13.7809372;14.6278972;0.745822
162;19.948908;27.1104431;3.2047262;3.9568089;19.4242001;18.6264782;10.8909692;11.6886911;-0.258244
163;20.539722;27.383316;3.1454769;3.6981171;19.9798851;19.0015678;10.5489078;11.5272251;-0.38465
164;23.472372;28.5189075;2.4230122;2.6235233;20.4522305;19.3116035;10.4896892;11.6303162;0.034804
165;24.092544;28.3693924;5.6306868;-1.3538384;21.2772484;19.5259991;12.7228308;14.4740801;-0.41132
166;17.170076;17.7273655;8.4934539;-7.9361644;22.5560665;19.4474525;3.6647529;6.7733669;-1.592486
167;19.19897;20.311245;8.3885277;-7.2762527;24.2840004;19.5504436;4.4157723;9.1493291;-0.475944
168;18.89909;20.5330849;7.830814;-6.1968191;25.8618526;19.5963936;2.5020463;8.7675053;-0.588602
169;18.413206;20.4363556;7.7740556;-5.750906;27.0833969;19.6022701;1.1270143;8.6081411;-0.64631
170;21.385518;24.2099228;7.3015763;-4.4771715;28.3058186;20.0713978;3.2056805;11.4401013;-0.10381
171;20.907712;23.9051476;7.0443327;-4.0468971;29.5902195;20.2096539;1.3592608;10.7398264;-0.507976
172;19.807914;23.0939827;7.1604742;-3.8744055;30.8664989;20.0400085;-0.612042;10.2144484;-0.686182
173;22.022924;26.3433609;6.7911076;-2.4706707;32.1546669;19.7007198;0.9798016;13.4337487;0.174524
174;21.687806;26.131485;6.423271;-1.979592;33.5091743;19.7621651;-0.9544183;12.7925909;-0.443408
175;20.528522;25.64081;6.5633845;-1.4510965;34.8525658;19.6539669;-2.6483713;12.5502276;-0.620872
176;23.061136;27.4358177;6.2278746;-1.8531929;36.1928787;19.5623322;-2.5291864;14.1013601;-0.018354
177;23.282098;28.4490395;6.2229064;-1.0559649;37.5897026;19.9840393;-2.9177567;14.6879066;-0.634886
178;21.752052;27.8249111;6.5090608;-0.4362017;38.9704208;19.814661;-4.6364489;14.5193109;-0.710822
179;22.713432;30.8889236;5.6195639;2.5559277;40.3247719;19.7309074;-3.8162844;16.7775801;-0.364882
180;22.789606;30.6165829;5.4320846;2.3948923;41.7236481;19.6224403;-5.6749806;16.4262272;-0.437668
181;21.97818;29.5892639;5.6815977;1.9294862;43.1036873;19.383604;-7.8328257;15.8872576;-0.547932
182;21.664972;32.1808739;5.6157305;4.9001714;44.4304733;19.2210388;-6.6338689;18.5755656;-0.50393
183;22.140286;31.9461956;5.6567695;4.1491401;45.7608566;19.0942726;-8.1578915;18.5086925;-0.360472
184;21.560042;31.2349033;5.8838233;3.791038;47.0585976;18.8754692;-9.939871;18.2432574;-0.49014
185;21.644294;31.2089157;5.8708677;3.693754;48.285408;18.6569347;-11.2056246;18.4228487;-0.414526
186;21.952042;31.9292679;5.8951774;4.0820485;49.4445496;18.4457455;-11.6201043;19.3786998;-0.351624
187;21.727636;31.9864407;5.996568;4.2622367;50.5500565;18.2397671;-12.5670478;19.7432416;-0.426398
188;22.09676;32.4762039;5.9067861;4.4726578;51.6017723;18.0404701;-13.2187823;20.3425199;-0.326774
189;22.414;28.2280369;7.3224799;-1.508443;61.8834686;17.7546101;-26.3329518;17.7959067;-0.511434
190;10.916416;0;26.4076911;-37.3241071;85.1314087;16.0711174;-58.7237176;10.3365737;-2.236248
191;9.422252;0;31.1408095;-40.5630615;74.7046204;14.8769264;-43.5638109;16.2638831;-0.891702
192;9.06066;0.6724599;29.3332219;-37.721422;65.3449936;14.3788099;-35.3393118;15.6268719;-0.53865
193;9.082458;0.6724599;28.2241267;-36.6341248;57.2766151;14.1773748;-28.3800285;14.7192118;-0.464408
194;9.256814;0.6724599;26.8188139;-35.403168;50.3127785;14.1322231;-22.8215047;13.3590507;-0.465108
195;9.512118;0.6724599;25.93589;-34.7755481;44.2932014;14.1936693;-17.6848515;12.4146806;-0.483644
196;9.813846;0.6724599;25.4353327;-34.5767188;39.0815735;14.3301888;-12.9737809;11.7776038;-0.50442
197;10.147886;3.3622994;22.4385697;-29.2241563;34.5619125;14.5202713;-8.7610434;11.2805978;-0.52346
198;10.50105;5.4896593;19.6380333;-24.649424;30.635479;14.7546997;-5.5077864;10.3729929;-0.539966
199;10.864728;7.8397985;17.1595923;-20.1845218;27.2181358;15.0183859;-2.218745;9.9810049;-0.554078
200;11.234426;9.7398653;14.3805949;-15.8751556;24.2382069;15.2997007;-0.1177467;8.8207595;-0.566048
201;11.600526;11.514596;12.2501963;-12.3361263;21.6345634;15.5947762;2.1302289;8.1700161;-0.576212
202;11.966626;12.8931475;10.7380691;-9.8115476;19.3550339;15.895731;4.2761827;7.7354856;-0.584696
203;17.053764;26.8041077;4.9458802;4.8044635;18.5070076;16.6437721;13.2429803;15.1062158;0.825538
204;19.651842;26.2427177;2.7566274;3.8342483;19.2980003;17.5167084;9.7013448;11.4826367;-0.209972
205;20.278832;26.5404243;2.7208229;3.5407694;19.8553829;17.7868023;9.4058643;11.4744449;-0.344386
206;23.253384;27.4554825;2.0538212;2.1482773;20.3400364;18.0697212;9.1692673;11.4395825;0.07623
207;24.825234;27.908968;4.8792006;-1.7954666;21.1762466;18.28158;11.611922;14.5065886;-0.237048
208;16.79209;21.8482246;7.6703449;-2.6142103;22.4669094;18.7015495;7.0516601;10.81702;-1.790754
209;18.682454;20.752861;7.6823058;-5.6118988;24.2088203;18.7946548;4.2263465;9.640512;-0.495558
210;18.368378;20.6388454;7.1361573;-4.8656899;25.8024483;18.6934032;1.9725544;9.0815995;-0.58709
211;17.889592;20.547596;7.0720879;-4.4140839;27.040554;18.5457973;0.5791299;9.0738866;-0.642474
212;20.893572;24.0354671;6.6400547;-3.4981596;28.2800999;18.9986286;2.3954219;11.6768932;-0.074914
213;20.415836;24.0020313;6.3656598;-2.7794645;29.5819569;19.1225891;0.7857342;11.245102;-0.515774
214;19.319664;23.4203644;6.4585209;-2.3578205;30.8759937;19.0063782;-0.9971084;10.8725071;-0.679798
215;22.23123;26.0640945;6.214225;-2.3813605;32.1818428;19.0364323;0.0964767;13.2418872;-0.013524
216;21.603148;26.0467129;5.9767335;-1.5331686;33.5537834;19.0177307;-1.530337;13.0057157;-0.515522
217;19.790848;25.7747784;6.010568;-0.0266376;34.9139786;18.4087448;-3.1286322;13.3766016;-0.44625
218;22.615362;28.1915302;5.5853844;-0.0092162;36.2699623;18.3798943;-2.4930477;15.3970203;0.053914
219;22.27568;28.7039204;5.5245884;0.903652;37.682106;18.3140392;-3.4535972;15.9144696;-0.39452
220;20.986882;27.729475;5.6231604;1.1194326;39.0778122;18.1728458;-5.7251768;15.1797896;-0.641872
221;22.666868;30.7183437;4.9010917;3.150384;40.4453926;18.5427265;-4.8259572;17.0767089;-0.506072
222;22.572368;30.5115738;4.8728206;3.0663852;41.8561058;18.3904438;-6.4717114;16.9939506;-0.457898
223;21.674576;30.4535618;5.0664429;3.7125429;43.2469635;18.2062416;-7.7269588;17.3137631;-0.560826
224;21.356706;30.9700527;5.0135144;4.5998323;44.5821114;18.0321865;-8.5985443;17.9513806;-0.488138
225;21.8176;31.0727959;5.0638874;4.1913085;45.9139214;17.8693562;-9.7772381;18.2673271;-0.35126
226;21.220752;31.2535362;5.2608073;4.7719769;47.2095947;17.6871529;-10.6952512;18.8271906;-0.485254
227;21.30611;31.1160946;5.2451631;4.5648215;48.4330292;17.4942665;-12.0717715;18.8669912;-0.405244
228;21.65135;31.3661938;5.3141247;4.4007191;49.5880241;17.2983055;-12.9077056;19.382013;-0.305312
229;21.445074;31.6587753;5.4165044;4.7971969;50.6892128;17.102478;-13.6139331;19.9728017;-0.4095
230;21.835072;31.5070095;5.3471231;4.3248144;51.7366371;16.9181423;-14.8825045;19.9359903;-0.298326
231;22.172486;26.7224255;6.7556274;-2.2056879;62.026104;16.6035633;-28.5480511;16.8744896;-0.485548
232;10.070592;0;25.2334749;-35.3040669;85.2997742;14.8340454;-60.0662993;10.3994295;-2.345574
233;8.500618;0;29.8485892;-38.3492072;74.8539505;13.6271629;-45.0053613;16.2214263;-0.92302
234;8.1186;0.6724599;28.0812336;-35.5273737;65.4774399;13.1266432;-36.7237464;15.6270503;-0.54789
235;8.135554;0.6724599;27.0021225;-34.4652166;57.3945389;12.9244061;-29.7199565;14.7501763;-0.467502
236;8.312066;0.6724599;25.6351799;-33.274786;50.4181633;12.8847322;-24.1105235;13.4229076;-0.466396
237;8.56828;0.6724599;24.7786184;-32.6744385;44.3877602;12.9472475;-18.9366819;12.5038308;-0.484456
238;8.873746;0.6724599;24.2961495;-32.4974356;39.1667938;13.0856342;-14.1981844;11.8829752;-0.505106
239;9.20822;3.3622994;21.3286921;-27.1746127;34.6390457;13.2814617;-9.9480542;11.4095298;-0.524118
240;9.563498;5.4896593;18.5462461;-22.6200848;30.7055874;13.5186977;-6.669682;10.5172077;-0.540638
241;9.930648;7.8397985;16.079173;-18.1700225;27.2821465;13.7843857;-3.363175;10.1345858;-0.55475
242;10.30211;9.7398653;13.3240429;-13.8862876;24.2969055;14.071312;-1.2329973;8.9925962;-0.566692
243;10.669274;11.514596;11.209149;-10.363827;21.6886406;14.368392;1.0351044;8.355353;-0.576786
244;11.03655;12.8931475;9.7054448;-7.8488473;19.4050694;14.6713467;3.1935229;7.9272456;-0.585368
245;16.725058;26.2647877;4.4366759;5.1030538;18.4834614;15.5967798;12.2180022;15.1046838;0.93772
246;19.40113;25.3033276;2.4343942;3.4678034;19.1450348;16.3971844;8.592687;11.3405374;-0.1603
247;20.05948;25.6137714;2.3958719;3.1584195;19.6506596;16.6240005;8.3589837;11.3856428;-0.320026
248;23.057286;26.2715759;1.7581384;1.4561515;20.1270561;16.8863506;7.9026582;11.1433637;0.1008
249;24.738364;26.6657047;4.340526;-2.4131853;20.9645386;17.2056026;10.0416921;13.8006281;-0.22078
250;16.423204;27.3817692;6.9977626;3.9608026;22.2681427;17.8370304;12.1113891;16.5425014;-1.852998
251;18.281424;22.9617882;7.0293865;-2.3490223;24.03685;18.026844;5.9543247;11.9643307;-0.497294
252;17.97397;21.7655525;6.4870555;-2.695473;25.6707458;17.9660645;2.5818622;10.2865435;-0.578676
253;17.507616;21.2659569;6.4178895;-2.6595486;26.9577675;17.7476654;0.7260789;9.936181;-0.637266
254;20.542494;24.5021744;6.0303137;-2.0706333;28.2517338;17.9334736;2.2807543;12.5990145;-0.044282
255;20.051444;24.2475014;5.7402804;-1.544223;29.6108456;18.0129509;0.3769362;11.9748309;-0.52402
256;18.964008;23.7095871;5.8168327;-1.0712536;30.9623528;17.9358788;-1.435933;11.590541;-0.669802
257;21.899598;25.7518673;5.614495;-1.7622257;32.323658;17.8788395;-0.9572957;13.4875228;0.011746
258;21.2982;26.8272438;5.4025496;0.1264942;33.7481003;17.8817768;-1.5183069;14.3480166;-0.486472
259;20.090588;25.8456936;5.4720073;0.2830983;35.157959;17.7709084;-3.8402581;13.5467925;-0.683102
260;22.626576;29.118866;5.1765099;1.3157801;36.558609;17.6957016;-2.2632331;16.5996743;0.002534
261;21.682864;28.3604774;5.0654741;1.6121393;38.0107994;17.1533737;-4.5848479;16.2725778;-0.212828
262;20.639752;28.4410877;5.0286359;2.7726998;39.4433441;17.0250053;-5.9736205;16.4447183;-0.596386
263;21.811328;28.7312546;4.4250874;2.4948392;40.8409119;16.9025116;-7.6845699;16.2538304;-0.169022
264;22.084608;28.8538361;4.3534667;2.4157614;42.2758179;16.7793541;-9.0685151;16.4279487;-0.338632
265;21.812378;29.5624275;4.5535195;3.19653;43.6872559;17.1031494;-9.5713089;17.0127976;-0.736862
266;21.274876;29.4359722;4.6101351;3.5509611;45.0364647;16.9236183;-10.9903574;17.122489;-0.511952
267;21.62881;29.6424809;4.6993188;3.3143521;46.3650055;16.7360725;-12.0232058;17.6057272;-0.35
268;20.999524;29.9098797;4.8516992;4.0586565;47.6479568;16.5322323;-12.8863779;18.2293466;-0.501788
269;21.140126;29.770977;4.8414373;3.7894137;48.8560944;16.3436184;-14.2436801;18.2687959;-0.370384
270;21.520898;29.9690685;4.9213694;3.5268011;49.9958954;16.1459217;-15.1054575;18.7445162;-0.27951
271;21.307678;30.2235756;5.0183414;3.8975562;51.0831337;15.9452868;-15.8412167;19.2966302;-0.382186
272;21.710248;30.0648975;4.9650429;3.3896066;52.1188354;15.7502632;-17.088895;19.2796772;-0.271768
273;22.036154;25.7970791;6.3545597;-2.5936346;62.4434319;15.427269;-30.2917931;16.7243698;-0.469966
274;9.283526;0;24.2286998;-33.5122258;85.8165054;13.645731;-61.5878056;10.5829688;-2.469866
275;7.625128;0;28.7085315;-36.3336595;75.3093338;12.4444571;-46.6008023;16.2640744;-0.958048
276;7.220066;0.6724599;26.9714709;-33.519077;65.8781357;11.9479446;-38.2342049;15.6959862;-0.557718
277;7.233282;0.6724599;25.9139123;-32.4747344;57.7480392;11.7495813;-31.161667;14.8367909;-0.470302
278;7.40978;0.6724599;24.5768672;-31.3141873;50.7309036;11.7129812;-25.4815765;13.5363459;-0.467306
279;7.668794;0.6724599;23.7390039;-30.735338;44.6652489;11.7788353;-20.2537851;12.6326285;-0.484862
280;7.976696;0.6724599;23.2699717;-30.5742078;39.4137306;11.9224319;-15.471299;12.0199997;-0.5054
281;8.314362;3.3622994;20.3243339;-25.2763965;34.8594627;12.1203957;-11.1728294;11.5662376;-0.52437
282;8.671726;5.4896593;17.5562751;-20.7383418;30.9029427;12.3648443;-7.8570083;10.6810901;-0.54096
283;9.041452;7.8397985;15.0984473;-16.3001008;27.459404;12.6341391;-4.5211582;10.3041067;-0.555072
284;9.41584;9.7398653;12.3627078;-12.0386825;24.4566326;12.9241381;-2.3540595;9.178435;-0.56707
285;9.788898;11.514596;10.2611174;-8.5354194;21.8330135;13.2284307;-0.0573001;8.5472827;-0.577262
286;10.17968;12.8931475;8.7921308;-6.0786633;19.5359936;13.5360622;2.1492847;8.1492161;-0.569226
287;16.443756;25.5580711;3.9987802;5.1155349;18.5032158;14.5684929;11.0536355;14.9883584;1.026382
288;19.168114;24.4628048;2.1635396;3.1311512;18.9643917;15.296629;7.6619527;11.3297154;-0.117194
289;19.855052;24.7061291;2.1202327;2.7308444;19.2408657;15.5433483;7.5854961;11.2830135;-0.297556
290;22.880228;25.1470051;1.5105448;0.7562323;19.6150742;15.847908;7.0424757;10.8096419;0.12656
291;24.455816;25.4582691;3.7854474;-2.7829943;20.3959026;16.2729568;8.8478139;12.9707597;-0.246218
292;16.085958;26.468298;6.3783223;4.0040177;21.6903896;16.8653774;11.1562307;15.9812429;-1.876854
293;17.898972;26.0884037;6.4494219;1.7400098;23.5023022;17.1100922;9.0355234;15.4277334;-0.498834
294;17.600646;26.2329216;5.9081429;2.7241327;25.2326202;17.1704712;6.9084443;14.9705933;-0.571886
295;17.143784;26.3725853;5.8351572;3.3936441;26.6522465;17.1807556;5.555496;15.0269869;-0.63238
296;20.206872;26.4015064;5.4843562;0.7102782;28.1011562;17.1679325;3.7847064;14.7179301;-0.0196
297;19.707926;26.5369282;5.1840711;1.6449311;29.6278915;17.1361427;2.0931078;14.5848566;-0.52416
298;18.63421;26.0470543;5.2519928;2.1608515;31.1498337;17.0511856;0.1492134;14.2478615;-0.661738
299;21.595588;27.2262058;5.0858918;0.544726;32.6751785;16.9811916;-0.3630809;15.330906;0.040334
300;21.013146;27.1758118;4.8910201;1.2716457;34.2554436;16.9308319;-2.1886117;15.136;-0.476294
301;19.789238;27.3405781;4.9319403;2.6193998;35.8119011;16.8311806;-3.5393827;15.4413378;-0.686672
302;22.316952;27.4809036;4.6344114;0.5295402;37.3396378;16.7148342;-5.2243228;15.4004808;0.003528
303;21.9471;27.6986885;4.5926482;1.1589403;38.9028511;16.5968838;-6.6115144;15.6944529;-0.40677
304;20.708212;27.9159279;4.6971887;2.5105272;40.4342995;16.4599667;-7.8211829;16.1531499;-0.658966
305;21.330904;27.3735332;4.1607443;1.8818849;41.9101715;15.8312111;-10.375894;15.7030664;0.113288
306;21.913458;27.5917778;4.0181233;1.6601965;43.4063797;15.6745243;-11.7964786;15.9353768;-0.263774
307;21.093282;27.8916512;4.2083306;2.5900386;44.8684425;15.5023413;-12.7684607;16.5976405;-0.516418
