"";"V1";"Ca_Wet";"Mg_Wet";"K_Wet";"NO3_Wet";"NH4_Wet";"Ntot_Wet";"SO4_Wet";"Na_Wet";"Cl_Wet";"K_Folx";"NO3_Folx";"NH4_Folx";"Ntot_Folx";"SO4_Folx";"Na_Folx";"Cl_Folx";"Ca_WTH";"Mg_WTH";"K_WTH";"Na_WTH";"Al_WTH";"Si_Wet";"P_WTH";"V79";"Year";"N_TU";"Ca_TU";"Mg_TU";"K_TU";"S_TU";"P_TU";"N_LF";"Ca_LF";"Mg_LF";"K_LF";"S_LF";"P_LF";"N_L_Min";"Ca_L_Min";"Mg_L_Min";"K_L_Min";"S_L_Min";"P_L_Min";"N_SOM_Min";"Ca_SOM_Min";"Mg_SOM_Min";"K_SOM_Min";"S_SOM_Min";"P_SOM_Min";"V26"
"1";"        2005";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,6255026;0;0;0;0;0;0;0,2200145;0,2502576;0,3709999;0,0443373;1,2440529;2,0561147;0,0807554;NA;2005;46,5855331;20,6149712;4,9024796;24,0008469;6,0985904;4,7420201;29,3624172;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;29,4778957;12,9689007;3,4392321;3,2336314;3,1609852;0,2278494;-1006,5232544;-0,0055153;-0,0033447;-0,0053804;-53,1050224;-94,7124557;NA
"2";"        2006";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,6255026;0;0;0;0;0;0;0,2208541;0,2509377;0,3731476;0,0442106;1,2495353;2,0628395;0,0813351;NA;2006;46,618576;23,1760406;5,0641289;24,2490902;6,4752021;5,1087036;29,3624172;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;23,3827915;9,447031;2,5980089;4,0659313;2,2198153;0,2172129;26,9659309;-0,0106368;-0,0064506;-0,0103768;4,5973296;5,2643089;NA
"3";"        2007";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,7780786;0;0;0;0;0;0;0,2207685;0,2488679;0,3694474;0,0436015;1,2389963;2,044944;0,0823914;NA;2007;46,633522;23,0256424;5,0696926;24,3757858;6,5739837;5,0947318;29,3624172;8,5099993;2,7432952;11,0944881;1,6400275;3,4504182;25,0051479;9,5380793;2,6908839;5,3561587;2,1806748;0,2353481;24,2946224;-0,0121338;-0,0073585;-0,0118372;4,6377034;5,1290207;NA
"4";"        2008";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,9794846;0;0;0;0;0;0;0,2217804;0,2457915;0,3631897;0,0429106;1,2224592;2,0180504;0,0847029;NA;2008;46,7455292;22,7974072;5,0891876;24,60219;6,7184362;5,0893888;29,3624096;8,5099993;2,7432952;11,0944862;1,6400273;3,4504182;26,3043442;9,5962896;2,7629828;6,415647;2,1442988;0,2498484;23,0373821;-0,0126195;-0,007653;-0,0123111;4,6743283;5,0893459;NA
"5";"        2009";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,1499043;0;0;0;0;0;0;0,2255067;0,2424489;0,3557343;0,0422997;1,2042232;1,9888122;0,0892916;NA;2009;46,6718674;22,5377216;5,0891633;24,7169113;6,7850041;5,0689516;29,3624172;8,5099993;2,7432952;11,0944834;1,6400273;3,4504182;27,3324814;9,6252594;2,8173916;7,2846112;2,1096618;0,2613573;22,2152023;-0,0128057;-0,0077659;-0,0124926;4,667346;5,0567427;NA
"6";"        2010";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,3048306;0;0;0;0;0;0;0,229926;0,23989;0,3500149;0,0418429;1,1907753;1,9668759;0,0940979;NA;2010;46,5055885;22,2040501;5,0771523;24,7713985;6,8319826;5,0381665;29,3624172;8,5099983;2,7432954;11,0944834;1,6400273;3,4045944;28,1406364;9,6316423;2,8576217;7,9969268;2,0768275;0,2702216;21,5994053;-0,0129002;-0,0078232;-0,0125849;4,6400561;5,0208716;NA
"7";"        2011";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,4287739;0;0;0;0;0;0;0,232638;0,2374647;0,3454306;0,0412901;1,1788384;1,9465539;0,0975531;NA;2011;46,2480812;21,9465294;5,0596557;24,7707825;6,7965159;5,0073829;28,9855003;8,5100021;2,7432959;11,0944881;1,6400278;3,3529251;28,7459621;9,6208048;2,8865361;8,5804777;2,0458186;0,2765251;21,0239506;-0,0122667;-0,0078612;-0,0126459;4,5534644;4,9877691;NA
"8";"        2012";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,5209513;0;0;0;0;0;0;0,2337921;0,2354541;0,3426567;0,0406756;1,1699505;1,9302392;0,0997129;NA;2012;45,9568443;21,4794388;5,0329132;24,7195301;6,7968102;4,9678912;28,554409;8,5099983;2,7375779;11,0367537;1,6400267;3,3113906;29,1417809;9,5970602;2,9060905;9,05443;2,016628;0,2807391;20,4887009;-0,0114576;-0,0078905;-0,0126931;4,4720469;4,9477992;NA
"9";"        2013";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,5660362;0;0;0;0;0;0;0,233833;0,2344143;0,3413273;0,0403329;1,1652734;1,9216794;0,1004027;NA;2013;45,8283043;21,3025742;5,0204501;24,6979446;6,7984285;4,949698;28,3551369;8,5100012;2,7112784;10,9286051;1,6400275;3,2932017;29,3767796;9,5638542;2,9162595;9,4286375;1,9892246;0,2834476;20,1349831;-0,0111004;-0,0077392;-0,0127322;4,3949232;4,9306669;NA
"10";"        2014";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,6195745;0;0;0;0;0;0;0,2337743;0,2333989;0,3401898;0,039977;1,1609026;1,9134345;0,1010296;NA;2014;45,6997528;14,7655582;5,0089116;24,6848145;6,8000474;4,9315033;28,1921806;8,5099993;2,6911557;10,8425522;1,6400275;3,2782764;29,5097637;9,5239391;2,9171095;9,7167625;1,9635595;0,2851499;19,8655548;-0,0108877;-0,007564;-0,0127656;4,3100524;4,9132943;NA
"11";"        2015";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;6,6773987;0;0;0;0;0;0;0,2335485;0,2323846;0,3390907;0,0396126;1,156616;1,9052492;0,1015296;NA;2015;45,6983566;12,5293255;5,007288;24,7220268;6,8629041;4,921154;28,1728745;8,509861;2,6865535;10,8176174;1,6400275;3,2794046;29,5743561;9,4794922;2,9122446;9,9406281;1,9395717;0,2861494;19,720089;-0,0108122;-0,007516;-0,0127944;4,2412992;4,904027;NA
