"";"Year";"Month";"N";"Ca";"Mg";"K";"S";"P"
"46";0;-11;-7,89245600000004;-0,960349999999991;-0,6007061;-2,64543909999999;-0,343327500000001;-0,532699600000001
"47";0;-11;-8,23623659999998;-0,969657900000001;-0,6014938;-2,63998410000001;-0,3452263;-0,533731500000002
"48";0;-11;-8,39538579999999;-0,955307000000005;-0,587825799999997;-2,57186129999999;-0,338323600000001;-0,5219211
"49";0;-11;-8,29748540000003;-0,901649400000011;-0,554204899999998;-2,42322540000001;-0,319355999999999;-0,492454600000002
"50";0;-11;-8,3917237;-0,900451700000005;-0,5428295;-2,35681149999999;-0,313547199999999;-0,482488700000001
"51";0;-11;-8,42013550000001;-0,891998299999997;-0,527730999999999;-2,2753372;-0,305413199999998;-0,469198200000001
"52";0;-11;-8,24877930000002;-0,848953300000005;-0,497205700000002;-2,13526920000001;-0,287966699999998;-0,442274100000002
"53";0;-11;-8,05407719999999;-0,808296200000001;-0,468147299999998;-2,0016861;-0,271310800000002;-0,416599300000001
"54";0;-11;-7,88616939999997;-0,778640699999997;-0,444627699999998;-1,8903885;-0,2578888;-0,395782399999998
"55";0;-11;-7,69183349999997;-0,747543300000004;-0,4212189;-1,7810211;-0,244468700000002;-0,3750362
"56";0;-11;-7,5340271;-0,727310099999997;-0,4034519;-1,69477839999999;-0,234359700000002;-0,3592434
"57";0;-11;-7,42044060000001;-0,718048100000004;-0,391420400000001;-1,63201149999999;-0,227626799999999;-0,348486000000001
"58";0;-11;-7,24877929999997;-0,697876000000008;-0,3753013;-1,55532839999999;-0,218410500000001;-0,334131200000002
"59";0;-11;-7,07485969999999;-0,678764399999991;-0,360406899999997;-1,48482509999999;-0,209888500000002;-0,3208503
"60";0;-11;-6,98165899999998;-0,677093499999998;-0,354028700000001;-1,4481735;-0,2064114;-0,315055899999997
"61";0;-11;-6,86553950000001;-0,670410200000006;-0,346035000000001;-1,4067306;-0,201940499999999;-0,307851799999998
"62";0;-11;-6,75814819999999;-0,665519799999998;-0,339443200000002;-1,3718109;-0,198280299999997;-0,301877899999997
"63";0;-11;-183,7438049;-57,676567;-13,4859886;-60,8517532;-10,9392204;-15,5558796
"64";0;-11;34,5642700000001;8,59561159999998;3,8078957;15,9355927;2,5941219;3,8152275
"65";0;-11;31,7422485;7,28764340000001;3,2256432;13,4958267;2,1977787;3,2314339
"66";0;-11;29,0881652;6,17999269999999;2,7326012;11,4300613;1,8621502;2,7371101
"67";0;-11;26,6895141;5,2419739;2,3150959;9,6809082;1,5779343;2,3185387
"68";0;-11;24,5176696;4,4475861;1,961546;8,1998978;1,3372421;1,9641113
"69";0;-11;22,5476074;3,774826;1,6621532;6,94589239999999;1,1334133;1,6639901
"70";0;-11;20,7574463;3,2050476;1,4086265;5,88408659999999;0,960795399999999;1,4098587
"71";0;-11;19,1279908;2,7224121;1,1939239;4,9850464;0,8146133;1,1946716
"72";0;-11;17,642273;2,31373599999999;1,0121003;4,2238007;0,6908102;1,0124454
"73";0;-11;16,285553;1,9675598;0,858114199999999;3,57920829999999;0,585953699999999;0,858143799999999
"74";0;-11;15,0448303;1,67433170000001;0,727706899999999;3,033432;0,497149499999999;0,727476099999999
"75";0;-11;13,9087524;1,42592620000001;0,617262800000001;2,5712967;0,4219331;0,6168213
"76";0;-11;12,8669434;1,2154999;0,5237236;2,1799812;0,358222999999999;0,523118
"77";0;-11;1,25881959999998;-1,7033691;-0,520087199999999;-1,4020081;-0,2718583;-0,405488999999999
"78";0;-11;1,15252680000003;-1,54828639999999;-0,4505882;-1,1200447;-0,2359838;-0,352420800000001
"79";0;-11;1,16519170000004;-1,3251343;-0,3810349;-0,908927899999995;-0,199214900000001;-0,298048
"80";0;-11;-0,737091099999986;-1,4662094;-0,494486799999999;-1,4508057;-0,271026599999999;-0,403747600000001
"81";0;-11;-2,30905150000001;-1,52561949999999;-0,5746889;-1,8711129;-0,322361000000001;-0,479274700000001
"82";0;-11;-5,55511469999999;-1,99366759999999;-0,8051453;-2,80095290000001;-0,4629154;-0,686330799999999
"83";0;-11;-6,98370359999996;-1,9885178;-0,860223700000002;-3,12761690000001;-0,498282399999999;-0,738331799999999
"84";0;-11;-5,07965089999999;-1,28532410000001;-0,616066;-2,33764649999999;-0,3545541;-0,526338599999999
"85";0;-11;-5,27673340000001;-1,1519165;-0,584091099999998;-2,2753601;-0,3372317;-0,500692300000001
"86";0;-11;-5,99136350000003;-1,1615295;-0,6049252;-2,39221190000001;-0,351180999999999;-0,521156300000001
"87";0;-11;-6,38919069999997;-1,12888340000001;-0,598926500000001;-2,39132690000001;-0,348878900000001;-0,517661999999998
"88";0;-11;-6,48315430000002;-1,0553055;-0,569061300000001;-2,2885361;-0,332129500000001;-0,4928837
"89";0;-11;-7,05346680000002;-1,0980835;-0,587510999999999;-2,3618927;-0,344072300000001;-0,510404600000001
"90";0;-11;-7,32788090000003;-1,0891724;-0,580354700000001;-2,33259580000001;-0,3405819;-0,5051822
"91";0;-11;-7,30123899999995;-1,02951039999999;-0,548938800000002;-2,2076263;-0,322484899999999;-0,4784355
"92";0;-11;-7,62612909999996;-1,05348210000002;-0,5541172;-2,2198563;-0,3261471;-0,4837627
"93";0;-11;-7,78271489999997;-1,04719549999999;-0,545396800000002;-2,1780854;-0,3214206;-0,4767285
"94";0;-11;-7,68328860000003;-0,994689999999991;-0,515912999999998;-2,0568237;-0,304218300000002;-0,451316800000001
"95";0;-11;-7,75610349999999;-0,985733100000004;-0,506101600000001;-2,01046749999999;-0,298711800000003;-0,443140100000001
"96";0;-11;-7,78805550000004;-0,97171019999999;-0,4943256;-1,95693969999999;-0,291975000000001;-0,4331608
"97";0;-11;-7,66860960000002;-0,930877700000025;-0,470935800000003;-1,85970309999999;-0,278253599999999;-0,412885699999997
"98";0;-11;-7,5255737;-0,890472399999993;-0,448152499999999;-1,7653656;-0,264865800000003;-0,393108400000003
"99";0;-11;-7,40451050000001;-0,858993599999991;-0,429822900000001;-1,6886368;-0,2541008;-0,3771953
"100";0;-11;-7,21356199999997;-0,81678770000002;-0,407104499999999;-1,59587089999999;-0,240694000000001;-0,357393299999998
"101";0;-11;-7,02648919999996;-0,77925110000001;-0,386915200000001;-1,5133515;-0,228765500000002;-0,339775099999997
"102";0;-11;-6,92996210000001;-0,763198799999998;-0,376714700000001;-1,46949770000001;-0,222787899999997;-0,330928800000002
"103";0;-11;-6,81790159999997;-0,745284999999996;-0,3660298;-1,42438510000001;-0,216507;-0,321641899999999
"104";0;-11;-6,72662350000002;-0,733001700000017;-0,358190499999999;-1,3906327;-0,2119179;-0,314838399999999
"105";0;-11;-176,9698181;-52,0681;-12,8689728;-58,8625641;-10,5924893;-14,8786487
"106";0;-11;33,5609742;8,3123779;3,690464;15,4970703;2,5143986;3,7037926
"107";0;-11;30,8214722;7,04689020000001;3,1256256;13,1244659;2,1297665;3,1368217
"108";0;-11;28,2447510000001;5,97538750000001;2,6473751;11,1156082;1,8040924;2,6567764
"109";0;-11;25,9159546;5,068161;2,242445;9,41469570000001;1,528347;2,2503147
"110";0;-11;23,8075562;4,30001829999998;1,8995819;7,97456360000001;1,294878;1,906166
"111";0;-11;21,8951416;3,64959710000002;1,6092854;6,75518799999999;1,0971928;1,6147728
"112";0;-11;20,1572265;3,09889229999999;1,363491;5,7227707;0,929809599999999;1,3680534
"113";0;-11;18,5753479;2,6325836;1,1553746;4,8486023;0,788085900000002;1,1591587
"114";0;-11;17,1331787;2,23777770000001;0,979158399999999;4,1084518;0,668092700000003;0,982282599999998
"115";0;-11;15,8161621;1,9034576;0,829952299999999;3,4817504;0,566491099999999;0,832523299999998
"116";0;-11;14,6118774;1,62040709999999;0,703624699999999;2,951149;0,4804639;0,705719000000002
"117";0;-11;13,5090027;1,38072199999999;0,596664399999998;2,5018844;0,4076185;0,598355300000001
"118";0;-11;12,4977417;1,1777649;0,5060921;2,1214905;0,3459454;0,5074492
"119";0;-11;0,745117199999981;-1,76361080000001;-0,5506916;-1,6357269;-0,291659299999999;-0,432435
"120";0;-11;1,06182859999996;-1,40139770000002;-0,441736200000001;-1,21035;-0,2320233;-0,344511999999998
"121";0;-11;1,78814699999998;-0,889801000000006;-0,309490200000003;-0,877117200000001;-0,157641399999999;-0,234855700000001
"122";0;-11;-0,273834300000033;-1,12971499999998;-0,443777100000002;-1,45047;-0,2417421;-0,3588238
"123";0;-11;-1,95989990000004;-1,2796937;-0,538417800000001;-1,8707199;-0,301569000000001;-0,4470043
"124";0;-11;-5,14196780000003;-1,76701359999998;-0,765888199999999;-2,76577;-0,4402256;-0,6513901
"125";0;-11;-6,5741883;-1,8287048;-0,8240929;-3,0471421;-0,477357900000001;-0,7061195
"126";0;-11;-4,76577759999998;-1,22180180000001;-0,590911900000002;-2,2297516;-0,3400918;-0,503765100000003
"127";0;-11;-4,9550782;-1,12004089999999;-0,5596332;-2,14179990000001;-0,323104899999997;-0,478725400000002
"128";0;-11;-5,66357419999997;-1,1499786;-0,581142400000001;-2,24384309999999;-0,337388999999998;-0,499772999999998
"129";0;-11;-6,06072999999998;-1,13035589999998;-0,5761699;-2,2372132;-0,335634200000001;-0,497182900000002
"130";0;-11;-6,16452019999997;-1,0658569;-0,548086100000003;-2,13706209999999;-0,319898600000002;-0,473976099999998
"131";0;-11;-6,76803589999997;-1,11793519999998;-0,570201900000001;-2,2239761;-0,333972899999999;-0,494722400000001
"132";0;-11;-7,0616761;-1,11232000000001;-0,565179799999999;-2,2049561;-0,3317184;-0,491395900000001
"133";0;-11;-7,06109620000001;-1,05512999999999;-0,536321600000001;-2,09339899999999;-0,315101600000002;-0,466899900000001
"134";0;-11;-7,48199459999995;-1,0941162;-0,550125099999999;-2,14311980000001;-0,323885000000001;-0,479833599999999
"135";0;-11;-7,69125360000004;-1,09236150000001;-0,5455513;-2,1222535;-0,321601899999997;-0,4764652
"136";0;-11;-7,62118529999998;-1,0389557;-0,5178738;-2,0130997;-0,305450499999999;-0,452655799999999
"137";0;-11;-7,82821660000002;-1,05038450000001;-0,519374800000001;-2,01493070000001;-0,3066654;-0,454443000000001
"138";0;-11;-7,9454346;-1,04512020000001;-0,513652799999999;-1,98937220000001;-0,303523999999999;-0,449804299999997
"139";0;-11;-7,80050660000001;-0,990188599999982;-0,485923800000002;-1,88023370000001;-0,287198999999998;-0,425735400000001
"140";0;-11;-7,68191530000001;-0,947509799999978;-0,4639606;-1,7932892;-0,274274799999997;-0,406686799999999
"141";0;-11;-7,5915832;-0,915298499999977;-0,446947099999999;-1,7254105;-0,264278399999998;-0,391937200000001
"142";0;-11;-7,40682990000005;-0,867675800000001;-0,423347400000001;-1,63279730000001;-0,250326099999999;-0,371372200000003
"143";0;-11;-7,20751949999999;-0,821823099999989;-0,400781600000002;-1,54438020000001;-0,236965099999999;-0,351675099999998
"144";0;-11;-7,09719849999999;-0,798080499999998;-0,3883267;-1,4946975;-0,229629599999999;-0,340862299999998
"145";0;-11;-6,9725952;-0,773544299999998;-0,375734300000001;-1,4447861;-0,222194700000003;-0,329898800000002
"146";0;-11;-6,8728638;-0,756118700000002;-0,3665561;-1,408081;-0,216785399999999;-0,321918400000001
"147";0;-11;-177,1838684;-53,4499512;-12,9716969;-59,5249939;-10,6248169;-14,958168
"148";0;-11;32,9778443;8,19610589999999;3,639122;15,2978057;2,4805507;3,6539573
"149";0;-11;30,2855835;6,95016480000001;3,0822868;12,9563599;2,1012096;3,0947647
"150";0;-11;27,7525328999999;5,89526370000002;2,6108055;10,9738388;1,7800331;2,6213093
"151";0;-11;25,4636841;5,00205989999998;2,2116223;9,29525;1,5080853;2,220438
"152";0;-11;23,3914795;4,2457733;1,8736267;7,8740387;1,277832;1,8810157
"153";0;-11;21,5119934000001;3,60545350000001;1,5874405;6,67069239999999;1,0828762;1,5936356
"154";0;-11;19,8043823;3,06329350000001;1,3451347;5,6518174;0,9178104;1,350317
"155";0;-11;18,2500916;2,604187;1,1399708;4,7891159;0,778049500000002;1,1442852
"156";0;-11;16,8331298;2,2154999;0,966266700000002;4,0586929;0,659709899999999;0,969848599999999
"157";0;-11;15,5393981;1,8864136;0,819189099999999;3,44023900000001;0,559518799999999;0,8221512
"158";0;-11;14,3563842;1,60774230000001;0,6946564;2,91661070000001;0,474681899999997;0,697092000000001
"159";0;-11;13,2731017999999;1,37178040000001;0,5892105;2,47324379999999;0,402849199999999;0,591211300000001
"160";0;-11;12,2799683;1,17201230000001;0,4999371;2,09783940000001;0,342029499999999;0,501562199999999
"161";0;-11;0,557281499999988;-1,69667059999998;-0,554126700000001;-1,68447880000001;-0,293876699999998;-0,435829200000001
"162";0;-11;0,794036800000015;-1,2382355;-0,453430100000002;-1,39250180000001;-0,2391109;-0,3551006
"163";0;-11;1,5770263;-0,793273899999974;-0,316003800000001;-0,980400099999997;-0,1615772;-0,240806599999999
"164";0;-11;-0,432189999999991;-1,04682929999998;-0,445837000000001;-1,51876829999999;-0,242973299999999;-0,3607941
"165";0;-11;-2,06591800000001;-1,21121220000001;-0,536344499999998;-1,9052658;-0,3003006;-0,445295400000003
"166";0;-11;-5,18630989999997;-1,69706720000002;-0,759099899999999;-2,7752227;-0,436105700000002;-0,645481100000001
"167";0;-11;-6,56341559999998;-1,77551270000001;-0,813423199999999;-3,02254480000001;-0,470890000000001;-0,696758299999999
"168";0;-11;-4,73107909999999;-1,19816589999999;-0,579395299999998;-2,1781845;-0,333091699999997;-0,493631400000002
"169";0;-11;-4,89190669999999;-1,10581969999998;-0,546819699999997;-2,0759202;-0,315309499999998;-0,467422499999998
"170";0;-11;-5,58142090000001;-1,14198300000001;-0,567876899999998;-2,1706543;-0,329311400000002;-0,488054200000001
"171";0;-11;-5,96804810000003;-1,1266784;-0,563144700000002;-2,16198730000001;-0,327682499999998;-0,485651000000001
"172";0;-11;-6,06640629999998;-1,06488040000002;-0,535675000000001;-2,06308749999999;-0,3122978;-0,462978399999997
"173";0;-11;-6,67431640000001;-1,11964419999998;-0,559135400000002;-2,15531919999999;-0,327169399999999;-0,484897699999998
"174";0;-11;-6,97210690000003;-1,1151581;-0,555297900000003;-2,14180759999999;-0,325607300000001;-0,4825974
"175";0;-11;-6,97692869999997;-1,0584259;-0,527576400000001;-2,03615570000001;-0,309677099999998;-0,459104499999999
"176";0;-11;-7,42617799999999;-1,10180670000003;-0,544468000000002;-2,0993881;-0,3202839;-0,474740999999998
"177";0;-11;-7,65069579999999;-1,10115049999999;-0,541563;-2,0868378;-0,318994499999999;-0,472833599999998
"178";0;-11;-7,5878601;-1,04681400000001;-0,514690399999999;-1,9826965;-0,303316200000001;-0,449726099999999
"179";0;-11;-7,8154907;-1,0599517;-0,518106400000001;-1,9937973;-0,3056774;-0,453205100000002
"180";0;-11;-7,94189460000001;-1,0539856;-0,5131646;-1,9729995;-0,302993799999999;-0,449251199999999
"181";0;-11;-7,80633549999999;-0,998443600000002;-0,486175500000002;-1,8683853;-0,287111299999999;-0,4258232
"182";0;-11;-7,71844480000004;-0,95957949999999;-0,466854099999999;-1,79300689999999;-0,275760600000002;-0,409097599999999
"183";0;-11;-7,6510925;-0,929351800000006;-0,451601;-1,7332534;-0,266809499999997;-0,3959045
"184";0;-11;-7,47106939999998;-0,880096500000008;-0,428007099999999;-1,6419143;-0,252857200000001;-0,375339499999999
"185";0;-11;-7,2744141;-0,8324432;-0,4052848;-1,55404660000001;-0,239410400000001;-0,355512699999998
"186";0;-11;-7,16265870000001;-0,806228699999991;-0,392356800000002;-1,5035706;-0,231780999999998;-0,344266899999997
"187";0;-11;-7,03518679999996;-0,779281600000019;-0,3792267;-1,45250710000001;-0,2240295;-0,332840000000001
"188";0;-11;-6,93225100000001;-0,759719799999999;-0,369508799999998;-1,4145355;-0,2182979;-0,324382700000001
"189";0;-11;-177,7203674;-54,3242493;-13,0542412;-59,885765;-10,664545;-15,0352516
"190";0;-11;32,8209839;8,17251580000001;3,6265297;15,2500153;2,4724617;3,6418152
"191";0;-11;30,1417237000001;6,93206789999999;3,0717964;12,9165344;2,0945034;3,0846443
"192";0;-11;27,6209106;5,88183599999999;2,6021003;10,9407653;1,7744903;2,6129265
"193";0;-11;25,3430176000001;4,992569;2,2044105;9,2679061;1,5035439;2,2135125
"194";0;-11;23,2810059;4,23960869999999;1,8676872;7,8515168;1,274126;1,8753224
"195";0;-11;21,410736;3,6021423;1,5825901;6,65225980000001;1,0798836;1,5889854
"196";0;-11;19,7115174;3,06234739999999;1,3411942;5,6368408;0,9154129;1,3465462
"197";0;-11;18,1650391;2,60534659999999;1,1368084;4,77710719999999;0,7761593;1,1412735
"198";0;-11;16,755249;2,21832269999999;0,9637566;4,04914860000001;0,658254700000001;0,967462600000001
"199";0;-11;15,4679565;1,8906556;0,8172283;3,43281549999999;0,5584259;0,820302999999999
"200";0;-11;14,2909241;1,6132355;0,6931686;2,91096490000001;0,473892200000002;0,695705400000001
"201";0;-11;13,2131347;1,37832639999999;0,588128999999999;2,4691086;0,4023304;0,590200400000001
"202";0;-11;12,2251282;1,17941289999999;0,4991837;2,09497829999999;0,341732;0,5008774
"203";0;-11;0,440582300000017;-1,64546199999998;-0,572147399999999;-1,910759;-0,304475700000001;-0,451692600000001
"204";0;-11;0,788360600000033;-1,18623350000001;-0,456447600000001;-1,5435715;-0,240734100000001;-0,357728999999999
"205";0;-11;1,51287840000003;-0,770431500000001;-0,321477900000001;-1,0783615;-0,164655700000001;-0,245586400000001
"206";0;-11;-0,473022500000013;-1,0238037;-0,448343300000001;-1,5866623;-0,244270299999997;-0,362941800000002
"207";0;-11;-2,09219360000003;-1,19023139999999;-0,536787;-1,94614420000001;-0,3003502;-0,445606299999998
"208";0;-11;-5,20129399999996;-1,67576599999998;-0,758468699999998;-2,8053436;-0,435506800000002;-0,644845999999998
"209";0;-11;-6,5703125;-1,7584229;-0,811298300000001;-3,02588659999999;-0,4693966;-0,694799400000001
"210";0;-11;-4,73559569999998;-1,18780520000001;-0,576026900000002;-2,15038300000001;-0,3308468;-0,4905662
"211";0;-11;-4,89379880000001;-1,09785460000001;-0,543006899999998;-2,03647609999999;-0,3127976;-0,463954900000001
"212";0;-11;-5,58224489999998;-1,13574220000001;-0,563938200000003;-2,12501520000001;-0,326721200000001;-0,4844723
"213";0;-11;-5,96914670000001;-1,1216431;-0,5593243;-2,11408999999999;-0,325161000000001;-0,482175900000001
"214";0;-11;-6,06893919999999;-1,06060789999998;-0,532157900000001;-2,01564019999999;-0,309955599999999;-0,4597607
"215";0;-11;-6,67935179999995;-1,11590580000001;-0,556051200000002;-2,11023709999999;-0,3250809;-0,482057599999997
"216";0;-11;-6,97961420000001;-1,11175539999999;-0,552639000000003;-2,09992219999999;-0,323776200000001;-0,480133100000003
"217";0;-11;-6,98663329999999;-1,05502319999999;-0,525312399999997;-1,9978562;-0,3080693;-0,456979700000002
"218";0;-11;-7,4404907;-1,09881590000001;-0,542806599999999;-2,06582640000001;-0,319042200000002;-0,473150200000003
"219";0;-11;-7,66763309999999;-1,0980682;-0,5403004;-2,0572586;-0,317989300000001;-0,471588199999999
"220";0;-11;-7,60797120000001;-1,0437317;-0,513845500000002;-1,9572525;-0,302560799999998;-0,4488506
"221";0;-11;-7,83670050000001;-1,05636600000003;-0,517480899999999;-1,9715424;-0,305047999999999;-0,452524200000003
"222";0;-11;-7,96499639999996;-1,05018610000002;-0,512807800000001;-1,9540329;-0,302530200000003;-0,4488068
"223";0;-11;-7,83163449999995;-0,994476300000002;-0,4860936;-1,8525925;-0,286809899999998;-0,425628700000001
"224";0;-11;-7,73937979999999;-0,954116900000002;-0,466457299999998;-1,7778702;-0,275260900000003;-0,4086018
"225";0;-11;-7,66836549999999;-0,922683699999993;-0,450931599999997;-1,71884159999999;-0,266159099999999;-0,395187399999998
"226";0;-11;-7,48657229999998;-0,872756899999985;-0,427288000000004;-1,6288071;-0,252176300000002;-0,374565100000002
"227";0;-11;-7,28955080000003;-0,824661300000002;-0,404628800000005;-1,54256439999999;-0,238759999999999;-0,354801200000001
"228";0;-11;-7,17733759999999;-0,798171999999994;-0,391761799999998;-1,4935303;-0,2311707;-0,3436032
"229";0;-11;-7,05123910000003;-0,771285999999975;-0,378829900000007;-1,44423669999999;-0,223537400000001;-0,3323441
"230";0;-11;-6,94982909999999;-0,751785299999995;-0,369327500000004;-1,4080124;-0,217928000000001;-0,3240853
"231";0;-11;-178,6561889;-55,0020599;-13,1656189;-60,6004181;-10,7357597;-15,1486911
"232";0;-11;32,8402099000001;8,18923949999999;3,6303901;15,2709198;2,4753036;3,6457634
"233";0;-11;30,1599732;6,94815069999999;3,0752335;12,9348755;2,0970593;3,0881768
"234";0;-11;27,6383056999999;5,89735410000003;2,6051902;10,957016;1,7767982;2,6160813
"235";0;-11;25,3595581;5,00752259999999;2,2071952;9,28233329999998;1,5056381;2,2163506
"236";0;-11;23,2969055;4,25425720000001;1,8702163;7,86438749999999;1,2760429;1,8779164
"237";0;-11;21,4259644;3,61640930000002;1,5849076;6,66384889999999;1,0816517;1,5913506
"238";0;-11;19,7262573;3,07635499999998;1,3433399;5,64733890000001;0,917053199999998;1,3487224
"239";0;-11;18,1791687;2,61903380000001;1,1387978;4,7866745;0,777694700000001;1,1432915
"240";0;-11;16,7689209;2,23178099999998;0,9656105;4,05793;0,659694699999999;0,969350800000001
"241";0;-11;15,4813843;1,90399170000001;0,818975500000001;3,4409179;0,559785799999997;0,822078700000002
"242";0;-11;14,3039246;1,6264496;0,694824200000003;2,9184952;0,475196799999999;0,697381999999998
"243";0;-11;13,2259216;1,39138789999998;0,589708299999998;2,4761276;0,4035701;0,591796800000001
"244";0;-11;12,2375794;1,1924133;0,500694299999999;2,1016236;0,3429298;0,502405199999998
"245";0;-11;0,585418699999991;-1,6354522;-0,575799999999997;-1,9733734;-0,306369799999999;-0,454719600000001
"246";0;-11;0,90078729999999;-1,17034909999998;-0,455873499999999;-1,5671234;-0,240102799999999;-0,357036600000001
"247";0;-11;1,50988770000004;-0,771423400000003;-0,3273811;-1,1136094;-0,167900100000001;-0,2506065
"248";0;-11;-0,469818099999998;-1,02085879999998;-0,452226599999999;-1,61085510000001;-0,246314999999999;-0,3661976
"249";0;-11;-2,09310909999999;-1,18560790000001;-0,539634700000001;-1,96291360000001;-0,301778800000001;-0,447948399999998
"250";0;-11;-5,21301269999998;-1,67227170000001;-0,761713100000001;-2,8225631;-0,437177699999999;-0,647539099999999
"251";0;-11;-6,5946045;-1,75463869999999;-0,814075500000001;-3,0373077;-0,470789;-0,697078700000002
"252";0;-11;-4,76757809999998;-1,18190000000001;-0,577438300000001;-2,1515579;-0,3314305;-0,491651600000001
"253";0;-11;-4,93374640000002;-1,09185790000001;-0,544218099999998;-2,03505709999999;-0,313260999999997;-0,4648705
"254";0;-11;-5,62832639999999;-1,12971490000001;-0,565057800000002;-2,1222458;-0,3271275;-0,485309600000001
"255";0;-11;-6,0196838;-1,1156464;-0,560415300000003;-2,11077880000001;-0,325551999999998;-0,4829902
