Pool = mol/m²;;Decomp = mmol/m²/time step;
;
;;Residue+L1+L2+L3;;;;;;;;;;;;;;;;;;;;;;L1+L2+L3;;;;;;;;;;;;;;;;;;;;;;Layer 1;;;;;;;;;;;;;;;;;;;;;;Layer 2;;;;;;;;;;;;;;;;;;;;;;Layer 3;;;;;;;;;;;;;;;;;;;;;;;
YEAR;Month;C pool;N pool;Ca Pool;Mg pool;K pool;S pool;P pool;N Conc;Ca conc;Mg conc;K Conc;S conc;P Conc;Decomp%C;Decomp%N;Decomp%Ca;Decomp%Mg;Decomp%K;Decomp%S;Decomp%P;Decomp%CO2;Decomp%DOC;C pool;N pool;Ca Pool;Mg pool;K pool;S pool;P pool;N Conc;Ca conc;Mg conc;K Conc;S conc;P Conc;Decomp%C;Decomp%N;Decomp%Ca;Decomp%Mg;Decomp%K;Decomp%S;Decomp%P;Decomp%CO2;Decomp%DOC;C pool;N pool;Ca Pool;Mg pool;K pool;S pool;P pool;N Conc;Ca conc;Mg conc;K Conc;S conc;P Conc;Decomp%C;Decomp%N;Decomp%Ca;Decomp%Mg;Decomp%K;Decomp%S;Decomp%P;Decomp%CO2;Decomp%DOC;C pool;N pool;Ca Pool;Mg pool;K pool;S pool;P pool;N Conc;Ca conc;Mg conc;K Conc;S conc;P Conc;Decomp%C;Decomp%N;Decomp%Ca;Decomp%Mg;Decomp%K;Decomp%S;Decomp%P;Decomp%CO2;Decomp%DOC;C pool;N pool;Ca Pool;Mg pool;K pool;S pool;P pool;N Conc;Ca conc;Mg conc;K Conc;S conc;P Conc;Decomp%C;Decomp%N;Decomp%Ca;Decomp%Mg;Decomp%K;Decomp%S;Decomp%P;Decomp%CO2;Decomp%DOC
        2005;           1;     58.3820953;      1.4836791;      0.2361330;      0.1068725;      0.0548099;      0.0058913;      0.0467904;      0.0254133;      0.0040446;      0.0018306;      0.0009388;      0.0001009;      0.0008015;    121.1932068;      4.6116986;      0.7340021;      0.3322129;      0.1709278;      0.0184386;      0.1454567;     38.9025192;     21.3870411;     58.3820953;      1.4836791;      0.2361330;      0.1068725;      0.0548099;      0.0058913;      0.0467904;      0.0254133;      0.0040446;      0.0018306;      0.0009388;      0.0001009;      0.0008015;    121.1932068;      4.6116986;      0.7340021;      0.3322129;      0.1709278;      0.0184386;      0.1454567;     38.9025192;     21.3870411;     27.4146881;      0.6968889;      0.1109222;      0.0502050;      0.0259096;      0.0028043;      0.0219831;     25.4202747;      4.0460868;      1.8313189;      0.9450977;      0.1022927;      0.8018744;     97.3657990;      3.4256964;      0.5452602;      0.2467929;      0.1273636;      0.0137852;      0.1080625;     20.2143555;     17.1822033;      0.0971790;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0952926;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0747393;      0.0168163;     30.8702259;      0.7867902;      0.1252108;      0.0566674;      0.0289004;      0.0030870;      0.0248072;     25.4870243;      4.0560379;      1.8356659;      0.9361891;      0.0999997;      0.8035969;     23.7321167;      1.1860021;      0.1887419;      0.0854201;      0.0435642;      0.0046533;      0.0373942;     18.6134243;      4.1880207
        2005;           2;     58.4526329;      1.4807050;      0.2356816;      0.1066733;      0.0550709;      0.0059629;      0.0467090;      0.0253317;      0.0040320;      0.0018250;      0.0009421;      0.0001020;      0.0007991;    126.9916382;      4.8164721;      0.7667067;      0.3470416;      0.1804260;      0.0196865;      0.1519796;     40.7848854;     22.4102917;     58.4526329;      1.4807050;      0.2356816;      0.1066733;      0.0550709;      0.0059629;      0.0467090;      0.0253317;      0.0040320;      0.0018250;      0.0009421;      0.0001020;      0.0007991;    126.9916382;      4.8164721;      0.7667067;      0.3470416;      0.1804260;      0.0196865;      0.1519796;     40.7848854;     22.4102917;     27.4320641;      0.6951542;      0.1106680;      0.0500951;      0.0262160;      0.0028808;      0.0219409;     25.3409386;      4.0342574;      1.8261515;      0.9556701;      0.1050146;      0.7998266;    101.9876404;      3.5771110;      0.5694732;      0.2577784;      0.1349018;      0.0148238;      0.1129030;     21.1739044;     17.9978199;      0.1987666;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.2040026;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.1600020;      0.0360005;     30.8218021;      0.7855508;      0.1250136;      0.0565782;      0.0288548;      0.0030822;      0.0247681;     25.4868546;      4.0560112;      1.8356538;      0.9361830;      0.0999990;      0.8035916;     24.7999992;      1.2393608;      0.1972335;      0.0892632;      0.0455242;      0.0048627;      0.0390766;     19.4509792;      4.3764706
        2005;           3;     58.5015373;      1.4764619;      0.2350283;      0.1063827;      0.0552874;      0.0060300;      0.0465878;      0.0252380;      0.0040175;      0.0018185;      0.0009451;      0.0001031;      0.0007964;    161.7672424;      6.1137633;      0.9733604;      0.4406151;      0.2314806;      0.0255417;      0.1929972;     51.9982185;     28.5471611;     58.5015373;      1.4764619;      0.2350283;      0.1063827;      0.0552874;      0.0060300;      0.0465878;      0.0252380;      0.0040175;      0.0018185;      0.0009451;      0.0001031;      0.0007964;    161.7672424;      6.1137633;      0.9733604;      0.4406151;      0.2314806;      0.0255417;      0.1929972;     51.9982185;     28.5471611;     27.4133072;      0.6924852;      0.1102653;      0.0499180;      0.0264904;      0.0029541;      0.0218693;     25.2609138;      4.0223265;      1.8209394;      0.9663342;      0.1077600;      0.7977611;    129.8385468;      4.5395718;      0.7228416;      0.3272362;      0.1736574;      0.0193653;      0.1433635;     26.9561024;     22.9126854;      0.3277656;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.4281915;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.3358365;      0.0755632;     30.7604637;      0.7839766;      0.1247631;      0.0564648;      0.0287970;      0.0030760;      0.0247185;     25.4865036;      4.0559549;      1.8356284;      0.9361700;      0.0999976;      0.8035805;     31.5005035;      1.5741917;      0.2505189;      0.1133789;      0.0578232;      0.0061764;      0.0496337;     24.7062798;      5.5589132
        2005;           4;     58.4932594;      1.4714687;      0.2342480;      0.1060329;      0.0553457;      0.0060648;      0.0464385;      0.0251562;      0.0040047;      0.0018127;      0.0009462;      0.0001037;      0.0007939;    165.2086945;      6.2277393;      0.9916039;      0.4488961;      0.2374462;      0.0263890;      0.1966507;     53.1962891;     29.1544800;     58.4932594;      1.4714687;      0.2342480;      0.1060329;      0.0553457;      0.0060648;      0.0464385;      0.0251562;      0.0040047;      0.0018127;      0.0009462;      0.0001037;      0.0007939;    165.2086945;      6.2277393;      0.9916039;      0.4488961;      0.2374462;      0.0263890;      0.1966507;     53.1962891;     29.1544800;     27.3362236;      0.6890988;      0.1097406;      0.0496839;      0.0266077;      0.0029951;      0.0217706;     25.2082672;      4.0144768;      1.8175104;      0.9733502;      0.1095663;      0.7964021;    132.4414825;      4.6209278;      0.7358938;      0.3331679;      0.1784249;      0.0200846;      0.1459885;     27.4965038;     23.3720284;      0.4590044;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.6133317;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.4810444;      0.1082350;     30.6980305;      0.7823698;      0.1245073;      0.0563491;      0.0287380;      0.0030697;      0.0246678;     25.4859924;      4.0558739;      1.8355918;      0.9361513;      0.0999956;      0.8035644;     32.1538887;      1.6068115;      0.2557101;      0.1157283;      0.0590214;      0.0063044;      0.0506622;     25.2187386;      5.6742167
        2005;           5;     58.5541801;      1.4659235;      0.2333936;      0.1056528;      0.0556168;      0.0061498;      0.0462796;      0.0250353;      0.0039859;      0.0018044;      0.0009498;      0.0001050;      0.0007904;    212.1609497;      7.9611540;      1.2678492;      0.5740088;      0.3076790;      0.0346657;      0.2515253;     68.3921967;     37.4401703;     58.5541801;      1.4659235;      0.2333936;      0.1056528;      0.0556168;      0.0061498;      0.0462796;      0.0250353;      0.0039859;      0.0018044;      0.0009498;      0.0001050;      0.0007904;    212.1609497;      7.9611540;      1.2678492;      0.5740088;      0.3076790;      0.0346657;      0.2515253;     68.3921967;     37.4401703;     27.3088970;      0.6856096;      0.1092134;      0.0494518;      0.0269543;      0.0030882;      0.0216766;     25.1057224;      3.9991872;      1.8108313;      0.9870157;      0.1130844;      0.7937552;    169.9468231;      5.9053812;      0.9406909;      0.4259447;      0.2321663;      0.0265998;      0.1867075;     35.2830811;     29.9906197;      0.6268441;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.0746334;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.8428497;      0.1896412;     30.6184387;      0.7803140;      0.1241802;      0.0562010;      0.0286625;      0.0030616;      0.0246030;     25.4851017;      4.0557323;      1.8355275;      0.9361185;      0.0999922;      0.8035364;     41.1394882;      2.0557728;      0.3271583;      0.1480641;      0.0755126;      0.0080659;      0.0648178;     32.2662659;      7.2599106
        2005;           6;     58.6152344;      1.4608963;      0.2326199;      0.1053088;      0.0558780;      0.0062304;      0.0461361;      0.0249235;      0.0039686;      0.0017966;      0.0009533;      0.0001063;      0.0007871;    195.6927490;      7.3124800;      1.1647574;      0.5273843;      0.2862053;      0.0326499;      0.2311520;     63.1758652;     34.5340195;     58.6152344;      1.4608963;      0.2326199;      0.1053088;      0.0558780;      0.0062304;      0.0461361;      0.0249235;      0.0039686;      0.0017966;      0.0009533;      0.0001063;      0.0007871;    195.6927490;      7.3124800;      1.1647574;      0.5273843;      0.2862053;      0.0326499;      0.2311520;     63.1758652;     34.5340195;     27.2887821;      0.6824742;      0.1087408;      0.0492441;      0.0272850;      0.0031762;      0.0215927;     25.0093327;      3.9848154;      1.8045532;      0.9998611;      0.1163914;      0.7912672;    156.5951996;      5.4205422;      0.8636720;      0.3911203;      0.2167107;      0.0252268;      0.1714999;     32.5111160;     27.6344509;      0.7810174;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.2351595;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.9687526;      0.2179693;     30.5454350;      0.7784221;      0.1238791;      0.0560647;      0.0285930;      0.0030542;      0.0245434;     25.4840736;      4.0555687;      1.8354533;      0.9360808;      0.0999881;      0.8035039;     37.8623924;      1.8919375;      0.3010854;      0.1362640;      0.0694946;      0.0074231;      0.0596521;     29.6959972;      6.6815996
        2005;           7;     58.7480545;      1.4618530;      0.2327924;      0.1053916;      0.0562569;      0.0063114;      0.0461778;      0.0248834;      0.0039626;      0.0017940;      0.0009576;      0.0001074;      0.0007860;     20.0778961;      0.7485723;      0.1192514;      0.0539990;      0.0295730;      0.0034041;      0.0236721;      6.4831810;      3.5431590;     58.7480545;      1.4618530;      0.2327924;      0.1053916;      0.0562569;      0.0063114;      0.0461778;      0.0248834;      0.0039626;      0.0017940;      0.0009576;      0.0001074;      0.0007860;     20.0778961;      0.7485723;      0.1192514;      0.0539990;      0.0295730;      0.0034041;      0.0236721;      6.4831810;      3.5431590;     27.4132805;      0.6836250;      0.1089442;      0.0493409;      0.0276710;      0.0032580;      0.0216406;     24.9377308;      3.9741402;      1.7998896;      1.0094026;      0.1188478;      0.7894192;     16.0641060;      0.5544670;      0.0883613;      0.0400188;      0.0224431;      0.0026425;      0.0175520;      3.3351090;      2.8348427;      0.7968281;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.1292425;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.1013667;      0.0228075;     30.5379486;      0.7782280;      0.1238482;      0.0560507;      0.0285859;      0.0030534;      0.0245373;     25.4839668;      4.0555511;      1.8354455;      0.9360768;      0.0999877;      0.8035005;      3.8845491;      0.1941053;      0.0308902;      0.0139802;      0.0071299;      0.0007616;      0.0061201;      3.0467052;      0.6855087
        2005;           8;     58.9613037;      1.4643307;      0.2332164;      0.1055904;      0.0568506;      0.0064342;      0.0462729;      0.0248355;      0.0039554;      0.0017908;      0.0009642;      0.0001091;      0.0007848;      0.0221073;      0.0008214;      0.0001309;      0.0000593;      0.0000329;      0.0000038;      0.0000260;      0.0071238;      0.0039013;     58.9613037;      1.4643307;      0.2332164;      0.1055904;      0.0568506;      0.0064342;      0.0462729;      0.0248355;      0.0039554;      0.0017908;      0.0009642;      0.0001091;      0.0007848;      0.0221073;      0.0008214;      0.0001309;      0.0000593;      0.0000329;      0.0000038;      0.0000260;      0.0071238;      0.0039013;     27.6265144;      0.6861029;      0.1093682;      0.0495397;      0.0282647;      0.0033808;      0.0217356;     24.8349419;      3.9588139;      1.7931948;      1.0231007;      0.1223743;      0.7867660;      0.0177131;      0.0006089;      0.0000971;      0.0000440;      0.0000251;      0.0000030;      0.0000193;      0.0036775;      0.0031258;      0.7968455;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0001415;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0001110;      0.0000250;     30.5379410;      0.7782277;      0.1238482;      0.0560507;      0.0285859;      0.0030534;      0.0245372;     25.4839649;      4.0555511;      1.8354455;      0.9360767;      0.0999877;      0.8035005;      0.0042526;      0.0002125;      0.0000338;      0.0000153;      0.0000078;      0.0000008;      0.0000067;      0.0033354;      0.0007505
        2005;           9;     59.2820282;      1.4633133;      0.2331133;      0.1055575;      0.0578090;      0.0066542;      0.0462743;      0.0246839;      0.0039323;      0.0017806;      0.0009752;      0.0001122;      0.0007806;    164.3963623;      6.0584893;      0.9657269;      0.4374320;      0.2491361;      0.0297521;      0.1919166;     52.8211708;     29.0111237;     59.2820282;      1.4633133;      0.2331133;      0.1055575;      0.0578090;      0.0066542;      0.0462743;      0.0246839;      0.0039323;      0.0017806;      0.0009752;      0.0001122;      0.0007806;    164.3963623;      6.0584893;      0.9657269;      0.4374320;      0.2491361;      0.0297521;      0.1919166;     52.8211708;     29.0111237;     27.8775921;      0.6866445;      0.1095132;      0.0496191;      0.0292804;      0.0036069;      0.0217862;     24.6306953;      3.9283605;      1.7798916;      1.0503197;      0.1293817;      0.7814940;    131.9871368;      4.4995642;      0.7176375;      0.3251527;      0.1918736;      0.0236356;      0.1427642;     27.4021759;     23.2918491;      0.9264604;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.2098634;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.9489124;      0.2135053;     30.4779758;      0.7766688;      0.1236001;      0.0559384;      0.0285286;      0.0030473;      0.0244881;     25.4829540;      4.0553908;      1.8353728;      0.9360396;      0.0999837;      0.8034686;     31.1993542;      1.5589252;      0.2480894;      0.1122793;      0.0572624;      0.0061165;      0.0491524;     24.4700832;      5.5057693
        2005;          10;     60.4641380;      1.4719959;      0.2346737;      0.1063055;      0.0611517;      0.0073683;      0.0466497;      0.0243449;      0.0038812;      0.0017582;      0.0010114;      0.0001219;      0.0007715;    179.3322754;      6.4687729;      1.0323455;      0.4678918;      0.2866466;      0.0364086;      0.2056075;     57.0479889;     31.6468773;     60.4641380;      1.4719959;      0.2346737;      0.1063055;      0.0611517;      0.0073683;      0.0466497;      0.0243449;      0.0038812;      0.0017582;      0.0010114;      0.0001219;      0.0007715;    179.3322754;      6.4687729;      1.0323455;      0.4678918;      0.2866466;      0.0364086;      0.2056075;     57.0479889;     31.6468773;     28.9806328;      0.6969703;      0.1113351;      0.0504854;      0.0326835;      0.0043274;      0.0222134;     24.0495205;      3.8417079;      1.7420384;      1.1277691;      0.1493209;      0.7664928;    144.9707031;      4.8255725;      0.7708445;      0.3495426;      0.2262886;      0.0299615;      0.1537979;     30.0977249;     25.5830669;      1.0685409;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.4740059;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      1.1560831;      0.2601187;     30.4149647;      0.7750257;      0.1233386;      0.0558201;      0.0284682;      0.0030409;      0.0244363;     25.4817219;      4.0551939;      1.8352840;      0.9359943;      0.0999789;      0.8034297;     32.8875771;      1.6432004;      0.2615010;      0.1183491;      0.0603580;      0.0064472;      0.0518095;     25.7941799;      5.8036909
