 ;;Total litter;;;;;;;Coarse litter;;;;;;;Fine litter;;;;;;;Humus;;;;;;;
YEAR;Month;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha;C kg/ha;N kg/ha;Ca kg/ha;Mg kg/ha;K kg/ha;S kg/ha;P kg/ha
        2005;          11;   8742.1435547;    227.1402893;    103.8353729;     28.6194515;     35.2574501;      4.6248946;     16.6220646;   4953.3886719;    118.1049957;     54.3995056;     15.0512104;     24.1258984;      3.6497612;      9.0525675;    135.3966675;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3653.3586426;    109.0353165;     49.4358788;     13.5682392;     11.1315508;      0.9751334;      7.5694962
        2005;          12;   8730.8017578;    226.4599304;    103.5230560;     28.5331898;     35.1338387;      4.6071739;     16.5710011;   4931.1650391;    117.5750961;     54.1554337;     14.9836807;     24.0176563;      3.6333866;      9.0119534;    151.1865692;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3648.4506836;    108.8847961;     49.3676300;     13.5495090;     11.1161842;      0.9737872;      7.5590467
        2006;           1;   8718.4580078;    225.7208710;    103.1838379;     28.4395008;     34.9996262;      4.5879345;     16.5155392;   4907.0439453;    116.9999695;     53.8905258;     14.9103880;     23.9001694;      3.6156132;      8.9678707;    168.2908173;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3643.1242676;    108.7209167;     49.2933197;     13.5291157;     11.0994530;      0.9723216;      7.5476694
        2006;           2;   8713.3203125;    225.4136658;    103.0428314;     28.4005547;     34.9438477;      4.5799403;     16.4924850;   4897.0234375;    116.7610474;     53.7804756;     14.8799391;     23.8513641;      3.6082301;      8.9495573;    175.3899536;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3640.9069824;    108.6526031;     49.2623520;     13.5206146;     11.0924788;      0.9717107;      7.5429273
        2006;           3;   8696.9248047;    224.4354858;    102.5938492;     28.2765484;     34.7662773;      4.5544939;     16.4190845;   4865.1303711;    116.0006180;     53.4302139;     14.7830286;     23.6960278;      3.5847304;      8.8912716;    197.9258423;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3633.8686523;    108.4348755;     49.1636314;     13.4935198;     11.0702515;      0.9697635;      7.5278115
        2006;           4;   8680.2001953;    223.4405518;    102.1371765;     28.1504230;     34.5857468;      4.5286279;     16.3444290;   4832.7231445;    115.2279282;     53.0743103;     14.6845579;     23.5381870;      3.5608521;      8.8320465;    220.7615356;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3626.7153320;    108.2126312;     49.0628700;     13.4658661;     11.0475616;      0.9677759;      7.5123825
        2006;           5;   8658.8046875;    222.1722107;    101.5550079;     27.9896355;     34.3557091;      4.4956765;     16.2492657;   4791.4526367;    114.2439117;     52.6210632;     14.5591555;     23.3371735;      3.5304434;      8.7566223;    249.7398834;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3617.6127930;    107.9282913;     48.9339561;     13.4304819;     11.0185328;      0.9652329;      7.4926429
        2006;           6;   8636.0078125;    220.8258820;    100.9370956;     27.8189735;     34.1116753;      4.4607301;     16.1482658;   4747.7045898;    113.2008057;     52.1406136;     14.4262238;     23.1240940;      3.4982090;      8.6766701;    280.3401794;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3607.9621582;    107.6250839;     48.7964783;     13.3927507;     10.9875774;      0.9625212;      7.4715934
        2006;           7;   8633.5703125;    220.6822357;    100.8711548;     27.8007641;     34.0856514;      4.4570045;     16.1374874;   4743.0434570;    113.0896759;     52.0894203;     14.4120598;     23.1013947;      3.4947741;      8.6681519;    283.5986633;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3606.9279785;    107.5925598;     48.7817345;     13.3887043;     10.9842577;      0.9622304;      7.4693365
        2006;           8;   8632.6162109;    220.6259766;    100.8453445;     27.7936363;     34.0754623;      4.4555464;     16.1332684;   4741.2187500;    113.0461655;     52.0693817;     14.4065151;     23.0925064;      3.4934299;      8.6648169;    284.8739319;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3606.5229492;    107.5798340;     48.7759590;     13.3871212;     10.9829578;      0.9621165;      7.4684525
        2006;           9;   8628.2910156;    220.3712463;    100.7284317;     27.7613487;     34.0293236;      4.4489412;     16.1141624;   4732.9550781;    112.8491287;     51.9786339;     14.3814049;     23.0522575;      3.4873407;      8.6497154;    290.6455994;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3604.6901855;    107.5221329;     48.7497978;     13.3799410;     10.9770689;      0.9616005;      7.4644475
        2006;          10;   9655.7441406;    233.4373016;    107.1297760;     29.5859013;     42.1281471;      6.0195775;     17.4996243;   5737.8291016;    126.1637039;     58.4926643;     16.2368851;     31.1764507;      5.0601993;     10.0524330;    321.0757751;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3596.8408203;    107.2735901;     48.6371117;     13.3490133;     10.9516935;      0.9593778;      7.4471931
        2006;          11;  10442.0771484;    243.4776764;    112.0459671;     30.9867744;     48.3114204;      7.2178836;     18.5614262;   6505.9619141;    136.3732452;     63.4855385;     17.6588058;     37.3769951;      6.2600183;     11.1259747;    344.5942993;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3591.5222168;    107.1044464;     48.5604210;     13.3279648;     10.9344254;      0.9578650;      7.4354501
        2006;          12;  10428.7050781;    242.7180023;    111.6941071;     30.8891449;     48.1286354;      7.1884756;     18.5012436;   6476.7714844;    135.7613983;     63.2007103;     17.5795784;     37.2093048;      6.2319331;     11.0760574;    365.0398254;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3586.8925781;    106.9565811;     48.4933853;     13.3095665;     10.9193306;      0.9565427;      7.4251857
        2007;           1;  10414.1474609;    241.8929138;    111.3119583;     30.7831173;     47.9301834;      7.1565514;     18.4358883;   6445.0903320;    135.0973053;     62.8915596;     17.4935875;     37.0272865;      6.2014484;     11.0218782;    387.1856995;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3581.8728027;    106.7956009;     48.4203987;     13.2895346;     10.9028959;      0.9551030;      7.4140105
        2007;           2;  10408.0898438;    241.5498962;    111.1531067;     30.7390461;     47.8477211;      7.1432877;     18.4087219;   6431.9291992;    134.8214264;     62.7631302;     17.4578648;     36.9516754;      6.1887846;     10.9993696;    396.3768311;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3579.7839355;    106.7285004;     48.3899727;     13.2811842;     10.8960447;      0.9545029;      7.4093523
        2007;           3;  10388.7568359;    240.4579926;    110.6473618;     30.5987339;     47.5852280;      7.1010680;     18.3222370;   6390.0400391;    133.9433594;     62.3543625;     17.3441639;     36.7110176;      6.1484785;     10.9277334;    425.5520935;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3573.1650391;    106.5146255;     48.2930031;     13.2545691;     10.8742113;      0.9525901;      7.3945041
        2007;           4;  10369.0361328;    239.3474579;    110.1330414;     30.4560356;     47.3184090;      7.0581598;     18.2342930;   6347.4746094;    133.0511475;     61.9390144;     17.2286339;     36.4664803;      6.1075225;     10.8549433;    455.1126404;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3566.4484863;    106.2963104;     48.1940269;     13.2274046;     10.8519211;      0.9506378;      7.3793492
        2007;           5;  10343.8095703;    237.9319153;    109.4774551;     30.2741489;     46.9784698;      7.0035057;     18.1222038;   6293.2690430;    131.9149170;     61.4100685;     17.0815048;     36.1550636;      6.0553660;     10.7622442;    492.6204529;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3557.9196777;    106.0170059;     48.0673866;     13.1926460;     10.8234081;      0.9481398;      7.3599586
        2007;           6;  10316.9267578;    236.4296570;    108.7817154;     30.0811272;     46.6179504;      6.9455538;     18.0032635;   6235.8076172;    130.7104797;     60.8493690;     16.9255428;     35.8249512;      6.0000782;     10.6639795;    532.2224121;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3548.8972168;    105.7191620;     47.9323502;     13.1555843;     10.7930012;      0.9454761;      7.3392820
        2007;           7;  10314.0556641;    236.2693939;    108.7074966;     30.0605335;     46.5795212;      6.9393778;     17.9905739;   6229.6855469;    130.5821533;     60.7896271;     16.9089260;     35.7897835;      5.9941874;     10.6535110;    536.4390869;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3547.9306641;    105.6872330;     47.9178734;     13.1516085;     10.7897406;      0.9451904;      7.3370647
        2007;           8;  10312.9296875;    236.2066345;    108.6784515;     30.0524750;     46.5644760;      6.9369593;     17.9856091;   6227.2890625;    130.5319214;     60.7662468;     16.9024220;     35.7760124;      5.9918814;     10.6494122;    538.0892944;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3547.5517578;    105.6747208;     47.9122009;     13.1500530;     10.7884636;      0.9450785;      7.3361964
        2007;           9;  10307.8330078;    235.9224548;    108.5468292;     30.0159626;     46.4963341;      6.9260092;     17.9631119;   6216.4355469;    130.3044128;     60.6603241;     16.8729591;     35.7136574;      5.9814372;     10.6308498;    545.5579834;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3545.8395996;    105.6180420;     47.8865013;     13.1430006;     10.7826767;      0.9445717;      7.3322625
        2007;          10;  11331.9501953;    248.8617249;    114.8849487;     31.8223438;     54.5004845;      8.4779472;     19.1978111;   7210.1640625;    143.4878540;     67.1091461;     18.7097225;     43.7427292;      7.5355597;     11.8824987;    583.2650757;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3538.5205078;    105.3739014;     47.7758141;     13.1126213;     10.7577515;      0.9423883;      7.3153138
        2007;          11;  11762.0234375;    254.0156403;    117.4178696;     32.5453262;     57.8070488;      9.1215496;     19.6946964;   7618.0698242;    148.8079071;     69.7173843;     19.4533806;     47.0662613;      8.1806479;     12.3909178;    610.3869629;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3533.5671387;    105.2077484;     47.7004852;     13.0919447;     10.7407894;      0.9409023;      7.3037796
        2007;          12;  11747.1113281;    253.2027893;    117.0392303;     32.4399719;     57.5810547;      9.0835485;     19.6290226;   7583.8906250;    148.1402740;     69.4045944;     19.3661022;     46.8550987;      8.1439447;     12.3353262;    633.9632568;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3529.2585449;    105.0625229;     47.6346321;     13.0738716;     10.7259626;      0.9396034;      7.2936969
        2008;           1;  11730.8828125;    252.3200073;    116.6280441;     32.3255653;     57.3357124;      9.0422964;     19.5577049;   7546.7924805;    147.4156189;     69.0650940;     19.2713718;     46.6258926;      8.1041079;     12.2749853;    659.4983521;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3524.5917969;    104.9043884;     47.5629387;     13.0541925;     10.7098179;      0.9381892;      7.2827191
        2008;           2;  11724.1298828;    251.9530640;    116.4571228;     32.2780113;     57.2337723;      9.0251589;     19.5280628;   7531.3818359;    147.1145935;     68.9240570;     19.2320175;     46.5306854;      8.0875597;     12.2499199;    670.0954590;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3522.6508789;    104.8384781;     47.5330505;     13.0459919;     10.7030888;      0.9375997;      7.2781434
        2008;           3;  11702.5722656;    250.7848511;    115.9129791;     32.1266136;     56.9092789;      8.9706078;     19.4336967;   7482.3320312;    146.1564636;     68.4751740;     19.1067619;     46.2276382;      8.0348864;     12.1701374;    703.7315063;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3516.5097656;    104.6283875;     47.4378052;     13.0198469;     10.6816406;      0.9357208;      7.2635584
        2008;           4;  11680.5859375;    249.5968781;    115.3596344;     31.9726543;     56.5794601;      8.9151688;     19.3377438;   7432.4907227;    145.1829224;     68.0190506;     18.9794922;     45.9197083;      7.9813657;     12.0890722;    737.8082275;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3510.2861328;    104.4139404;     47.3405762;     12.9931622;     10.6597471;      0.9338030;      7.2486715
        2008;           5;  11652.4580078;    248.0826874;    114.6543732;     31.7764301;     56.1593094;      8.8445568;     19.2154598;   7369.0190430;    143.9430847;     67.4381866;     18.8174114;     45.5275650;      7.9132066;     11.9858341;    781.0411377;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3502.3979492;    104.1395874;     47.2161865;     12.9590225;     10.6317377;      0.9313493;      7.2296243
        2008;           6;  11622.4882812;    246.4758301;    113.9059830;     31.5682144;     55.7137451;      8.7696877;     19.0857124;   7301.7368164;    142.6288147;     66.8224411;     18.6456013;     45.1118813;      7.8409553;     11.8763981;    826.6810303;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3494.0698242;    103.8470230;     47.0835342;     12.9226160;     10.6018696;      0.9287328;      7.2093134
        2008;           7;  11619.2861328;    246.3044586;    113.8261490;     31.5460072;     55.6662560;      8.7617102;     19.0718746;   7294.5688477;    142.4887848;     66.7568436;     18.6272945;     45.0675888;      7.8332572;     11.8647385;    831.5401001;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3493.1777344;    103.8156509;     47.0693130;     12.9187098;     10.5986671;      0.9284523;      7.2071357
        2008;           8;  11618.0322266;    246.2373199;    113.7948990;     31.5373116;     55.6476631;      8.7585869;     19.0664558;   7291.7617188;    142.4339752;     66.7311630;     18.6201267;     45.0502510;      7.8302441;     11.8601742;    833.4417114;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3492.8281250;    103.8033600;     47.0637398;     12.9171820;     10.5974121;      0.9283423;      7.2062826
        2008;           9;  11612.3486328;    245.9333801;    113.6533508;     31.4979305;     55.5634575;      8.7444401;     19.0419197;   7279.0532227;    142.1856995;     66.6148529;     18.5876732;     44.9717293;      7.8165960;     11.8395023;    842.0480347;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3491.2485352;    103.7476883;     47.0385017;     12.9102554;     10.5917292;      0.9278445;      7.2024179
        2008;          10;  12633.9404297;    258.7862854;    119.9487000;     33.2919693;     63.4985008;     10.2826309;     20.2989597;   8264.7988281;    155.2783966;     73.0189285;     20.4115562;     52.9312477;      9.3569317;     13.1131907;    884.6318970;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3484.5090332;    103.5078812;     46.9297714;     12.8804121;     10.5672455;      0.9256997;      7.1857686
        2008;          11;  12815.7294922;    260.5385437;    120.8224564;     33.5429955;     64.7992096;     10.5393782;     20.4813194;   8421.6455078;    157.1938934;     73.9666748;     20.6828918;     54.2486229;      9.6151381;     13.3068810;    914.1325684;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3479.9523926;    103.3446732;     46.8557701;     12.8601017;     10.5505829;      0.9242401;      7.1744390
        2008;          12;  12799.6298828;    259.6906433;    120.4258957;     33.4324493;     64.5412598;     10.4949627;     20.4117165;   8383.8623047;    156.4886627;     73.6348267;     20.5900974;     54.0052376;      9.5719986;     13.2471800;    939.7743530;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3475.9926758;    103.2020035;     46.7910843;     12.8423491;     10.5360184;      0.9229642;      7.1645346
        2009;           1;  12782.1044922;    258.7698364;    119.9952927;     33.3123970;     64.2612228;     10.4467497;     20.3361282;   8342.8515625;    155.7231750;     73.2746277;     20.4893780;     53.7410622;      9.5251760;     13.1823778;    967.5444336;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3471.7082520;    103.0466690;     46.7206612;     12.8230190;     10.5201616;      0.9215751;      7.1537514
        2009;           2;  12774.8105469;    258.3871155;    119.8162918;     33.2625008;     64.1448746;     10.4267216;     20.3047161;   8325.8144531;    155.4051819;     73.1250000;     20.4475384;     53.6313248;      9.5057249;     13.1554604;    979.0684204;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3469.9267578;    102.9819260;     46.6913033;     12.8149633;     10.5135508;      0.9209960;      7.1492558
        2009;           3;  12751.5312500;    257.1686401;    119.2464828;     33.1036491;     63.7745171;     10.3629656;     20.2047119;   8271.5908203;    154.3930817;     72.6487503;     20.3143673;     53.2820358;      9.4438152;     13.0697803;   1015.6438599;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3464.2976074;    102.7755585;     46.5977364;     12.7892838;     10.4924822;      0.9191504;      7.1349301
        2009;           4;  12727.7880859;    255.9295654;    118.6670685;     32.9421234;     63.3981018;     10.2981758;     20.1030293;   8216.4921875;    153.3646393;     72.1648331;     20.1790524;     52.9271240;      9.3809099;     12.9827223;   1052.6938477;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3458.6010742;    102.5649185;     46.5022278;     12.7630701;     10.4709768;      0.9172665;      7.1203065
        2009;           5;  12697.4111328;    254.3503723;    117.9285965;     32.7362633;     62.9186020;     10.2156553;     19.9734516;   8146.3256836;    152.0549469;     71.5485611;     20.0067253;     52.4751396;      9.3007994;     12.8718529;   1099.6928711;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3451.3935547;    102.2954102;     46.3800430;     12.7295341;     10.4434643;      0.9148564;      7.1015973
        2009;           6;  12665.0439453;    252.6746368;    117.1450348;     32.5178299;     62.4101486;     10.1281652;     19.8359718;   8071.9458008;    150.6666107;     70.8952866;     19.8240566;     51.9960175;      9.2158794;     12.7543268;   1149.3006592;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3443.7980957;    102.0080185;     46.2497444;     12.6937714;     10.4141235;      0.9122862;      7.0816460
        2009;           7;  12661.5869141;    252.4959106;    117.0614395;     32.4945297;     62.3559494;     10.1188421;     19.8213120;   8064.0209961;    150.5186920;     70.8256836;     19.8045921;     51.9449692;      9.2068310;     12.7418051;   1154.5815430;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3442.9843750;    101.9772034;     46.2357712;     12.6899366;     10.4109774;      0.9120106;      7.0795069
        2009;           8;  12660.2343750;    252.4259338;    117.0287323;     32.4854126;     62.3347282;     10.1151915;     19.8155746;   8060.9194336;    150.4608002;     70.7984314;     19.7969742;     51.9249840;      9.2032890;     12.7369041;   1156.6484375;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3442.6662598;    101.9651337;     46.2302971;     12.6884365;     10.4097462;      0.9119027;      7.0786695
        2009;           9;  12654.0976562;    252.1090088;    116.8805313;     32.4440994;     62.2386475;     10.0986614;     19.7895756;   8046.8691406;    150.1985474;     70.6750412;     19.7624683;     51.8344841;      9.1872482;     12.7147036;   1166.0015869;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3441.2265625;    101.9104462;     46.2055054;     12.6816320;     10.4041634;      0.9114136;      7.0748730
        2009;          10;  13673.7275391;    263.6936951;    123.1473083;     34.2298431;     70.1225662;     11.6265945;     21.0565453;   9026.8466797;    162.0188141;     77.0486145;     21.5775242;     59.7424545;     10.7172871;     13.9980249;   1211.7860107;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3435.0947266;    101.6748734;     46.0986977;     12.6523170;     10.3801136;      0.9093069;      7.0585194
        2009;          11;  13755.4570312;    263.9580078;    123.3489456;     34.2896118;     70.6042023;     11.7252131;     21.1073112;   9081.4238281;    162.4434662;     77.3229370;     21.6572456;     60.2404518;     10.8173409;     14.0599232;   1243.0794678;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3430.9531250;    101.5145416;     46.0260086;     12.6323671;     10.3637457;      0.9078731;      7.0473890
        2009;          12;  13738.3144531;    263.0890808;    122.9384918;     34.1750069;     70.3196182;     11.6754284;     21.0345039;   9040.6796875;    161.7146606;     76.9760208;     21.5600796;     59.9701805;     10.7688084;     13.9968424;   1270.2772217;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3427.3574219;    101.3744125;     45.9624748;     12.6149292;     10.3494387;      0.9066198;      7.0376601
        2010;           1;  13719.6562500;    262.1454468;    122.4927750;     34.0505600;     70.0106812;     11.6213875;     20.9554424;   8996.4560547;    160.9235992;     76.5994797;     21.4546146;     59.6768265;     10.7161312;     13.9283743;   1299.7301025;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3423.4711914;    101.2218246;     45.8932915;     12.5959415;     10.3338623;      0.9052553;      7.0270677
        2010;           2;  13711.8925781;    261.7532043;    122.3075256;     33.9988289;     69.8823318;     11.5989361;     20.9225864;   8978.0849609;    160.5949860;     76.4430618;     21.4108028;     59.5549583;     10.6942492;     13.8999319;   1311.9514160;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3421.8564453;    101.1582336;     45.8644600;     12.5880270;     10.3273687;      0.9046864;      7.0226526
        2010;           3;  13687.1103516;    260.5045776;    121.7177505;     33.8341637;     69.4737701;     11.5274725;     20.8179836;   8919.6132812;    159.5490723;     75.9452057;     21.2713585;     59.1670914;     10.6245985;     13.8094044;   1350.7375488;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3416.7602539;    100.9555283;     45.7725449;     12.5628014;     10.3066730;      0.9028735;      7.0085797
        2010;           4;  13661.8330078;    259.2348938;    121.1180573;     33.6667213;     69.0585175;     11.4548512;     20.7116337;   8860.1992188;    158.4862976;     75.4393234;     21.1296692;     58.7729721;     10.5538282;     13.7174187;   1390.0223389;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3411.6113281;    100.7486115;     45.6787338;     12.5370541;     10.2855501;      0.9010230;      6.9942150
        2010;           5;  13629.4941406;    257.6167297;    120.3537903;     33.4533386;     68.5295868;     11.3623562;     20.5761127;   8784.5351562;    157.1328430;     74.7950974;     20.9492283;     58.2710648;     10.4637003;     13.6002741;   1439.8497314;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;   3405.1086426;    100.4838791;     45.5587082;     12.5041103;     10.2585239;      0.8986554;      6.9758372
