"";"YEAR";"Month";"DW_F";"N_F";"Ca_F";"Mg_F";"K_F";"S_F";"P_F";"DW_Brk";"N_Brk";"Ca_Brk";"Mg_Brk";"K_Brk";"S_Brk";"P_Brk";"DW_Brh";"N_Brh";"Ca_Brh";"Mg_Brh";"K_Brh";"S_Brh";"P_Brh";"DW_Bol";"N_Bol";"Ca_Bol";"Mg_Bol";"K_Bol";"S_Bol";"P_Bol"
"809";2072;3;107,5853043;1,8312837;0,3980656;0,128321;0,610539;0,1021901;0,215197;624,44104;1,5684392;1,5873475;0,2141602;0,8415152;0,058276;0,2248331;250,0853271;1,0088085;1,6634028;0,1243658;0,4390687;0,0561519;"      0.1238206";5724,0473633;4,6386309;1,7147298;0,3413783;1,6272614;2,2320299;0,2856103
"810";2072;4;107,5853043;1,8312837;0,3980656;0,128321;0,610539;0,1021901;0,215197;625,5169067;1,5711417;1,5900909;0,2145291;0,843031;0,0583764;0,2252223;252,23703;1,0174884;1,6778193;0,1254352;0,4430688;0,0566349;"      0.1248966";5809,5776367;4,7079444;1,7403888;0,346479;1,652367;2,2653813;0,2898873
"811";2072;5;107,5853043;1,8312837;0,3980656;0,128321;0,610539;0,1021901;0,215197;628,6547852;1,5790237;1,5980924;0,2156052;0,8474522;0,0586692;0,2263573;258,5128479;1,0428046;1,7198671;0,1285541;0,4547357;0,0580436;"      0.1280349";6059,0410156;4,9101067;1,8152277;0,3613562;1,7255921;2,3626571;0,302362
"812";2072;6;107,5853043;1,8312837;0,3980656;0,128321;0,610539;0,1021901;0,215197;629,8651123;1,5820639;1,6011789;0,2160202;0,8491576;0,0587822;0,2267951;260,9335022;1,0525694;1,7360857;0,1297571;0,4592358;0,058587;"      0.1292454";6155,2626953;4,9880843;1,8440944;0,3670946;1,7538363;2,4001777;0,3071737
"813";2072;7;107,5853043;1,8312837;0,3980656;0,128321;0,610539;0,1021901;0,215197;631,0754395;1,5851041;1,6042653;0,2164352;0,8508629;0,0588951;0,2272329;263,354187;1,0623342;1,752304;0,1309601;0,4637358;0,0591303;"      0.1304559";6251,484375;5,066061;1,8729609;0,3728329;1,7820801;2,4376984;0,3119853
"814";2072;8;107,5853043;1,8312837;0,3980656;0,128321;0,610539;0,1021901;0,215197;631,0754395;1,5851041;1,6042653;0,2164352;0,8508629;0,0588951;0,2272329;263,354187;1,0623342;1,752304;0,1309601;0,4637358;0,0591303;"      0.1304559";6251,484375;5,066061;1,8729609;0,3728329;1,7820801;2,4376984;0,3119853
"815";2072;9;107,5853043;1,8312837;0,3980656;0,128321;0,610539;0,1021901;0,215197;631,0754395;1,5851041;1,6042653;0,2164352;0,8508629;0,0588951;0,2272329;263,354187;1,0623342;1,752304;0,1309601;0,4637358;0,0591303;"      0.1304559";6251,484375;5,066061;1,8729609;0,3728329;1,7820801;2,4376984;0,3119853
"816";2072;10;107,5853043;1,8312837;0,3980656;0,128321;0,610539;0,1021901;0,215197;631,5236816;1,5862302;1,6054085;0,216589;0,8514944;0,058937;0,227395;264,2507324;1,0659508;1,7583108;0,1314057;0,4654025;0,0593316;"      0.1309042";6287,1220703;5,0949407;1,8836523;0,3749582;1,7925409;2,4515948;0,3137675
"817";2072;11;107,5853043;1,8312837;0,3980656;0,128321;0,610539;0,1021901;0,215197;631,9719849;1,587356;1,6065515;0,2167427;0,8521261;0,0589788;0,2275572;265,1472778;1,0695673;1,7643176;0,1318512;0,4670692;0,0595328;"      0.1313525";6322,7597656;5,1238213;1,8943435;0,3770836;1,8030015;2,4654913;0,3155496
"818";2072;12;107,5853043;1,8312837;0,3980656;0,128321;0,610539;0,1021901;0,215197;632,4202271;1,5884821;1,6076947;0,2168964;0,8527577;0,0590206;0,2277193;266,0438232;1,0731838;1,7703243;0,1322968;0,4687359;0,0597341;"      0.1318009";6358,3979492;5,1527009;1,9050349;0,3792089;1,8134621;2,4793878;0,3173317
"819";2073;1;143,4470825;2,4417119;0,5307541;0,1710946;0,8140519;0,1362534;0,2869294;632,5098877;1,5887073;1,6079233;0,2169271;0,852884;0,059029;0,2277518;266,2231445;1,0739071;1,7715257;0,1323859;0,4690692;0,0597743;"      0.1318905";6365,5253906;5,1584773;1,9071733;0,379634;1,8155545;2,4821668;0,3176881
"820";2073;2;143,4470825;2,4417119;0,5307541;0,1710946;0,8140519;0,1362534;0,2869294;632,9581299;1,5898333;1,6090665;0,2170808;0,8535156;0,0590708;0,2279139;267,1196899;1,0775237;1,7775327;0,1328314;0,4707359;0,0599755;"      0.1323388";6401,1630859;5,1873574;1,9178644;0,3817593;1,8260151;2,4960632;0,3194702
"821";2073;3;143,4470825;2,4417119;0,5307541;0,1710946;0,8140519;0,1362534;0,2869294;633,4064331;1,5909593;1,6102097;0,2172346;0,8541473;0,0591127;0,2280761;268,0162354;1,0811403;1,7835394;0,133277;0,4724026;0,0601768;"      0.1327872";6436,8012695;5,216238;1,9285558;0,3838846;1,8364758;2,5099597;0,3212523
"822";2073;4;143,4470825;2,4417119;0,5307541;0,1710946;0,8140519;0,1362534;0,2869294;634,4822998;1,5936618;1,6129531;0,2176035;0,855663;0,0592131;0,2284652;270,1679382;1,0898201;1,7979558;0,1343463;0,4764027;0,0606598;"      0.1338632";6522,331543;5,2855511;1,9542149;0,3889854;1,8615816;2,5433116;0,3255293
"823";2073;5;143,4470825;2,4417119;0,5307541;0,1710946;0,8140519;0,1362534;0,2869294;637,6201782;1,6015438;1,6209549;0,2186795;0,8600842;0,0595059;0,2296002;276,4437561;1,1151363;1,8400036;0,1374653;0,4880696;0,0620685;"      0.1370015";6771,7949219;5,4877133;2,0290539;0,4038626;1,9348067;2,6405869;0,338004
"824";2073;6;143,4470825;2,4417119;0,5307541;0,1710946;0,8140519;0,1362534;0,2869294;638,8305054;1,604584;1,6240413;0,2190946;0,8617896;0,0596188;0,230038;278,8644104;1,1249012;1,856222;0,1386683;0,4925697;0,0626118;"      0.1382119";6868,0166016;5,5656905;2,0579205;0,409601;1,9630505;2,6781073;0,3428157
"825";2073;7;143,4470825;2,4417119;0,5307541;0,1710946;0,8140519;0,1362534;0,2869294;640,0408325;1,6076242;1,6271275;0,2195096;0,8634949;0,0597318;0,2304758;281,2850952;1,134666;1,8724406;0,1398713;0,4970698;0,0631552;"      0.1394224";6964,2382812;5,6436672;2,086787;0,4153393;1,9912945;2,7156277;0,3476274
"826";2073;8;143,4470825;2,4417119;0,5307541;0,1710946;0,8140519;0,1362534;0,2869294;640,0408325;1,6076242;1,6271275;0,2195096;0,8634949;0,0597318;0,2304758;281,2850952;1,134666;1,8724406;0,1398713;0,4970698;0,0631552;"      0.1394224";6964,2382812;5,6436672;2,086787;0,4153393;1,9912945;2,7156277;0,3476274
