"";"WTH_80_LNBAS_SUM";"WTH_80_HNBAS_SUM";"WTH_80_LNSED_SUM";"WTH_80_HNSED_SUM";"BO_80_LNBAS_SUM";"BO_80_HNBAS_SUM";"BO_80_LNSED_SUM";"BO_80_HNSED_SUM";"BO_40_LNBAS_SUM";"BO_40_HNBAS_SUM";"BO_40_LNSED_SUM";"BO_40_HNSED_SUM";"WTH_40_LNBAS_SUM";"WTH_40_HNBAS_SUM";"WTH_40_LNSED_SUM";"WTH_40_HNSED_SUM"
"1";1562822,1821597;399678,0947266;2216490,0050048;851869,1015623;1700908,3884889;491997,2663576;2211227,3002319;949311,3774413;1465145,7800297;1462730,095703;2033057,4876711;848471,3398438;1267815,0475467;442092,0941162;1914390,467651;771843,0897214
