YEAR;Month;PP N mol/m�;PP Ca mol/m�;PP Mg mol/m�;PP K mol/m�;PP S mol/m�;PP P mol/m�;PU N mol/m�;PU Ca mol/m�;PU Mg mol/m�;PU K mol/m�;PU S mol/m�;PU P mol/m�;AU N mol/m�;AU Ca mol/m�;AU Mg mol/m�;AU K mol/m�;AU S mol/m�;AU P mol/m�;PA N mol/m�;PA Ca mol/m�;PA Mg mol/m�;PA K mol/m�;PA S mol/m�;PA P mol/m�;AA N mol/m�;AA Ca mol/m�;AA Mg mol/m�;AA K mol/m�;AA S mol/m�;AA P mol/m�
        2009;           4;      0.0000000;      0.0000000;      0.0000000;  -1597.3773193;      0.0000000;      0.0000000;   9548.8437500;    589.6444092;    167.5615540;    463.2978516;    481.4590454;    443.4882507;   9548.8427734;    589.6442871;    167.5615540;   2060.6752930;    481.4589844;    443.4882812; 101435.0781250;  11781.6425781;   4707.9711914;  13988.6396484;   2788.7915039;   4885.9892578;  10595.9072266;    589.6442871;    167.5615540;    454.5583496;    481.4589844;    498.4708252
        2009;           5;      0.0000000;      0.0000000;      0.0000000;  -1599.7579346;      0.0000000;      0.0000000;  19097.6875000;   4717.1552734;   1340.4924316;   3706.3828125;    962.9180908;    886.9765015;  12963.3037109;   4717.1542969;   1340.4924316;   5306.1401367;    962.9179688;    886.9765625;  52785.4218750;   9951.3974609;   3032.8588867;   8923.0693359;   1637.3344727;   2838.6894531;  14876.9697266;   4717.1542969;   1340.4924316;   3708.7626953;    962.9179688;    987.4889526
        2009;           6;      0.0000000;      0.0000000;    135.0362549;  -1408.3724365;      0.0000000;      0.0000000;  12222.5195312;   4717.1552734;   1340.4924316;   3706.3828125;    481.4590454;    443.4882507;   6359.2631836;   4717.1542969;   1340.4924316;   5333.0146484;    481.4589844;    443.4882202;  16487.2207031;   4800.2885742;   1205.4561768;   3514.9968262;    593.8280029;   1017.7832642;   8119.9248047;   4717.1542969;   1205.4561768;   3514.9968262;    481.4589844;    536.3806763
        2009;           7;      0.0000000;      0.0000000;    281.8613281;  -1181.7963867;     29.7166748;      0.0000000;  12222.5195312;   4717.1552734;   1340.4924316;   3706.3828125;    616.2675781;    567.6649780;   2566.7297363;   4717.1542969;   1340.4924316;   5336.4506836;    616.2674561;    160.4911499;  16210.0312500;   4775.1489258;   1193.6673584;   3479.8059082;    586.5507812;   1004.9783325;   3877.6748047;   4717.1542969;   1193.6673584;   3479.8059082;    586.5507812;    229.6881714
        2009;           8;      0.0000000;    595.3818359;    604.3815918;   -441.1782227;     33.5522156;      0.0000000;  10694.7050781;   4717.1552734;   1340.4924316;   3706.3828125;    500.7173767;    461.2277527;   2245.8886719;   4717.1542969;   1340.4924316;   5341.5942383;    500.7173157;    168.2309570;  13560.9921875;   4121.7724609;   1017.9721680;   2965.7639160;    496.8817444;    850.5859985;   4143.5302734;   4121.7724609;   1017.9721680;   2965.7639160;    496.8817444;    268.3955688
        2009;           9;      0.0000000;    723.7155762;    751.4818115;   -192.5295410;     23.1433411;      0.0000000;   9930.7968750;   4127.5107422;   1172.9307861;   3243.0849609;    500.7173767;    461.2277527;   2085.4677734;   4127.5102539;   1172.9309082;   4877.0751953;    500.7173157;    174.7571259;  14486.8027344;   3999.1765137;   1025.8306885;   2994.4365234;    511.1261902;    877.3456421;   5935.0844727;   3999.1765137;   1025.8306885;   2994.4365234;    511.1261902;    377.9812622
        2009;          10;    752.5019531;      0.0000000;    266.7760620;  -1626.1447754;      0.0000000;    168.0085449;    381.9537354;      0.0000000;      0.0000000;      0.0000000;     96.2918091;     88.6976547;    242.6180725;      0.0000000;      0.0000000;   1626.1447754;     96.2917938;     76.1797791;  11026.3134766;   1103.3089600;    484.7057495;   1444.2932129;    294.5099487;    517.3742676;  11026.3134766;    723.7155762;    484.7057495;   1433.6152344;    119.4351349;    517.3742676
        2009;          11;      0.0000000;      0.0000000;      0.0000000;  -1589.2017822;      0.0000000;      0.0000000;    381.9537354;      0.0000000;      0.0000000;      0.0000000;     38.5167236;     35.4790611;    381.9537659;      0.0000000;      0.0000000;   1589.2017822;     38.5167160;     35.4790611;  32427.4765625;   3044.2812500;   1394.8946533;   4161.3066406;    856.3653564;   1506.0190430;   5595.5366211;      0.0000000;    266.7760620;    -36.9429932;     38.5167160;    439.2348328
        2009;          12;      0.0000000;      0.0000000;      0.0000000;  -1563.7243652;      0.0000000;      0.0000000;    381.9537354;      0.0000000;      0.0000000;      0.0000000;     19.2583618;     17.7395306;    381.9537659;      0.0000000;      0.0000000;   1563.7243652;     19.2583580;     17.7395306;  50475.6835938;   4681.1582031;   2162.4826660;   6452.6411133;   1330.1939697;   2339.7712402;   2064.1777344;      0.0000000;      0.0000000;    -25.4774170;     19.2583580;    106.5287247
        2010;           1;      0.0000000;      0.0000000;      0.0000000;  -1553.8945312;      0.0000000;      0.0000000;    388.5692139;      0.0000000;      0.0000000;      0.0000000;     19.5916653;     18.0444756;    388.5692444;      0.0000000;      0.0000000;   1553.8945312;     19.5916634;     18.0444756;  73795.2109375;   6796.1625977;   3154.1975098;   9412.9404297;   1942.4464111;   3416.9592285;   1601.6226807;      0.0000000;      0.0000000;     -9.8298340;     19.5916634;     82.0676880
        2010;           2;      0.0000000;      0.0000000;      0.0000000;  -1546.9936523;      0.0000000;      0.0000000;    388.5692139;      0.0000000;      0.0000000;      0.0000000;     39.1833305;     36.0889511;    388.5692444;      0.0000000;      0.0000000;   1546.9936523;     39.1833267;     36.0889511;  78653.6796875;   7236.7998047;   3360.8273926;  10029.7539062;   2069.9982910;   3641.4001465;   1839.6853027;      0.0000000;      0.0000000;     -6.9008789;     39.1833267;    112.6761169
        2010;           3;      0.0000000;      0.0000000;      0.0000000;  -1538.8398438;      0.0000000;      0.0000000;    777.1384277;      0.0000000;      0.0000000;      0.0000000;     97.9583359;     90.2223816;    777.1384888;      0.0000000;      0.0000000;   1538.8398438;     97.9583282;     90.2223740;  84053.3593750;   7829.8496094;   3606.1711426;  10759.4462891;   2216.8225098;   3898.7700195;   2252.3627930;      0.0000000;      0.0000000;     -8.1538086;     97.9583282;    168.0806885
        2010;           4;      0.0000000;      0.0000000;      0.0000000;  -1530.5274658;      0.0000000;      0.0000000;   9714.2304688;    599.6611328;    170.4530640;    471.3178406;    489.7916565;    451.1119080;   9714.2314453;    599.6610718;    170.4530792;   2001.8455811;    489.7915955;    451.1119385;  97462.8828125;  11422.5537109;   4537.4858398;  13477.7519531;   2685.3369141;   4700.5522461;  10689.4414062;    599.6610718;    170.4530792;    463.0057373;    489.7915955;    502.5788574
        2010;           5;      0.0000000;      0.0000000;      0.0000000;  -1533.2546387;      0.0000000;      0.0000000;  19428.4609375;   4797.2890625;   1363.6245117;   3770.5427246;    979.5833130;    902.2238159;  12530.1816406;   4797.2885742;   1363.6246338;   5303.7968750;    979.5831909;    902.2238159;  48042.8007812;   9523.5996094;   2828.0576172;   8307.7783203;   1514.4816895;   2615.7204590;  14316.5390625;   4797.2885742;   1363.6246338;   3773.2695312;    979.5831909;    996.5168457
        2010;           6;      0.0000000;      0.0000000;    159.7083740;  -1270.5919189;      0.0000000;      0.0000000;  12434.2148438;   4797.2890625;   1363.6245117;   3770.5427246;    489.7916565;    451.1119080;   9045.9970703;   4797.2885742;   1363.6246338;   5329.1953125;    489.7915955;    451.1119385;  16497.6308594;   4802.7255859;   1203.9162598;   3507.8798828;    595.1622925;   1015.7813110;  10699.5791016;   4797.2885742;   1203.9162598;   3507.8798828;    489.7915955;    538.8324585
        2010;           7;      0.0000000;     20.1469727;    331.4141846;   -972.1162109;     39.1768799;      0.0000000;  12434.2148438;   4797.2890625;   1363.6245117;   3770.5427246;    626.9332886;    577.4232178;   5590.8139648;   4797.2885742;   1363.6246338;   5333.2563477;    626.9332275;    577.4232178;  16215.5390625;   4777.1416016;   1191.9188232;   3472.0668945;    587.7563477;   1002.7498169;   6824.0937500;   4777.1416016;   1191.9188232;   3472.0668945;    587.7563477;    642.7918091
        2010;           8;      0.0000000;    694.9228516;    679.0670166;   -159.1618652;     50.9139709;      0.0000000;  10879.9384766;   4797.2890625;   1363.6245117;   3770.5427246;    509.3833008;    469.1563721;   2284.7878418;   4797.2885742;   1363.6246338;   5338.9096680;    509.3832703;    172.6952820;  13554.7539062;   4122.5126953;   1015.9718018;   2957.5878906;    497.6462097;    848.1252441;   4072.9252930;   4122.5126953;   1015.9718018;   2957.5878906;    497.6462097;    267.6632080
        2010;           9;      0.0000000;    889.6386719;    846.8363037;    148.9521484;     47.5791016;      0.0000000;  10102.7998047;   4197.6279297;   1193.1713867;   3299.2246094;    509.3833008;    469.1563721;   2121.5883789;   4197.6274414;   1193.1715088;   4866.9531250;    509.3832703;    207.9998779;  14514.6093750;   4002.9116211;   1025.4022217;   2991.1101074;    512.7181396;    876.6128540;   5749.4511719;   4002.9116211;   1025.4022217;   2991.1101074;    512.7181396;    400.7068787
        2010;          10;      0.0000000;      0.0000000;    354.2496338;  -1318.7875977;      0.0000000;    133.9603882;    388.5692139;      0.0000000;      0.0000000;      0.0000000;     97.9583359;     90.2223816;    281.6888123;      0.0000000;      0.0000000;   1560.9683838;     97.9583282;     81.9115372;  11213.0732422;   1120.2937012;    492.5866699;   1467.7397461;    299.4461670;    525.9242554;  11154.9755859;    889.6386719;    492.5866699;   1467.7397461;    145.5374298;    525.9242554
        2010;          11;      0.0000000;      0.0000000;      0.0000000;  -1527.1967773;      0.0000000;      0.0000000;    388.5692139;      0.0000000;      0.0000000;      0.0000000;     39.1833305;     36.0889511;    388.5692444;      0.0000000;      0.0000000;   1527.1967773;     39.1833267;     36.0889511;  32993.8828125;   3095.6982422;   1418.9218750;   4232.9526367;    871.2687988;   1532.1072998;   4598.5175781;      0.0000000;    354.2496338;    208.4091797;     39.1833267;    393.9946594
        2010;          12;      0.0000000;      0.0000000;      0.0000000;  -1503.5668945;      0.0000000;      0.0000000;    388.5692139;      0.0000000;      0.0000000;      0.0000000;     19.5916653;     18.0444756;    388.5692444;      0.0000000;      0.0000000;   1503.5668945;     19.5916634;     18.0444756;  45566.7304688;   4235.9887695;   1953.6434326;   5829.1552734;   1201.3500977;   2112.9206543;   1967.2998047;      0.0000000;      0.0000000;    -23.6298828;     19.5916634;    102.0239716
        2011;           1;      0.0000000;      0.0000000;      0.0000000;  -1494.2021484;      0.0000000;      0.0000000;    394.6781921;      0.0000000;      0.0000000;      0.0000000;     19.8986359;     18.3186131;    394.6781921;      0.0000000;      0.0000000;   1494.2021484;     19.8986340;     18.3186111;  68673.6484375;   6331.1308594;   2936.2192383;   8762.1259766;   1807.9921875;   3180.2189941;   1532.1850586;      0.0000000;      0.0000000;     -9.3647461;     19.8986340;     78.8248672
        2011;           2;      0.0000000;      0.0000000;      0.0000000;  -1487.6212158;      0.0000000;      0.0000000;    394.6781921;      0.0000000;      0.0000000;      0.0000000;     39.7972717;     36.6372261;    394.6781921;      0.0000000;      0.0000000;   1487.6212158;     39.7972679;     36.6372223;  73516.6250000;   6770.3637695;   3142.1906738;   9376.9736328;   1935.1373291;   3403.9443359;   1755.2244873;      0.0000000;      0.0000000;     -6.5809326;     39.7972679;    109.0067673
        2011;           3;      0.0000000;      0.0000000;      0.0000000;  -1479.8458252;      0.0000000;      0.0000000;    789.3563843;      0.0000000;      0.0000000;      0.0000000;     99.4931870;     91.5930710;    789.3563843;      0.0000000;      0.0000000;   1479.8458252;     99.4931793;     91.5930710;  78929.9765625;   7364.1191406;   3387.9562988;  10107.7998047;   2082.3247070;   3661.7998047;   2172.3666992;      0.0000000;      0.0000000;     -7.7753906;     99.4931793;    165.1562805
        2011;           4;      0.0000000;      0.0000000;      0.0000000;  -1471.9201660;      0.0000000;      0.0000000;   9866.9550781;    608.2764893;    173.0886536;    478.7097778;    497.4659119;    457.9653320;   9866.9550781;    608.2764282;    173.0886688;   1950.6300049;    497.4658203;    457.9653015;  92233.6484375;  10934.9609375;   4311.1142578;  12798.8574219;   2548.1667480;   4455.3466797;  10781.0957031;    608.2764282;    173.0886688;    470.7841797;    497.4658203;    506.5870361
        2011;           5;      0.0000000;      0.0000000;      0.0000000;  -1474.9434814;      0.0000000;      0.0000000;  19733.9101562;   4866.2119141;   1384.7092285;   3829.6782227;    994.9318237;    915.9306641;  12363.0009766;   4866.2114258;   1384.7093506;   5304.6210938;    994.9316406;    908.9137573;  42179.2656250;   8965.1513672;   2570.7363281;   7533.3417969;   1360.7747803;   2337.5766602;  14042.1562500;   4866.2114258;   1384.7093506;   3832.7009277;    994.9316406;    998.2329712
        2011;           6;      0.0000000;     87.0180664;    188.9133301;  -1124.8710938;      0.0000000;      0.0000000;  12629.7021484;   4866.2119141;   1384.7092285;   3829.6782227;    497.4659119;    457.9653320;   8716.8417969;   4866.2114258;   1384.7093506;   5327.3623047;    497.4658203;    457.9653015;  16426.2695312;   4779.1933594;   1195.7960205;   3479.6054688;    593.4368286;   1007.8302612;  10281.8105469;   4779.1933594;   1195.7960205;   3479.6054688;    497.4658203;    541.6038818
        2011;           7;      0.0000000;    200.0654297;    390.0325928;   -738.3631592;     50.8541260;      0.0000000;  12629.7021484;   4866.2119141;   1384.7092285;   3829.6782227;    636.7563477;    586.1956177;   3185.1459961;   4866.2114258;   1384.7093506;   5332.0073242;    636.7562866;    226.8533325;  16139.2753906;   4753.1640625;   1183.5900879;   3443.1696777;    585.9021606;    994.5722046;   4352.5810547;   4753.1640625;   1183.5900879;   3443.1696777;    585.9021606;    289.2041321
        2011;           8;      0.0000000;    965.7426758;    766.5260010;    160.4086914;     72.4836731;      0.0000000;  11050.9892578;   4866.2119141;   1384.7092285;   3829.6782227;    517.3645020;    476.2839355;   2320.7084961;   4866.2114258;   1384.7093506;   5338.1401367;    517.3644409;    184.4039001;  13477.0185547;   4100.5341797;   1008.2159424;   2930.9057617;    495.7348938;    840.4614868;   4011.5659180;   4100.5341797;   1008.2159424;   2930.9057617;    495.7348938;    274.7336426
        2011;           9;      0.0000000;   1238.1315918;    958.5192261;    540.7833252;     78.0239258;      0.0000000;  10261.6328125;   4257.9350586;   1211.6204834;   3350.9682617;    517.3645020;    476.2839355;   2154.9436035;   4257.9350586;   1211.6204834;   4859.3325195;    517.3644409;    148.0193481;  14475.9765625;   3985.5461426;   1019.6272583;   2970.5935059;    511.8242188;    871.0463867;   5585.8544922;   3985.5461426;   1019.6272583;   2970.5935059;    511.8242188;    331.3541870
        2011;          10;      0.0000000;    101.6646729;    458.2573242;   -949.7418213;      0.0000000;     92.8916626;    394.6781921;      0.0000000;      0.0000000;      0.0000000;     99.4931870;     91.5930710;    249.4908142;      0.0000000;      0.0000000;   1502.6000977;     99.4931793;     77.5713120;  11397.2773438;   1136.4669189;    500.2619019;   1490.5251465;    304.2868347;    534.2882690;  10534.2265625;   1136.4669189;    500.2619019;   1490.5251465;    177.5171051;    534.2882690
        2011;          11;      0.0000000;      0.0000000;      0.0000000;  -1471.5445557;      0.0000000;      0.0000000;    394.6781921;      0.0000000;      0.0000000;      0.0000000;     39.7972717;     36.6372261;    394.6781921;      0.0000000;      0.0000000;   1471.5445557;     39.7972679;     36.6372223;  33557.6875000;   3146.2985840;   1442.7413330;   4303.9301758;    886.0751343;   1558.0070801;   4376.7045898;    101.6646729;    458.2573242;    521.8027344;     39.7972679;    342.7618408
        2011;          12;      0.0000000;      0.0000000;      0.0000000;  -1455.8591309;      0.0000000;      0.0000000;    394.6781921;      0.0000000;      0.0000000;      0.0000000;     19.8986359;     18.3186131;    394.6781921;      0.0000000;      0.0000000;   1455.8591309;     19.8986340;     18.3186111;  24887.7714844;   2359.9831543;   1074.0109863;   3203.2290039;    658.4595337;   1157.4931641;   1857.5950928;      0.0000000;      0.0000000;    -15.6854248;     19.8986340;     96.9485168
        2012;           1;      0.0000000;      0.0000000;      0.0000000;  -1447.1719971;      0.0000000;      0.0000000;    397.7144165;      0.0000000;      0.0000000;      0.0000000;     20.0471649;     18.4179783;    397.7144165;      0.0000000;      0.0000000;   1447.1719971;     20.0471630;     18.4179764;  44971.9218750;   4180.1357422;   1927.9443359;   5752.2656250;   1185.6832275;   2085.1401367;   1447.3940430;      0.0000000;      0.0000000;     -8.6871338;     20.0471630;     74.8341217
        2012;           2;      0.0000000;      0.0000000;      0.0000000;  -1440.9927979;      0.0000000;      0.0000000;    397.7144165;      0.0000000;      0.0000000;      0.0000000;     40.0943298;     36.8359566;    397.7144165;      0.0000000;      0.0000000;   1440.9927979;     40.0943260;     36.8359528;  49753.1132812;   4613.7641602;   2131.2880859;   6359.2680664;   1311.2061768;   2306.0112305;   1652.9104004;      0.0000000;      0.0000000;     -6.1791992;     40.0943260;    104.2970123
        2012;           3;      0.0000000;      0.0000000;      0.0000000;  -1433.6900635;      0.0000000;      0.0000000;    795.4288330;      0.0000000;      0.0000000;      0.0000000;    100.2358322;     92.0898972;    795.4288330;      0.0000000;      0.0000000;   1433.6900635;    100.2358246;     92.0898972;  55153.9804688;   5205.0156250;   2376.2800293;   7087.7363281;   1458.0108643;   2563.1333008;   2071.1513672;      0.0000000;      0.0000000;     -7.3027344;    100.2358246;    160.6525574
        2012;           4;      0.0000000;      0.0000000;      0.0000000;  -1426.2478027;      0.0000000;      0.0000000;   9942.8603516;    609.4220581;    174.2277832;    482.3140564;    501.1791382;    460.4494629;   9942.8593750;    609.4220581;    174.2277832;   1908.5621338;    501.1791077;    460.4494324;  68294.7265625;   8729.4863281;   3286.9174805;   9740.2861328;   1918.2980957;   3345.5356445;  10785.9257812;    609.4220581;    174.2277832;    474.8720703;    501.1791077;    505.7568359
        2012;           5;      0.0000000;      0.0000000;      0.0000000;  -1429.1259766;    192.0834351;      0.0000000;  19885.7207031;   4875.3764648;   1393.8222656;   3858.5124512;   1002.3582764;    920.8989258;  13098.5683594;   4875.3764648;   1393.8222656;   5287.6381836;   1002.3582153;    920.8989258;  21316.3945312;   7004.3173828;   1671.2864990;   4845.9233398;    810.2747803;   1365.9353027;  14664.8623047;   4875.3764648;   1393.8222656;   3861.3903809;    810.2747803;   1005.0452271
        2012;           6;      0.0000000;    151.0092773;    210.9023438;  -1010.2070312;    104.7493896;      0.0000000;  12726.8613281;   4875.3764648;   1393.8222656;   3858.5124512;    501.1791382;    460.4494629;   7955.9511719;   4875.3764648;   1393.8222656;   5287.3554688;    501.1791077;    460.4494324;  16306.4160156;   4724.3671875;   1182.9199219;   3439.5930176;    588.5131836;    997.2608643;   9438.1503906;   4724.3671875;   1182.9199219;   3439.5930176;    588.5131836;    540.1189575
        2012;           7;      0.0000000;    328.4365234;    434.1931152;   -554.3073730;    165.3926392;      0.0000000;  12726.8613281;   4875.3764648;   1393.8222656;   3858.5124512;    641.5092773;    589.3753052;   3207.7590332;   4875.3764648;   1393.8222656;   5292.6020508;    641.5092163;    269.8471985;  16015.1308594;   4697.9492188;   1170.5314941;   3402.6125488;    580.8659668;    983.8046875;   4313.3916016;   4697.9492188;   1170.5314941;   3402.6125488;    580.8659668;    329.2616882
        2012;           8;      0.0000000;   1152.4738770;    831.6391602;    410.0198975;    195.5458984;      0.0000000;  11136.0039062;   4875.3764648;   1393.8222656;   3858.5124512;    521.2262573;    478.8674316;   2338.5615234;   4875.3764648;   1393.8222656;   5299.2207031;    521.2261963;    185.5652924;  13358.6708984;   4051.3391113;    996.3762207;   2894.1843262;    491.0729370;    830.5906372;   3940.1738281;   4051.3391113;    996.3762207;   2894.1843262;    491.0729370;    271.6923218
        2012;           9;      0.0000000;   1475.8908691;   1041.3474121;    845.9832764;    208.5034180;      0.0000000;  10340.5742188;   4265.9545898;   1219.5944824;   3376.1984863;    521.2262573;    478.8674316;   2171.5212402;   4265.9541016;   1219.5944824;   4817.3779297;    521.2261963;    140.0046082;  14395.5429688;   3942.5368652;   1009.8861694;   2940.2348633;    508.2686768;    863.2416382;   5421.7392578;   3942.5368652;   1009.8861694;   2940.2348633;    508.2686768;    314.8348389
        2012;          10;      0.0000000;    326.3392334;    534.5485840;   -664.0062256;      0.3226929;     74.0365601;    397.7144165;      0.0000000;      0.0000000;      0.0000000;    100.2358322;     92.0898972;    321.8778992;      0.0000000;      0.0000000;   1436.4826660;    100.2358246;     91.3786392;  11556.6943359;   1149.5516357;    506.7988281;   1509.9893799;    308.4165649;    541.4954224;  10066.6025391;   1149.5516357;    506.7988281;   1509.9893799;    308.4165649;    541.4954224
        2012;          11;      0.0000000;      0.0000000;      0.0000000;  -1408.3848877;      0.0000000;      0.0000000;    397.7144165;      0.0000000;      0.0000000;      0.0000000;     40.0943298;     36.8359566;    397.7144165;      0.0000000;      0.0000000;   1408.3848877;     40.0943260;     36.8359528;  34049.2851562;   3189.5104980;   1463.4058838;   4365.5668945;    898.9257812;   1580.5596924;   4171.3081055;    326.3392334;    534.5485840;    744.3786621;     40.4170189;    314.4901733
        2012;          12;      0.0000000;      0.0000000;      0.0000000;  -1400.2802734;      0.0000000;      0.0000000;    397.7144165;      0.0000000;      0.0000000;      0.0000000;     20.0471649;     18.4179783;    397.7144165;      0.0000000;      0.0000000;   1400.2802734;     20.0471630;     18.4179764;  16722.0468750;   1618.0219727;    726.4807129;   2165.7639160;    444.0252075;    780.1133423;   1773.2519531;      0.0000000;      0.0000000;     -8.1046143;     20.0471630;     92.9863663
        2013;           1;      0.0000000;      0.0000000;      0.0000000;  -1392.1536865;      0.0000000;      0.0000000;    402.0161743;      0.0000000;      0.0000000;      0.0000000;     20.2614994;     18.5943413;    402.0161743;      0.0000000;      0.0000000;   1392.1536865;     20.2614956;     18.5943413;  35701.3085938;   3338.2355957;   1533.4365234;   4574.6923828;    942.2797852;   1656.7475586;   1387.4331055;      0.0000000;      0.0000000;     -8.1265869;     20.2614956;     72.0122528
        2013;           2;      0.0000000;      0.0000000;      0.0000000;  -1386.2828369;      0.0000000;      0.0000000;    402.0161743;      0.0000000;      0.0000000;      0.0000000;     40.5229988;     37.1886826;    402.0161743;      0.0000000;      0.0000000;   1386.2828369;     40.5229912;     37.1886826;  40441.6601562;   3768.1601562;   1735.0429688;   5176.5097656;   1066.7304688;   1875.7319336;   1580.1728516;      0.0000000;      0.0000000;     -5.8708496;     40.5229912;    101.0538788
        2013;           3;      0.0000000;      0.0000000;      0.0000000;  -1379.3416748;      0.0000000;      0.0000000;    804.0323486;      0.0000000;      0.0000000;      0.0000000;    101.3074951;     92.9717026;    804.0323486;      0.0000000;      0.0000000;   1379.3416748;    101.3074951;     92.9717026;  45846.8515625;   4358.6987305;   1979.9898682;   5904.9160156;   1213.6312256;   2132.9248047;   2001.3349609;      0.0000000;      0.0000000;     -6.9411621;    101.3074951;    157.8729553
        2013;           4;      0.0000000;      0.0000000;      0.0000000;  -1372.2689209;      0.0000000;      0.0000000;  10050.4042969;    614.0708618;    176.0064697;    487.4877625;    506.5374756;    464.8585205;  10050.4042969;    614.0706787;    176.0065002;   1859.7567139;    506.5374146;    464.8585205;  58858.7148438;   7846.0737305;   2879.8635254;   8527.0693359;   1670.1335449;   2906.4113770;  10841.5517578;    614.0706787;    176.0065002;    480.4150391;    506.5374146;    507.7407837
        2013;           5;      0.0000000;      0.0000000;      0.0000000;  -1375.1467285;    249.1360474;      0.0000000;  20100.8085938;   4912.5668945;   1408.0517578;   3899.9020996;   1013.0749512;    929.7170410;  13679.1308594;   4912.5654297;   1408.0520020;   5275.0483398;   1013.0748291;    929.7170410;  19584.6757812;   6792.0258789;   1586.1530762;   4595.5620117;    763.9387817;   1279.4971924;  15166.1552734;   4912.5654297;   1408.0520020;   3902.7792969;    763.9387817;   1010.2639160
        2013;           6;      0.0000000;    232.7436523;    236.7939453;   -882.4403076;    170.3804321;      0.0000000;  12864.5175781;   4912.5668945;   1408.0517578;   3899.9020996;    506.5374756;    464.8585205;   7541.0893555;   4912.5654297;   1408.0520020;   5272.5527344;    506.5374146;    399.2125244;  16205.0263672;   4679.8217773;   1171.2580566;   3407.1950684;    585.2930298;    988.4554443;   8949.0097656;   4679.8217773;   1171.2580566;   3407.1950684;    585.2930298;    475.4861450
        2013;           7;      0.0000000;    492.2944336;    486.1586914;   -352.2087402;    241.2151489;      0.0000000;  12864.5175781;   4912.5668945;   1408.0517578;   3899.9020996;    648.3679810;    595.0189209;   3241.8640137;   4912.5654297;   1408.0520020;   5278.3271484;    648.3678589;    232.6053009;  15909.4501953;   4653.0146484;   1158.6872559;   3369.6701660;    577.5331421;    974.8010864;   4292.2055664;   4653.0146484;   1158.6872559;   3369.6701660;    577.5331421;    289.4688721
        2013;           8;      0.0000000;   1393.7148438;    908.6093140;    683.5604248;    280.1110535;      0.0000000;  11256.4531250;   4912.5668945;   1408.0517578;   3899.9020996;    526.7989502;    483.4528503;   2363.8557129;   4912.5654297;   1408.0520020;   5285.3779297;    526.7988892;    202.3631592;  13256.5332031;   4011.1450195;    985.6013794;   2864.1323242;    487.9029846;    822.2659912;   3885.6442871;   4011.1450195;    985.6013794;   2864.1323242;    487.9029846;    284.7766724
        2013;           9;      0.0000000;   1784.3349609;   1139.5250244;   1179.9177246;    300.8140564;      0.0000000;  10452.4199219;   4298.4960938;   1232.0452881;   3412.4140625;    526.7989502;    483.4528503;   2634.0302734;   4298.4960938;   1232.0451660;   4798.8510742;    526.7988892;    253.6527405;  14330.0556641;   3907.8759766;   1001.1295166;   2916.0563965;    506.0958557;    856.8676758;   5722.6513672;   3907.8759766;   1001.1295166;   2916.0563965;    506.0958557;    420.9932861
        2013;          10;      0.0000000;    621.3771973;    626.1513062;   -349.7739258;     89.5219727;     44.5205688;    402.0161743;      0.0000000;      0.0000000;      0.0000000;    101.3074951;     92.9717026;    349.7540894;      0.0000000;      0.0000000;   1382.6477051;    101.3074951;     90.7560120;  11716.6894531;   1162.9577637;    513.3737183;   1529.6916504;    312.5995789;    548.7577515;   9614.7236328;   1162.9577637;    513.3737183;   1529.6916504;    312.5995789;    548.7577515
        2013;          11;      0.0000000;      0.0000000;      0.0000000;  -1357.0334473;      0.0000000;      0.0000000;    402.0161743;      0.0000000;      0.0000000;      0.0000000;     40.5229988;     37.1886826;    402.0161743;      0.0000000;      0.0000000;   1357.0334473;     40.5229912;     37.1886826;  34541.4609375;   3233.0434570;   1484.1083984;   4427.4418945;    911.8297119;   1603.1673584;   3990.1828613;    621.3771973;    626.1513062;   1007.2595215;    130.0449677;    277.1658020
        2013;          12;      0.0000000;      0.0000000;      0.0000000;  -1356.3126221;      0.0000000;      0.0000000;    402.0161743;      0.0000000;      0.0000000;      0.0000000;     20.2614994;     18.5943413;    402.0161743;      0.0000000;      0.0000000;   1356.3126221;     20.2614956;     18.5943413;  13511.3701172;   1325.7257080;    589.7013550;   1757.5377197;    359.7162170;    631.6645508;   1705.9748535;      0.0000000;      0.0000000;     -0.7208252;     20.2614956;     89.9133453
        2014;           1;      0.0000000;      0.0000000;      0.0000000;  -1348.6180420;      0.0000000;      0.0000000;    404.9802246;      0.0000000;      0.0000000;      0.0000000;     20.4089470;     18.7137089;    404.9801941;      0.0000000;      0.0000000;   1348.6180420;     20.4089432;     18.7137108;  27764.2988281;   2617.8312988;   1195.7600098;   3566.6606445;    733.8915405;   1290.0086670;   1334.0850830;      0.0000000;      0.0000000;     -7.6945801;     20.4089432;     69.5301895
        2014;           2;      0.0000000;      0.0000000;      0.0000000;  -1342.9885254;      0.0000000;      0.0000000;    404.9802246;      0.0000000;      0.0000000;      0.0000000;     40.8178940;     37.4274178;    404.9801941;      0.0000000;      0.0000000;   1342.9885254;     40.8178864;     37.4274216;  32467.9882812;   3044.4309082;   1395.8072510;   4163.8242188;    857.3798218;   1507.2995605;   1515.6610107;      0.0000000;      0.0000000;     -5.6295166;     40.8178864;     98.1741028
