kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0004040;      0.0007321;      0.0002068;      0.0002618;      0.0031700;      0.0045411;      0.0000000
        2005;           2;      0.0004008;      0.0007161;      0.0001995;      0.0002534;      0.0030625;      0.0044281;      0.0000000
        2005;           3;      0.0004912;      0.0008862;      0.0002460;      0.0003063;      0.0037519;      0.0054423;      0.0000000
        2005;           4;      0.0006204;      0.0011788;      0.0003277;      0.0003786;      0.0048821;      0.0070845;      0.0000000
        2005;           5;      0.0008628;      0.0017397;      0.0004847;      0.0005135;      0.0070382;      0.0102124;      0.0000000
        2005;           6;      0.0010155;      0.0021383;      0.0005976;      0.0005962;      0.0085348;      0.0123630;      0.0000000
        2005;           7;      0.0011798;      0.0025289;      0.0007065;      0.0006850;      0.0100128;      0.0145142;      0.0000000
        2005;           8;      0.0013370;      0.0029174;      0.0008147;      0.0007669;      0.0114561;      0.0166204;      0.0000000
        2005;           9;      0.0011328;      0.0024225;      0.0006763;      0.0006575;      0.0095926;      0.0139105;      0.0000000
        2005;          10;      0.0007516;      0.0014956;      0.0004175;      0.0004543;      0.0061120;      0.0088449;      0.0000000
        2005;          11;      0.0005487;      0.0010320;      0.0002889;      0.0003418;      0.0043331;      0.0062572;      0.0000000
        2005;          12;      0.0004600;      0.0008068;      0.0002260;      0.0002906;      0.0034704;      0.0050285;      0.0000000
        2006;           1;      0.0004336;      0.0007629;      0.0002120;      0.0002737;      0.0032710;      0.0047399;      0.0000000
        2006;           2;      0.0004070;      0.0007212;      0.0002004;      0.0002560;      0.0030808;      0.0044661;      0.0000000
        2006;           3;      0.0004872;      0.0008806;      0.0002455;      0.0003057;      0.0037415;      0.0054155;      0.0000000
        2006;           4;      0.0009304;      0.0012658;      0.0003656;      0.0005142;      0.0055315;      0.0086140;      0.0000000
        2006;           5;      0.0016163;      0.0019602;      0.0005811;      0.0008429;      0.0086417;      0.0139654;      0.0000000
        2006;           6;      0.0010111;      0.0021157;      0.0005971;      0.0006005;      0.0085187;      0.0123088;      0.0000000
        2006;           7;      0.0011667;      0.0025036;      0.0007042;      0.0006837;      0.0099675;      0.0144099;      0.0000000
        2006;           8;      0.0013214;      0.0028905;      0.0008119;      0.0007644;      0.0114027;      0.0165006;      0.0000000
        2006;           9;      0.0011198;      0.0024021;      0.0006739;      0.0006547;      0.0095482;      0.0138133;      0.0000000
        2006;          10;      0.0007431;      0.0014839;      0.0004160;      0.0004518;      0.0060828;      0.0087834;      0.0000000
        2006;          11;      0.0005476;      0.0010235;      0.0002887;      0.0003434;      0.0043263;      0.0062380;      0.0000000
