kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0221339;      0.0353746;      0.0097944;      0.0142265;      0.1549230;      0.2270243;      0.0000000
        2005;           2;      0.0211976;      0.0336448;      0.0092793;      0.0134735;      0.1465683;      0.2158074;      0.0000000
        2005;           3;      0.1064625;      0.0745958;      0.0172829;      0.0396704;      0.2955506;      0.6425168;      0.0000000
        2005;           4;      0.1622166;      0.1103611;      0.0270748;      0.0621795;      0.4535916;      0.9772068;      0.0000000
        2005;           5;      0.2662936;      0.1735707;      0.0444514;      0.1032859;      0.7335562;      1.5870513;      0.0000000
        2005;           6;      0.3559662;      0.2270131;      0.0574768;      0.1357082;      0.9519312;      2.0950961;      0.0000000
        2005;           7;      0.4926645;      0.3116680;      0.0504994;      0.1332026;      0.9564853;      2.6503007;      0.0000000
        2005;           8;      0.5023472;      0.3221192;      0.0643422;      0.1589745;      1.1392270;      2.8211546;      0.0000000
        2005;           9;      0.3308651;      0.2155377;      0.0546963;      0.1235563;      0.8884149;      1.9614755;      0.0000000
        2005;          10;      0.1919904;      0.1244513;      0.0298112;      0.0681924;      0.4907396;      1.1203811;      0.0000000
        2005;          11;      0.1734701;      0.1060987;      0.0208593;      0.0542964;      0.3716262;      0.9502284;      0.0000000
        2005;          12;      0.1033101;      0.0689449;      0.0147287;      0.0354590;      0.2574640;      0.5985123;      0.0000000
        2006;           1;      0.0989758;      0.0672764;      0.0144176;      0.0341967;      0.2514749;      0.5784396;      0.0000000
        2006;           2;      0.1100176;      0.0706802;      0.0143127;      0.0355656;      0.2525500;      0.6189374;      0.0000000
        2006;           3;      0.1192845;      0.0804925;      0.0178071;      0.0421228;      0.3075375;      0.6994432;      0.0000000
        2006;           4;      0.1554582;      0.1077769;      0.0265692;      0.0602379;      0.4443503;      0.9459218;      0.0000000
        2006;           5;      0.2748389;      0.1778672;      0.0447258;      0.1053178;      0.7438190;      1.6262348;      0.0000000
        2006;           6;      0.3942655;      0.2457273;      0.0574398;      0.1422572;      0.9814924;      2.2597437;      0.0000000
        2006;           7;      0.5186084;      0.3258505;      0.0480622;      0.1309647;      0.9403638;      2.7410836;      0.0000000
        2006;           8;      0.5097004;      0.3262115;      0.0635629;      0.1585591;      1.1356246;      2.8472359;      0.0000000
        2006;           9;      0.3530965;      0.2270119;      0.0538131;      0.1258009;      0.8969520;      2.0518651;      0.0000000
        2006;          10;      0.2031804;      0.1300099;      0.0295665;      0.0693250;      0.4950763;      1.1660944;      0.0000000
        2006;          11;      0.1738499;      0.1062525;      0.0208657;      0.0543688;      0.3719180;      0.9518436;      0.0000000
        2006;          12;      0.1116302;      0.0727145;      0.0150580;      0.0370144;      0.2649241;      0.6352206;      0.0000000
        2007;           1;      0.1106207;      0.0722229;      0.0149452;      0.0366678;      0.2629124;      0.6299790;      0.0000000
        2007;           2;      0.0214677;      0.0340583;      0.0093354;      0.0135420;      0.1475348;      0.2178658;      0.0000000
        2007;           3;      0.0964031;      0.0701319;      0.0167600;      0.0374275;      0.2845104;      0.5970173;      0.0000000
        2007;           4;      0.1731997;      0.1153817;      0.0276124;      0.0646551;      0.4659017;      1.0271195;      0.0000000
        2007;           5;      0.2790610;      0.1796438;      0.0449531;      0.1062302;      0.7482982;      1.6452969;      0.0000000
        2007;           6;      0.3810709;      0.2401337;      0.0536895;      0.1316446;      0.9218466;      2.1721821;      0.0000000
        2007;           7;      0.3298870;      0.2244639;      0.0657161;      0.1394820;      1.0227199;      2.0655472;      0.0000000
        2007;           8;      0.2630284;      0.2077828;      0.0674519;      0.1263674;      1.0045027;      1.8246629;      0.0000000
        2007;           9;      0.1195518;      0.1271403;      0.0404496;      0.0643143;      0.5965258;      0.9762147;      0.0000000
        2007;          10;      0.1277169;      0.0979435;      0.0269477;      0.0556876;      0.4341921;      0.8395611;      0.0000000
        2007;          11;      0.1637627;      0.1013178;      0.0205747;      0.0527003;      0.3634975;      0.9073133;      0.0000000
        2007;          12;      0.1143486;      0.0737935;      0.0152348;      0.0377557;      0.2684337;      0.6477029;      0.0000000
        2008;           1;      0.1282610;      0.0807125;      0.0154455;      0.0392092;      0.2753859;      0.7064487;      0.0000000
        2008;           2;      0.1130598;      0.0721743;      0.0144431;      0.0361070;      0.2554277;      0.6326412;      0.0000000
        2008;           3;      0.1249675;      0.0829245;      0.0180797;      0.0433682;      0.3133969;      0.7247906;      0.0000000
        2008;           4;      0.1916341;      0.1245934;      0.0281320;      0.0676663;      0.4812196;      1.1084328;      0.0000000
