kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0003887;      0.0006442;      0.0001803;      0.0002537;      0.0028316;      0.0041068;      0.0000000
        2005;           2;      0.0003885;      0.0006343;      0.0001746;      0.0002468;      0.0027460;      0.0040280;      0.0000000
        2005;           3;      0.0004646;      0.0007725;      0.0002138;      0.0002949;      0.0033315;      0.0048769;      0.0000000
        2005;           4;      0.0009536;      0.0011336;      0.0003248;      0.0005224;      0.0050698;      0.0081282;      0.0000000
        2005;           5;      0.0008240;      0.0015034;      0.0004221;      0.0005024;      0.0062367;      0.0091387;      0.0000000
        2005;           6;      0.0009428;      0.0018437;      0.0005158;      0.0005648;      0.0074659;      0.0109049;      0.0000000
        2005;           7;      0.0010969;      0.0021855;      0.0006102;      0.0006485;      0.0087584;      0.0128121;      0.0000000
        2005;           8;      0.0012464;      0.0025269;      0.0007046;      0.0007271;      0.0100280;      0.0146922;      0.0000000
        2005;           9;      0.0010608;      0.0021034;      0.0005857;      0.0006254;      0.0084196;      0.0123351;      0.0000000
        2005;          10;      0.0006974;      0.0012900;      0.0003601;      0.0004299;      0.0053556;      0.0078105;      0.0000000
        2005;          11;      0.0010649;      0.0010815;      0.0003055;      0.0005395;      0.0048547;      0.0082406;      0.0000000
        2005;          12;      0.0004444;      0.0007089;      0.0001974;      0.0002834;      0.0031063;      0.0045594;      0.0000000
        2006;           1;      0.0004154;      0.0006720;      0.0001849;      0.0002647;      0.0029207;      0.0042846;      0.0000000
        2006;           2;      0.0003878;      0.0006323;      0.0001745;      0.0002470;      0.0027434;      0.0040212;      0.0000000
        2006;           3;      0.0004713;      0.0007737;      0.0002149;      0.0002992;      0.0033516;      0.0049123;      0.0000000
        2006;           4;      0.0012971;      0.0012608;      0.0003550;      0.0006374;      0.0056296;      0.0097619;      0.0000000
        2006;           5;      0.0011837;      0.0015806;      0.0004686;      0.0006789;      0.0070483;      0.0109144;      0.0000000
        2006;           6;      0.0016825;      0.0020404;      0.0006194;      0.0009295;      0.0092314;      0.0146764;      0.0000000
        2006;           7;      0.0031614;      0.0028187;      0.0008746;      0.0015544;      0.0131859;      0.0231572;      0.0000000
        2006;           8;      0.0021466;      0.0027220;      0.0008385;      0.0012027;      0.0122741;      0.0192836;      0.0000000
        2006;           9;      0.0010267;      0.0020493;      0.0005782;      0.0006155;      0.0082896;      0.0120705;      0.0000000
        2006;          10;      0.0006724;      0.0012563;      0.0003549;      0.0004206;      0.0052612;      0.0076262;      0.0000000
        2006;          11;      0.0013670;      0.0012016;      0.0003296;      0.0006307;      0.0053045;      0.0096630;      0.0000000
        2006;          12;      0.0005975;      0.0007598;      0.0002126;      0.0003452;      0.0034035;      0.0053053;      0.0000000
        2007;           1;      0.0004430;      0.0006751;      0.0001880;      0.0002798;      0.0029840;      0.0044158;      0.0000000
        2007;           2;      0.0003998;      0.0006414;      0.0001765;      0.0002527;      0.0027824;      0.0040969;      0.0000000
        2007;           3;      0.0010636;      0.0009913;      0.0002644;      0.0004996;      0.0043186;      0.0077197;      0.0000000
        2007;           4;      0.0015960;      0.0013824;      0.0003789;      0.0007273;      0.0060780;      0.0111748;      0.0000000
        2007;           5;      0.0021595;      0.0019695;      0.0005688;      0.0010346;      0.0088708;      0.0157396;      0.0000000
        2007;           6;      0.0037789;      0.0028463;      0.0008311;      0.0016696;      0.0129405;      0.0248945;      0.0000000
        2007;           7;      0.0027993;      0.0027193;      0.0008266;      0.0014141;      0.0125160;      0.0213997;      0.0000000
        2007;           8;      0.0016489;      0.0026114;      0.0007694;      0.0009627;      0.0111537;      0.0168086;      0.0000000
        2007;           9;      0.0010614;      0.0020963;      0.0005859;      0.0006284;      0.0084226;      0.0123291;      0.0000000
        2007;          10;      0.0010996;      0.0014010;      0.0004157;      0.0006245;      0.0063107;      0.0098666;      0.0000000
        2007;          11;      0.0013325;      0.0011779;      0.0003276;      0.0006217;      0.0052438;      0.0094841;      0.0000000
        2007;          12;      0.0007340;      0.0008070;      0.0002239;      0.0003906;      0.0036177;      0.0059440;      0.0000000
        2008;           1;      0.0004218;      0.0006735;      0.0001857;      0.0002684;      0.0029375;      0.0043171;      0.0000000
