kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0003866;      0.0007278;      0.0002045;      0.0002482;      0.0030933;      0.0044384;      0.0000000
        2005;           2;      0.0003665;      0.0006783;      0.0001884;      0.0002314;      0.0028608;      0.0041351;      0.0000000
        2005;           3;      0.0004266;      0.0007871;      0.0002175;      0.0002665;      0.0033001;      0.0047882;      0.0000000
        2005;           4;      0.0004749;      0.0009010;      0.0002492;      0.0002933;      0.0037342;      0.0054185;      0.0000000
        2005;           5;      0.0006121;      0.0012212;      0.0003392;      0.0003719;      0.0049750;      0.0072083;      0.0000000
        2005;           6;      0.0006937;      0.0014421;      0.0004025;      0.0004177;      0.0058114;      0.0083987;      0.0000000
        2005;           7;      0.0007990;      0.0016940;      0.0004731;      0.0004766;      0.0067747;      0.0097916;      0.0000000
        2005;           8;      0.0009005;      0.0019453;      0.0005431;      0.0005311;      0.0077147;      0.0111583;      0.0000000
        2005;           9;      0.0008766;      0.0018945;      0.0005288;      0.0005165;      0.0075090;      0.0108627;      0.0000000
        2005;          10;      0.0007109;      0.0014772;      0.0004122;      0.0004282;      0.0059546;      0.0086046;      0.0000000
        2005;          11;      0.0005693;      0.0011136;      0.0003084;      0.0003465;      0.0045553;      0.0066132;      0.0000000
        2005;          12;      0.0004773;      0.0008863;      0.0002451;      0.0002952;      0.0036937;      0.0053708;      0.0000000
        2006;           1;      0.0004217;      0.0007660;      0.0002109;      0.0002623;      0.0032144;      0.0046783;      0.0000000
        2006;           2;      0.0003819;      0.0006935;      0.0001909;      0.0002374;      0.0029086;      0.0042350;      0.0000000
        2006;           3;      0.0004322;      0.0007911;      0.0002184;      0.0002692;      0.0033183;      0.0048228;      0.0000000
        2006;           4;      0.0006912;      0.0009691;      0.0002754;      0.0003866;      0.0041920;      0.0064977;      0.0000000
        2006;           5;      0.0017701;      0.0016370;      0.0004635;      0.0007945;      0.0070803;      0.0128599;      0.0000000
        2006;           6;      0.0009117;      0.0014994;      0.0004372;      0.0005329;      0.0063804;      0.0095418;      0.0000000
        2006;           7;      0.0008063;      0.0016956;      0.0004748;      0.0004820;      0.0068021;      0.0098349;      0.0000000
        2006;           8;      0.0009055;      0.0019468;      0.0005443;      0.0005347;      0.0077338;      0.0111884;      0.0000000
        2006;           9;      0.0008800;      0.0018955;      0.0005296;      0.0005190;      0.0075223;      0.0108836;      0.0000000
        2006;          10;      0.0007130;      0.0014781;      0.0004127;      0.0004297;      0.0059627;      0.0086177;      0.0000000
        2006;          11;      0.0005577;      0.0010981;      0.0003063;      0.0003429;      0.0045161;      0.0065306;      0.0000000
        2006;          12;      0.0004842;      0.0008811;      0.0002462;      0.0003010;      0.0037109;      0.0053970;      0.0000000
        2007;           1;      0.0008141;      0.0008989;      0.0002486;      0.0004016;      0.0038837;      0.0065493;      0.0000000
        2007;           2;      0.0010615;      0.0009520;      0.0002492;      0.0004481;      0.0039475;      0.0074433;      0.0000000
        2007;           3;      0.0014201;      0.0011734;      0.0003014;      0.0005665;      0.0047860;      0.0094717;      0.0000000
        2007;           4;      0.0017743;      0.0014006;      0.0003664;      0.0006999;      0.0057565;      0.0115930;      0.0000000
        2007;           5;      0.0021504;      0.0017868;      0.0005034;      0.0009145;      0.0077013;      0.0147045;      0.0000000
        2007;           6;      0.0029495;      0.0022662;      0.0006620;      0.0012334;      0.0099412;      0.0194954;      0.0000000
        2007;           7;      0.0023981;      0.0022223;      0.0006816;      0.0011298;      0.0100512;      0.0178037;      0.0000000
        2007;           8;      0.0018181;      0.0021951;      0.0006808;      0.0009653;      0.0098490;      0.0158443;      0.0000000
        2007;           9;      0.0011261;      0.0019200;      0.0005723;      0.0006624;      0.0081708;      0.0121311;      0.0000000
        2007;          10;      0.0010100;      0.0015558;      0.0004613;      0.0005832;      0.0067317;      0.0101801;      0.0000000
        2007;          11;      0.0009864;      0.0012212;      0.0003599;      0.0005262;      0.0053961;      0.0086447;      0.0000000
        2007;          12;      0.0006944;      0.0009446;      0.0002708;      0.0003880;      0.0041307;      0.0064286;      0.0000000
        2008;           1;      0.0008542;      0.0009160;      0.0002520;      0.0004130;      0.0039432;      0.0067404;      0.0000000
        2008;           2;      0.0010266;      0.0009363;      0.0002471;      0.0004404;      0.0039078;      0.0072836;      0.0000000
        2008;           3;      0.0011272;      0.0010492;      0.0002808;      0.0004937;      0.0044199;      0.0081195;      0.0000000
        2008;           4;      0.0011957;      0.0011628;      0.0003208;      0.0005446;      0.0049787;      0.0088949;      0.0000000
        2008;           5;      0.0015945;      0.0015740;      0.0004506;      0.0007443;      0.0068532;      0.0120634;      0.0000000
        2008;           6;      0.0031551;      0.0023571;      0.0006793;      0.0012914;      0.0102446;      0.0204786;      0.0000000
        2008;           7;      0.0024996;      0.0022662;      0.0006916;      0.0011628;      0.0102252;      0.0183024;      0.0000000
        2008;           8;      0.0019290;      0.0022396;      0.0006943;      0.0010079;      0.0100740;      0.0164075;      0.0000000
        2008;           9;      0.0011691;      0.0019370;      0.0005790;      0.0006826;      0.0082801;      0.0123628;      0.0000000
        2008;          10;      0.0006907;      0.0014448;      0.0004079;      0.0004220;      0.0058738;      0.0084452;      0.0000000
        2008;          11;      0.0013631;      0.0013637;      0.0003990;      0.0006523;      0.0060342;      0.0104697;      0.0000000
        2008;          12;      0.0011364;      0.0011106;      0.0003115;      0.0005277;      0.0048217;      0.0085267;      0.0000000
        2009;           1;      0.0010530;      0.0009902;      0.0002685;      0.0004704;      0.0042208;      0.0076641;      0.0000000
        2009;           2;      0.0008624;      0.0008598;      0.0002368;      0.0004021;      0.0037066;      0.0065217;      0.0000000
        2009;           3;      0.0012738;      0.0011082;      0.0002932;      0.0005347;      0.0046270;      0.0088090;      0.0000000
        2009;           4;      0.0016652;      0.0013544;      0.0003580;      0.0006719;      0.0056147;      0.0110852;      0.0000000
        2009;           5;      0.0023328;      0.0018689;      0.0005222;      0.0009691;      0.0080036;      0.0156056;      0.0000000
        2009;           6;      0.0030109;      0.0022800;      0.0006749;      0.0012552;      0.0100527;      0.0198026;      0.0000000
        2009;           7;      0.0023594;      0.0021905;      0.0006823;      0.0011193;      0.0099813;      0.0176038;      0.0000000
        2009;           8;      0.0018264;      0.0021780;      0.0006844;      0.0009704;      0.0098476;      0.0158575;      0.0000000
        2009;           9;      0.0011300;      0.0019002;      0.0005729;      0.0006661;      0.0081528;      0.0121096;      0.0000000
        2009;          10;      0.0011720;      0.0015951;      0.0004813;      0.0006507;      0.0070392;      0.0109558;      0.0000000
        2009;          11;      0.0013121;      0.0013528;      0.0003928;      0.0006343;      0.0059562;      0.0102359;      0.0000000
        2009;          12;      0.0011458;      0.0011189;      0.0003109;      0.0005280;      0.0048267;      0.0085694;      0.0000000
        2010;           1;      0.0011675;      0.0010415;      0.0002762;      0.0004982;      0.0043648;      0.0081957;      0.0000000
        2010;           2;      0.0009620;      0.0009037;      0.0002439;      0.0004275;      0.0038377;      0.0069868;      0.0000000
        2010;           3;      0.0013169;      0.0011253;      0.0002964;      0.0005460;      0.0046822;      0.0090073;      0.0000000
        2010;           4;      0.0019253;      0.0014671;      0.0003776;      0.0007375;      0.0059508;      0.0122982;      0.0000000
        2010;           5;      0.0021442;      0.0017984;      0.0005035;      0.0009118;      0.0077200;      0.0147115;      0.0000000
        2010;           6;      0.0035474;      0.0025487;      0.0007175;      0.0014053;      0.0108973;      0.0224342;      0.0000000
        2010;           7;      0.0033288;      0.0025790;      0.0007927;      0.0014325;      0.0116221;      0.0223604;      0.0000000
        2010;           8;      0.0026447;      0.0024752;      0.0007914;      0.0012744;      0.0114198;      0.0199507;      0.0000000
        2010;           9;      0.0017972;      0.0021132;      0.0006709;      0.0009527;      0.0096092;      0.0155130;      0.0000000
        2010;          10;      0.0019411;      0.0018743;      0.0005733;      0.0009302;      0.0084635;      0.0147541;      0.0000000
        2010;          11;      0.0018468;      0.0015632;      0.0004439;      0.0007971;      0.0067800;      0.0127889;      0.0000000
        2010;          12;      0.0014461;      0.0012459;      0.0003348;      0.0006093;      0.0052426;      0.0099812;      0.0000000
        2011;           1;      0.0013140;      0.0011048;      0.0002860;      0.0005333;      0.0045414;      0.0088688;      0.0000000
        2011;           2;      0.0012170;      0.0010154;      0.0002606;      0.0004881;      0.0041445;      0.0081599;      0.0000000
        2011;           3;      0.0012988;      0.0011269;      0.0002929;      0.0005353;      0.0046394;      0.0089215;      0.0000000
        2011;           4;      0.0014628;      0.0012799;      0.0003401;      0.0006124;      0.0053282;      0.0101414;      0.0000000
        2011;           5;      0.0016682;      0.0016175;      0.0004557;      0.0007615;      0.0069632;      0.0124296;      0.0000000
        2011;           6;      0.0028575;      0.0022526;      0.0006411;      0.0011927;      0.0097439;      0.0190271;      0.0000000
        2011;           7;      0.0018550;      0.0020335;      0.0006157;      0.0009357;      0.0090750;      0.0151429;      0.0000000
        2011;           8;      0.0012847;      0.0020375;      0.0006066;      0.0007375;      0.0087253;      0.0131714;      0.0000000
        2011;           9;      0.0008766;      0.0018807;      0.0005289;      0.0005209;      0.0075074;      0.0108434;      0.0000000
        2011;          10;      0.0011068;      0.0016052;      0.0004749;      0.0006230;      0.0069668;      0.0107096;      0.0000000
        2011;          11;      0.0020767;      0.0016682;      0.0004600;      0.0008566;      0.0070905;      0.0138706;      0.0000000
        2011;          12;      0.0014550;      0.0012455;      0.0003356;      0.0006125;      0.0052503;      0.0100151;      0.0000000
        2012;           1;      0.0012781;      0.0010920;      0.0002831;      0.0005231;      0.0044941;      0.0087043;      0.0000000
        2012;           2;      0.0012421;      0.0010272;      0.0002621;      0.0004934;      0.0041730;      0.0082753;      0.0000000
        2012;           3;      0.0014181;      0.0011807;      0.0002996;      0.0005606;      0.0047679;      0.0094624;      0.0000000
