kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2005;           1;      0.0057844;      0.0090997;      0.0025014;      0.0036845;      0.0397494;      0.0585541;      0.0000000
        2005;           2;      0.0055829;      0.0085478;      0.0023533;      0.0035172;      0.0374356;      0.0555137;      0.0000000
        2005;           3;      0.0311646;      0.0210004;      0.0045912;      0.0108333;      0.0791834;      0.1819467;      0.0000000
        2005;           4;      0.0095718;      0.0167744;      0.0046478;      0.0058530;      0.0699104;      0.1029970;      0.0000000
        2005;           5;      0.0130064;      0.0246708;      0.0068994;      0.0078257;      0.1005336;      0.1473175;      0.0000000
        2005;           6;      0.0154876;      0.0308281;      0.0086997;      0.0092235;      0.1241960;      0.1813463;      0.0000000
        2005;           7;      0.0756674;      0.0549999;      0.0177156;      0.0346931;      0.2643077;      0.5007893;      0.0000000
        2005;           8;      0.0531420;      0.0490262;      0.0165486;      0.0275078;      0.2383647;      0.4051600;      0.0000000
        2005;           9;      0.0133425;      0.0271651;      0.0077560;      0.0081239;      0.1106046;      0.1599322;      0.0000000
        2005;          10;      0.0146098;      0.0166149;      0.0050168;      0.0080770;      0.0767720;      0.1231533;      0.0000000
        2005;          11;      0.0594457;      0.0340480;      0.0055281;      0.0155080;      0.1011329;      0.3050142;      0.0000000
        2005;          12;      0.0505215;      0.0288982;      0.0043391;      0.0122642;      0.0802369;      0.2555136;      0.0000000
        2006;           1;      0.0524884;      0.0300512;      0.0044848;      0.0126147;      0.0827220;      0.2651322;      0.0000000
        2006;           2;      0.0298948;      0.0187922;      0.0036909;      0.0093085;      0.0652375;      0.1653570;      0.0000000
        2006;           3;      0.0391151;      0.0246486;      0.0049171;      0.0122760;      0.0861994;      0.2170593;      0.0000000
        2006;           4;      0.0096337;      0.0168352;      0.0046577;      0.0058768;      0.0700954;      0.1033903;      0.0000000
        2006;           5;      0.0131367;      0.0247909;      0.0069247;      0.0078883;      0.1009888;      0.1481775;      0.0000000
        2006;           6;      0.0155544;      0.0309494;      0.0087190;      0.0092443;      0.1245062;      0.1819286;      0.0000000
        2006;           7;      0.1030084;      0.0666568;      0.0200599;      0.0428799;      0.3061291;      0.6317578;      0.0000000
        2006;           8;      0.0777653;      0.0585480;      0.0196819;      0.0367128;      0.2863815;      0.5291501;      0.0000000
        2006;           9;      0.0149086;      0.0275572;      0.0080777;      0.0091497;      0.1158315;      0.1688274;      0.0000000
        2006;          10;      0.0253973;      0.0208725;      0.0060596;      0.0117098;      0.0951096;      0.1754330;      0.0000000
        2006;          11;      0.0577389;      0.0332168;      0.0054935;      0.0152886;      0.1000991;      0.2977081;      0.0000000
        2006;          12;      0.0476126;      0.0274941;      0.0042687;      0.0118750;      0.0783935;      0.2430113;      0.0000000
        2007;           1;      0.0435851;      0.0256373;      0.0043065;      0.0116732;      0.0781319;      0.2272960;      0.0000000
        2007;           2;      0.0409875;      0.0241153;      0.0040184;      0.0108629;      0.0728133;      0.2133529;      0.0000000
        2007;           3;      0.0153200;      0.0141465;      0.0037313;      0.0071918;      0.0614676;      0.1103233;      0.0000000
        2007;           4;      0.0272026;      0.0231966;      0.0062518;      0.0122679;      0.1011010;      0.1879190;      0.0000000
        2007;           5;      0.0130349;      0.0246630;      0.0069091;      0.0078570;      0.1006906;      0.1475049;      0.0000000
        2007;           6;      0.0316523;      0.0351115;      0.0109697;      0.0172386;      0.1627200;      0.2636107;      0.0000000
        2007;           7;      0.0322811;      0.0388565;      0.0123951;      0.0181475;      0.1797393;      0.2838468;      0.0000000
        2007;           8;      0.0178132;      0.0381792;      0.0109476;      0.0106265;      0.1528218;      0.2207845;      0.0000000
        2007;           9;      0.0133316;      0.0271135;      0.0077358;      0.0081101;      0.1103434;      0.1596214;      0.0000000
        2007;          10;      0.0088515;      0.0156286;      0.0043707;      0.0055231;      0.0658845;      0.0963184;      0.0000000
        2007;          11;      0.0435583;      0.0263737;      0.0050907;      0.0132268;      0.0900669;      0.2361533;      0.0000000
        2007;          12;      0.0469525;      0.0271462;      0.0042724;      0.0118741;      0.0783975;      0.2403836;      0.0000000
        2008;           1;      0.0618862;      0.0347280;      0.0046128;      0.0134831;      0.0867614;      0.3045799;      0.0000000
        2008;           2;      0.0337049;      0.0206219;      0.0038132;      0.0098682;      0.0680083;      0.1819458;      0.0000000
        2008;           3;      0.0452746;      0.0274859;      0.0051613;      0.0133739;      0.0915080;      0.2442094;      0.0000000
        2008;           4;      0.0603733;      0.0377638;      0.0081044;      0.0200190;      0.1391514;      0.3387595;      0.0000000
        2008;           5;      0.0133862;      0.0250832;      0.0069844;      0.0080004;      0.1019942;      0.1500203;      0.0000000
        2008;           6;      0.0478164;      0.0418890;      0.0126987;      0.0234713;      0.1952264;      0.3452013;      0.0000000
        2008;           7;      0.0980245;      0.0647516;      0.0195070;      0.0420853;      0.3018643;      0.6092215;      0.0000000
        2008;           8;      0.0189336;      0.0397711;      0.0112845;      0.0111387;      0.1581303;      0.2300255;      0.0000000
        2008;           9;      0.0759736;      0.0503353;      0.0150898;      0.0314941;      0.2289726;      0.4703132;      0.0000000
        2008;          10;      0.0389858;      0.0268997;      0.0070654;      0.0156347;      0.1152094;      0.2400363;      0.0000000
        2008;          11;      0.0471544;      0.0280125;      0.0052614;      0.0139710;      0.0937140;      0.2523244;      0.0000000
        2008;          12;      0.0480598;      0.0276638;      0.0043048;      0.0120530;      0.0792284;      0.2451928;      0.0000000
