 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   3042.2385254;   9994.5068359;     79.6157913;    112.7486954;    357.8021240;     19.5744877
        2005;           2;   3042.2385254;   9994.5068359;     76.8426971;    112.7486954;    357.8021240;     18.8926907
        2005;           3;   3042.2385254;   9994.5068359;     74.6466827;    112.7486954;    357.8021240;     18.3527756
        2005;           4;   3042.2385254;   9994.5068359;     76.4086914;    112.7486954;    357.8021240;     18.7859840
        2005;           5;   3042.2385254;   9994.5068359;     78.9103088;    112.7486954;    357.8021240;     19.4010372
        2005;           6;   3042.2385254;   9994.5068359;     82.1422882;    112.7486954;    357.8021240;     20.1956596
        2005;           7;   3042.2385254;   9994.5068359;     82.1422882;    112.7486954;    357.8021240;     20.1956596
        2005;           8;   3042.2385254;   9994.5068359;     82.1422882;    112.7486954;    357.8021240;     20.1956596
        2005;           9;   3042.2385254;   9994.5068359;     82.1422882;    112.7486954;    357.8021240;     20.1956596
        2005;          10;   3042.2385254;   9994.5068359;     82.1422882;    112.7486954;    357.8021240;     20.1956596
        2005;          11;   3042.2385254;   9994.5068359;     77.6702042;    112.7486954;    357.8021240;     19.0961456
        2005;          12;   3042.2385254;   9994.5068359;     74.2663345;    112.7486954;    357.8021240;     18.2592621
        2006;           1;   3042.2385254;   9994.5068359;     69.6973495;    112.7486954;    357.8021240;     17.1359234
        2006;           2;   3042.2385254;   9994.5068359;     68.6792908;    112.7486954;    357.8021240;     16.8856220
        2006;           3;   3023.7539062;   9994.5068359;     67.6462784;    112.0636215;    357.8021240;     16.6316414
        2006;           4;   3017.6049805;   9994.5068359;     69.1293793;    111.8357315;    357.8021240;     16.9962807
        2006;           5;   3017.6049805;   9994.5068359;     72.2766113;    111.8357315;    357.8021240;     17.7700653
        2006;           6;   3017.6049805;   9994.5068359;     74.1373138;    111.8357315;    357.8021240;     18.2275391
        2006;           7;   3017.6049805;   9994.5068359;     74.2019653;    111.8357315;    357.8021240;     18.2434368
        2006;           8;   3017.6049805;   9994.5068359;     74.2019653;    111.8357315;    357.8021240;     18.2434368
        2006;           9;   3017.6049805;   9994.5068359;     74.2019653;    111.8357315;    357.8021240;     18.2434368
        2006;          10;   3017.6049805;   9994.5068359;     74.2019653;    111.8357315;    357.8021240;     18.2434368
        2006;          11;   3023.7539062;   9994.5068359;     72.9926910;    112.0636215;    357.8021240;     17.9461231
        2006;          12;   3023.7539062;   9994.5068359;     71.1763229;    112.0636215;    357.8021240;     17.4995461
        2007;           1;   3023.7539062;   9994.5068359;     69.9108200;    112.0636215;    357.8021240;     17.1884041
        2007;           2;   3023.7539062;   9994.5068359;     69.5679550;    112.0636215;    357.8021240;     17.1041088
        2007;           3;   3023.7539062;   9994.5068359;     70.4534149;    112.0636215;    357.8021240;     17.3218117
        2007;           4;   3023.7539062;   9994.5068359;     72.9926910;    112.0636215;    357.8021240;     17.9461231
        2007;           5;   3023.7539062;   9994.5068359;     75.1386414;    112.0636215;    357.8021240;     18.4737263
        2007;           6;   3023.7539062;   9994.5068359;     79.0007629;    112.0636215;    357.8021240;     19.4232769
        2007;           7;   3023.7539062;   9994.5068359;     79.0905685;    112.0636215;    357.8021240;     19.4453545
        2007;           8;   3023.7539062;   9994.5068359;     78.6348419;    112.0636215;    357.8021240;     19.3333111
        2007;           9;   3023.7539062;   9994.5068359;     78.7273483;    112.0636215;    357.8021240;     19.3560524
        2007;          10;   3023.7539062;   9994.5068359;     81.7235870;    112.0636215;    357.8021240;     20.0927162
        2007;          11;   3023.7539062;   9994.5068359;     79.4866257;    112.0636215;    357.8021240;     19.5427322
        2007;          12;   3029.9091797;   9994.5068359;     77.4936218;    112.2917404;    357.8021240;     19.0527267
        2008;           1;   3036.0708008;   9994.5068359;     71.3326874;    112.5201111;    357.8021240;     17.5379887
        2008;           2;   3036.0708008;   9994.5068359;     67.9340515;    112.5201111;    357.8021240;     16.7023926
        2008;           3;   3036.0708008;   9994.5068359;     68.2172318;    112.5201111;    357.8021240;     16.7720184
        2008;           4;   3036.0708008;   9994.5068359;     69.3061676;    112.5201111;    357.8021240;     17.0397472
        2008;           5;   3036.0708008;   9994.5068359;     71.0580444;    112.5201111;    357.8021240;     17.4704647
        2008;           6;   3036.0708008;   9994.5068359;     75.6140594;    112.5201111;    357.8021240;     18.5906162
        2008;           7;   3036.0708008;   9994.5068359;     75.6723633;    112.5201111;    357.8021240;     18.6049519
        2008;           8;   3036.0708008;   9994.5068359;     75.7304230;    112.5201111;    357.8021240;     18.6192245
        2008;           9;   3036.0708008;   9994.5068359;     75.7304230;    112.5201111;    357.8021240;     18.6192245
        2008;          10;   3036.0708008;   9994.5068359;     78.0162506;    112.5201111;    357.8021240;     19.1812229
        2008;          11;   3042.2385254;   9994.5068359;     80.2818146;    112.7486954;    357.8021240;     19.7382393
        2008;          12;   3042.2385254;   9994.5068359;     77.5189896;    112.7486954;    357.8021240;     19.0589638
        2009;           1;   3042.2385254;   9994.5068359;     74.6466827;    112.7486954;    357.8021240;     18.3527756
        2009;           2;   3042.2385254;   9994.5068359;     74.6466827;    112.7486954;    357.8021240;     18.3527756
        2009;           3;   3042.2385254;   9994.5068359;     71.0580444;    112.7486954;    357.8021240;     17.4704647
        2009;           4;   3042.2385254;   9994.5068359;     71.1369934;    112.7486954;    357.8021240;     17.4898777
        2009;           5;   3042.2385254;   9994.5068359;     73.9416122;    112.7486954;    357.8021240;     18.1794224
        2009;           6;   3042.2385254;   9994.5068359;     79.8700027;    112.7486954;    357.8021240;     19.6369915
        2009;           7;   3042.2385254;   9994.5068359;     79.8700027;    112.7486954;    357.8021240;     19.6369915
        2009;           8;   3042.2385254;   9994.5068359;     79.8700027;    112.7486954;    357.8021240;     19.6369915
        2009;           9;   3042.2385254;   9994.5068359;     79.8700027;    112.7486954;    357.8021240;     19.6369915
