 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   9022.2490234;  10013.5800781;     66.3433685;    178.3976593;    191.2612457;      8.7025175
        2005;           2;   9022.2490234;  10013.5800781;     63.8490143;    178.3976593;    191.2612457;      8.3753233
        2005;           3;   9022.2490234;  10032.6542969;     69.6111984;    178.3976593;    191.6255798;      9.1311703
        2005;           4;   9032.8779297;  10051.7275391;     72.8521194;    178.6078339;    191.9898682;      9.5562954
        2005;           5;   9043.5146484;  10070.8007812;     78.2577896;    178.8181763;    192.3541718;     10.2653780
        2005;           6;   9043.5146484;  10089.8740234;     79.7011414;    178.8181763;    192.7184906;     10.4547081
        2005;           7;   9043.5146484;  10108.9472656;     87.9605408;    178.8181763;    193.0827789;     11.5381260
        2005;           8;   9043.5146484;  10108.9472656;     87.8879318;    178.8181763;    193.0827789;     11.5285997
        2005;           9;   9043.5146484;  10108.9472656;     87.9243164;    178.8181763;    193.0827789;     11.5333729
        2005;          10;   9043.5146484;  10128.0214844;     88.7817230;    178.8181763;    193.4470978;     11.6458426
        2005;          11;   9043.5146484;  10147.0947266;     74.1048813;    178.8181763;    193.8114166;      9.7206249
        2005;          12;   9043.5146484;  10147.0947266;     71.5644073;    178.8181763;    193.8114166;      9.3873806
        2006;           1;   9032.8779297;  10166.1679688;     66.8049774;    178.6078339;    194.1757050;      8.7630682
        2006;           2;   9032.8779297;  10166.1679688;     60.4089241;    178.6078339;    194.1757050;      7.9240727
        2006;           3;   9032.8779297;  10185.2421875;     62.8170929;    178.6078339;    194.5400391;      8.2399626
        2006;           4;   9043.5146484;  10204.3154297;     68.1233368;    178.8181763;    194.9043427;      8.9360018
        2006;           5;   9043.5146484;  10223.3886719;     72.0922928;    178.8181763;    195.2686462;      9.4566259
        2006;           6;   9043.5146484;  10242.4619141;     71.3715363;    178.8181763;    195.6329346;      9.3620806
        2006;           7;   9043.5146484;  10261.5351562;     80.2006073;    178.8181763;    195.9972534;     10.5202246
        2006;           8;   9043.5146484;  10261.5351562;     80.2006073;    178.8181763;    195.9972534;     10.5202246
        2006;           9;   9043.5146484;  10261.5351562;     76.6815872;    178.8181763;    195.9972534;     10.0586205
        2006;          10;   9043.5146484;  10261.5351562;     79.0905685;    178.8181763;    195.9972534;     10.3746166
        2006;          11;   9022.2490234;  10280.6093750;     70.1634521;    178.3976593;    196.3615570;      9.2036123
        2006;          12;   9011.6240234;  10299.6826172;     69.1293793;    178.1875763;    196.7258606;      9.0679684
        2007;           1;   9001.0068359;  10299.6826172;     67.7427139;    177.9776306;    196.7258606;      8.8860741
        2007;           2;   9001.0068359;  10318.7558594;     69.0402985;    177.9776306;    197.0901642;      9.0562840
        2007;           3;   9001.0068359;  10337.8300781;     71.8305511;    177.9776306;    197.4544983;      9.4222927
        2007;           4;   9022.2490234;  10356.9033203;     75.4967117;    178.3976593;    197.8188019;      9.9031963
        2007;           5;   9022.2490234;  10375.9765625;     81.9000397;    178.3976593;    198.1831207;     10.7431450
        2007;           6;   9022.2490234;  10375.9765625;     89.9723206;    178.3976593;    198.1831207;     11.8020182
        2007;           7;   9022.2490234;  10375.9765625;     90.0808182;    178.3976593;    198.1831207;     11.8162498
        2007;           8;   9022.2490234;  10375.9765625;     89.8897858;    178.3976593;    198.1831207;     11.7911921
        2007;           9;   9022.2490234;  10375.9765625;     88.2443085;    178.3976593;    198.1831207;     11.5753479
        2007;          10;   9022.2490234;  10395.0498047;     81.2510071;    178.3976593;    198.5474091;     10.6580105
        2007;          11;   9022.2490234;  10414.1230469;     70.9787140;    178.3976593;    198.9117126;      9.3105536
        2007;          12;   9001.0068359;  10414.1230469;     76.1863251;    177.9776306;    198.9117126;      9.9936571
        2008;           1;   8979.7910156;  10414.1230469;     60.9948959;    177.5581512;    198.9117126;      8.0009365
        2008;           2;   8979.7910156;  10414.1230469;     60.3038330;    177.5581512;    198.9117126;      7.9102869
        2008;           3;   8979.7910156;  10433.1972656;     68.5419464;    177.5581512;    199.2760468;      8.9909134
        2008;           4;   8979.7910156;  10452.2705078;     67.5493088;    177.5581512;    199.6403351;      8.8607044
        2008;           5;   8979.7910156;  10452.2705078;     73.6095810;    177.5581512;    199.6403351;      9.6556540
        2008;           6;   8979.7910156;  10471.3437500;     74.0723648;    177.5581512;    200.0046387;      9.7163591
        2008;           7;   8979.7910156;  10490.4179688;     82.9962769;    177.5581512;    200.3689728;     10.8869429
        2008;           8;   8979.7910156;  10509.4912109;     83.7259064;    177.5581512;    200.7332764;     10.9826517
        2008;           9;   8979.7910156;  10528.5644531;     89.2216797;    177.5581512;    201.0975647;     11.7035532
        2008;          10;   8979.7910156;  10547.6376953;     82.6760559;    177.5581512;    201.4618683;     10.8449383
        2008;          11;   8979.7910156;  10566.7109375;     76.3534393;    177.5581512;    201.8261871;     10.0155754
        2008;          12;   8969.1914062;  10566.7109375;     73.6095810;    177.3485565;    201.8261871;      9.6556540
        2009;           1;   8958.5996094;  10566.7109375;     69.7402573;    177.1391144;    201.8261871;      9.1481009
        2009;           2;   8958.5996094;  10566.7109375;     63.1261406;    177.1391144;    201.8261871;      8.2805014
        2009;           3;   8958.5996094;  10585.7851562;     63.1873894;    177.1391144;    202.1904907;      8.2885351
        2009;           4;   8958.5996094;  10604.8583984;     68.0289536;    177.1391144;    202.5547791;      8.9236221
        2009;           5;   8958.5996094;  10623.9316406;     68.0289536;    177.1391144;    202.9190826;      8.9236221
        2009;           6;   8969.1914062;  10623.9316406;     79.4432526;    177.3485565;    202.9190826;     10.4208803
        2009;           7;   8958.5996094;  10623.9316406;     79.3560486;    177.1391144;    202.9190826;     10.4094410
        2009;           8;   8958.5996094;  10623.9316406;     79.3560486;    177.1391144;    202.9190826;     10.4094410
        2009;           9;   8958.5996094;  10623.9316406;     78.2577896;    177.1391144;    202.9190826;     10.2653780
        2009;          10;   8948.0136719;  10643.0058594;     78.0649261;    176.9298096;    203.2834015;     10.2400789
        2009;          11;   8937.4335938;  10662.0791016;     72.9225693;    176.7206116;    203.6476898;      9.5655355
        2009;          12;   8916.2919922;  10662.0791016;     70.3297653;    176.3025513;    203.6476898;      9.2254276
        2010;           1;   8895.1757812;  10681.1523438;     66.9563065;    175.8850250;    204.0120087;      8.7829180
        2010;           2;   8884.6269531;  10700.2255859;     68.6336365;    175.6764374;    204.3763123;      9.0029402
        2010;           3;   8874.0849609;  10719.2988281;     71.6027069;    175.4680023;    204.7406006;      9.3924055
        2010;           4;   8863.5488281;  10738.3730469;     73.4746628;    175.2596893;    205.1049347;      9.6379566
        2010;           5;   8853.0185547;  10757.4462891;     76.7892151;    175.0514526;    205.4692383;     10.0727396
        2010;           6;   8853.0185547;  10795.5937500;     75.2590103;    175.0514526;    206.1978760;      9.8720169
        2010;           7;   8863.5488281;  10795.5937500;     85.0901947;    175.2596893;    206.1978760;     11.1616106
        2010;           8;   8853.0185547;  10795.5937500;     83.6671066;    175.0514526;    206.1978760;     10.9749393
        2010;           9;   8853.0185547;  10814.6669922;     77.2629929;    175.0514526;    206.5621643;     10.1348867
        2010;          10;   8853.0185547;  10852.8134766;     76.2979584;    175.0514526;    207.2907867;     10.0082989
        2010;          11;   8831.9775391;  10871.8867188;     63.9669762;    174.6354065;    207.6550751;      8.3907957
        2010;          12;   8800.4628906;  10890.9609375;     75.0780640;    174.0122681;    208.0193939;      9.8482809
