"";"Month";"Year";"Dry weight";"N";"Ca";"Mg";"K";"S";"P";"Date"
"32";8;2007;183120,703125;137,5672913;146,3386993;20,7642975;95,2429657;12,2041645;20,5783291;2007-08-01
"33";9;2007;184968,046875;138,8613281;147,7315063;20,9586105;96,1520462;12,3225422;20,6703129;2007-09-01
"34";10;2007;185039,09375;138,911087;147,7850647;20,9660835;96,187027;12,327095;20,6778908;2007-10-01
"35";11;2007;185110,140625;138,9608765;147,8386383;20,9735603;96,2220001;12,3316479;20,6820145;2007-11-01
"36";12;2007;185181,1875;139,0106506;147,8922119;20,9810314;96,256958;12,3361988;20,683939;2007-12-01
"37";1;2008;185253,265625;139,0600739;147,9458466;20,9884739;96,2916718;12,340745;20,6847439;2008-01-01
"38";2;2008;185325,328125;139,1094971;147,9994659;20,9959202;96,3264008;12,3452911;20,6916828;2008-02-01
"39";3;2008;185469,453125;139,2083588;148,1067505;21,010807;96,3958282;12,3543835;20,7067108;2008-03-01
"40";4;2008;187270,9375;140,4441223;149,4476166;21,1968918;97,2638626;12,4680357;20,8945351;2008-04-01
"41";5;2008;190873,921875;142,9156342;152,129364;21,5690613;98,9999313;12,6953421;21,2701817;2008-05-01
"42";6;2008;193179,828125;144,497406;153,8456726;21,8072491;100,1109924;12,8408165;21,5105953;2008-06-01
"43";7;2008;195485,75;146,0791779;155,5620117;22,045435;101,2220688;12,9862919;21,6726284;2008-07-01
"44";8;2008;197503,421875;147,4632263;157,063797;22,2538548;102,1942749;13,1135836;21,7721329;2008-08-01
"45";9;2008;199376,96875;148,7484131;158,4582825;22,4473801;103,0970154;13,231782;21,8848877;2008-09-01
"46";10;2008;199449,046875;148,7978516;158,5119476;22,4548244;103,1317368;13,2363291;21,8924007;2008-10-01
"47";11;2008;199521,09375;148,8472748;158,565567;22,4622688;103,1664429;13,2408752;21,8961449;2008-11-01
"48";12;2008;199593,15625;148,8967133;158,6192017;22,4697094;103,2011719;13,2454205;21,8979607;2008-12-01
"49";1;2009;199667,015625;148,9464874;158,6735077;22,4772148;103,2361832;13,2500248;21,8988914;2009-01-01
"50";2;2009;199740,859375;148,9962616;158,727829;22,4847164;103,2712097;13,2546291;21,9056549;2009-02-01
"51";3;2009;199888,5625;149,0958252;158,836441;22,4997272;103,3412323;13,2638388;21,9207859;2009-03-01
"52";4;2009;201734,875;150,340332;160,1942139;22,6873188;104,216568;13,3789606;22,1099014;2009-04-01
"53";5;2009;205427,53125;152,8293304;162,90979;23,0625038;105,9672546;13,6092072;22,4881287;2009-05-01
"54";6;2009;207196,6875;153,7685699;164,2352448;23,2467251;106,8222198;13,7210159;22,6732254;2009-06-01
"55";7;2009;207840,90625;154,073288;164,7796783;23,3251152;107,1745529;13,7655163;22,7263165;2009-07-01
"56";8;2009;208440,125;154,3599548;165,2807007;23,397049;107,498703;13,8065815;22,7507477;2009-08-01
"57";9;2009;209508,6875;154,9150085;166,101532;23,5120258;108,0285416;13,8753567;22,8148022;2009-09-01
"58";10;2009;209582,53125;154,964798;166,155838;23,5195293;108,0635529;13,879961;22,8223667;2009-10-01
"59";11;2009;209614,46875;154,9809723;166,181015;23,5230904;108,0798264;13,8820572;22,824007;2009-11-01
"60";12;2009;209636,328125;154,9914703;166,1992493;23,5257034;108,0916214;13,8835526;22,8246059;2009-12-01
"61";1;2010;209648,984375;154,9968109;166,2108307;23,527401;108,0990982;13,8844786;22,8248005;2010-01-01
"62";2;2010;209708,734375;155,0281677;166,2548676;23,5334873;108,1273727;13,888196;22,8300819;2010-02-01
"63";3;2010;209827,796875;155,090683;166,3426514;23,54562;108,1837006;13,895607;22,8422527;2010-03-01
"64";4;2010;211690,9375;156,3263855;167,6986389;23,7321873;109,0533447;14,0104675;23,029871;2010-04-01
"65";5;2010;214940,453125;158,0399017;170,0817719;24,0609112;110,5822372;14,2119169;23,3600006;2010-05-01
"66";6;2010;217051,46875;159,1538391;171,6285706;24,2742157;111,5745392;14,3427019;23,5742416;2010-06-01
"67";7;2010;218045,8125;159,650238;172,4052734;24,3834934;112,0739899;14,4072666;23,6828423;2010-07-01
"68";8;2010;218741,53125;159,9881287;172,9645996;24,4628677;112,4340439;14,4534216;23,7192516;2010-08-01
"69";9;2010;220112,78125;160,7029877;173,9841614;24,6041355;113,0884705;14,5392857;23,8020897;2010-09-01
"70";10;2010;220187,28125;160,7523956;174,0383911;24,6115952;113,1232529;14,5438805;23,8095932;2010-10-01
"71";11;2010;220215,546875;160,7663727;174,06073;24,614748;113,137619;14,5457315;23,8109493;2010-11-01
"72";12;2010;220236,375;160,7762146;174,0779419;24,6172085;113,1487198;14,547142;23,811491;2010-12-01
"73";1;2011;220249,375;160,7817535;174,0894775;24,6188908;113,1561432;14,548069;23,8117008;2011-01-01
"74";2;2011;220306,40625;160,8110657;174,1311035;24,6246185;113,1826859;14,5515738;23,8164978;2011-02-01
"75";3;2011;220421,03125;160,8700409;174,2147827;24,636137;113,2360306;14,5586233;23,8280144;2011-03-01
"76";4;2011;222292,578125;162,0023041;175,5608215;24,8204308;114,0935287;14,6724558;24,0126896;2011-04-01
"77";5;2011;225013,453125;163,3981781;177,5538177;25,0949821;115,3643723;14,8401852;24,2869778;2011-05-01
"78";6;2011;226820,1875;164,3269196;178,8740692;25,2767067;116,2060928;14,9513636;24,4685993;2011-06-01
"79";7;2011;227909,90625;164,8678284;179,703949;25,3924713;116,7362747;15,0204992;24,5234432;2011-07-01
"80";8;2011;228540,484375;165,1664734;180,2092896;25,4640598;117,0598831;15,0620623;24,5490208;2011-08-01
"81";9;2011;229517,421875;165,6554565;180,946167;25,5665379;117,530426;15,1236019;24,5939159;2011-09-01
"82";10;2011;229592,265625;165,7041931;181,0000153;25,5739117;117,5647278;15,1281548;24,6013031;2011-10-01
"83";11;2011;229616,734375;165,7159119;181,0193787;25,576643;117,5771408;15,1297522;24,6023769;2011-11-01
"84";12;2011;229636,46875;165,7250824;181,0355225;25,5789452;117,5874786;15,1310749;24,6028595;2011-12-01
"85";1;2012;229648,875;165,7302551;181,0465088;25,5805435;117,5945206;15,1319551;24,603054;2012-01-01
"86";2;2012;229702,53125;165,7575531;181,0855865;25,5859184;117,6193619;15,1352425;24,6074028;2012-02-01
"87";3;2012;229811,46875;165,812973;181,1648407;25,5968094;117,6697388;15,1419077;24,6182632;2012-03-01
"88";4;2012;231666,1875;167,0091705;182,4914246;25,7780151;118,5119324;15,2539845;24,7994957;2012-04-01
"89";5;2012;234954,0625;168,6973419;184,8575745;26,1018963;120,0146103;15,4535589;25,1230927;2012-05-01
"90";6;2012;236686,546875;169,5787659;186,1187897;26,2751999;120,8160858;15,559617;25,2959232;2012-06-01
"91";7;2012;237754,703125;170,1045227;186,9276733;26,3877811;121,3312149;15,6269484;25,3911018;2012-07-01
"92";8;2012;238889,65625;170,671814;187,7717896;26,5045967;121,8682861;15,6975384;25,4336815;2012-08-01
"93";9;2012;239655,78125;171,0445251;188,3597107;26,5867634;122,2429581;15,7463131;25,4686375;2012-09-01
"94";10;2012;239729,96875;171,0923767;188,4127808;26,5940132;122,2766495;15,7507935;25,4758873;2012-10-01
"95";11;2012;239751,1875;171,1022949;188,4297638;26,5964203;122,2874908;15,7521925;25,4768124;2012-11-01
"96";12;2012;239769,8125;171,1108093;188,4449615;26,5985889;122,2972336;15,7534332;25,477253;2012-12-01
"97";1;2013;239783,765625;171,1169128;188,4566803;26,6002712;122,3047256;15,754384;25,477499;2013-01-01
"98";2;2013;239834,828125;171,1425323;188,4935608;26,6053219;122,3280869;15,7574835;25,4814777;2013-02-01
"99";3;2013;239939,296875;171,1949615;188,5689087;26,6156368;122,3758163;15,7638216;25,4917583;2013-03-01
"100";4;2013;241788,40625;172,3713684;189,8793182;26,7939911;123,2050171;15,874568;25,6699715;2013-04-01
"101";5;2013;245211,75;174,1091003;192,3136292;27,1257038;124,7457962;16,0801182;26,0012493;2013-05-01
"102";6;2013;246883,84375;174,9484711;193,5195465;27,2908306;125,5097198;16,1815681;26,1657867;2013-06-01
"103";7;2013;247933,5625;175,4607086;194,3032684;27,3993759;126,007225;16,2469158;26,2157021;2013-07-01
"104";8;2013;249046,484375;176,0111237;195,1209106;27,5120277;126,525795;16,3153725;26,2587776;2013-08-01
"105";9;2013;250407;176,6941376;196,1020355;27,6463718;127,1473312;16,3979111;26,3509083;2013-09-01
"106";10;2013;250480,953125;176,7411957;196,15448;27,6535015;127,1804886;16,4023418;26,3580379;2013-10-01
"107";11;2013;250499,28125;176,7496033;196,1691284;27,6555786;127,1898499;16,4035435;26,3587818;2013-11-01
"108";12;2013;250516,84375;176,7575989;196,1832733;27,6575871;127,1988525;16,4047031;26,3591747;2013-12-01
"109";1;2014;250530,28125;176,7634277;196,1945343;27,6591949;127,2060242;16,4056129;26,3594074;2014-01-01
"110";2;2014;250579,125;176,787674;196,2296753;27,6640053;127,2282562;16,4085674;26,363102;2014-02-01
"111";3;2014;250679,921875;176,8378448;196,3021088;27,6739082;127,2740097;16,4146519;26,3729496;2014-03-01
"112";4;2014;252526,25;178,0031738;197,6040344;27,8507328;128,0956268;16,5246239;26,5494003;2014-04-01
"113";5;2014;256218,890625;180,0300598;200,2078705;28,2043858;129,7388306;16,7445621;26,9022942;2014-05-01
"114";6;2014;257843,890625;180,8388824;201,375061;28,3639278;130,4763336;16,8426781;27,0610352;2014-06-01
"115";7;2014;258880,5625;181,3413696;202,1443939;28,4702473;130,9634857;16,9068165;27,1581974;2014-07-01
"116";8;2014;259975,796875;181,8790131;202,9448242;28,5802937;131,4697723;16,9738007;27,1988144;2014-08-01
"117";9;2014;261198,03125;182,4851074;203,8268433;28,7010441;132,0272522;17,0478573;27,2627087;2014-09-01
"118";10;2014;261271,875;182,531723;203,8789215;28,7081165;132,0601196;17,0522556;27,2697678;2014-10-01
"119";11;2014;261287,5625;182,5387268;203,8916321;28,7099304;132,0682373;17,0532951;27,2703781;2014-11-01
"120";12;2014;261304,3125;182,5462646;203,9051056;28,7118378;132,0768127;17,0543957;27,2707405;2014-12-01
"121";1;2015;261318,8125;182,5526581;203,9168854;28,7135124;132,0842896;17,0553551;27,2710133;2015-01-01
"122";2;2015;261365,6875;182,5757446;203,950531;28,7181072;132,1054993;17,0581779;27,2744637;2015-02-01
"123";3;2015;261463,15625;182,6238251;204,0203247;28,7276306;132,1494904;17,0640373;27,2838726;2015-03-01
"124";4;2015;263306,6875;183,7780457;205,3137665;28,9029331;132,9634857;17,1732273;27,4585533;2015-04-01
"125";5;2015;266845,6875;185,5484924;207,8008728;29,2402058;134,5288696;17,3830967;27,794548;2015-05-01
"126";6;2015;267932,84375;186,0740662;208,5986633;29,3500118;135,0325623;17,4496784;27,8618965;2015-06-01
"127";7;2015;268384,375;186,2718353;208,9680481;29,4025898;135,267395;17,4797058;27,8748531;2015-07-01
"128";8;2015;268968,375;186,5422821;209,4185638;29,4656048;135,5527802;17,5168457;27,8964252;2015-08-01
"129";9;2015;270157,5625;187,1270599;210,2730103;29,5823669;136,0913849;17,5885334;27,9566994;2015-09-01
"130";10;2015;270231,28125;187,1706238;210,3247528;29,5893784;136,1239624;17,5928993;27,9636879;2015-10-01
"131";11;2015;270245,6875;187,1769714;210,3364868;29,5910473;136,1314392;17,5938549;27,9641724;2015-11-01
"132";12;2015;270261,6875;187,1841278;210,3493042;29,5928574;136,1395416;17,594902;27,9645061;2015-12-01
"133";1;2016;270275,75;187,1902313;210,360672;29,5944691;136,1467438;17,5958271;27,9647579;2016-01-01
"134";2;2016;270321,125;187,2122803;210,3929901;29,5988731;136,167038;17,5985355;27,9679775;2016-02-01
"135";3;2016;270416,3125;187,2585602;210,4606323;29,6080818;136,2094574;17,604208;27,9768963;2016-03-01
"136";4;2016;272276,625;188,4079132;211,7554169;29,7829418;137,0201569;17,7133598;28,1506443;2016-04-01
"137";5;2016;275942,3125;190,2189331;214,3081512;30,1277618;138,6185303;17,9285259;28,4932327;2016-05-01
"138";6;2016;277023,875;190,7356262;215,0946655;30,2356167;139,1126862;17,9941044;28,568327;2016-06-01
"139";7;2016;278044,3125;191,2212372;215,8402405;30,3380184;139,5812836;18,0561867;28,6053848;2016-07-01
"140";8;2016;279114,1875;191,7360535;216,6111908;30,4434128;140,0653229;18,1206131;28,6431522;2016-08-01
"141";9;2016;280284,5;192,3039703;217,4455872;30,5570602;140,5887604;18,1905231;28,7012558;2016-09-01
"142";10;2016;280358,90625;192,3462219;217,4973755;30,5640583;140,6211853;18,1948853;28,7082043;2016-10-01
"143";11;2016;280372,75;192,3522186;217,5085754;30,5656433;140,6283112;18,1957989;28,7086849;2016-11-01
"144";12;2016;280388,21875;192,3590546;217,5208588;30,5673809;140,6360779;18,1968002;28,708992;2016-12-01
"145";1;2017;280401,65625;192,3648987;217,5317078;30,5689144;140,6429291;18,1976833;28,7092266;2017-01-01
"146";2;2017;280444,875;192,3857574;217,5624695;30,5730972;140,6621857;18,2002602;28,7122154;2017-02-01
"147";3;2017;280536,25;192,4300079;217,6272736;30,5819111;140,7028046;18,2056942;28,7206059;2017-03-01
"148";4;2017;282376,9375;193,5629883;218,9051361;30,7543144;141,5021973;18,3134346;28,8918686;2017-04-01
"149";5;2017;286031,21875;195,3619385;221,4427032;31,0967007;143,0896454;18,5273666;29,2319851;2017-05-01
"150";6;2017;287288,625;195,9667206;222,3428955;31,219471;143,6541748;18,6026764;29,3448753;2017-06-01
"151";7;2017;288290,25;196,4421997;223,0718689;31,3194523;144,111908;18,6634083;29,3715477;2017-07-01
"152";8;2017;288798,59375;196,6722107;223,4633331;31,374136;144,3587799;18,6955776;29,3911018;2017-08-01
"153";9;2017;289710,03125;197,1078644;224,1209564;31,4640713;144,7714386;18,7504883;29,4376507;2017-09-01
"154";10;2017;289783,65625;197,1459045;224,1720276;31,4709702;144,803421;18,754797;29,4445019;2017-10-01
"155";11;2017;289796,71875;197,151535;224,1826324;31,4724674;144,8100891;18,7556553;29,44487;2017-11-01
"156";12;2017;289811,375;197,15802;224,1942749;31,4741077;144,8174591;18,7566071;29,4451542;2017-12-01
"157";1;2018;289826,3125;197,1645355;224,2060852;31,475769;144,8249054;18,7575703;29,445446;2018-01-01
"158";2;2018;289868,15625;197,1846008;224,2358246;31,4798126;144,8434601;18,7600574;29,448267;2018-02-01
"159";3;2018;289957,3125;197,2274323;224,2989044;31,4883785;144,8828888;18,7653389;29,4563026;2018-03-01
"160";4;2018;291803,65625;198,3558807;225,5757141;31,6603107;145,6789093;18,8728409;29,6267262;2018-04-01
"161";5;2018;295161,5625;199,9933624;227,9060364;31,9745293;147,1322174;19,0688763;29,9380245;2018-05-01
"162";6;2018;296351,15625;200,5598297;228,7577972;32,0906487;147,6648254;19,1399708;29,992569;2018-06-01
"163";7;2018;297346,9375;201,029007;229,4803162;32,1896057;148,117157;19,200079;30,0183182;2018-07-01
"164";8;2018;297842,78125;201,2510986;229,8621979;32,2429352;148,3573914;19,2314014;30,0375938;2018-08-01
"165";9;2018;298739,875;201,6764679;230,5079041;32,3311272;148,7613678;19,2852306;30,082695;2018-09-01
"166";10;2018;298813,375;201,7124176;230,5587463;32,3379707;148,793045;19,2895069;30,0894775;2018-10-01
"167";11;2018;298825,9375;201,7177734;230,5689697;32,3394241;148,7995148;19,2903347;30,0898056;2018-11-01
"168";12;2018;298840,1875;201,7239532;230,580307;32,3410225;148,8066406;19,291256;30,0900764;2018-12-01
"169";1;2019;298854,15625;201,730072;230,591217;32,3425522;148,8135223;19,2921505;30,0903397;2019-01-01
"170";2;2019;298893,40625;201,748764;230,6190033;32,3463249;148,8308563;19,2944756;30,0929012;2019-02-01
"171";3;2019;298977,6875;201,7890015;230,67836;32,3543663;148,8678894;19,2994461;30,1002808;2019-03-01
"172";4;2019;300779,1875;202,8828735;231,9185028;32,5210724;149,6400757;19,4039135;30,2654991;2019-04-01
"173";5;2019;304093,59375;204,4895172;234,2065887;32,8289719;151,0651398;19,5965252;30,5705242;2019-05-01
"174";6;2019;305159,5;204,9929047;234,9682159;32,9327126;151,5409241;19,6600857;30,6642399;2019-06-01
"175";7;2019;305648,5;205,2093811;235,3456421;32,9854507;151,778244;19,6910095;30,6777325;2019-07-01
"176";8;2019;306097,21875;205,4091339;235,6897583;33,0334396;151,9944763;19,719244;30,6945343;2019-08-01
"177";9;2019;306833,84375;205,7537537;236,2223663;33,1062889;152,3275299;19,763567;30,7233486;2019-09-01
"178";10;2019;306903,65625;205,7876434;236,2704926;33,1127548;152,3575134;19,7676201;30,7297611;2019-10-01
"179";11;2019;306915,28125;205,792572;236,2798309;33,1140823;152,3634186;19,7683792;30,7300587;2019-11-01
"180";12;2019;306928,5;205,7983398;236,2902679;33,1155548;152,3699799;19,769228;30,7303047;2019-12-01
"181";1;2020;306943,8125;205,8051453;236,3019867;33,1171799;152,3773651;19,7701912;30,7306271;2020-01-01
"182";2;2020;306980,4375;205,8226013;236,3279114;33,1207047;152,3935699;19,7723637;30,7329693;2020-02-01
"183";3;2020;307059,5625;205,8603668;236,3836823;33,1282654;152,4283905;19,7770367;30,7397785;2020-03-01
"184";4;2020;308802,21875;206,8007507;237,5833588;33,2895508;153,1760712;19,8781662;30,8997612;2020-04-01
"185";5;2020;311547,46875;208,1268158;239,4892273;33,5465698;154,3647461;20,0384846;31,1543941;2020-05-01
"186";6;2020;313054,6875;208,8512878;240,5424652;33,6889381;155,0220795;20,126936;31,2953091;2020-06-01
"187";7;2020;313438,1875;209,0170441;240,8464813;33,7317734;155,2137299;20,1517067;31,3258152;2020-07-01
"188";8;2020;314405,5;209,4761658;241,5337067;33,8252106;155,643219;20,2091827;31,3692379;2020-08-01
"189";9;2020;315425,59375;209,963089;242,253067;33,9227638;156,0924988;20,2694569;31,4199085;2020-09-01
"190";10;2020;315489,9375;209,9942932;242,2974548;33,9287415;156,1201935;20,2731953;31,4258385;2020-10-01
"191";11;2020;315500,71875;209,9989014;242,3061981;33,9299736;156,1257019;20,2739029;31,4260998;2020-11-01
"192";12;2020;315513,09375;210,0042572;242,3159637;33,9313469;156,1318359;20,2747002;31,4263229;2020-12-01
"193";1;2021;315525,96875;210,0098267;242,3261261;33,9327812;156,1382294;20,275526;31,4265556;2021-01-01
"194";2;2021;315561,71875;210,0267029;242,3514709;33,9362259;156,1540222;20,2776432;31,4288101;2021-02-01
"195";3;2021;315639,5;210,0635834;242,4063721;33,9436646;156,1882019;20,2822323;31,4354382;2021-03-01
"196";4;2021;317390,5625;211,011673;243,6094666;34,1052246;156,9354706;20,3834496;31,5952625;2021-04-01
"197";5;2021;320155,3125;212,3405914;245,5261536;34,3634377;158,1269379;20,5443401;31,8503933;2021-05-01
"198";6;2021;321698,25;213,0788116;246,6024323;34,5087624;158,7963867;20,6345482;31,9938602;2021-06-01
"199";7;2021;322173,5;213,2877502;246,9698334;34,5601082;159,0270081;20,6645927;32,032444;2021-07-01
"200";8;2021;322543;213,4476013;247,2605591;34,6009712;159,2097321;20,6882725;32,0475388;2021-08-01
"201";9;2021;323218,46875;213,7607574;247,7511749;34,6681519;159,516037;20,7289886;32,082283;2021-09-01
"202";10;2021;323280,15625;213,7905121;247,7937469;34,6738815;159,5424805;20,7325687;32,087944;2021-10-01
"203";11;2021;323290,6875;213,7948914;247,8023834;34,675106;159,5479279;20,7332649;32,0881958;2021-11-01
"204";12;2021;323302,84375;213,8000793;247,8120575;34,6764755;159,5540009;20,7340488;32,0884132;2021-12-01
"205";1;2022;323317,34375;213,806488;247,8230591;34,6780052;159,5609283;20,7349567;32,0887108;2022-01-01
"206";2;2022;323351,90625;213,8227234;247,8474274;34,6813011;159,5760803;20,73699;32,0908432;2022-02-01
"207";3;2022;323427,6875;213,8584595;247,9004974;34,6884766;159,6090851;20,7414322;32,0971756;2022-03-01
"208";4;2022;325178,75;214,9097137;249,0973053;34,8488617;160,351593;20,842207;32,2558746;2022-04-01
"209";5;2022;328249,1875;216,3799286;251,2045135;35,1316757;161,6594696;21,019455;32,5355568;2022-05-01
"210";6;2022;330147,78125;217,2882843;252,5090485;35,3068352;162,4692383;21,1291542;32,7087402;2022-06-01
"211";7;2022;331509,9375;217,9334869;253,4576569;35,4348335;163,0588531;21,2086601;32,8350601;2022-07-01
"212";8;2022;331968,125;218,1382141;253,8009644;35,4823418;163,2736664;21,236927;32,8656235;2022-08-01
"213";9;2022;332956,09375;218,6042175;254,4929657;35,5759048;163,7039948;21,2948399;32,9160843;2022-09-01
"214";10;2022;333015,96875;218,6328888;254,5341187;35,5814247;163,7295227;21,2982998;32,9215508;2022-10-01
"215";11;2022;333026,0625;218,637085;254,5421906;35,5825691;163,7346191;21,2989559;32,9217834;2022-11-01
"216";12;2022;333037,75;218,6421204;254,5513;35,5838509;163,7403564;21,2997017;32,9219818;2022-12-01
"217";1;2023;333051,75;218,6482391;254,562027;35,5853386;163,7470551;21,3005791;32,9222641;2023-01-01
"218";2;2023;333085,03125;218,6637878;254,5854187;35,5885086;163,7615509;21,3025303;32,9242897;2023-02-01
"219";3;2023;333158,40625;218,6981049;254,6367035;35,5954361;163,7933655;21,3068142;32,9303207;2023-03-01
"220";4;2023;334887,03125;219,6060944;255,8144379;35,753006;164,5217285;21,4058437;33,0858955;2023-04-01
"221";5;2023;337396,4375;220,7943573;257,5434265;35,985302;165,5922394;21,5508251;33,3148956;2023-05-01
"222";6;2023;338981,09375;221,5443726;258,6358337;36,1320992;166,2686768;21,6424122;33,4596024;2023-06-01
"223";7;2023;339888,6875;221,9642639;259,2807617;36,2197113;166,66922;21,6960888;33,509861;2023-07-01
"224";8;2023;340305,90625;222,1478119;259,5959778;36,2634239;166,8661041;21,7219467;33,5265656;2023-08-01
"225";9;2023;340914,6875;222,4262543;260,0349731;36,3233719;167,1391449;21,7583504;33,5515709;2023-09-01
"226";10;2023;340971,09375;222,4530334;260,0737;36,3285599;167,1630859;21,7616024;33,5566902;2023-10-01
"227";11;2023;340980,75;222,4570312;260,0814819;36,3296661;167,167984;21,7622261;33,5568962;2023-11-01
"228";12;2023;340991,9375;222,461792;260,0903015;36,3309059;167,1735229;21,7629433;33,5570908;2023-12-01
"229";1;2024;341005,8125;222,4678497;260,1008911;36,3323746;167,1801147;21,7638111;33,5573654;2024-01-01
"230";2;2024;341038,59375;222,4831238;260,1239929;36,3355026;167,1944733;21,7657413;33,5593491;2024-02-01
"231";3;2024;341111,3125;222,5172272;260,1748962;36,3423882;167,2261047;21,7699986;33,5653305;2024-03-01
"232";4;2024;342856,75;223,5603943;261,3649597;36,5016785;167,9627838;21,8701115;33,722702;2024-04-01
"233";5;2024;345955,34375;225,0378876;263,4855652;36,7859077;169,2759094;22,0483341;34,0033684;2024-05-01
"234";6;2024;347493,375;225,7661285;264,5481873;36,9288406;169,9346161;22,1374359;34,1443291;2024-06-01
"235";7;2024;348401,375;226,1867676;265,1940918;37,0166168;170,3360596;22,1912022;34,2245827;2024-07-01
"236";8;2024;349334;226,6222076;265,8505554;37,1055069;170,7437134;22,2459965;34,2599449;2024-08-01
"237";9;2024;349883,375;226,8720093;266,2506409;37,1603355;170,9929657;22,2791195;34,282814;2024-09-01
"238";10;2024;349939,03125;226,8984528;266,2888794;37,1654625;171,0166473;22,2823277;34,2878799;2024-10-01
"239";11;2024;349948,46875;226,902359;266,2965698;37,1665535;171,0214691;22,2829494;34,2880974;2024-11-01
"240";12;2024;349959,53125;226,9070587;266,3052979;37,167778;171,026947;22,2836609;34,2882843;2024-12-01
"241";1;2025;349972,6875;226,9127655;266,3153076;37,1691704;171,0331726;22,2844772;34,2885399;2025-01-01
"242";2;2025;350003,8125;226,9272461;266,3371582;37,1721268;171,0467529;22,2862988;34,2903862;2025-02-01
"243";3;2025;350073,1875;226,95961;266,3856201;37,178669;171,0767822;22,29035;34,2959824;2025-03-01
"244";4;2025;351776,625;227,9729919;267,5436096;37,3334732;171,7270203;22,3877583;34,4488449;2025-04-01
"245";5;2025;354981,5;229,4963226;269,7261658;37,6254272;173,0764313;22,5712643;34,7370567;2025-05-01
"246";6;2025;356436,21875;230,1817169;270,7289429;37,7601738;173,6972046;22,6553307;34,869854;2025-06-01
"247";7;2025;357320,90625;230,590332;271,3551331;37,8451157;174,0858459;22,7074814;34,9180374;2025-07-01
