"";"X";"X.1";"Residue.L1.L2.L3";"X.2";"X.3";"X.4";"X.5";"X.6";"X.7";"L1.L2.L3";"X.8";"X.9";"X.10";"X.11";"X.12";"X.13";"Coarse.litter..L1.";"X.14";"X.15";"X.16";"X.17";"X.18";"X.19";"Fine.litter..L2.";"X.20";"X.21";"X.22";"X.23";"X.24";"X.25";"Humus..L3.";"X.26";"X.27";"X.28";"X.29";"X.30";"X.31";"X.32"
"11";"        2005";"          10";5983,1591797;155,0947876;119,2585983;22,3809147;22,3534298;18,0379829;13,6476564;"   5983.1591797";"    155.0947876";"    119.2585983";"     22.3809147";"     22.3534298";"     18.0379829";"     13.6476564";"   2436.3420410";"     61.4719276";"     48.9227943";"      9.2516394";"      9.8788519";"      7.3991003";"      5.3895049";"    214.6473999";"      6.1640992";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      0.5728104";"   3332.1699219";"     87.4587555";"     70.3358002";"     13.1292744";"     12.4745779";"     10.6388845";"      7.6853414";NA
"12";"        2005";"          11";6000,1928711;155,2427368;118,762001;22,307003;22,4544411;17,9627304;13,6628323;"   6000.1928711";"    155.2427368";"    118.7620010";"     22.3070030";"     22.4544411";"     17.9627304";"     13.6628323";"   2438.6818848";"     61.1689949";"     48.5509605";"      9.2010202";"     10.0019913";"      7.3427191";"      5.3615756";"    233.2374420";"      6.6793318";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      0.6206164";"   3328.2731934";"     87.3944168";"     70.2110291";"     13.1059818";"     12.4524488";"     10.6200113";"      7.6806407";NA
"13";"        2005";"          12";5999,2763672;155,1576233;118,2279205;22,2134666;22,421669;17,8819027;13,6579123;"   5999.2763672";"    155.1576233";"    118.2279205";"     22.2134666";"     22.4216690";"     17.8819027";"     13.6579123";"   2425.1325684";"     60.6949425";"     48.1259270";"      9.1278372";"      9.9885578";"      7.2783837";"      5.3194366";"    249.1587982";"      7.1194081";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      0.6614435";"   3324.9851074";"     87.3432617";"     70.1019974";"     13.0856295";"     12.4331112";"     10.6035175";"      7.6770325";NA
"14";"        2006";"           1";5988,5844727;154,928299;117,5484314;22,0875912;22,3107357;17,7791157;13,6412268;"   5988.5844727";"    154.9282990";"    117.5484314";"     22.0875912";"     22.3107357";"     17.7791157";"     13.6412268";"   2400.0561523";"     60.0197639";"     47.5732422";"      9.0256310";"      9.9001150";"      7.1947789";"      5.2600284";"    267.2032166";"      7.6176410";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      0.7076632";"   3321.3244629";"     87.2908936";"     69.9751816";"     13.0619593";"     12.4106226";"     10.5843391";"      7.6735349";NA
"15";"        2006";"           2";5979,7954102;154,7318726;116,9341583;21,9745159;22,2177582;17,6861877;13,6270866;"   5979.7954102";"    154.7318726";"    116.9341583";"     21.9745159";"     22.2177582";"     17.6861877";"     13.6270866";"   2378.2829590";"     59.4183769";"     47.0759773";"      8.9343967";"      9.8278866";"      7.1195464";"      5.2070370";"    283.4367676";"      8.0653048";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      0.7491888";"   3318.0761719";"     87.2481995";"     69.8581772";"     13.0401192";"     12.3898716";"     10.5666409";"      7.6708608";NA
"16";"        2006";"           3";5969,6992188;154,5111694;116,2649078;21,8510513;22,1137352;17,5849419;13,6111326;"   5969.6992188";"    154.5111694";"    116.2649078";"     21.8510513";"     22.1137352";"     17.5849419";"     13.6111326";"   2354.2946777";"     58.7614975";"     46.5346794";"      8.8348150";"      9.7465563";"      7.0376563";"      5.1491818";"    300.7227783";"      8.5413542";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      0.7933441";"   3314.6816406";"     87.2083359";"     69.7302399";"     13.0162344";"     12.3671789";"     10.5472870";"      7.6686063";NA
"17";"        2006";"           4";5954,0336914;154,1956024;115,4209366;21,6933937;21,9628925;17,457283;13,587862;"   5954.0336914";"    154.1956024";"    115.4209366";"     21.6933937";"     21.9628925";"     17.4572830";"     13.5878620";"   2321.8447266";"     57.9137688";"     45.8496284";"      8.7068281";"      9.6239014";"      6.9340348";"      5.0747056";"    321.4809875";"      9.1124640";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      0.8463136";"   3310.7084961";"     87.1693726";"     69.5712967";"     12.9865665";"     12.3389902";"     10.5232477";"      7.6668429";NA
"18";"        2006";"           5";5936,4311523;153,8261261;114,3835297;21,5009499;21,7910309;17,3003693;13,5608959;"   5936.4311523";"    153.8261261";"    114.3835297";"     21.5009499";"     21.7910309";"     17.3003693";"     13.5608959";"   2283.8085938";"     56.8889618";"     45.0123100";"      8.5517302";"      9.4875269";"      6.8073859";"      4.9845471";"    346.5406189";"      9.8005619";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      0.9101269";"   3306.0822754";"     87.1365891";"     69.3712234";"     12.9492207";"     12.3035049";"     10.4929838";"      7.6662207";NA
"19";"        2006";"           6";5916,6503906;153,4186249;113,2860107;21,2967415;21,6031723;17,1343613;13,5310011;"   5916.6503906";"    153.4186249";"    113.2860107";"     21.2967415";"     21.6031723";"     17.1343613";"     13.5310011";"   2243.1032715";"     55.8016434";"     44.1281433";"      8.3873444";"      9.3375072";"      6.6736465";"      4.8889441";"    372.0040588";"     10.4983349";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      0.9748307";"   3301.5432129";"     87.1186447";"     69.1578751";"     12.9093962";"     12.2656660";"     10.4607143";"      7.6672263";NA
"20";"        2006";"           7";5918,9785156;153,4349365;113,213974;21,2858467;21,6161861;17,1234436;13,5327234;"   5918.9785156";"    153.4349365";"    113.2139740";"     21.2858467";"     21.6161861";"     17.1234436";"     13.5327234";"   2243.5803223";"     55.7578354";"     44.0754128";"      8.3800535";"      9.3539448";"      6.6656523";"      4.8848519";"    374.2740173";"     10.5604563";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      0.9805908";"   3301.1237793";"     87.1166458";"     69.1385651";"     12.9057894";"     12.2622395";"     10.4577932";"      7.6672812";NA
"21";"        2006";"           8";5925,7519531;153,5223389;113,2567291;21,2979412;21,6653881;17,129879;13,5400085;"   5925.7519531";"    153.5223389";"    113.2567291";"     21.2979412";"     21.6653881";"     17.1298790";"     13.5400085";"   2250.3520508";"     55.8451729";"     44.1181679";"      8.3921537";"      9.4031506";"      6.6720881";"      4.8921294";"    374.2761536";"     10.5605135";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      0.9805961";"   3301.1235352";"     87.1166458";"     69.1385498";"     12.9057865";"     12.2622375";"     10.4577904";"      7.6672816";NA
"22";"        2006";"           9";5919,7890625;153,3318329;112,4979858;21,1621246;21,5896797;17,0150661;13,5271749;"   5919.7890625";"    153.3318329";"    112.4979858";"     21.1621246";"     21.5896797";"     17.0150661";"     13.5271749";"   2229.0429688";"     55.1546516";"     43.5201607";"      8.2863407";"      9.3559513";"      6.5815868";"      4.8308892";"    392.8315430";"     11.0650663";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.0273634";"   3297.9147949";"     87.1121140";"     68.9778214";"     12.8757839";"     12.2337294";"     10.4334784";"      7.6689219";NA
"23";"        2006";"          10";5941,9116211;153,5085144;111,9473572;21,0816841;21,717886;16,931591;13,5448332;"   5941.9116211";"    153.5085144";"    111.9473572";"     21.0816841";"     21.7178860";"     16.9315910";"     13.5448332";"   2236.3884277";"     54.8528099";"     43.1248322";"      8.2348862";"      9.5116949";"      6.5216012";"      4.8021908";"    410.5167236";"     11.5398436";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.0713402";"   3295.0065918";"     87.1158447";"     68.8225327";"     12.8467970";"     12.2061901";"     10.4099903";"      7.6713018";NA
"24";"        2006";"          11";5941,3168945;153,4089813;111,3609467;20,9794102;21,6866417;16,8428288;13,5390472;"   5941.3168945";"    153.4089813";"    111.3609467";"     20.9794102";"     21.6866417";"     16.8428288";"     13.5390472";"   2223.4370117";"     54.3518639";"     42.6709023";"      8.1573448";"      9.5039511";"      6.4528785";"      4.7574692";"    425.2269287";"     11.9327173";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.1077206";"   3292.6530762";"     87.1243820";"     68.6900406";"     12.8220663";"     12.1826916";"     10.3899498";"      7.6738567";NA
"25";"        2006";"          12";5933,6606445;153,2351227;110,8383255;20,883419;21,6098213;16,7637615;13,5266171;"   5933.6606445";"    153.2351227";"    110.8383255";"     20.8834190";"     21.6098213";"     16.7637615";"     13.5266171";"   2205.8510742";"     53.8535767";"     42.2572098";"      8.0816870";"      9.4464483";"      6.3902879";"      4.7135301";"    437.0090637";"     12.2467222";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.1367941";"   3290.8005371";"     87.1348267";"     68.5811157";"     12.8017340";"     12.1633720";"     10.3734741";"      7.6762919";NA
"26";"        2007";"           1";5925,3945312;153,0596924;110,3531647;20,7935677;21,5310364;16,6903687;13,5138845;"   5925.3945312";"    153.0596924";"    110.3531647";"     20.7935677";"     21.5310364";"     16.6903687";"     13.5138845";"   2188.6306152";"     53.3837967";"     41.8723335";"      8.0105553";"      9.3854504";"      6.3320642";"      4.6721792";"    447.5971985";"     12.5284367";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.1628755";"   3289.1669922";"     87.1474533";"     68.4808273";"     12.7830143";"     12.1455870";"     10.3583050";"      7.6788301";NA
"27";"        2007";"           2";5915,1079102;152,8434296;109,763916;20,6843586;21,4344997;16,6012325;13,498167;"   5915.1079102";"    152.8434296";"    109.7639160";"     20.6843586";"     21.4344997";"     16.6012325";"     13.4981670";"   2167.6474609";"     52.8133125";"     41.4055214";"      7.9241996";"      9.3106279";"      6.2614465";"      4.6219711";"    460.1687622";"     12.8622322";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.1937751";"   3287.2917480";"     87.1678772";"     68.3584061";"     12.7601604";"     12.1238728";"     10.3397865";"      7.6824203";NA
"28";"        2007";"           3";5901,8701172;152,573822;109,0628586;20,5538635;21,3139458;16,4951878;13,4784374;"   5901.8701172";"    152.5738220";"    109.0628586";"     20.5538635";"     21.3139458";"     16.4951878";"     13.4784374";"   2142.0288086";"     52.1298256";"     40.8500938";"      7.8208866";"      9.2159042";"      6.1774292";"      4.5618744";"    474.6164246";"     13.2449741";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.2292014";"   3285.2253418";"     87.1990280";"     68.2127686";"     12.7329760";"     12.0980425";"     10.3177586";"      7.6873627";NA
"29";"        2007";"           4";5886,722168;152,2798004;108,3550491;20,4210167;21,1812038;16,3881264;13,4566698;"   5886.7221680";"    152.2798004";"    108.3550491";"     20.4210167";"     21.1812038";"     16.3881264";"     13.4566698";"   2114.8544922";"     51.4294548";"     40.2883682";"      7.7153111";"      9.1090736";"      6.0924678";"      4.5003996";"    488.5697632";"     13.6139870";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.2633536";"   3283.2980957";"     87.2363739";"     68.0666733";"     12.7057047";"     12.0721321";"     10.2956600";"      7.6929173";NA
"30";"        2007";"           5";5876,7290039;152,0605164;107,7470398;20,3089638;21,0880566;16,2961674;13,4408388;"   5876.7290039";"    152.0605164";"    107.7470398";"     20.3089638";"     21.0880566";"     16.2961674";"     13.4408388";"   2094.3542480";"     50.8523636";"     39.8116112";"      7.6277561";"      9.0392027";"      6.0203590";"      4.4495478";"    500.7016602";"     13.9338636";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.2929537";"   3281.6730957";"     87.2742920";"     67.9354248";"     12.6812067";"     12.0488558";"     10.2758083";"      7.6983371";NA
"31";"        2007";"           6";5868,7421875;151,8793182;107,2340088;20,2147198;21,0126381;16,2185707;13,4278164;"   5868.7421875";"    151.8793182";"    107.2340088";"     20.2147198";"     21.0126381";"     16.2185707";"     13.4278164";"   2077.5820312";"     50.3700638";"     39.4109993";"      7.5544991";"      8.9837227";"      5.9597664";"      4.4070148";"    510.8056641";"     14.1994944";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.3175302";"   3280.3535156";"     87.3097534";"     67.8230057";"     12.6602211";"     12.0289154";"     10.2588034";"      7.7032709";NA
"32";"        2007";"           7";5865,9477539;151,8014832;106,9742661;20,1678486;20,9829998;16,1792793;13,4224129;"   5865.9477539";"    151.8014832";"    106.9742661";"     20.1678486";"     20.9829998";"     16.1792793";"     13.4224129";"   2070.2377930";"     50.1358261";"     39.2104950";"      7.5186863";"      8.9645910";"      5.9294353";"      4.3862700";"    516.0432739";"     14.3368998";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.3302416";"   3279.6669922";"     87.3287659";"     67.7637711";"     12.6491652";"     12.0184097";"     10.2498436";"      7.7059021";NA
"33";"        2007";"           8";5863,887207;151,7248688;106,6751404;20,1146507;20,956749;16,1340256;13,4173059;"   5863.8872070";"    151.7248688";"    106.6751404";"     20.1146507";"     20.9567490";"     16.1340256";"     13.4173059";"   2062.8322754";"     49.8750725";"     38.9816093";"      7.4785967";"      8.9507933";"      5.8948059";"      4.3630915";"    522.1673584";"     14.4970551";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.3450553";"   3278.8869629";"     87.3527222";"     67.6935349";"     12.6360540";"     12.0059528";"     10.2392197";"      7.7091603";NA
"34";"        2007";"           9";5858,2915039;151,5452728;106,0233078;19,9980431;20,8926563;16,0354099;13,4051332;"   5858.2915039";"    151.5452728";"    106.0233078";"     19.9980431";"     20.8926563";"     16.0354099";"     13.4051332";"   2045.8239746";"     49.3000832";"     38.4819946";"      7.3904018";"      8.9137039";"      5.8192153";"      4.3120513";"    535.0736694";"     14.8323174";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.3760545";"   3277.3942871";"     87.4128571";"     67.5413132";"     12.6076393";"     11.9789553";"     10.2161951";"      7.7170277";NA
"35";"        2007";"          10";5880,2543945;151,7053375;105,5266266;19,9264355;21,0186996;15,9601707;13,4212914;"   5880.2543945";"    151.7053375";"    105.5266266";"     19.9264355";"     21.0186996";"     15.9601707";"     13.4212914";"   2056.0144043";"     49.0567436";"     38.1419029";"      7.3480263";"      9.0675163";"      5.7676606";"      4.2885332";"    548.2293091";"     15.1677608";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.4070392";"   3276.0104980";"     87.4808502";"     67.3847275";"     12.5784092";"     11.9511833";"     10.1925106";"      7.7257204";NA
"36";"        2007";"          11";5880,5600586;151,6218719;105,0415039;19,842514;21,0000439;15,8867579;13,4165583;"   5880.5600586";"    151.6218719";"    105.0415039";"     19.8425140";"     21.0000439";"     15.8867579";"     13.4165583";"   2047.3072510";"     48.6638718";"     37.7790260";"      7.2869248";"      9.0705442";"      5.7127395";"      4.2533336";"    558.2535400";"     15.4214048";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.4304581";"   3274.9995117";"     87.5365982";"     67.2624817";"     12.5555916";"     11.9295006";"     10.1740179";"      7.7327671";NA
"37";"        2007";"          12";5872,5820312;151,4465637;104,5694733;19,7554321;20,9268932;15,8153563;13,4039078;"   5872.5820312";"    151.4465637";"    104.5694733";"     19.7554321";"     20.9268932";"     15.8153563";"     13.4039078";"   2031.6064453";"     48.2216911";"     37.4142761";"      7.2198691";"      9.0164175";"      5.6575656";"      4.2143669";"    566.8055420";"     15.6370459";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.4503642";"   3274.1704102";"     87.5878372";"     67.1551971";"     12.5355644";"     11.9104738";"     10.1577911";"      7.7391768";NA
"38";"        2008";"           1";5864,6875;151,2822571;104,1552811;19,6784763;20,8571472;15,7527084;13,3919115;"   5864.6875000";"    151.2822571";"    104.1552811";"     19.6784763";"     20.8571472";"     15.7527084";"     13.3919115";"   2017.1259766";"     47.8283463";"     37.0936050";"      7.1603680";"      8.9632616";"      5.6090617";"      4.1797595";"    574.0706787";"     15.8197346";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.4672260";"   3273.4909668";"     87.6341705";"     67.0616760";"     12.5181065";"     11.8938866";"     10.1436462";"      7.7449269";NA
"39";"        2008";"           2";5855,0664062;151,0830994;103,6586914;19,5861645;20,7731228;15,677597;13,3773613;"   5855.0664062";"    151.0830994";"    103.6586914";"     19.5861645";"     20.7731228";"     15.6775970";"     13.3773613";"   1999.7426758";"     47.3571434";"     36.7097435";"      7.0891008";"      8.8992271";"      5.5510006";"      4.1383071";"    582.5713501";"     16.0327415";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.4868822";"   3272.7524414";"     87.6932220";"     66.9489517";"     12.4970655";"     11.8738956";"     10.1265955";"      7.7521725";NA
"40";"        2008";"           3";5844,7036133;150,8708649;103,1388092;19,4894085;20,6839275;15,5989618;13,3618145;"   5844.7036133";"    150.8708649";"    103.1388092";"     19.4894085";"     20.6839275";"     15.5989618";"     13.3618145";"   1981.4224854";"     46.8635635";"     36.3084641";"      7.0144815";"      8.8310671";"      5.4903064";"      4.0948973";"    591.2279663";"     16.2488441";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.5068201";"   3272.0529785";"     87.7584534";"     66.8303528";"     12.4749279";"     11.8528605";"     10.1086569";"      7.7600970";NA
"41";"        2008";"           4";5831,1606445;150,6124115;102,5662613;19,381525;20,5723095;15,5123663;13,3425894;"   5831.1606445";"    150.6124115";"    102.5662613";"     19.3815250";"     20.5723095";"     15.5123663";"     13.3425894";"   1959.5194092";"     46.3062439";"     35.8643799";"      6.9305801";"      8.7422361";"      5.4231448";"      4.0460167";"    600.2540894";"     16.4734554";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.5275390";"   3271.3874512";"     87.8327026";"     66.7018661";"     12.4509449";"     11.8300724";"     10.0892229";"      7.7690334";NA
"42";"        2008";"           5";5827,1811523;150,5032349;102,2306976;19,3208313;20,5326595;15,4616241;13,3349504;"   5827.1811523";"    150.5032349";"    102.2306976";"     19.3208313";"     20.5326595";"     15.4616241";"     13.3349504";"   1950.3109131";"     46.0094490";"     35.6109047";"      6.8852086";"      8.7171412";"      5.3848157";"      4.0197353";"    605.8942871";"     16.6132069";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.5404272";"   3270.9753418";"     87.8806000";"     66.6197891";"     12.4356232";"     11.8155155";"     10.0768080";"      7.7747874";NA
"43";"        2008";"           6";5806,9853516;150,1107635;101,3595352;19,1570606;20,3667622;15,3298855;13,30581;"   5806.9853516";"    150.1107635";"    101.3595352";"     19.1570606";"     20.3667622";"     15.3298855";"     13.3058100";"   1917.8557129";"     45.1693954";"     34.9389191";"      6.7586188";"      8.5865717";"      5.2832046";"      3.9460168";"    618.8370361";"     16.9317684";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.5697953";"   3270.2924805";"     88.0096054";"     66.4206161";"     12.3984432";"     11.7801905";"     10.0466814";"      7.7899990";NA
"44";"        2008";"           7";5810,925293;150,1526337;101,3561707;19,1589928;20,3921967;15,3293743;13,309412;"   5810.9252930";"    150.1526337";"    101.3561707";"     19.1589928";"     20.3921967";"     15.3293743";"     13.3094120";"   1921.3666992";"     45.1956253";"     34.9426804";"      6.7618799";"      8.6132689";"      5.2837720";"      3.9480605";"    619.2979736";"     16.9430943";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.5708392";"   3270.2604980";"     88.0139160";"     66.4134903";"     12.3971128";"     11.7789268";"     10.0456038";"      7.7905130";NA
"45";"        2008";"           8";5784,0712891;149,641983;100,2658997;18,9533195;20,1772919;15,1644983;13,2713223;"   5784.0712891";"    149.6419830";"    100.2658997";"     18.9533195";"     20.1772919";"     15.1644983";"     13.2713223";"   1879.8959961";"     44.1402283";"     34.1033287";"      6.6030436";"      8.4428663";"      5.1568484";"      3.8555124";"    634.4104004";"     17.3109608";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.6047318";"   3269.7651367";"     88.1907883";"     66.1625748";"     12.3502769";"     11.7344246";"     10.0076494";"      7.8110776";NA
"46";"        2008";"           9";5796,2021484;149,7742462;100,2739716;18,9624672;20,2564087;15,1657076;13,2825985;"   5796.2021484";"    149.7742462";"    100.2739716";"     18.9624672";"     20.2564087";"     15.1657076";"     13.2825985";"   1891.0356445";"     44.2359314";"     34.1287193";"      6.6154237";"      8.5250559";"      5.1606779";"      3.8631322";"    635.4572144";"     17.3362560";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.6070615";"   3269.7089844";"     88.2020569";"     66.1452484";"     12.3470430";"     11.7313538";"     10.0050297";"      7.8124051";NA
"47";"        2008";"          10";5817,6118164;149,9098206;99,8077316;18,8952942;20,3758106;15,0951548;13,2966061;"   5817.6118164";"    149.9098206";"     99.8077316";"     18.8952942";"     20.3758106";"     15.0951548";"     13.2966061";"   1902.9357910";"     44.0265923";"     33.8241196";"      6.5784235";"      8.6731262";"      5.1145749";"      3.8426487";"    645.2393188";"     17.5659866";"      0.0000000";"      0.0000000";"      0.0000000";"      0.0000000";"      1.6281846";"   3269.4362793";"     88.3172379";"     65.9836044";"     12.3168697";"     11.7026844";"      9.9805794";"      7.8257713";NA
