"";"Year";"Month";"Dry weight";"N";"Ca";"Mg";"K";"S";"P";"Date"
"1";2005;1;108513,21875;34,323513;54,3751106;6,019938;23,7635555;4,0856643;4,6182165;2005-01-01
"2";2005;2;108567,015625;34,3405266;54,4020615;6,0229225;23,7753334;4,0876899;4,6205058;2005-02-01
"3";2005;3;108674,6015625;34,3745575;54,4559708;6,0288911;23,798893;4,0917401;4,6250849;2005-03-01
"4";2005;4;110019,4140625;34,7999344;55,1298485;6,103497;24,0934029;4,1423745;4,6823187;2005-04-01
"5";2005;5;112709,046875;35,6506844;56,4776039;6,2527084;24,6824074;4,2436423;4,7967868;2005-05-01
"6";2005;6;114430,40625;36,1951637;57,3401642;6,3482041;25,0593758;4,3084545;4,8700461;2005-06-01
"7";2005;7;116151,78125;36,7396431;58,2027245;6,4436989;25,4363422;4,3732657;4,9433064;2005-07-01
"8";2005;8;117657,96875;37,2160606;58,9574661;6,5272574;25,7661858;4,4299765;5,0074086;2005-08-01
"9";2005;9;119056,578125;37,6584511;59,6582985;6,6048479;26,0724678;4,482636;5,0669322;2005-09-01
"10";2005;10;119110,375;37,6754646;59,6852493;6,607832;26,0842514;4,4846611;5,069222;2005-10-01
"11";2005;11;119164,15625;37,6924782;59,712204;6,6108165;26,0960312;4,4866862;5,0715108;2005-11-01
"12";2005;12;119217,953125;37,7094955;59,739151;6,6138005;26,1078129;4,4887118;5,0738006;2005-12-01
"13";2006;1;119274,65625;37,7274323;59,7675743;6,6169462;26,1202297;4,4908466;5,0762138;2006-01-01
"14";2006;2;119331,3671875;37,745369;59,79599;6,6200914;26,1326485;4,4929819;5,0786266;2006-02-01
"15";2006;3;119444,7734375;37,7812462;59,8528175;6,6263838;26,1574821;4,4972515;5,0834537;2006-03-01
"16";2006;4;120862,4296875;38,22966;60,5631981;6,7050304;26,4679394;4,5506287;5,1437883;2006-04-01
"17";2006;5;123697,75;39,1264954;61,9839592;6,8623252;27,0888538;4,657382;5,2644563;2006-05-01
"18";2006;6;125512,359375;39,70047;62,8932343;6,9629936;27,4862385;4,7257047;5,3416843;2006-06-01
"19";2006;7;127326,96875;40,2744408;63,8025208;7,0636611;27,8836231;4,7940269;5,4189119;2006-07-01
"20";2006;8;128914,7578125;40,7766724;64,5981445;7,1517458;28,2313366;4,8538089;5,486486;2006-08-01
"21";2006;9;130389,125;41,2430229;65,336937;7,2335396;28,5542126;4,9093208;5,5492334;2006-09-01
"22";2006;10;130445,828125;41,2609596;65,3653564;7,2366858;28,5666294;4,9114561;5,5516462;2006-10-01
"23";2006;11;130502,5390625;41,2788963;65,3937759;7,2398319;28,5790443;4,9135909;5,5540595;2006-11-01
"24";2006;12;130559,25;41,296833;65,4221878;7,2429781;28,5914612;4,9157257;5,5564728;2006-12-01
"25";2007;1;130616,734375;41,3150253;65,4509964;7,2461672;28,6040535;4,9178905;5,5589199;2007-01-01
"26";2007;2;130674,2265625;41,33321;65,479805;7,2493572;28,6166439;4,9200554;5,561367;2007-02-01
"27";2007;3;130789,2109375;41,3695755;65,5374146;7,2557349;28,6418228;4,9243841;5,5662603;2007-03-01
"28";2007;4;132226,484375;41,8241959;66,2576294;7,3354702;28,9565735;4,9784999;5,6274295;2007-04-01
"29";2007;5;135101,03125;42,7334366;67,6980438;7,4949403;29,5860767;5,0867295;5,7497673;2007-05-01
"30";2007;6;136940,734375;43,3153496;68,6198959;7,5970011;29,9889584;5,1559973;5,828063;2007-06-01
"31";2007;7;138780,4375;43,8972664;69,5417633;7,6990614;30,3918381;5,2252641;5,8886476;2007-07-01
"32";2007;8;140390,1875;44,4064407;70,3483963;7,7883654;30,74436;5,2858734;5,9135275;2007-08-01
"33";2007;9;141884,953125;44,8792458;71,0974045;7,8712897;31,071703;5,3421531;5,943222;2007-09-01
"34";2007;10;141942,4375;44,8974342;71,1262131;7,8744783;31,0842934;5,3443174;5,9456687;2007-10-01
"35";2007;11;141999,9375;44,9156189;71,1550293;7,8776684;31,0968857;5,3464823;5,9470005;2007-11-01
"36";2007;12;142057,421875;44,9338074;71,1838303;7,880857;31,1094742;5,3486466;5,9476209;2007-12-01
"37";2008;1;142116,265625;44,9524193;71,2133102;7,8841214;31,1223602;5,3508615;5,9478889;2008-01-01
"38";2008;2;142175,09375;44,9710274;71,2427902;7,8873858;31,1352444;5,3530765;5,9502034;2008-02-01
"39";2008;3;142292,78125;45,0082512;71,3017578;7,8939137;31,1610126;5,3575068;5,9552112;2008-03-01
"40";2008;4;143763,65625;45,4735031;72,0388107;7,9755144;31,4831276;5,4128876;6,0178108;2008-04-01
"41";2008;5;146705,453125;46,4040108;73,5129242;8,1387148;32,1273537;5,5236502;6,1430097;2008-05-01
"42";2008;6;148588,1875;46,9995384;74,4563446;8,2431622;32,5396614;5,5945373;6,2231379;2008-06-01
"43";2008;7;150470,9375;47,5950699;75,3997726;8,3476095;32,9519691;5,6654248;6,277143;2008-07-01
"44";2008;8;152118,34375;48,1161537;76,2252808;8,439003;33,3127365;5,7274518;6,3103065;2008-08-01
"45";2008;9;153648,0625;48,6000175;76,991806;8,5238667;33,6477356;5,785048;6,3478856;2008-09-01
"46";2008;10;153706,90625;48,6186256;77,0212936;8,5271311;33,6606178;5,7872629;6,35039;2008-10-01
"47";2008;11;153765,75;48,6372375;77,0507736;8,5303955;33,6735001;5,7894783;6,3516383;2008-11-01
"48";2008;12;153824,578125;48,6558495;77,0802612;8,533659;33,6863861;5,7916932;6,3522434;2008-12-01
"49";2009;1;153885,4375;48,6750946;77,1107483;8,537035;33,6997147;5,7939839;6,352562;2009-01-01
"50";2009;2;153946,28125;48,6943436;77,141243;8,540411;33,7130432;5,7962756;6,3548784;2009-02-01
"51";2009;3;154067,984375;48,7328377;77,2022247;8,547164;33,7396965;5,8008571;6,3600583;2009-03-01
"52";2009;4;155589,3125;49,2140427;77,9645462;8,6315622;34,0728493;5,8581371;6,4248042;2009-04-01
"53";2009;5;158631,96875;50,1764565;79,4892044;8,8003578;34,7391663;5,9726973;6,5542965;2009-05-01
"54";2009;6;160067,171875;50,5396309;80,208374;8,8799772;35,0534706;6,0267339;6,6153769;2009-06-01
"55";2009;7;160532,78125;50,6574478;80,4416809;8,9058075;35,1554298;6,0442643;6,6289983;2009-07-01
"56";2009;8;160970,8125;50,7682915;80,6611786;8,9301081;35,251358;6,0607576;6,6354141;2009-08-01
"57";2009;9;161819;50,9829178;81,0861893;8,9771614;35,4371033;6,0926929;6,6555161;2009-09-01
"58";2009;10;161879,84375;51,0021629;81,116684;8,9805374;35,4504318;6,0949831;6,6581063;2009-10-01
"59";2009;11;161904,5625;51,0084152;81,1290665;8,9819088;35,4558411;6,0959139;6,6585932;2009-11-01
"60";2009;12;161920,609375;51,0124779;81,1371155;8,9827995;35,4593582;6,0965185;6,658752;2009-12-01
"61";2010;1;161928,9375;51,0145836;81,1412811;8,9832602;35,4611816;6,0968318;6,6587939;2010-01-01
"62";2010;2;161978;51,0270004;81,1658707;8,9859838;35,4719276;6,0986795;6,6606002;2010-02-01
"63";2010;3;162075,796875;51,0517426;81,2148743;8,9914083;35,4933395;6,1023612;6,6647615;2010-03-01
"64";2010;4;163622,328125;51,5409279;81,98983;9,0772047;35,8320198;6,1605902;6,7305808;2010-04-01
"65";2010;5;166302,9375;52,2192421;83,3330612;9,2259159;36,4190483;6,2615185;6,8446646;2010-05-01
"66";2010;6;168045,609375;52,6602173;84,2063065;9,3225937;36,8006821;6,3271327;6,9188309;2010-06-01
"67";2010;7;168822,171875;52,8567238;84,5954361;9,365675;36,9707451;6,3563719;6,9518809;2010-07-01
"68";2010;8;169350,78125;52,9904861;84,860321;9,3950014;37,0865059;6,3762746;6,9623113;2010-08-01
"69";2010;9;170469,125;53,2734795;85,4206924;9,4570417;37,3314133;6,4183812;6,9901695;2010-09-01
"70";2010;10;170530,96875;53,2930489;85,4516907;9,460474;37,3449554;6,4207101;6,9928021;2010-10-01
"71";2010;11;170552,8125;53,2985687;85,4626312;9,4616861;37,3497429;6,4215326;6,9932046;2010-11-01
"72";2010;12;170568,203125;53,3024635;85,4703522;9,4625397;37,3531151;6,422112;6,9933515;2010-12-01
"73";2011;1;170577,09375;53,304718;85,4748001;9,4630327;37,3550606;6,4224467;6,9933996;2011-01-01
"74";2011;2;170624,21875;53,3166389;85,4984055;9,4656477;37,3653793;6,424221;6,9950819;2011-02-01
"75";2011;3;170719;53,3406258;85,5459061;9,4709063;37,3861389;6,4277897;6,9991164;2011-03-01
"76";2011;4;172285,15625;53,8011436;86,3306885;9,5577908;37,7291145;6,4867578;7,0657701;2011-04-01
"77";2011;5;174528,8125;54,3688927;87,4549789;9,6822615;38,220459;6,5712347;7,1612577;2011-05-01
"78";2011;6;176021,5625;54,7466278;88,2029877;9,7650738;38,5473557;6,6274385;7,2247882;2011-06-01
"79";2011;7;176890,96875;54,966629;88,6386337;9,8133059;38,737751;6,6601729;7,2424436;2011-07-01
"80";2011;8;177371;55,0881004;88,8791733;9,8399363;38,8428764;6,6782465;7,2498517;2011-08-01
"81";2011;9;178156,96875;55,2869911;89,2730255;9,8835382;39,0149956;6,707839;7,2645888;2011-09-01
"82";2011;10;178219,609375;55,3068008;89,3044052;9,8870144;39,0287132;6,7101974;7,2672544;2011-10-01
"83";2011;11;178238,4375;55,311573;89,3138428;9,8880596;39,0328369;6,7109065;7,2675734;2011-11-01
"84";2011;12;178253,15625;55,3152962;89,3212204;9,888875;39,0360603;6,7114606;7,2677078;2011-12-01
"85";2012;1;178261,625;55,3174324;89,3254623;9,8893461;39,0379143;6,7117796;7,2677522;2012-01-01
"86";2012;2;178306,0625;55,3286743;89,3477173;9,8918104;39,0476456;6,7134519;7,2692871;2012-02-01
"87";2012;3;178396,28125;55,3515053;89,3929367;9,8968153;39,0674057;6,7168489;7,2731276;2012-03-01
"88";2012;4;179954,046875;55,8442345;90,1735001;9,9832344;39,4085388;6,7755008;7,3394232;2012-04-01
"89";2012;5;182702,125;56,5396194;91,5505371;10,1356878;40,0103455;6,8789697;7,4563794;2012-05-01
"90";2012;6;184136,9375;56,9026871;92,2695236;10,2152863;40,3245544;6,9329915;7,5174422;2012-06-01
"91";2012;7;184992,8125;57,1192665;92,6983948;10,2627668;40,5119896;6,9652171;7,5485106;2012-07-01
"92";2012;8;185916,25;57,3529358;93,1611176;10,3139954;40,7142105;6,9999857;7,562922;2012-08-01
"93";2012;9;186522,96875;57,5064621;93,4651337;10,3476534;40,8470764;7,0228286;7,5740271;2012-09-01
"94";2012;10;186585,28125;57,5261726;93,4963531;10,3511114;40,8607216;7,0251746;7,5766788;2012-10-01
"95";2012;11;186601,421875;57,5302582;93,5044556;10,352006;40,8642578;7,0257835;7,5769482;2012-11-01
"96";2012;12;186615,296875;57,5337677;93,5113907;10,3527756;40,8672905;7,0263062;7,5770693;2012-12-01
"97";2013;1;186625,453125;57,5363388;93,5164871;10,3533401;40,8695183;7,0266886;7,5771351;2013-01-01
"98";2013;2;186667,96875;57,5470963;93,5377808;10,3556976;40,8788338;7,0282893;7,5785656;2013-02-01
"99";2013;3;186755,078125;57,5691376;93,5814438;10,3605299;40,8979073;7,0315695;7,582274;2013-03-01
"100";2013;4;188318,421875;58,0636406;94,3648148;10,4472589;41,2402649;7,0904307;7,648809;2013-04-01
"101";2013;5;191205,078125;58,7940941;95,8113022;10,6073999;41,8724251;7,1991172;7,7716627;2013-05-01
"102";2013;6;192599,4375;59,1469307;96,5100021;10,6847563;42,1777725;7,2516165;7,8310056;2013-06-01
"103";2013;7;193450,3125;59,362236;96,9363785;10,7319593;42,3641167;7,2836547;7,8478074;2013-07-01
"104";2013;8;194364,65625;59,5936089;97,3945465;10,7826834;42,5643425;7,3180799;7,8627839;2013-08-01
"105";2013;9;195499,25;59,8807182;97,963089;10,8456278;42,8128166;7,3607988;7,8960176;2013-09-01
"106";2013;10;195561,796875;59,9005013;97,9944229;10,8490953;42,8265076;7,3631539;7,8986797;2013-10-01
"107";2013;11;195575,75;59,904026;98,0014191;10,8498688;42,8295593;7,3636789;7,8988967;2013-11-01
"108";2013;12;195589;59,9073906;98,0080566;10,850605;42,8324623;7,3641787;7,8990097;2013-12-01
"109";2014;1;195598,8125;59,9098701;98,0129776;10,8511496;42,8346138;7,3645487;7,8990712;2014-01-01
"110";2014;2;195639,5625;59,9201889;98,0334167;10,8534117;42,8435364;7,3660836;7,9004107;2014-02-01
"111";2014;3;195723,828125;59,9415016;98,0756302;10,8580847;42,8619919;7,3692555;7,903996;2014-03-01
"112";2014;4;197289,984375;60,4368935;98,8604202;10,9449701;43,2049675;7,4282231;7,9706497;2014-04-01
"113";2014;5;200422,28125;61,298542;100,4299927;11,1187401;43,8909111;7,5461588;8,1039581;2014-05-01
"114";2014;6;201781,09375;61,6423721;101,110878;11,1941214;44,1884804;7,5973191;8,161788;2014-06-01
"115";2014;7;202625,25;61,8559837;101,5338821;11,2409544;44,3733521;7,6291027;8,1949511;2014-07-01
"116";2014;8;203528,46875;62,0845375;101,9864883;11,2910624;44,5711441;7,6631112;8,2092476;2014-08-01
"117";2014;9;204546,703125;62,3421974;102,4967041;11,3475513;44,7941284;7,7014489;8,2323103;2014-09-01
"118";2014;10;204609,34375;62,3620148;102,5281067;11,3510256;44,8078461;7,7038078;8,2349758;2014-10-01
"119";2014;11;204621,09375;62,364994;102,5339813;11,3516779;44,8104248;7,7042503;8,2351494;2014-11-01
"120";2014;12;204633,78125;62,368206;102,5403595;11,3523827;44,8132057;7,7047286;8,2352543;2014-12-01
"121";2015;1;204644,625;62,370945;102,5457611;11,3529844;44,8155785;7,7051363;8,2353315;2015-01-01
"122";2015;2;204683,84375;62,380867;102,5654221;11,3551598;44,8241692;7,7066131;8,2365932;2015-02-01
"123";2015;3;204765,546875;62,4015465;102,6063538;11,3596926;44,8420563;7,7096887;8,2400532;2015-03-01
"124";2015;4;206334,5;62,8978195;103,3925476;11,4467335;45,1856499;7,7687616;8,3068256;2015-04-01
"125";2015;5;209342,671875;63,6590233;104,8999329;11,613615;45,8444176;7,8820238;8,4348516;2015-05-01
"126";2015;6;210235,703125;63,885006;105,3474121;11,6631565;46,039978;7,9156466;8,4584026;2015-06-01
"127";2015;7;210571,703125;63,9700203;105,5157776;11,681797;46,1135635;7,9282975;8,4620161;2015-07-01
"128";2015;8;211031,234375;64,0863113;105,746048;11,7072887;46,2142029;7,9455996;8,4688282;2015-08-01
"129";2015;9;212024,875;64,3377457;106,2439651;11,762414;46,4318047;7,9830122;8,4908161;2015-09-01
"130";2015;10;212087,640625;64,3564758;106,2754135;11,7658949;46,4455452;7,9853754;8,4934874;2015-10-01
"131";2015;11;212098,40625;64,3591995;106,2808228;11,7664928;46,4479027;7,9857798;8,4936237;2015-11-01
"132";2015;12;212110,546875;64,3622742;106,2868958;11,7671671;46,4505653;7,986238;8,493721;2015-12-01
"133";2016;1;212121,125;64,3649597;106,2922058;11,7677546;46,4528809;7,9866366;8,4937935;2016-01-01
"134";2016;2;212159,25;64,3746033;106,3113098;11,7698698;46,4612274;7,9880719;8,4949913;2016-02-01
"135";2016;3;212239,40625;64,3948975;106,3514709;11,7743168;46,4787865;7,9910903;8,4983282;2016-03-01
"136";2016;4;213830,78125;64,8982468;107,1489029;11,8625994;46,8272858;8,0510073;8,5660553;2016-04-01
"137";2016;5;216965,15625;65,691391;108,7195053;12,0364857;47,5136871;8,1690207;8,6994514;2016-05-01
"138";2016;6;217859,375;65,9176636;109,1675949;12,0860929;47,7095222;8,2026882;8,7262878;2016-06-01
"139";2016;7;218699,828125;66,1303406;109,5887299;12,1327171;47,8935699;8,2343321;8,7394066;2016-07-01
"140";2016;8;219590,875;66,3558197;110,0352173;12,1821508;48,0887032;8,2678814;8,7531528;2016-08-01
"141";2016;9;220573,75;66,6045303;110,5277252;12,2366762;48,3039474;8,3048878;8,7747526;2016-09-01
"142";2016;10;220637,40625;66,6230316;110,5596237;12,2402067;48,3178825;8,3072844;8,777462;2016-10-01
"143";2016;11;220647,8125;66,6256638;110,5648346;12,2407837;48,3201637;8,3076754;8,7775984;2016-11-01
"144";2016;12;220659,65625;66,6286621;110,5707703;12,2414398;48,3227577;8,3081207;8,7776918;2016-12-01
"145";2017;1;220669,78125;66,6312256;110,5758438;12,2420015;48,3249817;8,3085032;8,7777596;2017-01-01
