"";"N_Manz";"YEAR"
"295";-5,65053717142858;2299
"296";-5,3635691;2300
"297";-5,05930634285715;2301
"298";-4,78220577142857;2302
"299";-4,44996891428572;2303
"300";-4,13329438571428;2304
"301";-3,88244638571428;2305
"302";-3,60082464285714;2306
"303";-3,36583761428572;2307
"304";-3,18849768571428;2308
"305";-2,95647382857143;2309
"306";-2,73047775714285;2310
"307";-2,58874722857143;2311
"308";-2,42475278571429;2312
"309";-2,30309068571428;2313
"310";-2,26600811428572;2314
"311";-2,15538597142858;2315
"312";-2,06239934285714;2316
"313";-2,01560762857141;2317
"314";-1,91780355714285;2318
"315";-170,0679571;2319
"316";43,9963741857143;2320
"317";36,1603236714286;2321
"318";29,7962814142857;2322
"319";24,6023096285714;2323
"320";20,3543139571428;2324
"321";16,8715123428571;2325
"322";14,0107524285714;2326
"323";11,6661732;2327
"324";9,73764057142856;2328
"325";8,14771298571429;2329
"326";6,83779415714286;2330
"327";5,75351445714286;2331
"328";4,8531389;2332
"329";-3,30140401428572;2333
"330";-2,52105428571428;2334
"331";-2,04464662857143;2335
"332";-3,56392921428571;2336
"333";-4,79716115714285;2337
"334";-7,62572942857143;2338
"335";-8,25269821428572;2339
"336";-5,84151467142858;2340
"337";-5,65646221428572;2341
"338";-5,36439681428572;2342
"339";-5,05529628571428;2343
"340";-4,77750688571429;2344
"341";-4,44499772857143;2345
"342";-4,12887592857142;2346
"343";-3,87941607142858;2347
"344";-3,59789072857143;2348
"345";-3,36331322857142;2349
"346";-3,18651237142857;2350
"347";-2,96667005714286;2351
"348";-2,77389062857144;2352
"349";-2,63070665714285;2353
"350";-2,43494452857144;2354
"351";-2,28418739999999;2355
"352";-2,2063742142857;2356
"353";-2,09240042857143;2357
"354";-2,03013834285715;2358
"355";-2,00288427142857;2359
"356";-1,9136737;2360
"357";-169,3594265;2361
"358";43,8953658142857;2362
"359";36,0717834142857;2363
"360";29,7188661714286;2364
"361";24,5340726571429;2365
"362";20,2941669428572;2366
"363";16,8184252142857;2367
"364";13,9639581142857;2368
"365";11,6249972;2369
"366";9,70147211428571;2370
"367";8,1159029;2371
"368";6,80967415714286;2372
"369";5,72867348571428;2373
"370";4,83120297142857;2374
"371";-3,30904001428571;2375
"372";-2,52423715714286;2376
"373";-2,04812757142857;2377
"374";-3,56946557142857;2378
"375";-4,80471391428572;2379
"376";-7,628342;2380
"377";-8,24933448571429;2381
"378";-5,84504535714285;2382
"379";-5,65318702857143;2383
"380";-5,35986844285715;2384
"381";-5,05114075714286;2385
"382";-4,77364708571429;2386
"383";-4,44213018571429;2387
"384";-4,12645695714286;2388
"385";-3,87572812857142;2389
"386";-3,59522061428572;2390
"387";-3,36050255714285;2391
"388";-3,18151185714286;2392
"389";-2,96263877142857;2393
"390";-2,76972497142857;2394
"391";-2,63761848571429;2395
"392";-2,47582997142858;2396
"393";-2,32712495714286;2397
"394";-2,21792037142858;2398
"395";-2,07582818571429;2399
"396";-1,97311511428572;2400
"397";-1,94199085714286;2401
"398";-1,88278368571429;2402
"399";-168,4046489;2403
"400";43,7688796;2404
"401";35,9602121428571;2405
"402";29,6206444571428;2406
"403";24,4474114428572;2407
"404";20,2175148285714;2408
"405";16,7506736142857;2409
"406";13,9040262142857;2410
"407";11,5720880571429;2411
"408";9,65478728571428;2412
"409";8,07469345714286;2413
"410";6,77316564285714;2414
"411";5,69639045714285;2415
"412";4,80263015714286;2416
"413";-3,32314917142858;2417
"414";-2,53336387142857;2418
"415";-2,05636325714286;2419
"416";-3,57871577142857;2420
"417";-4,81475854285714;2421
"418";-7,63306797142857;2422
"419";-8,24471864285714;2423
"420";-5,84166122857142;2424
"421";-5,64769878571429;2425
"422";-5,35369465714286;2426
"423";-5,04520871428572;2427
"424";-4,76780344285714;2428
"425";-4,43764124285713;2429
"426";-4,1229831;2430
"427";-3,87284882857142;2431
"428";-3,59381812857144;2432
"429";-3,35840364285714;2433
"430";-3,17922912857143;2434
"431";-2,96013317142858;2435
"432";-2,76714912857142;2436
"433";-2,63568184285715;2437
"434";-2,47362605714285;2438
"435";-2,33496325714286;2439
"436";-2,25520955714285;2440
"437";-2,11590522857143;2441
"438";-1,98575185714287;2442
"439";-1,92748691428571;2443
"440";-1,83055037142857;2444
"441";-167,149303814286;2445
"442";43,6104390714286;2446
"443";35,8217545285715;2447
"444";29,4998797142857;2448
"445";24,3417002571429;2449
"446";20,1248977428572;2450
"447";16,6693620714286;2451
"448";13,8326311142857;2452
"449";11,5093751857143;2453
"450";9,59966321428572;2454
"451";8,02618117142857;2455
"452";6,73040522857142;2456
"453";5,65871052857143;2457
"454";4,76940827142857;2458
"455";-3,3417435;2459
"456";-2,54605074285715;2460
"457";-2,06720304285714;2461
"458";-3,58994017142858;2462
"459";-4,8263851;2463
"460";-7,63903517142858;2464
"461";-8,24122537142857;2465
"462";-5,83761782857143;2466
"463";-5,64127717142857;2467
"464";-5,34582074285715;2468
"465";-5,03754868571429;2469
"466";-4,52904354285715;2470
"467";-4,11546364285715;2471
"468";-4,01524438571428;2472
"469";-3,99375219999999;2473
"470";-3,84348407142857;2474
"471";-3,62334787142857;2475
"472";-3,37771765714286;2476
"473";-3,12788142857143;2477
"474";-2,88839531428572;2478
"475";-2,6691786;2479
"476";-2,47902602857144;2480
"477";-2,30807311428571;2481
"478";-2,15787107142856;2482
"479";-1,99506851428572;2483
"480";-1,86961382857143;2484
"481";-1,72836537142857;2485
"482";-1,60220498571429;2486
"483";-154,5021004;2487
"484";42,4935672857143;2488
"485";34,7999273714286;2489
"486";28,5601987857143;2490
"487";23,4817535;2491
"488";19,3399939571429;2492
"489";15,9556959142857;2493
"490";13,1856914571429;2494
"491";10,9235724285714;2495
"492";9,0707114;2496
"493";7,54932460000001;2497
"494";6,3010664;2498
"495";5,27278125714286;2499
"496";4,42208771428572;2500
"497";-3,96211905714285;2501
"498";-3,01713309999999;2502
"499";-2,40266088571429;2503
"500";-3,87407455714285;2504
"501";-5,08127507142857;2505
"502";-7,84118605714285;2506
"503";-8,42776655714286;2507
"504";-5,96164108571429;2508
"505";-5,65947624285714;2509
"506";-5,34656598571429;2510
"507";-5,0302094;2511
"508";-4,7073059;2512
"509";-4,37943962857144;2513
"510";-4,06835234285713;2514
"511";-3,77474767142858;2515
"512";-3,49739702857143;2516
"513";-3,24183962857142;2517
"514";-3,01008992857143;2518
"515";-2,78644554285714;2519
"516";-2,57544821428571;2520
"517";-2,3903346857143;2521
"518";-2,22640774285714;2522
"519";-2,08082594285715;2523
"520";-1,947963;2524
"521";-1,81960541428572;2525
"522";-1,70736222857143;2526
"523";-1,61787249999999;2527
"524";-1,53101524285714;2528
"525";-1,41587324285714;2529
