"";"Year";"N_PP";"Ca_PP";"Mg_PP";"K_PP";"S_PP";"P_PP";"N_PU";"Ca_PU";"Mg_PU";"K_PU";"S_PU";"P_PU";"N_AU";"Ca_AU";"Mg_AU";"K_AU";"S_AU";"P_AU";"N_Diff";"Ca_Diff";"Mg_Diff";"K_Diff";"S_Diff";"P_Diff"
"1";2005;1482119,6015625;347344,8242187;90629,5502929;235873,0371094;46143,4475097;81007,4243163;277873,7956541;45775,6590575;15161,329376;39453,2737428;6939,7756805;12195,6760216;277873,7956541;47420,9372254;16010,0083008;46877,0900269;6939,7746543;12195,6756361;0;-1645,2781679;-848,6789248;-7423,81628409999;0,00102619999961462;0,000385499999538297
"2";2006;1079716,6445312;322552,7285158;79087,9106444;144915,70459;38105,8952638;66865,4450684;279900,9630127;46246,2740478;15227,469452;39642,1875;7024,1927644;12297,2634202;279900,9825438;48215,7585756;16243,381874;48641,6707764;7024,192154;12297,2641527;-0,0195310999988578;-1969,4845278;-1015,912422;-8999,4832764;0,000610399999459332;-0,000732500000594882
"3";2007;702636,1845702;302264,9296877;68801,3793944;64821,2775877;30739,1304933;53891,8371583;278066,7463377;45774,589844;15079,2796019;39210,0360717;6973,9671783;12168,2870712;278066,7658689;47922,3663026;16187,162918;50592,7404786;6973,9661484;12168,287361;-0,0195311999996193;-2147,7764586;-1107,8833161;-11382,7044069;0,0010299000005034;-0,000289800000246032
"4";2008;513577,522461;317010,5683595;68591,9990234;40291,8925782;28549,2695315;49886,7531739;277580,6873779;45807,2751464;15054,4383544;39085,2704467;6969,6449812;12125,4998551;277580,6912842;48098,2598267;16236,1962585;52844,8936768;6969,6445847;12125,5007324;-0,00390630000038072;-2290,9846803;-1181,7579041;-13759,6232301;0,000396500000533706;-0,000877300000865944
"5";2009;360509,032715;340987,7148439;70337,8107908;47662,8425294;27162,9732666;47209,3620606;278080,2744141;46144,765625;15104,093048;39234,9068603;7006,3187406;12158,8641818;278080,2618408;48590,1802978;16365,5097505;55491,7824707;7006,3179626;12158,8646701;0,0125732999877073;-2445,4146728;-1261,4167025;-16256,8756104;0,000777999999627355;-0,000488300000142772
"6";2010;311629,4667969;355528,6308594;68504,2854002;53354,968811;23756,3740235;40964,9328616;277578,4368895;46108,5837403;15070,3575745;39118,4540406;6999,7743225;12120,1628723;277578,449463;48733,5734559;16424,4004056;56897,8186034;6999,774025;12120,1626891;-0,0125734999892302;-2624,98971559999;-1354,0428311;-17779,3645628;0,000297499999760475;0,000183199999810313
"7";2011;276534,7802734;367788,9687499;66553,2348633;55485,5147704;20504,9815674;34986,1311035;276565,531738;45910,0876464;14995,4942934;38869,765625;6974,1063768;12044,2790451;276565,5521239;48700,3958435;16434,8167954;57813,5976563;6974,1055908;12044,2795791;-0,0203858999884687;-2790,30819710001;-1439,322502;-18943,8320313;0,000786000000516651;-0,000534000000698143
"8";2012;223978,7148438;378784,4804686;64596,2802736;58122,3149413;17372,1064452;29215,7087401;275320,2192381;45522,4163817;14893,9145204;38556,6871947;6930,3064956;11955,2965243;275320,2222898;48468,8431245;16413,7644654;58574,1118163;6930,3062207;11955,2962799;-0,00305170001229271;-2946,4267428;-1519,849945;-20017,4246216;0,000274899999567424;0,00024440000015602
"9";2013;240181,7817382;389249,8222655;62731,5300292;60483,4177247;14383,2615966;23689,9287108;274190,3092042;45199,0039061;14799,9231261;38291,2079467;6897,1532516;11877,3385849;274190,3178712;48289,6837158;16394,182228;59268,2531737;6897,1520766;11877,3389893;-0,00866699998732656;-3090,6798097;-1594,2591019;-20977,045227;0,00117499999942083;-0,000404399999752059
"10";2014;227344,7988281;395306,201172;59539,3115235;59464,0461427;10674,6021119;16890,9340822;273557,2498779;45029,6920168;14749,700775;38135,46875;6877,7387544;11831,6962508;273557,2537842;48014,093506;16425,9113007;60179,4145507;6877,7381132;11831,6967391;-0,00390630000038072;-2984,4014892;-1676,2105257;-22043,9458007;0,00064120000024559;-0,000488300000142772
