 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;Al;Si
;;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr
        2005;           1;      9.1503353;      6.4677448;      4.6687770;     14.4898911;      0.3882958;      1.0236477;      1.9328135;     18.8169651;      0.0666171;     10.7240000;      0.0000000;      8.2607794
        2005;           2;      1.5111012;      1.0663691;      0.9203330;      2.9764192;      0.2288720;      0.4858372;      0.4590305;      3.9484537;      0.0478357;      5.9184852;      0.0000000;      2.8041308
        2005;           3;      1.0355455;      0.7298578;      0.6856696;      2.2938581;      0.5471248;      0.7307280;      0.3733697;      2.8677580;      0.0741948;     10.2884569;      0.0000000;      4.6943884
        2005;           4;      0.4595552;      0.3236937;      0.2615330;      0.8869274;      0.2971353;      0.4036165;      0.1204655;      0.9968666;      0.0429404;      5.8777709;      0.0000008;      2.7239316
        2005;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000001;      0.0000000
        2005;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;          10;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;          11;      8.9149504;      6.3293376;      4.7341919;     16.9902287;      9.8068304;      1.4365660;      2.1441805;     16.4358044;      0.0766729;     55.6835785;      0.0000006;    159.6226807
        2005;          12;      3.4110982;      2.4283566;      2.3333814;      8.3566027;      3.8340888;      0.7926448;      1.3801652;      8.7991552;      0.0520626;     22.2705688;      0.0000007;     60.6675644
        2006;           1;      2.5030015;      1.7874292;      2.3759205;      8.3533945;      2.2031910;      1.1122922;      1.9777874;     10.1294699;      0.0777733;     19.1463528;      0.0000005;     34.2679024
        2006;           2;      0.6452498;      0.4613434;      0.5782924;      2.0202358;      0.5318222;      0.4644045;      0.4556966;      2.2825422;      0.0424362;      6.5018868;      0.0000004;      8.1968508
        2006;           3;      0.9053860;      0.6484131;      0.7112581;      2.4645684;      0.8529509;      0.6715101;      0.4927725;      2.4135616;      0.0521010;      9.8357897;      0.0000005;     10.6418858
        2006;           4;      0.4243480;      0.3041385;      0.2703258;      0.9323183;      0.3747119;      0.4089922;      0.1495586;      0.7780777;      0.0487697;      5.9358621;      0.0000011;      4.6100092
        2006;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2006;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2006;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2006;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2006;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
