 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;Al;Si
;;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr
        2005;           1;      4.2104998;      3.2577112;      2.4412355;      6.3376226;      0.4424351;      0.1433229;      3.6545765;      8.6732903;      0.1076942;     10.7683973;      0.0000000;      3.0360937
        2005;           2;      0.8828899;      0.6845731;      0.4641896;      1.1405454;      0.4327606;      0.0450557;      0.6295336;      1.3541362;      0.0718454;      6.7804403;      0.0001178;      2.0276532
        2005;           3;      2.0705311;      1.6115021;      0.9720353;      2.1756368;      1.1232642;      0.1507098;      1.1789670;      3.2500250;      0.1538700;     17.3769951;      0.0004021;      5.0060377
        2005;           4;      1.4950498;      1.1664803;      0.5064664;      1.1107217;      0.9573294;      0.0892239;      0.4291199;      1.4077202;      0.1112109;     13.6495523;      0.0009052;      5.5276165
        2005;           5;      0.3848827;      0.3011553;      0.0882220;      0.2006963;      0.2220404;      0.0118032;      0.0451181;      0.2165334;      0.0065094;      2.9052224;      0.0000616;      2.0327444
        2005;           6;      1.1271259;      0.8859642;      0.2247161;      0.5344101;      0.9859734;      0.0375072;      0.1085180;      0.5172100;      0.1015542;     12.7282715;      0.0130752;      6.8335876
        2005;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0031986;      0.0000000
        2005;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0006568;      0.0000000
        2005;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0022475;      0.0000000
        2005;          10;      1.3046778;      1.0495179;      0.2197186;      0.6251253;      1.4788160;      0.0166858;      0.0941257;      0.7784627;      0.0642485;     14.4542255;      0.0245411;     17.0835361
        2005;          11;      8.9611826;      7.2817593;      3.8191152;      8.5976276;      7.1887312;      0.3848837;      4.2547212;     14.3860350;      0.1254727;     72.6300430;      0.0008143;     63.1771278
        2005;          12;      2.5838232;      2.1067502;      1.5176523;      3.2079759;      1.0628935;      0.1866787;      2.3422410;      7.0391889;      0.0840159;     13.3428545;      0.0001321;      8.8281822
        2006;           1;      2.8359203;      2.3207066;      1.9818168;      3.9803388;      0.6624133;      0.3225524;      3.6707211;      8.9228020;      0.1269236;     13.3207741;      0.0001134;      5.5747924
        2006;           2;      0.9052023;      0.7412876;      0.4616762;      0.9116514;      0.4745935;      0.0835882;      0.6245388;      1.1706611;      0.0626075;      6.2208171;      0.0000697;      3.4514673
        2006;           3;      1.8281988;      1.4997283;      0.9348200;      1.8251392;      1.0176487;      0.1868660;      1.2706193;      2.6568098;      0.0989736;     12.9289951;      0.0001394;      6.0140376
        2006;           4;      1.4279767;      1.1727356;      0.5020613;      0.9935133;      0.9502850;      0.1068301;      0.4543268;      1.2159287;      0.1136386;     12.5754757;      0.0005520;      5.8469739
        2006;           5;      0.8494232;      0.6987864;      0.2012177;      0.4214068;      0.5169261;      0.0330187;      0.1108689;      0.3903869;      0.0178195;      6.3193712;      0.0000321;      4.6259604
        2006;           6;      1.0706834;      0.8831669;      0.2096119;      0.4631779;      1.0466206;      0.0453445;      0.1022203;      0.3257729;      0.1374102;     13.4750042;      0.0198541;      6.1904573
        2006;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0060010;      0.0000000
        2006;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0014787;      0.0000000
        2006;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0053614;      0.0000000
