 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;H;pH;Al;R;HR;Si
;;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;no unit;µmol/L;µmol/L;µmol/L;µmol/L
        2005;           1;     32.3517723;     56.4324837;     31.9361858;    180.0460663;      5.7529325;     16.3392410;     12.3254194;    113.7343826;      0.3094975;    179.6140900;      0.0000153;     10.8261719;      0.0000000;     29.9350758;      0.0006067;     63.8974762
        2005;           2;     27.1211624;     47.2990875;     30.4107056;    156.8786621;     14.5915470;     34.2151947;     13.5804138;    111.8226166;      0.9628850;    445.8641357;      0.0000273;     10.6152344;      0.0000000;     74.3083115;      0.0023741;     96.7615662
        2005;           3;     24.9164867;     43.4274483;     29.8088398;    147.1051331;     45.2080040;     70.3196945;     14.3488188;    109.9906998;      2.1910913;   1051.0002441;      0.0001549;      9.8867188;      0.0000001;    175.1414337;      0.0252771;    197.5481567
        2005;           4;     33.8186264;     58.9084129;     35.2052078;    171.8755493;     75.4162598;    119.9762802;     14.4349356;    120.5125351;      4.3015366;   1886.1730957;      1.1774249;      6.0195312;      0.0006024;    288.9138794;     25.4483242;    341.2220154
        2005;           5;     52.0846825;     90.7047729;     44.1464882;    217.4192047;     94.7844620;    141.0715942;     13.2763662;    145.6741791;      0.0000000;   2408.1293945;      0.0003015;      9.6210938;      0.0000002;    401.2568970;      0.0980109;    528.9706421
        2005;           6;     62.0115471;    107.9823151;     42.8883858;    213.8143158;     96.1510086;    119.9064178;     11.1012802;    138.2812500;      0.0000000;   2167.3164062;      0.0000476;     10.3222656;      0.0000000;    361.1979980;      0.0214012;    623.6270752
        2005;           7;     69.7807465;    121.5989151;     45.4256554;    225.3673096;     94.8262329;    101.4874420;     10.7960663;    138.6718750;      0.0000000;   1950.5848389;      0.0000305;     10.5156250;      0.0000000;    325.0846252;      0.0128278;    732.6885986
        2005;           8;     78.6389313;    137.1543274;     48.1531982;    237.6712189;     92.4781876;     86.5451813;     11.0262899;    138.4765625;      0.0000000;   1755.5264893;      0.0000234;     10.6308594;      0.0000000;    292.5787354;      0.0090337;    855.6499634
        2005;           9;     87.0359955;    151.9360504;     50.5997047;    248.6920776;     89.0010757;     73.9671783;     11.0262899;    138.6718750;      0.0000000;   1579.9737549;      0.0000184;     10.7343750;      0.0000000;    263.3224792;      0.0064980;    974.0189209
