YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;H;pH;Al;R;HR;Si
;;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;no unit;µmol/L;µmol/L;µmol/L;µmol/L
        2005;           1;      2.1345699;      2.1865346;      4.0147343;     17.3387642;      5.1062331;      3.5194309;      0.5939585;     20.3233414;      0.2551306;     24.8089828;      0.0080947;      8.0917969;      0.0000000;      4.1185393;      0.0162912;      0.0000000
        2005;           2;      8.2794819;      6.0445676;      2.6034451;     28.8264294;     30.8231239;      6.2788076;      3.3694971;     35.3415031;      1.3414373;    127.6970596;     21.2875156;      4.6718750;      0.0000000;     14.7991819;      6.4836612;      0.0000000
        2005;           3;      6.2696371;      7.0051208;      2.1673880;     45.5334663;     19.8458138;      5.7522035;      5.3721247;     55.4740715;      0.8769552;     71.2282944;     14.7220650;      4.8320312;      0.0000000;      8.6759958;      3.1953866;      0.0000000
        2005;           4;     12.4133587;      8.0405445;      3.4704983;     30.5207767;     50.4534683;      6.7286224;      4.9991226;     35.7473145;      2.1253293;    169.7861328;     32.9289703;      4.4824219;      0.0000000;     18.4377613;      9.8599281;      0.0000000
        2005;           5;     20.8601608;     11.8856449;      6.0824199;     30.1254616;     89.7770081;      7.1016445;      6.6431751;     34.5973663;      3.6687660;    223.2394867;     51.3969688;      4.2890625;      0.0000000;     22.5344315;     14.6721525;      0.0000000
        2005;           6;     27.8011513;     14.0196228;      7.2094235;     18.7631969;    125.4703979;      7.2610173;      4.2933016;     21.3521366;      5.3567319;    294.4206848;     66.7142715;      4.1757812;      0.0000000;     28.3904037;     20.6797123;      0.0000000
        2005;           7;     40.6755447;     18.1201973;     10.5795660;      6.3412275;    188.0134277;      7.3865533;      7.9718027;      8.1692076;      7.5929451;    113.8693619;     80.5842209;      4.0937500;      0.0000000;     10.6087723;      8.3694553;      0.0000000
        2005;           8;    781.5839233;   2426.4331055;    542.3125000;  22010.4277344;    629.8205566;      7.4200902;   3809.7294922;  24521.1464844;      7.9232802;     75.4935150;   3785.5151367;      2.4218750;      0.0000000;      3.0811622;      9.5010920;      0.0000000
        2005;           9;     34.9923820;     32.6326103;     11.7871056;    179.6792145;    138.7723389;      7.3042741;     15.9908266;    203.3683777;      5.9983759;    268.0741577;     65.8202286;      4.1816406;      0.0000000;     25.9124374;     18.7665920;      0.0000000
        2005;          10;     23.6426754;     12.2434788;      6.9450617;     21.2894611;    103.9212112;      7.1850071;      3.5694325;     24.5251980;      4.4927578;    331.8652649;     60.7020149;      4.2167969;      0.0000000;     32.5435791;     22.7672997;      0.0000000
        2005;          11;      2.6824822;      4.6592393;      1.6185998;     41.7940636;      3.9424458;      3.4571943;      3.6560335;     48.8324928;      0.2356368;     23.5643768;      2.0078645;      5.6972656;      0.0000000;      3.4658749;      0.4615216;      0.0000000
        2005;          12;      3.1873779;      5.7375350;      1.5459317;     45.0362244;      6.4612083;      4.2199216;      3.3796177;     53.3926086;      0.3782950;     40.5375977;      3.6682010;      5.4355469;      0.0000000;      5.7076006;      1.0486660;      0.0000000
        2006;           1;      4.3844862;      4.5025196;      1.2017616;     36.7559891;      4.0270987;      3.6003420;      2.9058671;     42.9521217;      0.2737168;     27.2194042;      0.0110898;      7.9550781;      0.0000000;      4.5141282;      0.0224397;      0.0000000
        2006;           2;      7.2255292;      3.8102772;      2.1983054;      9.2267504;     28.1414070;      6.2012568;      2.3029511;     10.9257650;      1.2707988;    132.1440887;     19.4563999;      4.7109375;      0.0000000;     15.5084667;      6.5155487;      0.0000000
        2006;           3;      5.4329190;      5.3784533;      2.0029349;     34.6100311;     14.0268250;      5.3678660;      3.8689945;     40.7108078;      0.7154633;     71.0330811;      8.1312304;      5.0898438;      0.0000000;      9.2792377;      2.5596097;      0.0000000
        2006;           4;     12.9590406;      9.4434242;      4.2821026;     40.8126640;     49.5091858;      6.7170858;      6.2498255;     49.0566635;      2.1118608;    180.4526520;     33.8296013;      4.4707031;      0.0000000;     19.5131798;     10.5622635;      0.0000000
        2006;           5;     19.1266937;      9.2126198;      5.8992782;     10.1990318;     84.0533752;      7.0744405;      4.1787353;     12.0804062;      3.5878317;    240.2783813;     48.9162445;      4.3105469;      0.0000000;     24.4599152;     15.5864820;      0.0000000
        2006;           6;     31.3324928;     14.1447477;      9.2983313;      2.1461174;    140.9089661;      7.3081107;      3.3255823;      2.7833326;      6.0721254;    276.0300293;     67.0149765;      4.1738281;      0.0000000;     26.5955620;     19.4094448;      0.0000000
        2006;           7;     40.4537811;     19.1692924;     12.5650234;     15.7262421;    184.3743896;      7.3819118;      9.9685068;     19.2442398;      7.5925498;    125.4554062;     80.2226257;      4.0957031;      0.0000000;     11.6979237;      9.2113123;      0.0000000
        2006;           8;     34.1429825;     15.4662790;     10.6065779;      0.0000000;    156.7986450;      7.3483162;      1.4525311;      0.0000000;      6.8182163;    214.1911621;     63.2093353;      4.1992188;      0.0000000;     20.8540611;     14.8444691;      0.0000000
        2006;           9;     31.7344894;     14.5742636;      9.9829350;      6.0743484;    143.4974213;      7.3176804;      3.6659744;      6.5386696;      6.2145844;    271.9005432;     67.3170395;      4.1718750;      0.0000000;     26.1765289;     19.1402302;      0.0000000
        2006;          10;     23.9837742;     18.1634388;      9.1144571;     71.6765442;     97.6212769;      7.1633410;      9.9714355;     87.1435699;      4.2650733;    352.9362183;     66.4149094;      4.1777344;      0.0000000;     34.0604057;     24.7623005;      0.0000000
        2006;          11;      3.0019054;      4.6543436;      1.5900288;     40.3228264;      4.3598194;      3.5805237;      4.4192891;     46.3943977;      0.2566964;     25.8881416;      2.5368621;      5.5957031;      0.0000000;      3.7483172;      0.5663729;      0.0000000
        2006;          12;      3.3525138;      5.0823827;      1.6318184;     42.3483162;      6.4092155;      4.2868919;      3.2873530;     48.0213356;      0.3875860;     43.5239410;      2.2367084;      5.6503906;      0.0000000;      6.3565011;      0.8974891;      0.0000000
        2007;           1;      4.8179913;      5.3566384;      1.9532254;     36.9248505;     12.0632267;      5.2258325;      3.5316298;     44.5093269;      0.6555984;     76.4472351;      9.0579777;      5.0429688;      0.0000000;      9.8693533;      2.8718524;      0.0000000
