"";"V1";"Ca_Wet";"Mg_Wet";"K_Wet";"NO3_Wet";"NH4_Wet";"Ntot_Wet";"SO4_Wet";"Na_Wet";"Cl_Wet";"K_Folx";"NO3_Folx";"NH4_Folx";"Ntot_Folx";"SO4_Folx";"Na_Folx";"Cl_Folx";"Ca_WTH";"Mg_WTH";"K_WTH";"Na_WTH";"Al_WTH";"Si_Wet";"P_WTH";"V79";"Year";"N_TU";"Ca_TU";"Mg_TU";"K_TU";"S_TU";"P_TU";"N_LF";"Ca_LF";"Mg_LF";"K_LF";"S_LF";"P_LF";"N_L_Min";"Ca_L_Min";"Mg_L_Min";"K_L_Min";"S_L_Min";"P_L_Min";"N_SOM_Min";"Ca_SOM_Min";"Mg_SOM_Min";"K_SOM_Min";"S_SOM_Min";"P_SOM_Min";"V26"
"1";"        2005";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;5,8511252;0;0;0;0;0;0;1,0366876;0,5483972;0,0780616;0,1812879;1,561462;4,1653171;0,2712354;NA;2005;46,1898689;22,4733505;4,7953949;21,380579;6,3998308;4,1172976;26,8229275;7,8727846;2,5378816;9,6599989;1,5172249;2,2344396;32,9827385;14,7364216;4,069118;3,8314703;3,4687662;2,323359;24,0625286;-0,0185164;-0,0112291;-0,017545;0,9645163;4,2359066;NA
"2";"        2006";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;6,7499027;0;0;0;0;0;0;1,0618521;0,5637478;0,0846092;0,1981699;1,6701875;4,3251896;0,2743378;NA;2006;46,1582985;22,5657368;4,7850633;21,6848011;6,4782281;4,0735784;27,4480991;8,0562763;2,5970323;9,8851461;1,5525872;2,2865186;23,9478035;10,0050364;2,8241549;3,8875616;2,2983017;1,7452099;23,3955059;-0,0316757;-0,0192992;-0,0299265;1,0668768;4,0282221;NA
"3";"        2007";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;7,1574259;0;0;0;0;0;0;1,0771271;0,5693099;0,0834362;0,1967757;1,658397;4,3645511;0,2769467;NA;2007;46,169796;22,0226498;4,7993183;22,1970615;6,076179;4,0596056;27,2650547;8,0025492;2,5797133;9,6382084;1,5422335;2,27127;24,9352188;9,9309406;2,8493128;4,8105454;2,2387609;1,858;21,4133968;-0,0352344;-0,0217462;-0,0336588;0,9519479;3,9667628;NA
"4";"        2008";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;7,4136438;0;0;0;0;0;0;1,1010106;0,578898;0,0826024;0,1973929;1,6573482;4,442688;0,279824;NA;2008;46,2750893;20,4170284;4,8171754;22,7128086;5,7530203;4,0542622;26,7496471;7,8512726;2,5309474;9,250576;1,5130798;2,2283349;25,7177372;9,8520699;2,8654699;5,5470171;2,1851859;1,9490759;20,0138264;-0,0358782;-0,0226188;-0,0350703;1,1419004;3,9410233;NA
"5";"        2009";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;7,7714524;0;0;0;0;0;0;1,1421825;0,5940494;0,0820997;0,2013233;1,6704555;4,5820155;0,2854996;NA;2009;46,2011032;16,0254021;4,82201;23,3847122;5,5255494;4,0338268;26,617403;7,812459;2,5184357;9,071825;1,5055993;2,2173185;26,316515;9,7599001;2,8718641;6,1306829;2,1341009;2,0214365;19,872366;-0,0353809;-0,0230198;-0,0357704;1,2479672;3,9071991;NA
"6";"        2010";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;8,2507734;0;0;0;0;0;0;1,1652409;0,602659;0,0813472;0,2021454;1,6697381;4,6556497;0,2885656;NA;2010;46,0377197;15,6886444;4,8206277;23,8834705;5,512496;4,0030422;26,7031879;7,8376355;2,5265508;9,0258799;1,5104511;2,2244647;26,7999382;9,6687756;2,8738916;6,6095324;2,0875585;2,0812593;19,2680588;-0,0349758;-0,0232686;-0,0361967;1,2876239;3,8693995;NA
"7";"        2011";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;8,7454014;0;0;0;0;0;0;1,2020975;0,6180888;0,0803321;0,2037974;1,6733229;4,7812996;0,2927258;NA;2011;45,7863197;15,6796637;4,572227;24,0069771;5,4734011;3,9722562;26,8301525;7,8748999;2,538564;9,0277796;1,5176328;2,2350416;27,2004414;9,5833502;2,8737073;7,0115213;2,0458505;2,131654;18,3340092;-0,0351031;-0,0234604;-0,0365126;1,3392656;3,8316901;NA
"8";"        2012";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;9,1858511;0;0;0;0;0;0;1,2531145;0,638648;0,0793432;0,2068982;1,6826217;4,9547844;0,2990949;NA;2012;45,5023613;15,4047413;4,5172844;23,6349754;5,4093399;3,9327667;26,8660545;7,8854375;2,541961;8,990653;1,5196638;2,2380316;27,5254822;9,5016489;2,8712378;7,3481941;2,0080781;2,1735916;18,3434258;-0,0352739;-0,0236244;-0,0365615;1,3842692;3,7840655;NA
"9";"        2013";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;9,4208832;0;0;0;0;0;0;1,2842293;0,6516898;0,0779379;0,2064028;1,6750656;5,0542927;0,3026287;NA;2013;45,3755035;15,2717943;4,4551296;23,0297489;5,2604747;3,9145718;26,8592339;7,8834381;2,541316;8,7844257;1,5192785;2,2374637;27,7783642;9,4210787;2,8661261;7,6165128;1,9732987;2,2076464;17,9879074;-0,0354139;-0,0237692;-0,0365393;1,3641206;3,7585917;NA
"10";"        2014";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;9,6335697;0;0;0;0;0;0;1,3127871;0,6644577;0,0769386;0,2061124;1,6705785;5,150878;0,3052968;NA;2014;45,2622795;15,155056;4,3814898;22,5770912;5,0097461;3,8963771;26,7733517;7,8560915;2,533191;8,614892;1,5144207;2,2303104;27,964241;9,3400707;2,8582866;7,8116498;1,9408348;2,2345026;17,3603535;-0,0355846;-0,0238981;-0,0360567;1,3114076;3,7344623;NA
"11";"        2015";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;9,6828623;0;0;0;0;0;0;1,3382825;0,6749406;0,0765767;0,2074729;1,674981;5,2381926;0,3084548;NA;2015;45,2446365;14,8195143;4,1326241;19,7079868;4,3989844;3,5476153;26,3143253;7,6539798;2,4897599;8,3489618;1,4884565;2,1920722;28,0620613;9,2452459;2,8452382;7,9463711;1,9086677;2,2526271;17,6054707;-0,035616;-0,0240115;-0,0345024;1,166095;3,3857179;NA
"12";"        2016";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;9,382062;0;0;0;0;0;0;1,3344642;0,6698813;0,0729508;0,199309;1,6212062;5,1748071;0,3109525;NA;2016;35,3230476;14,9450636;3,1338317;17,5318432;2,7332304;2,642761;25,0968533;7,3122244;2,3745673;7,7922955;1,4195904;2,0906527;28,0136166;9,1175232;2,8210518;8,0006657;1,8727934;2,2573593;9,7430964;-0,0357945;-0,0241053;-0,0326723;0,886016;2,6749382;NA
"13";"        2017";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;9,2244005;0;0;0;0;0;0;1,3589202;0,6777269;0,0700735;0,1958392;1,592566;5,2268958;0,3157966;NA;2017;28,1562214;15,3532991;3,1628356;17,384531;2,3806963;2,3722656;24,2672405;7,0841885;2,296073;7,3923078;1,3726642;2,0215433;27,789156;8,9546947;2,782553;7,9693141;1,8309184;2,2463827;4,9805484;-0,0363501;-0,02417;-0,0318338;0,8601807;2,5385761;NA
"14";"        2018";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;9,2112799;0;0;0;0;0;0;1,3778929;0,6854395;0,0704501;0,1985202;1,6058224;5,2976856;0,3182604;NA;2018;27,9511356;14,7912893;3,1191626;17,2547054;2,2236936;2,339129;23,8411579;6,9696717;2,2557588;7,1597781;1,3485626;1,9860489;27,486763;8,7825108;2,7387097;7,8934331;1,788067;2,2280061;4,1951056;-0,0367103;-0,0242113;-0,0316317;0,8391998;2,4947767;NA
"15";"        2019";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;9,260767;0;0;0;0;0;0;1,3877856;0,6896842;0,0702234;0,1988175;1,6063596;5,3314009;0,3193965;NA;2019;27,5328636;14,3827095;3,0806966;17,1842861;2,1114063;2,302134;23,5049591;6,8784513;2,2239492;6,9852853;1,3295457;1,9580424;27,1557674;8,6130219;2,6939244;7,7965913;1,7465794;2,2064569;3,9284153;-0,036793;-0,0242386;-0,0316008;0,8112889;2,4574816;NA
"16";"        2020";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;9,355319;0;0;0;0;0;0;1,3977686;0,6944127;0,0700789;0,1990418;1,6072803;5,3677254;0,3202068;NA;2020;27,500351;11,8534641;3,0693524;17,2572861;2,0659556;2,2912412;23,3017693;6,8241053;2,2047236;6,8716378;1,3180524;1,9411159;26,8169193;8,4504519;2,6499305;7,6905785;1,7072408;2,1835673;3,7126858;-0,0373175;-0,0242576;-0,0316112;0,807879;2,4430561;NA
"17";"        2021";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;9,4819021;0;0;0;0;0;0;1,3980743;0,6947685;0,0707157;0,2002673;1,6154675;5,3745418;0,3202367;NA;2021;27,2233772;9,958354;3,0539052;17,3100605;2,0183263;2,2686937;23,0798626;6,7628365;2,183728;6,7674861;1,3055006;1,9226303;26,482996;8,2970705;2,6077387;7,582736;1,6704419;2,1604893;3,8405879;-0,0380996;-0,0242721;-0,0316306;0,7989405;2,419523;NA
"18";"        2022";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;9,6218977;0;0;0;0;0;0;1,3905189;0,6917725;0,0707454;0,1995414;1,6125697;5,3478465;0,3193085;NA;2022;26,7624817;9,8461323;3,0330837;17,3520489;1,9667672;2,2390559;22,9796753;6,7362037;2,1742492;6,7097483;1,2998335;1,9142845;26,160656;8,1536474;2,567812;7,4772673;1,6362717;2,1378548;3,8894103;-0,0386025;-0,024284;-0,03165;0,7810872;2,3906069;NA
"19";"        2023";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;9,765811;0;0;0;0;0;0;1,3963146;0,6944548;0,070849;0,2004863;1,617312;5,3721747;0,3195433;NA;2023;26,6181087;9,8065243;3,0257223;17,4571152;1,9422446;2,2246006;22,8751926;6,7075911;2,1643639;6,6582642;1,2939239;1,9055806;25,8580151;8,0215979;2,5307693;7,3779049;1,6049414;2,1164048;3,7664511;-0,0390291;-0,024295;-0,031669;0,7759508;2,3730533;NA
"20";"        2024";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;9,9078484;0;0;0;0;0;0;1,3950927;0,6947624;0,0706454;0,1992709;1,6127934;5,3649426;0,3198553;NA;2024;26,1183376;9,7045765;2,9986608;17,4569912;1,8832545;2,1847768;22,7471695;6,6715446;2,1522503;6,6054387;1,2866824;1,8949159;25,5722485;7,8992991;2,4962177;7,2845917;1,576077;2,0959599;3,8609581;-0,0393054;-0,024306;-0,0316887;0,764248;2,3339584;NA
"21";"        2025";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;7,4736996;0;0;0;0;0;0;1,3937891;0,6941359;0,0705847;0,1992934;1,6126115;5,3603601;0,3196447;NA;2025;20,999155;9,1924772;2,8324108;14,9430437;1,7789079;2,0636258;13,0186853;3,8187578;1,2317784;3,7753065;0,7363954;1,0845002;24,9742489;7,6891418;2,4327767;7,1022778;1,5308795;2,0491543;3,1537929;-0,0395088;-0,0243092;-0,0316956;0,7550129;2,2580478;NA
"22";"        2026";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;0;0;0;0;0;0;1,4005554;0,6917087;0,0667526;0,1934822;1,5657415;5,3330536;0,3234036;NA;2026;0;0;0;0;0;0;0;0;0;0;0;0;22,2180061;6,848906;2,1656506;6,296505;1,3647795;1,822253;2,303364;-0,0395088;-0,0241427;-0,0349708;0,7011569;1,0483845;NA
"23";"        2027";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;0;0;0;0;0;0;1,40457;0,6950006;0,0680979;0,1978886;1,5934349;5,3690715;0,322954;NA;2027;0;0;0;0;0;0;0;0;0;0;0;0;19,044138;5,8903646;1,8599927;5,372684;1,1760857;1,5602896;2,1625051;-0,0391087;-0,0237688;-0,0371452;0,6996887;1,0298985;NA
"24";"        2028";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0,0559661;0;0;0;0;0;0;1,4023427;0,6963775;0,0702074;0,2029092;1,6266857;5,3932343;0,3206916;NA;2028;0,6724599;0,3641226;0,0570797;0,3005336;0,2825966;0,0478514;0;0;0;0;0;0;16,33395;5,070487;1,5987331;4,5855169;1,0145255;1,336712;2,4438889;-0,0385068;-0,0233667;-0,0370921;0,6986795;1,0297842;NA
"25";"        2029";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0,1129058;0;0;0;0;0;0;1,4095963;0,7021975;0,0719861;0,2073962;1,6561736;5,4498405;0,3190015;NA;2029;0,6724599;0,3720838;0,0599027;0,3680865;0,2580625;0,0478514;0;0;0;0;0;0;14,0189953;4,3688989;1,375335;3,9147122;0,8761229;1,1458457;2,7998092;-0,0379148;-0,0229973;-0,0366814;0,6976465;1,034034;NA
"26";"        2030";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0,1502462;0;0;0;0;0;0;1,4118345;0,7054852;0,0744977;0,2133904;1,6950583;5,4927087;0,3173087;NA;2030;0,6724599;0,377988;0,0619963;0,4054269;0,2124862;0,0478514;0;0;0;0;0;0;12,040967;3,7682357;1,1842293;3,3430004;0,7574891;0,9828582;3,1382976;-0,0373825;-0,0226715;-0,0363822;0,6965704;1,0386759;NA
"27";"        2031";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0,1907841;0;0;0;0;0;0;1,3987638;0,7015817;0,0766314;0,2174069;1,7226137;5,4749618;0,3140621;NA;2031;0,6724599;0,3844853;0,0643003;0,4459648;0,1806019;0,0478514;0;0;0;0;0;0;10,350215;3,2537048;1,0206721;2,8556764;0,6557363;0,8436343;3,4385827;-0,0369157;-0,0223876;-0,0359889;0,6954322;1,0425022;NA
"28";"        2032";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0,2396744;0;0;0;0;0;0;1,3965526;0,7031237;0,0787746;0,2218195;1,7522627;5,5002098;0,3111238;NA;2032;0,6724599;0,3924467;0,0671233;0,4948551;0,1548765;0,0478514;0;0;0;0;0;0;8,9044409;2,8126998;0,8806214;2,4402256;0,5684028;0,7246689;3,7017324;-0,0365089;-0,0221407;-0,0356096;0,6942509;1,0456014;NA
"29";"        2033";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0,3812935;0;0;0;0;0;0;1,3774031;0,6986201;0,0833789;0,2290296;1,8044223;5,487009;0,3058195;NA;2033;3,3623004;1,8428133;0,2932708;1,6571968;0,6041383;0,2392569;0;0;0;0;0;0;7,6676192;2,434478;0,7606333;2,0859902;0,4933902;0,6229766;3,9300854;-0,0361543;-0,0219255;-0,0351429;0,6931175;1,0619458;NA
"30";"        2034";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0,6992876;0;0;0;0;0;0;1,3436788;0,6873817;0,086182;0,2303763;1,8234956;5,3984838;0,3000578;NA;2034;5,4896593;2,7372499;0,514662;2,619472;1,0195906;0,4294594;0;0;0;0;0;0;6,6090541;2,1098824;0,6577732;1,7838982;0,428909;0,5360149;4,1297851;-0,0358451;-0,021738;-0,0343971;0,6918405;1,1109008;NA
"31";"        2035";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;1,2029701;0;0;0;0;0;0;1,2986829;0,674486;0,0882748;0,2249894;1,81244;5,2621708;0,2923657;NA;2035;7,8397985;3,0818484;0,80419;3,8696206;0,9960825;0,6857154;0;0;0;0;0;0;5,7025971;1,8311063;0,5695394;1,5262239;0,3734335;0,4616176;4,3587389;-0,0355744;-0,0215738;-0,0335846;0,6906161;1,221772;NA
"32";"        2036";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;1,923664;0;0;0;0;0;0;1,3447922;0,6925913;0,0916505;0,2402064;1,8893536;5,4729452;0,2948479;NA;2036;9,7398663;3,8934512;1,0758649;5,217627;1,0288372;0,9178365;0;0;0;0;0;0;4,9259648;1,5914941;0,4937998;1,3063918;0,3256625;0,3979392;4,9442816;-0,0353018;-0,0214294;-0,0330107;0,6893249;1,3423207;NA
"33";"        2037";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;2,8160114;0;0;0;0;0;0;1,3322589;0,6881358;0,0929877;0,2413158;1,8993162;5,4432335;0,2922747;NA;2037;11,514595;4,6608133;1,3517802;6,6938109;1,0975662;1,1468565;0;0;0;0;0;0;4,2601643;1,3853697;0,428737;1,1188024;0,2844853;0,3434076;5,8242979;-0,0348943;-0,0213022;-0,0326256;0,6886793;1,4718958;NA
"34";"        2038";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;3,8494318;0;0;0;0;0;0;1,3081415;0,6831584;0,0925025;0,2324987;1,862964;5,3552251;0,2880079;NA;2038;12,8931484;5,3620009;1,4159759;8,1810436;1,1654965;1,333547;0;0;0;0;0;0;3,6890135;1,2078922;0,3728007;0,9586856;0,2489548;0,2966828;6,5884342;-0,0341482;-0,0211897;-0,032254;0,6953174;1,5860672;NA
"35";"        2039";1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;4,9682627;0;0;0;0;0;0;1,3740782;0,7098886;0,0942701;0,2445222;1,9191828;5,6213522;0,292557;NA;2039;26,8041058;8,4787102;2,3408365;12,8992996;2,0147414;2,3792481;11,034627;3,2387676;1,0440537;3,2036967;0,6241677;0,9192213;3,8897202;1,257748;0,3900495;1,0223711;0,2573487;0,3141862;15,1858273;-0,032788;-0,0210804;-0,0320491;0,9033239;2,3404694;NA
"36";"        2040";1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;5,8837519;0;0;0;0;0;0;1,401989;0,7219269;0,0923475;0,2428902;1,9055028;5,7067938;0,2956503;NA;2040;27,7636929;9,1141052;2,669214;14,0495586;2,1755829;2,3531442;10,9388208;3,2106481;1,034989;3,1796255;0,6187485;0,91124;5,0022268;1,5759397;0,4937095;1,3515484;0,3175575;0,4075821;20,3223934;-0,0291123;-0,0210781;-0,0321459;0,8889333;2,3304191;NA
"37";"        2041";1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;6,9173503;0;0;0;0;0;0;1,3881747;0,7207843;0,0904777;0,2315759;1,8526131;5,639535;0,2933125;NA;2041;28,4687996;9,6168442;2,8284512;14,9732361;2,22296;2,4889166;11,1113291;3,261281;1,0513111;3,2215905;0,6285065;0,9256106;5,9547091;1,8478123;0,5823562;1,6334171;0,3689319;0,4875897;20,1420612;-0,027035;-0,0210774;-0,0322141;0,9139889;2,4365182;NA
