"";"id";"YEAR";"Month";"Ca";"Mg";"K";"Na";"Al";"Si";"P";"group_id";"Date"
"34";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2007;10;0,0185184;0,0088769;0,000651;0,0020519;0,0171232;0,0673142;0,00456;"Layer 1";2007-10-01
"35";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2007;11;0,014454;0,007207;0,0006741;0,0021199;0,0161242;0,0567865;0,0029402;"Layer 1";2007-11-01
"36";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2007;12;0,0131641;0,0065596;0,0005495;0,0017911;0,0134095;0,051805;0,0024174;"Layer 1";2007-12-01
"37";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;1;0,0143438;0,007197;0,0006132;0,0019645;0,0145692;0,0570988;0,0024664;"Layer 1";2008-01-01
"38";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;2;0,0134249;0,0065432;0,000436;0,0015106;0,0115216;0,051033;0,0025294;"Layer 1";2008-02-01
"39";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;3;0,0157974;0,0077707;0,0006179;0,0020311;0,0155608;0,060754;0,0031683;"Layer 1";2008-03-01
"40";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;4;0,0219153;0,0106286;0,0008596;0,0027636;0,0218743;0,082137;0,0050063;"Layer 1";2008-04-01
"41";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;5;0,0294196;0,014177;0,0012225;0,0037706;0,0308117;0,1083521;0,0075105;"Layer 1";2008-05-01
"42";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;6;0,0337755;0,0163907;0,0015766;0,0046173;0,0384799;0,124502;0,00923;"Layer 1";2008-06-01
"43";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;7;0,0333207;0,0167775;0,0020174;0,0053198;0,0453086;0,1269754;0,0095885;"Layer 1";2008-07-01
"44";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;8;0,0340887;0,0174127;0,0022405;0,0056284;0,0489125;0,1308913;0,0101492;"Layer 1";2008-08-01
"45";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;9;0,0283489;0,014011;0,0014564;0,0040582;0,0343672;0,1059784;0,0078384;"Layer 1";2008-09-01
"46";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;10;0,0182257;0,008789;0,0006717;0,0020899;0,0174139;0,0667061;0,0044826;"Layer 1";2008-10-01
"47";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;11;0,0144484;0,007209;0,0006789;0,0021311;0,0161956;0,0568361;0,0029347;"Layer 1";2008-11-01
"48";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2008;12;0,0135797;0,0067499;0,0005386;0,001777;0,0133044;0,0532225;0,0024535;"Layer 1";2008-12-01
"49";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;1;0,0136737;0,0068675;0,0006175;0,0019592;0,0145543;0,0545564;0,0024374;"Layer 1";2009-01-01
"50";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;2;0,0135631;0,0065943;0,0004274;0,0014918;0,0113935;0,0513839;0,0025542;"Layer 1";2009-02-01
"51";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;3;0,0159462;0,0078316;0,0006108;0,0020184;0,015471;0,0611892;0,0031892;"Layer 1";2009-03-01
"52";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;4;0,0220279;0,0106598;0,0008462;0,0027339;0,0216695;0,0823071;0,0050367;"Layer 1";2009-04-01
"53";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;5;0,0296972;0,0142681;0,0012042;0,0037405;0,0305788;0,108991;0,0075765;"Layer 1";2009-05-01
"54";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;6;0,0343222;0,0166051;0,0015692;0,0046401;0,0385619;0,12622;0,0093386;"Layer 1";2009-06-01
"55";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;7;0,0339824;0,017074;0,0020569;0,0054793;0,0462728;0,1296775;0,0097117;"Layer 1";2009-07-01
"56";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;8;0,0341742;0,0175621;0,0024017;0,0060034;0,0514517;0,1330781;0,0101333;"Layer 1";2009-08-01
"57";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;9;0,0295839;0,0144753;0,0014273;0,0040877;0,0343871;0,1096497;0,0081032;"Layer 1";2009-09-01
"58";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;10;0,0186564;0,0089739;0,0006756;0,0021268;0,0176193;0,0682259;0,0045541;"Layer 1";2009-10-01
"59";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;11;0,0145944;0,0072764;0,0006766;0,0021317;0,0161911;0,0573531;0,0029477;"Layer 1";2009-11-01
"60";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2009;12;0,0137278;0,0068168;0,0005341;0,0017704;0,0132569;0,053717;0,0024672;"Layer 1";2009-12-01
"61";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;1;0,0141225;0,0070767;0,000605;0,0019432;0,0144378;0,0561048;0,0024722;"Layer 1";2010-01-01
"62";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;2;0,0133563;0,0064925;0,0004254;0,0014805;0,0113286;0,0505692;0,0025434;"Layer 1";2010-02-01
"63";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;3;0,0159245;0,0078082;0,0006012;0,001993;0,0153077;0,0609433;0,0032006;"Layer 1";2010-03-01
"64";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;4;0,0219581;0,010614;0,0008364;0,0027043;0,0214795;0,0818824;0,0050413;"Layer 1";2010-04-01
"65";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;5;0,0295408;0,0141795;0,0011891;0,0036903;0,0302593;0,1081873;0,0075698;"Layer 1";2010-05-01
"66";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;6;0,0340986;0,0164864;0,0015488;0,0045718;0,0381266;0,1251399;0,0093165;"Layer 1";2010-06-01
"67";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;7;0,0342722;0,0171347;0,0019938;0,0053568;0,0453957;0,1298203;0,0097965;"Layer 1";2010-07-01
"68";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;8;0,0349987;0,0177905;0,0022708;0,0057948;0,0498771;0,1342332;0,0103458;"Layer 1";2010-08-01
"69";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;9;0,0295274;0,0144467;0,0014225;0,0040715;0,0342832;0,1093901;0,0080955;"Layer 1";2010-09-01
"70";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;10;0,0191227;0,0091195;0,0006467;0,0020758;0,0172225;0,0692588;0,0046737;"Layer 1";2010-10-01
"71";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;11;0,0149927;0,0074472;0,0006582;0,0021034;0,0159892;0,0585764;0,0029966;"Layer 1";2010-11-01
"72";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2010;12;0,0135406;0,0067209;0,0005309;0,0017581;0,0131845;0,0529443;0,002463;"Layer 1";2010-12-01
"73";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;1;0,0146795;0,0073411;0,0005938;0,001931;0,0143437;0,058093;0,0025083;"Layer 1";2011-01-01
"74";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;2;0,0135056;0,0065584;0,0004226;0,0014777;0,0113031;0,0510735;0,002559;"Layer 1";2011-02-01
"75";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;3;0,0160031;0,0078392;0,0005969;0,001985;0,0152513;0,0611622;0,0032128;"Layer 1";2011-03-01
"76";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;4;0,0221072;0,0106716;0,0008304;0,0026962;0,0214133;0,0823104;0,0050672;"Layer 1";2011-04-01
"77";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;5;0,0295368;0,0141673;0,0011823;0,0036728;0,0301394;0,1080548;0,0075774;"Layer 1";2011-05-01
"78";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;6;0,034302;0,0165547;0,0015377;0,0045586;0,0380106;0,1256389;0,0093659;"Layer 1";2011-06-01
"79";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;7;0,0345924;0,0172464;0,0019766;0,0053455;0,0452665;0,1306511;0,0098705;"Layer 1";2011-07-01
"80";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;8;0,0356733;0,0180285;0,0022393;0,0057939;0,0497407;0,1360573;0,0105038;"Layer 1";2011-08-01
"81";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;9;0,0291246;0,0143069;0,001442;0,0040875;0,0344507;0,108343;0,0080023;"Layer 1";2011-09-01
"82";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;10;0,0186489;0,0089518;0,0006638;0,0020945;0,0173993;0,0679868;0,0045671;"Layer 1";2011-10-01
"83";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;11;0,0148829;0,007401;0,0006639;0,002113;0,016056;0,0582505;0,0029822;"Layer 1";2011-11-01
"84";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2011;12;0,013856;0,0068687;0,0005258;0,0017541;0,0131481;0,0540683;0,0024862;"Layer 1";2011-12-01
"85";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;1;0,013915;0,0069726;0,0006043;0,0019374;0,0144064;0,055288;0,0024658;"Layer 1";2012-01-01
"86";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;2;0,0136701;0,0066277;0,0004176;0,001469;0,0112393;0,0515896;0,00258;"Layer 1";2012-02-01
"87";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;3;0,0161483;0,0079065;0,0005961;0,0019881;0,0152639;0,0616892;0,0032254;"Layer 1";2012-03-01
"88";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;4;0,0221872;0,0107047;0,0008287;0,0026952;0,0214012;0,0825645;0,0050793;"Layer 1";2012-04-01
"89";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;5;0,0298415;0,0142949;0,0011816;0,00369;0,0302229;0,1090853;0,0076283;"Layer 1";2012-05-01
"90";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;6;0,0346609;0,0167008;0,0015372;0,0045837;0,0381348;0,1268324;0,0094335;"Layer 1";2012-06-01
"91";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;7;0,0350376;0,0174359;0,0019891;0,0054174;0,0456803;0,1322973;0,0099557;"Layer 1";2012-07-01
"92";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;8;0,0364472;0,0182839;0,0021846;0,0057447;0,0492634;0,1378915;0,0106937;"Layer 1";2012-08-01
"93";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;9;0,0300368;0,0146405;0,0014125;0,0040864;0,0343143;0,11093;0,008203;"Layer 1";2012-09-01
"94";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;10;0,0189556;0,009087;0,0006684;0,0021252;0,0175766;0,0691056;0,0046148;"Layer 1";2012-10-01
"95";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;11;0,0149228;0,0074237;0,0006673;0,0021227;0,0161159;0,0584538;0,0029809;"Layer 1";2012-11-01
"96";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2012;12;0,0139656;0,0069213;0,0005249;0,0017548;0,0131488;0,0544751;0,0024927;"Layer 1";2012-12-01
"97";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;1;0,0143232;0,0071651;0,0005953;0,0019272;0,0143295;0,0567309;0,0024941;"Layer 1";2013-01-01
"98";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;2;0,013442;0,0065218;0,000419;0,0014659;0,0112294;0,0507625;0,0025612;"Layer 1";2013-02-01
"99";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;3;0,0161145;0,0078836;0,0005913;0,0019743;0,0151761;0,0614772;0,0032297;"Layer 1";2013-03-01
"100";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;4;0,0221653;0,0106875;0,0008239;0,0026815;0,0213118;0,0823995;0,0050833;"Layer 1";2013-04-01
"101";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;5;0,0297276;0,0142399;0,0011772;0,0036716;0,0301102;0,1086174;0,0076152;"Layer 1";2013-05-01
"102";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;6;0,0345662;0,0166544;0,0015318;0,0045629;0,0380054;0,1264245;0,0094215;"Layer 1";2013-06-01
"103";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;7;0,0353336;0,017532;0,0019657;0,0053881;0,0454341;0,1329627;0,0100275;"Layer 1";2013-07-01
"104";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;8;0,0364919;0,0183675;0,0022602;0,0059268;0,0504964;0,1390143;0,0106743;"Layer 1";2013-08-01
"105";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;9;0,0303592;0,0147609;0,0014042;0,0040904;0,034297;0,1118738;0,0082723;"Layer 1";2013-09-01
"106";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;10;0,0194437;0,0092511;0,0006455;0,0020905;0,0172916;0,070316;0,0047313;"Layer 1";2013-10-01
"107";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;11;0,0153363;0,0076049;0,0006521;0,0021013;0,0159584;0,0597794;0,0030272;"Layer 1";2013-11-01
"108";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2013;12;0,0137192;0,006801;0,0005253;0,0017495;0,013123;0,0535346;0,0024804;"Layer 1";2013-12-01
"109";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;1;0,0148432;0,0074153;0,0005878;0,0019213;0,0142774;0,0586318;0,0025233;"Layer 1";2014-01-01
"110";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;2;0,0135783;0,0065855;0,0004184;0,0014684;0,0112396;0,0512613;0,0025721;"Layer 1";2014-02-01
"111";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;3;0,0161607;0,0079058;0,0005915;0,0019766;0,0151886;0,061654;0,003233;"Layer 1";2014-03-01
"112";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;4;0,0223232;0,0107562;0,0008227;0,0026859;0,0213286;0,0829423;0,005104;"Layer 1";2014-04-01
"113";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;5;0,0298418;0,0142949;0,0011816;0,0036903;0,030224;0,109087;0,0076282;"Layer 1";2014-05-01
"114";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;6;0,0349012;0,0167968;0,0015353;0,0045964;0,0381902;0,1276079;0,0094799;"Layer 1";2014-06-01
"115";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;7;0,0356778;0,0176914;0,0019875;0,0054726;0,0459506;0,134409;0,0100852;"Layer 1";2014-07-01
"116";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;8;0,0368501;0,0185614;0,0023237;0,0061125;0,0516885;0,1410046;0,0107271;"Layer 1";2014-08-01
"117";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;9;0,0300084;0,0146486;0,0014285;0,0041247;0,034578;0,1110824;0,0081848;"Layer 1";2014-09-01
"118";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;10;0,0190074;0,0091029;0,000665;0,0021188;0,0175279;0,0692163;0,0046282;"Layer 1";2014-10-01
"119";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;11;0,0151957;0,0075475;0,0006609;0,0021173;0,016068;0,0593863;0,003007;"Layer 1";2014-11-01
"120";"C:/Users/siahl/Documents/NutsforBASHN/40_WTH/Output data/Weathering/Weathering Layer 1.csv";2014;12;0,0140461;0,006956;0,0005214;0,0017485;0,0131058;0,0547242;0,002502;"Layer 1";2014-12-01
