"";"YEAR";"Litter_N_Min";"Litter_Ca_Min";"Litter_Mg_Min";"Litter_K_Min";"Litter_S_Min";"Litter_P_Min";"SOM_N_Min";"SOM_Ca_Min";"SOM_Mg_Min";"SOM_K_Min";"SOM_S_Min";"SOM_P_Min";"MB_NUP_SOM";"MB_CaUP_SOM";"MB_MgUP_SOM";"MB_KUP_SOM";"MB_SUP_SOM";"MB_PUP_SOM";"MB_NUP_DOC";"MB_CaUP_DOC";"MB_MgUP_DOC";"MB_KUP_DOC";"MB_SUP_DOC";"MB_PUP_DOC";"MB_NT";"MB_CaT";"MB_MgT";"MB_KT";"MB_ST";"MB_PT";"X";"Net_N_Minz";"Net_P_Minz";"Net_Ca_Minz";"Net_K_Minz";"Net_Mg_Minz";"Net_S_Minz"
"31";2035;40,7143285;4,5732074;2,3439447;3,9075999;1,1651878;1,4912059;198,8021328;0,008048;0,0081808;0,0078797;2,2967011;5,1477178;52,13232;0,008048;0,0081808;0,0078797;0,0559688;0,5072644;114,143932;0,0884741;0,0884741;0,0846805;0,0884741;1,216911;167,6897954;0,0968104;0,096943;0,0937773;0,1448854;1,7386837;0;17,552154102;1,67919733319;1,800527033788;1,497765832118;0,55018047277;1,08151678488
"32";2036;35,169616;3,9753406;2,0323233;3,3453436;1,0163439;1,2856173;198,8210121;0,0082915;0,008424;0,0081213;2,2921631;5,1381307;52,1884694;0,0082915;0,008424;0,0081213;0,055991;0,5078224;109,5183818;0,0877088;0,0879341;0,0837412;0,0879341;1,2043798;163,5259971;0,096374;0,0965928;0,0925513;0,1443147;1,7223332;0;17,426114482;1,61643833154;1,561330221708;1,278396572226;0,47463124826;1,03251567174
"33";2037;30,4161853;3,4610306;1,7646292;2,8655512;0,8880458;1,1095591;198,823548;0,0085324;0,0086653;0,0083605;2,2876372;5,1281694;52,2369263;0,0085324;0,0086653;0,0083605;0,0560091;0,5083036;105,3708493;0,0862056;0,0874568;0,0830233;0,0873403;1,1847098;157,2348529;0,0955986;0,0963107;0,0918054;0,1437705;1,7052941;0;17,34164376;1,56491989139;1,355914311624;1,091181546632;0,409742852985;0,99012266962
"34";2038;26,3385;3,0181985;1,5344863;2,4560265;0,7773408;0,9587064;198,8090778;0,0087712;0,0089043;0,0085975;2,2831137;5,1178285;52,2778976;0,0087712;0,0089043;0,0085975;0,0560236;0,50871;100,9058855;0,083764;0,087033;0,0820356;0,0863341;1,1421853;151,7677622;0,0939756;0,0960866;0,091092;0,1430299;1,6743659;0;17,393836922;1,52816807112;1,179519116332;0,931544412632;0,35396771468;0,95350300024
"35";2039;27,7714276;3,1425933;1,6054539;2,6189099;0,8034931;1,0152162;198,7625957;0,0090073;0,0091421;0,0088325;2,2782686;5,1065025;52,3116816;0,0090073;0,0091421;0,0088325;0,0560345;0,5090445;69,8208048;0,0787941;0,0866151;0,0820442;0,0813791;0,9660449;123,2553118;0,0908176;0,0958745;0,0908029;0,1406382;1,5628529;0;21,93985059;1,59671217586;1,23145793294;0,995317082236;0,371375757745;0,96192266156
"36";2040;35,7140799;3,9365219;2,0319503;3,4608307;0,9910879;1,3167483;198,6027956;0,0092368;0,0093791;0,0090673;2,2721186;5,0931013;52,339523;0,0092368;0,0093791;0,0090673;0,0560424;0,5093194;75,2972487;0,0653927;0,0869727;0,0826918;0,0841416;1,0024245;106,1314698;0,0818761;0,0961025;0,0912858;0,1393477;1,5207763;0;22,262747752;1,67467955347;1,55509547816;1,324329880076;0,475006395935;1,01920820694
"37";2041;42,5142523;4,6148791;2,396676;4,1817523;1,1511572;1,5750557;198,416494;0,0094511;0,0096182;0,009304;2,2660588;5,0795201;52,3631714;0,0094511;0,0096182;0,009304;0,0560483;0,5095526;80,1224373;0,0657166;0,0867829;0,0824207;0,0806058;0,9487976;108,0282115;0,076907;0,0963388;0,0916968;0,1383032;1,4881716;0;22,51316326;1,76707950854;1,826909986336;1,606394346888;0,563757221465;1,06971723012
"38";2042;49,5098262;5,3147595;2,7725327;4,9198157;1,3166647;1,840555;198,2325139;0,0096604;0,0098593;0,0095389;2,260002;5,0657637;52,3837123;0,0096604;0,0098593;0,0095389;0,0560525;0,5097547;78,2363894;0,06275;0,0885522;0,0637813;0,0840015;1,0169734;106,3477909;0,0740181;0,0972541;0,0833859;0,1386095;1,4982727;0;23,730833098;1,82393023941;2,108666829124;1,902341848834;0,65473776339;1,11974846312
"39";2043;57,1224761;6,0792875;3,18247;5,7201028;1,4979652;2,1291471;198,0539894;0,0098658;0,0101029;0,0097368;2,2549958;5,0535783;52,4020954;0,0098658;0,0101029;0,0097368;0,0560555;0,5099353;110,3005942;0,064095;0,0895001;0,0504913;0,0895001;1,1506668;131,4965965;0,0736699;0,0986376;0,0691139;0,1420765;1,5912158;0;20,282621982;1,86812854842;2,414602364308;2,220511598334;0,75420184404;1,17450556454
"40";2044;65,0603423;6,8784088;3,6105358;6,5527888;1,6878041;2,42985;198,0121178;0,0100748;0,0103494;0,0099028;2,2505878;5,0437099;52,4192495;0,0100748;0,0103494;0,0099028;0,0560581;0,5101037;112,730561;0,077258;0,0901935;0,0459568;0,0901935;1,1432397;153,3231172;0,0808918;0,0997729;0,0604219;0,1448954;1,6355707;0;21,047865874;1,96050016594;2,729666771456;2,547912972104;0,858134617685;1,23373240704
"41";2045;73,1487765;7,6941039;4,0471722;7,3997865;1,8818251;2,7360976;187,0966268;0,0099586;0,0102317;0,0097199;2,0645611;4,7515167;50,5410638;0,0099586;0,0102317;0,0097199;0,0516863;0,4947207;111,4080664;0,0787452;0,086798;0,0454253;0,0855957;1,1153414;159,4689454;0,0866509;0,0991617;0,0570931;0,1421639;1,6340336;0;20,837227166;1,97349291713;3,055922161148;2,879208428478;0,965055763995;1,2377694343
"42";2046;79,0133815;8,2827219;4,3628818;8,01532;2,0213757;2,9584541;187,1261617;0,0101869;0,010472;0,0098569;2,0605624;4,7421844;50,5617704;0,0101869;0,010472;0,0098569;0,0516931;0,4949228;113,6859346;0,0812026;0,0873272;0,0511772;0,0861252;1,1146685;158,809989;0,0894343;0,0980178;0,0587578;0,1389305;1,6179028;0;21,343505204;2,039674909;3,290923376712;3,117674402706;1,04171876513;1,28105761574
"43";2047;82,5871526;8,6373021;4,5539828;8,3927803;2,1047654;3,0944053;187,154639;0,0104205;0,0107123;0,010007;2,0565789;4,7326279;50,5823179;0,0104205;0,0107123;0,010007;0,0516987;0,4951244;114,7943885;0,0846348;0,0876795;0,0515065;0,0864778;1,1174988;159,087842;0,0923938;0,0981538;0,0606295;0,1383087;1,6133072;0;21,692636434;2,07794280368;3,431743066728;3,265183767184;1,08813864158;1,3064021999
"44";2048;85,3939498;8,9140808;4,7035411;8,6901345;2,1695798;3,2013655;187,1860512;0,0106585;0,0109536;0,0101623;2,0526016;4,7230761;50,6034395;0,0106585;0,0109536;0,0101623;0,0517046;0,4953315;114,6988968;0,0849187;0,0879636;0,0517786;0,0867622;1,117798;158,5754633;0,0945602;0,0985831;0,0614736;0,1383554;1,6128827;0;22,103354588;2,10801752292;3,542646503656;3,381397645836;1,124478383855;1,32581539552
"45";2049;87,7079865;9,1411174;4,826485;8,9359159;2,2225578;3,2896724;198,1135802;0,0112736;0,011597;0,010667;2,2294512;4,9934631;52,5224383;0,0112736;0,011597;0,010667;0,0560847;0,5111167;117,5695698;0,0891633;0,0923335;0,0531367;0,0923335;1,1412325;158,8267079;0,097148;0,1007136;0,0624211;0,1426148;1,6246674;0;23,555279566;2,2118473591;3,632179133052;3,477159595276;1,153454172925;1,3977119653
"46";2050;89,7039195;9,3362668;4,9323206;9,1483226;2,2679861;3,3659144;198,1236323;0,0115272;0,0118522;0,0108313;2,2251354;4,9829044;52,5420233;0,0115272;0,0118522;0,0108313;0,0560873;0,5113109;118,5266657;0,0897274;0,0925769;0,0533649;0,0925769;1,1455787;161,7943324;0,0999245;0,1032722;0,0636124;0,1469046;1,6467305;0;23,702124054;2,23084345897;3,710262770616;3,56018138322;1,179180383495;1,41081459876
"47";2051;91,4348567;9,5049201;5,0239226;9,332947;2,3071498;3,4320965;198,1414213;0,0117844;0,0121111;0,0109979;2,2208394;4,9724575;52,563682;0,0117844;0,0121111;0,0109979;0,0560922;0,511525;118,328996;0,0901791;0,0927672;0,0535493;0,0927672;1,1494725;162,4977589;0,1012331;0,1043212;0,0642012;0,1482605;1,6559919;0;23,97461948;2,24689874055;3,777774319304;3,632358871688;1,201460922825;1,4219321732
"48";2052;93,0157996;9,6588183;5,1075454;9,501745;2,342868;3,4925586;198,1587324;0,0120435;0,0123715;0,0111653;2,2165589;4,9619418;52,5867849;0,0120435;0,0123715;0,0111653;0,0560976;0,5117534;118,7568699;0,0908291;0,0929454;0,0537156;0,0929454;1,1474907;161,9857607;0,1021907;0,104934;0,064612;0,1487776;1,6591274;0;24,138472694;2,26298090409;3,839293904852;3,698355943806;1,221805423075;1,4319539689
"49";2053;94,51267;9,8046768;5,1867691;9,6615769;2,3767471;3,5497881;198,1761257;0,0123036;0,0126329;0,0113339;2,2122933;4,9513524;52,6111801;0,0123036;0,0126329;0,0113339;0,0561038;0,5119946;119,5043912;0,0910014;0,0931178;0,0538756;0,0931178;1,1566716;162,7843037;0,1028901;0,1054197;0,064965;0,1490528;1,663326;0;24,24581663;2,27458201833;3,89778334404;3,760850382496;1,24108237481;1,44139278556
"50";2054;95,9025332;9,9400993;5,2603277;9,8101134;2,4082028;3,602927;198,1973223;0,0125647;0,012895;0,0115029;2,2080419;4,9408656;52,6368595;0,0125647;0,012895;0,0115029;0,0561108;0,5122484;119,3469493;0,0914846;0,0932824;0,0540348;0,0932824;1,1570844;162,8045874;0,1035249;0,1058644;0,0652986;0,1492551;1,6676733;0;24,465406868;2,28766352954;3,951966256344;3,81892901487;1,258984489915;1,45006171338
"51";2055;97,2496672;10,071639;5,3317139;9,9540144;2,4388051;3,654401;198,2167339;0,0128265;0,0131582;0,0116727;2,203805;4,9303028;52,6638604;0,0128265;0,0131582;0,0116727;0,0561183;0,5125159;119,8442652;0,0920868;0,0934438;0,0541838;0,0934438;1,1430102;162,1177282;0,1043129;0,1062946;0,0656248;0,1494338;1,6634411;0;24,587099026;2,30469250792;4,004545687812;3,875199560234;1,276359648315;1,45846271578
"52";2056;98,5874748;10,202683;5,4027366;10,096747;2,4693629;3,7054721;198,2358693;0,0130893;0,0134216;0,0118432;2,1995817;4,9196398;52,6922046;0,0130893;0,0134216;0,0118432;0,0561266;0,5127965;120,7082265;0,0922484;0,0936053;0,0543331;0,0936053;1,1639315;162,9389763;0,1049497;0,1067214;0,0659465;0,1496061;1,6666815;0;24,656116464;2,31072756988;4,057103438164;3,931013440958;1,293646482345;1,46685377958
"53";2057;99,8703189;10,3285182;5,4708936;10,2336125;2,4987366;3,7544251;198,2586966;0,0133529;0,0136858;0,0120142;2,1953727;4,9090957;52,7219237;0,0133529;0,0136858;0,0120142;0,0561355;0,5130913;120,5228583;0,0930557;0,0937639;0,0544857;0,0937639;1,1492598;162,9125414;0,1057199;0,1071459;0,066267;0,1497756;1,668234;0;24,864862008;2,3271666317;4,107315259704;3,98453230818;1,310237707275;1,47487073524
"54";2058;101,1459908;10,4540177;5,5387865;10,3695536;2,5280933;3,8030651;198,2796144;0,0136173;0,0139509;0,0121859;2,1911779;4,898436;52,7530479;0,0136173;0,0139509;0,0121859;0,0561452;0,5133995;121,0577011;0,0932144;0,0939225;0,0546313;0,0939225;1,1517958;162,3901299;0,106419;0,1075692;0,0665882;0,1499435;1,6654036;0;24,971506574;2,33814373141;4,157652799656;4,037692764036;1,326764961445;1,48288679322
