"";"YEAR";"Litter_N_Min";"Litter_Ca_Min";"Litter_Mg_Min";"Litter_K_Min";"Litter_S_Min";"Litter_P_Min";"SOM_N_Min";"SOM_Ca_Min";"SOM_Mg_Min";"SOM_K_Min";"SOM_S_Min";"SOM_P_Min";"MB_NUP_SOM";"MB_CaUP_SOM";"MB_MgUP_SOM";"MB_KUP_SOM";"MB_SUP_SOM";"MB_PUP_SOM";"MB_NUP_DOC";"MB_CaUP_DOC";"MB_MgUP_DOC";"MB_KUP_DOC";"MB_SUP_DOC";"MB_PUP_DOC";"MB_NT";"MB_CaT";"MB_MgT";"MB_KT";"MB_ST";"MB_PT";"X";"Net_N_Minz";"Net_P_Minz";"Net_Ca_Minz";"Net_K_Minz";"Net_Mg_Minz";"Net_S_Minz"
"1";2005;210,4551025;32,3591533;14,1503043;8,2705172;9,8488425;0,4630436;271,6415197;1,68e-05;1,68e-05;1,68e-05;7,0250948;4,149891;128,1932469;1,68e-05;1,68e-05;1,68e-05;0,1795831;2,5721406;142,7017438;0,031985;0,031985;0,031985;0,1426418;1,0370549;85,9272615;0,0137781;0,0137781;0,0137781;0,141563;1,609958;0;47,515282976;1,10744994309;12,955442700676;3,22110788802;3,431461589105;5,3640533373
"2";2006;166,9395462;23,5716106;10,6891956;10,399254;6,9163904;0,4475633;270,8479596;0,0001098;0,0001098;0,0001098;6,9908474;4,1356713;128,0403219;0,0001098;0,0001098;0,0001098;0,1793799;2,5689788;139,0978874;0,0316816;0,0316816;0,0316816;0,1411629;1,0088224;150,8784928;0,0266501;0,0266501;0,0266501;0,2698968;3,0245531;0;41,816546576;1,10699545834;9,433905949488;4,053556386556;2,59033546459;4,41340361294
"3";2007;178,5222494;23,7987903;11,0713178;13,6992124;6,7944374;0,5234078;270,2797366;0,0002323;0,0002323;0,0002323;6,9640784;4,1248413;128,0101279;0,0002323;0,0002323;0,0002323;0,1794237;2,5681121;140,4475127;0,0319428;0,0319428;0,0319428;0,1425462;1,0044938;167,053397;0,0305079;0,0305079;0,0305079;0,3068627;3,4194336;0;43,169626262;1,12847101641;9,524894900648;5,343719892862;2,683176554265;4,36527985376
"4";2008;187,7978053;23,944034;11,3679594;16,4090178;6,6810989;0,5856184;269,7611032;0,0003642;0,0003642;0,0003642;6,9300051;4,1132929;127,9900829;0,0003642;0,0003642;0,0003642;0,1793788;2,5678431;141,5427766;0,0321294;0,0321294;0,0321294;0,1442652;0,9983773;173,8075381;0,0318517;0,0318517;0,0318517;0,3186029;3,5266711;0;44,242258466;1,1460553798;9,583080844288;6,403178221548;2,75526200031;4,31746851928
"5";2009;195,1380529;24,0163164;11,5918189;18,6315279;6,5731795;0,6365152;269,2769189;0,0004993;0,0004993;0,0004993;6,8961647;4,1019366;127,9845775;0,0004993;0,0004993;0,0004993;0,1793497;2,567884;142,4979085;0,0322929;0,0322929;0,0322929;0,1450834;0,9916181;177,3464738;0,0324512;0,0324512;0,0324512;0,3225967;3,5522247;0;45,068388862;1,16039439689;9,612037357328;7,272124116614;2,809664149165;4,27175801248
"6";2010;200,9078001;24,0322436;11,7573417;20,4533898;6,4708751;0,6774272;268,8148757;0,0006362;0,0006362;0,0006362;6,862734;4,090705;127,988656;0,0006362;0,0006362;0,0006362;0,1793297;2,5681247;143,3574635;0,0324319;0,0324319;0,0324319;0,1457811;0,9842866;180,0673639;0,0328239;0,0328239;0,0328239;0,3242372;3,5544481;0;45,691129722;1,17185698232;9,618419500404;7,984434861218;2,8498939553;4,2280176568
"7";2011;205,2295155;24,0052035;11,8763076;21,9459121;6,3742599;0,708813;268,3703031;0,0007726;0,000774;0,000774;6,8299692;4,0795709;128,0010636;0,0007726;0,000774;0,000774;0,1793175;2,5685378;144,1886397;0,0290169;0,0325508;0,0325508;0,1463778;0,9764022;182,6480054;0,0313795;0,0331176;0,0331176;0,3251422;3,5498066;0;46,117565046;1,18057073249;9,609006168992;8,567988619594;2,87881321094;4,18634712678
"8";2012;208,0554275;23,9459549;11,9567585;23,1581165;6,2833091;0,7323577;267,9411483;0,0009006;0,0009124;0,0009124;6,7980575;4,0685216;128,0214621;0,0009006;0,0009124;0,0009124;0,1793126;2,5691147;144,8777795;0,027586;0,0326526;0,0326526;0,1485057;0,9680414;184,8577576;0,0294889;0,033377;0,033377;0,3266225;3,5429835;0;46,356631482;1,18702989763;9,58588644482;9,041950605774;2,898375697815;4,14627520454
"9";2013;209,7331721;23,8631024;11,9985996;24,1152085;6,1979263;0,7500853;267,5246036;0,0010236;0,0010514;0,0010518;6,7670137;4,0575266;128,0496416;0,0010236;0,0010514;0,0010518;0,1793148;2,5698519;145,4146878;0,027389;0,0309746;0,0327403;0,1512525;0,959278;186,4069996;0,0287204;0,0328932;0,0336164;0,3287707;3,5353536;0;46,458032306;1,19182900883;9,55281072012;9,4161746496;2,90898679902;4,1080682125
"10";2014;210,6825763;23,763509;12,0020962;24,8521366;6,1179606;0,7637208;267,1175332;0,0011453;0,0011863;0,0011916;6,7368845;4,0465564;128,0853056;0,0011453;0,0011863;0,0011916;0,1793235;2,5707441;145,8591456;0,0269531;0,0309038;0,0328165;0,1516358;0,9501783;187,519578;0,0283114;0,0323078;0,0338414;0,3302446;3,5273537;0;46,471734946;1,19547262933;9,513121132912;9,704323664466;2,909886643035;4,07264890158
