 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;H;pH
        2009;          11;      1.7765759;      4.2078338;      7.8703623;     41.6700745;      1.6702869;      0.7176532;      4.5012279;     47.9445038;      0.0000000;      0.0000000;      0.0063780;      8.1953125
        2009;          12;      1.4309210;      4.2471595;      7.4931221;     42.7948875;      1.3359694;      0.4945324;      3.2238357;     48.5277252;      0.0000000;      0.0000000;      0.0039775;      8.4003906
        2010;           1;      1.5616122;      3.9162037;      7.1329794;     37.3756561;      1.3248069;      0.7228123;      3.4069769;     45.0527306;      0.0000000;      0.0000000;      0.0076695;      8.1152344
        2010;           2;      1.3690684;      4.6225829;      9.8343391;     45.1198654;      1.7698449;      1.3760146;      4.2840042;     50.8519974;      0.0000000;      0.0000000;      0.0032634;      8.4863281
        2010;           3;      1.7026318;      5.0854168;      6.9102550;     46.5390320;      2.8655236;      2.1412125;      6.2860990;     54.8734703;      0.0000000;      0.0000000;      1.1599871;      5.9355469
        2010;           4;      2.4780450;      5.0002179;      7.7498817;     45.5870399;      3.1402333;      0.7244179;      5.4006939;     53.4093208;      0.0000000;      0.0000000;      0.0136385;      7.8652344
        2010;           5;      2.1475832;      5.8459249;     14.5760975;     52.1171265;      3.5033746;      2.4235559;      7.2818694;     62.7745476;      0.0000000;      0.0000000;      0.0054003;      8.2675781
        2010;           6;      2.4964442;      1.7015030;     13.9413023;     13.9265423;      7.4226627;      2.5143929;      6.4437995;     16.2177620;      0.0000000;      0.0000000;      0.0101358;      7.9941406
        2010;           7;      2.3402307;      0.6678951;    408.8773193;      3.2951567;     11.6939545;      7.6990948;      3.2108121;      4.4261651;      0.0000000;      0.0000000;      0.0000939;     10.0273438
        2010;           8;      0.7280817;      0.6548610;     75.7303848;      4.3270326;      3.3798277;      1.1764433;      2.8029604;      4.6390834;      0.0000000;      0.0000000;      0.0003786;      9.4218750
        2010;           9;      0.8805090;      0.9873089;     26.2440815;      9.8239279;      2.4358892;      0.4695032;      2.6156354;     11.6259823;      0.0000000;      0.0000000;      0.0011444;      8.9414062
        2010;          10;      2.4673674;      5.6009207;     10.8801975;     50.1079903;      1.5741160;      1.4238579;      4.6524935;     61.2547455;      0.0000000;      0.0000000;      0.0036190;      8.4414062
        2010;          11;      0.9082602;      1.4976857;      6.1837449;     16.5122604;      1.9079796;      0.5044799;      2.3413255;     19.1781635;      0.0000000;      0.0000000;      0.0101815;      7.9921875
        2010;          12;      1.9072211;      6.7616067;      5.1223345;     63.1722145;      1.1094905;      0.2118676;      4.4428129;     76.4670715;      0.0000000;      0.0000000;      0.6523086;      6.1855469
        2011;           1;      0.8644013;      1.6365293;      6.5858998;     17.6922207;      2.8349948;      0.3556438;      0.5730661;     20.7376404;      0.0000000;      0.0000000;      0.0046976;      8.3281250
        2011;           2;      1.4857908;      2.9293616;      8.1151047;     28.3230000;      3.6953292;      1.9375691;      3.1399248;     34.7242928;      0.0000000;      0.0000000;      0.0091398;      8.0390625
        2011;           3;      1.7847346;      4.8348598;      4.8989773;     44.0029945;      3.4813871;      1.8409947;      5.0794001;     53.6094780;      0.0000000;      0.0000000;      3.2634118;      5.4863281
        2011;           4;      1.6196482;      3.0446401;      6.8063240;     29.1388111;      4.1456814;      2.5908768;      4.5004754;     34.1286964;      0.0000000;      0.0000000;      0.0365174;      7.4375000
        2011;           5;      2.5715551;      3.8163538;     22.5150452;     32.7257881;      5.5801477;      5.1419983;      6.6673083;     37.5836906;      0.0000000;      0.0000000;      0.0014266;      8.8457031
        2011;           6;      0.8887202;      1.9751927;     43.9534149;     20.6124725;      3.2218626;      0.2575444;      3.8852391;     23.4565754;      0.0000000;      0.0000000;      0.0006885;      9.1621094
        2011;           7;      1.9882926;      0.6557235;     81.8131866;      5.1992769;      7.9680486;      3.5339777;      5.6409550;      6.6980681;      0.0000000;      0.0000000;      0.0003803;      9.4199219
        2011;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.1505686;      6.8222656
        2011;           9;      5.0905762;     20.0729961;     65.7515793;    190.2205505;      0.4768676;      0.1639123;     15.9445066;    215.2995148;      0.0000000;      0.0000000;      0.0004431;      9.3535156
        2011;          10;      1.0192499;      1.8975685;     11.5621653;     20.0039539;      1.9976845;      0.9496332;      2.6063697;     23.0443115;      0.0000000;      0.0000000;      0.0028773;      8.5410156
        2011;          11;      1.5462447;      4.2494960;      6.9503078;     43.0728722;      1.4991654;      0.7872693;      3.7228901;     50.3266602;      0.0000000;      0.0000000;      0.0073322;      8.1347656
        2011;          12;      1.2844067;      4.8557572;      7.0451989;     44.8366623;      1.7211457;      0.2784019;      3.2936900;     53.1560173;      0.0000000;      0.0000000;      0.0077040;      8.1132812
        2012;           1;      3.0257339;      3.8979046;      4.6133375;     36.9232788;      1.1204753;      0.2100750;      2.8666818;     43.1476097;      0.0000000;      0.0000000;      0.0041418;      8.3828125
        2012;           2;      0.8526912;      0.9193433;      9.4604998;      9.2048283;      3.0101404;      1.7487317;      2.0524526;     10.8998060;      0.0000000;      0.0000000;      0.0039066;      8.4082031
        2012;           3;      1.7672576;      3.5906355;      4.2007885;     33.1191902;      2.0194218;      0.6310270;      3.5681620;     38.9571800;      0.0000000;      0.0000000;      0.0385423;      7.4140625
        2012;           4;      2.2732246;      4.4446015;      8.2120934;     39.0629311;      3.9672191;      2.5974092;      5.5821953;     46.9534912;      0.0000000;      0.0000000;      0.0184342;      7.7343750
        2012;           5;      1.1127130;      1.0253408;     13.6833458;      9.8701048;      3.6807263;      2.1086078;      3.3452897;     11.6908035;      0.0000000;      0.0000000;      0.0029560;      8.5292969
        2012;           6;      0.9066455;      0.3450054;     17.8306160;      2.1276670;      2.0510943;      0.3098973;      2.0659318;      2.7594039;      0.0000000;      0.0000000;      0.0017077;      8.7675781
        2012;           7;      2.1544406;      1.7052425;    126.3417664;     13.9716883;      9.8314877;      0.2871966;      7.4606395;     17.0971870;      0.0000000;      0.0000000;      0.0002654;      9.5761719
        2012;           8;      0.0000000;      0.0000000;    922.7741089;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000535;     10.2714844
        2012;           9;      2.3561499;      1.7267553;   3959.2194824;     22.8192749;      5.1610761;      0.5816396;      8.6834240;     24.5635719;      0.0000000;      0.0000000;      0.0000221;     10.6562500
        2012;          10;      2.3912320;      7.6266856;      6.5014129;     64.4491882;      1.0982012;      1.6077907;      8.0469637;     78.3566132;      0.0000000;      0.0000000;      2.9559910;      5.5292969
        2012;          11;      1.7390839;      4.1190338;      5.0254040;     40.7906876;      1.6350380;      0.7025082;      4.4062362;     46.9327049;      0.0000000;      0.0000000;      0.0259455;      7.5859375
        2012;          12;      1.4203854;      4.2158885;      3.9588795;     42.4797935;      1.3261329;      0.4908912;      3.2000990;     48.1704292;      0.0000000;      0.0000000;      0.0099105;      8.0039062
        2013;           1;      1.5401993;      3.8625045;      9.6852226;     36.8631592;      1.3066410;      0.7129011;      3.3602602;     44.4349632;      0.0000000;      0.0000000;      0.0041232;      8.3847656
        2013;           2;      1.4146281;      4.7764130;     14.6071329;     46.6213646;      1.8287417;      1.4218055;      4.4265671;     52.5442467;      0.0000000;      0.0000000;      0.0019899;      8.7011719
        2013;           3;      1.7520512;      5.2330217;     12.0742178;     47.8898392;      2.9486964;      2.2033615;      6.4685540;     56.4661827;      0.0000000;      0.0000000;      0.0060702;      8.2167969
        2013;           4;      2.4739437;      4.9919429;     10.8044415;     45.5115967;      3.1350360;      0.7232190;      5.3917556;     53.3209305;      0.0000000;      0.0000000;      0.0048697;      8.3125000
        2013;           5;      2.0597091;      5.6067228;     11.2521477;     49.9846153;      3.3600247;      2.3243895;      6.9839120;     60.2059631;      0.0000000;      0.0000000;      0.0166228;      7.7792969
        2013;           6;      2.6528296;      1.8080904;     28.3723736;     14.7989435;      7.8876419;      2.6719022;      6.8474598;     17.2336941;      0.0000000;      0.0000000;      0.0014922;      8.8261719
        2013;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.1505686;      6.8222656
        2013;           8;      0.9034028;      0.8125506;     76.4541855;      5.3689761;      4.1936860;      1.4597293;      3.4779096;      5.7561688;      0.0000000;      0.0000000;      0.0003803;      9.4199219
        2013;           9;      0.8027468;      0.9001148;      8.2363501;      8.9563274;      2.2207637;      0.4280390;      2.3846354;     10.5992336;      0.0000000;      0.0000000;      0.0067015;      8.1738281
        2013;          10;      2.5014088;      5.6781945;     17.0593224;     50.7993126;      1.5958335;      1.4435024;      4.7166824;     62.0998535;      0.0000000;      0.0000000;      0.0018769;      8.7265625
        2013;          11;      0.9102888;      1.5010308;      9.4889174;     16.5491409;      1.9122410;      0.5056067;      2.3465550;     19.2209969;      0.0000000;      0.0000000;      0.0041792;      8.3789062
        2013;          12;      1.9556631;      6.9333463;     13.6883850;     64.7767410;      1.1376706;      0.2172489;      4.5556569;     78.4092712;      0.0000000;      0.0000000;      0.0029827;      8.5253906
        2014;           1;      0.8534834;      1.6158590;      8.2068090;     17.4687576;      2.7991869;      0.3511518;      0.5658279;     20.4757118;      0.0000000;      0.0000000;      0.0035386;      8.4511719
        2014;           2;      1.4598343;      2.8781862;      4.8278618;     27.8282032;      3.6307726;      1.9037200;      3.0850711;     34.1176643;      0.0000000;      0.0000000;      0.7136999;      6.1464844
        2014;           3;      1.7677782;      4.7889247;      4.6684527;     43.5849342;      3.4483113;      1.8235039;      5.0311418;     53.1001511;      0.0000000;      0.0000000;      3.4135253;      5.4667969
        2014;           4;      1.6341738;      3.0719454;     10.0183811;     29.4001369;      4.1828613;      2.6141126;      4.5408373;     34.4347687;      0.0000000;      0.0000000;      0.0061527;      8.2109375
        2014;           5;      2.2934895;      3.4036875;     11.3790140;     29.1871071;      4.9767590;      4.5859876;      5.9463639;     33.5197182;      0.0000000;      0.0000000;      0.0037685;      8.4238281
        2014;           6;      0.7845887;      1.7437584;     25.2962074;     18.1973038;      2.8443561;      0.2273678;      3.4300046;     20.7081623;      0.0000000;      0.0000000;      0.0013039;      8.8847656
        2014;           7;      1.7527088;      0.5780298;     75.2356186;      4.5832386;      7.0239506;      3.1152530;      4.9725838;      5.9044452;      0.0000000;      0.0000000;      0.0004068;      9.3906250
        2014;           8;     27.7286854;     90.0401764;   4036.4140625;    822.8842773;     20.6803188;      0.9477843;    142.3866882;    916.7503662;      0.0000000;      0.0000000;      0.0000224;     10.6503906
        2014;           9;      4.6113997;     18.1835232;     34.6770821;    172.3150635;      0.4319800;      0.1484832;     14.4436483;    195.0333405;      0.0000000;      0.0000000;      0.0008621;      9.0644531
        2014;          10;      0.9896886;      1.8425333;      5.9950233;     19.4237804;      1.9397455;      0.9220911;      2.5307772;     22.3759575;      0.0000000;      0.0000000;      0.0086987;      8.0605469
        2014;          11;      1.5262482;      4.1945400;      5.6819763;     42.5158386;      1.4797776;      0.7770880;      3.6747446;     49.6758194;      0.0000000;      0.0000000;      0.0119171;      7.9238281
        2014;          12;      1.2950032;      4.8958178;      4.1206498;     45.2065735;      1.7353454;      0.2806988;      3.3208632;     53.5945625;      0.0000000;      0.0000000;      0.1420181;      6.8476562
        2015;           1;      3.1498730;      4.0578275;     12.1660709;     38.4381561;      1.1664459;      0.2186939;      2.9842954;     44.9178581;      0.0000000;      0.0000000;      0.0017943;      8.7460938
        2015;           2;      0.8175925;      0.8815011;      5.7781835;      8.8259373;      2.8862367;      1.6767502;      1.9679689;     10.4511461;      0.0000000;      0.0000000;      0.0095173;      8.0214844
        2015;           3;      1.7920822;      3.6410730;      8.2963467;     33.5844154;      2.0477886;      0.6398910;      3.6182837;     39.5044098;      0.0000000;      0.0000000;      0.0050254;      8.2988281
        2015;           4;      2.3743751;      4.6423702;     13.9586782;     40.8010941;      4.1437459;      2.7129846;      5.8305826;     49.0427551;      0.0000000;      0.0000000;      0.0034912;      8.4570312
        2015;           5;      1.3327550;      1.2281047;     47.4221230;     11.8219452;      4.4085999;      2.5255907;      4.0068302;     14.0026922;      0.0000000;      0.0000000;      0.0006208;      9.2070312
        2015;           6;      1.0367974;      0.3945320;    172.5020294;      2.4331005;      2.3455353;      0.3543840;      2.3625028;      3.1555250;      0.0000000;      0.0000000;      0.0001827;      9.7382812
        2015;           7;      3.7295594;      2.9519510;   1547.2447510;     24.1864357;     17.0193214;      0.4971671;     12.9151382;     29.5969982;      0.0000000;      0.0000000;      0.0000391;     10.4082031
        2015;           8;      0.0000000;      0.0000000;     64.9989929;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0004050;      9.3925781
        2015;           9;      0.6437382;      0.4717774;     37.8905029;      6.2345939;      1.4100893;      0.1589133;      2.3724513;      6.7111640;      0.0000000;      0.0000000;      0.0007365;      9.1328125
        2015;          10;      2.4906178;      7.9436703;     12.2782316;     67.1278534;      1.1438452;      1.6746145;      8.3814163;     81.6133118;      0.0000000;      0.0000000;      0.0094321;      8.0253906
        2015;          11;      1.7540897;      4.1545753;      5.7800303;     41.1426506;      1.6491461;      0.7085698;      4.4442558;     47.3376694;      0.0000000;      0.0000000;      0.0144596;      7.8398438
        2015;          12;      1.4039347;      4.1670609;      2.7722378;     41.9878044;      1.3107738;      0.4852059;      3.1630363;     47.6125298;      0.0000000;      0.0000000;      0.0198096;      7.7031250
