 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;H;pH;Al;R;HR;Si
;;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;no unit;µmol/L;µmol/L;µmol/L;µmol/L
        2005;           1;     14.3313408;     19.5986404;     15.0325727;     61.5852089;      1.8391889;      2.0314858;     12.2440224;    111.3904419;      0.1615081;    117.2771835;      5.0042171;      5.3085938;      0.0028748;     13.8024597;      2.9514251;     50.7331276
        2005;           2;     15.4056940;     21.0637608;     16.0509033;     64.7758255;      1.8146882;      3.9492879;     12.9984989;    109.5506516;      0.3431790;    236.6632996;      6.8180923;      5.1992188;      0.0041205;     27.1967487;      6.6122947;     50.3791962
        2005;           3;     17.9645329;     24.5505142;     17.7777596;     70.5223999;      1.7837118;      7.3309970;     13.6364193;    106.6584702;      0.5520123;    490.8523865;      9.6796331;      5.0683594;      0.0063848;     54.6674385;     15.4543371;     50.0899239
        2005;           4;     23.2851276;     31.7964687;     20.4586372;     80.5977707;      0.7705777;      5.5021248;     13.7213268;    114.7992020;      0.7274873;    820.7765503;     14.0387850;      4.9160156;      0.0108062;     87.7882767;     29.4655113;     57.7184372
        2005;           5;     37.5442238;     51.1784134;     26.9778976;    105.8551331;      0.0087434;      0.1896565;     14.2275639;    138.6241608;      2.0324914;   1799.3416748;     31.1347179;      4.6035156;      0.0426911;    174.7280579;     82.3207626;     75.7821579
        2005;           6;     56.9823341;     77.6218491;     35.2089424;    139.1507263;      0.0000000;      0.0000000;     16.3232498;    187.3934021;      0.0000000;   2488.8994141;     27.0473309;      4.7148438;      0.0288274;    250.6810150;    104.8760223;    113.2157516
        2005;           7;     58.1918678;     79.2483444;     30.0478420;    120.3588333;      0.0000000;      0.0000000;     11.2999554;    176.5625000;      0.0000000;   2240.0095215;     12.5214968;      4.9023438;      0.0098067;    238.6672974;     81.3341064;    120.3738327
        2005;           8;     55.3966599;     75.4633560;     29.3037682;    117.6978455;      0.0000000;      0.0000000;     11.4059458;    178.1250000;      0.0000000;   2016.0084229;     10.7945156;      4.9667969;      0.0078331;    218.6594696;     69.3417358;    128.4025879
        2005;           9;     52.4965591;     71.5356293;     28.5154018;    114.8451767;      0.0000000;      0.0000000;     11.4059458;    175.0000000;      0.0000000;   1814.4075928;      8.5052576;      5.0703125;      0.0056014;    202.1742401;     57.0268631;    135.9103394
        2005;          10;     49.7820778;     67.8671799;     27.7715740;    112.0790176;      0.0000000;      0.0000000;     11.9050837;    175.0000000;      0.0000000;   1632.9667969;      7.6350608;      5.1171875;      0.0048546;    184.0732574;     49.2077179;    141.6573181
        2005;          11;     18.7366695;     25.5991650;     17.1224995;     66.1538544;      0.0280305;      0.6285310;     12.0458078;     90.2290115;      0.1813729;    584.4879150;      7.6511683;      5.1171875;      0.0048649;     65.8853531;     17.6129227;    116.2429657
        2005;          12;     13.5108967;     18.4702034;     14.5632534;     54.8500938;      0.2058946;      1.0988957;     12.0265427;     73.6611252;      0.1686798;    362.2733154;      5.5752034;      5.2539062;      0.0032781;     42.1419411;      9.6113930;     75.2569122
        2006;           1;      9.7701082;     13.3558846;     12.4436884;     45.4213600;      0.4457797;      1.7256411;     12.0805273;     59.6618690;      0.1711075;    215.9850464;      4.1993976;      5.3789062;      0.0023535;     25.7840729;      5.0709352;     31.2305603
        2006;           2;     10.2847605;     14.0545912;     13.2524643;     47.9457283;      0.4801088;      3.3489003;     13.0398817;     57.0653305;      0.3186843;    295.2810669;      5.1989918;      5.3183594;      0.0029755;     34.8224564;      7.3605576;     29.1915588
        2006;           3;     10.4322701;     14.2537403;     13.4340887;     48.2864990;      0.5667521;      4.5142970;     13.1795750;     47.8970566;      0.3267686;    384.4729004;      4.8508196;      5.3535156;      0.0027413;     45.6669579;      9.2577496;     27.5645847
        2006;           4;     14.9884148;     20.4618797;     16.6381931;     59.3264771;      0.0919864;      1.6581973;     13.8695631;     53.2569847;      0.6819111;    711.7145386;     10.9769363;      5.0273438;      0.0075000;     78.4402237;     23.2332878;     33.6467705
        2006;           5;     28.6415539;     39.0401115;     24.8291092;     88.0274200;      0.0000000;      0.0000000;     15.4819870;     68.1000366;      1.9627595;   1763.5717773;     27.4006462;      4.6972656;      0.0302812;    176.6319427;     75.3069077;     49.8851929
        2006;           6;     38.8229828;     52.8908691;     27.7193604;     99.1924133;      0.0000000;      0.0000000;     14.5154762;     74.3909607;      0.0000000;   1993.1888428;     12.0518379;      5.0175781;      0.0083091;    219.1185913;     65.6226501;     69.1483459
        2006;           7;     39.0979958;     53.2571487;     24.8273182;     89.5579987;      0.0000000;      0.0000000;     11.2668438;     67.1875000;      0.0000000;   1793.8698730;      4.2742443;      5.3691406;      0.0024030;    213.7378540;     42.5292892;     75.7248383
        2006;           8;     37.3397675;     50.8686981;     24.2505035;     87.6824646;      0.0000000;      0.0000000;     11.3790426;     67.0898438;      0.0000000;   1614.4827881;      2.4253008;      5.6152344;      0.0012886;    200.9949493;     29.6454697;     82.8771057
        2006;           9;     35.5746307;     48.4712410;     23.6602898;     85.7431717;      0.0000000;      0.0000000;     11.3790426;     66.4062500;      0.0000000;   1453.0344238;      1.1039991;      5.9570312;      0.0005668;    189.4683533;     18.1080170;     89.4874039
        2006;          10;     33.8065033;     46.0765839;     23.0670853;     83.7335663;      0.0000000;      0.0000000;     11.8999100;     66.6015625;      0.0000000;   1307.7309570;      0.4613840;      6.3359375;      0.0002335;    176.6359711;     10.1827526;     94.4567719
        2006;          11;     15.3844738;     21.0025501;     15.6294994;     56.0893250;      0.0617871;      0.9618939;     12.0512447;     60.2133865;      0.2011364;    566.3916626;      5.2229366;      5.2832031;      0.0030315;     66.3034821;     14.6096144;     99.0761566
        2006;          12;     12.4071636;     16.9457912;     14.0644312;     49.9847527;      0.1935644;      1.2492025;     12.0537081;     61.0011902;      0.1733564;    369.1018982;      4.8171577;      5.3183594;      0.0027569;     43.5281372;      9.2007122;     67.5638885
        2007;           1;     11.3137083;     15.4531612;     13.5978308;     48.0314140;      0.2820249;      1.8230594;     12.3328629;     59.3154984;      0.2032099;    313.9102478;      4.5460148;      5.3535156;      0.0025691;     37.2856560;      7.5586653;     51.0828781
        2007;           2;     10.9314919;     14.9275589;     13.4437399;     47.0474625;      0.5345204;      2.9385076;     12.4882879;     59.1338272;      0.2398578;    301.2446899;      4.9997134;      5.3164062;      0.0028635;     35.5113792;      7.5235710;     33.5494080
        2007;           3;     13.6550121;     18.6361217;     15.5458994;     54.0292358;      0.5942431;      6.3592358;     13.3370714;     63.6688118;      0.5770445;    506.6822815;      7.9134336;      5.1464844;      0.0049340;     57.5174751;     14.8657103;     34.3439445
        2007;           4;     17.8221207;     24.3063812;     17.9653072;     62.1829567;      0.1288441;      2.4171526;     13.4515419;     68.2410965;      0.5579976;    753.7429810;     11.0917377;      5.0097656;      0.0077039;     82.6926498;     24.9849224;     39.2807884
        2007;           5;     29.0781841;     39.6018333;     24.1840229;     83.3502960;      0.0000000;      0.0000000;     14.3184547;     84.7847366;      1.4317060;   1550.1182861;     24.4421024;      4.7128906;      0.0261540;    156.0304260;     65.4150467;     53.2326546
        2007;           6;     43.6296806;     59.3868484;     31.1179676;    108.0146866;      0.0000000;      0.0000000;     16.1647968;    108.8272018;      0.0000000;   2096.4343262;     18.1627579;      4.8847656;      0.0145589;    222.2575226;     77.2331009;     80.7411728
        2007;           7;     44.7575989;     60.9052048;     26.7053738;     93.7849655;      0.0000000;      0.0000000;     11.2472315;     97.0703125;      0.0000000;   1886.7907715;      5.9085970;      5.2285156;      0.0035167;    218.2596436;     51.2819138;     87.4373169
        2007;           8;     42.5169182;     57.8671455;     26.0152473;     91.6024170;      0.0000000;      0.0000000;     11.3631086;     97.0703125;      0.0000000;   1698.1116943;      4.1604528;      5.3808594;      0.0023303;    202.7966156;     39.7907753;     94.7773438
        2007;           9;     40.3273239;     54.8982811;     25.3257008;     89.4009094;      0.0000000;      0.0000000;     11.3631086;     97.0703125;      0.0000000;   1528.3005371;      2.8133175;      5.5507812;      0.0015114;    188.2641602;     30.0645008;    101.6656418
        2007;          10;     38.1665268;     51.9760170;     24.6405277;     87.1483917;      0.0000000;      0.0000000;     11.8968458;     97.0703125;      0.0000000;   1375.4704590;      2.0351374;      5.6914062;      0.0010698;    173.2548828;     23.2408867;    106.8873062
        2007;          11;     29.1237221;     39.6853752;     21.6751957;     76.7231140;      0.0000000;      1.7774376;     12.1596308;     98.1319427;      0.4111260;   1110.4063721;      8.5001545;      5.0761719;      0.0055720;    123.9110947;     34.7183800;    160.7335968
        2007;          12;     19.2496643;     26.2607918;     17.6888065;     62.1811218;      0.0992259;      1.1565080;     12.2462721;     90.4484940;      0.1690733;    573.2387695;      7.6499672;      5.1230469;      0.0048444;     64.7089691;     17.1822891;    128.7777100
        2008;           1;     13.2743807;     18.1123791;     14.6229706;     50.9890671;      0.5015188;      1.4398918;     12.1030579;     73.7109146;      0.1576377;    316.1791077;      5.4448876;      5.2656250;      0.0031845;     36.8736191;      8.2948322;     72.8401947
        2008;           2;     12.7619801;     17.4087429;     14.8468466;     51.4179420;      0.7917315;      2.8475504;     12.9582882;     70.7632828;      0.2540850;    323.9222717;      5.8059049;      5.2675781;      0.0033927;     37.7925644;      8.4820461;     55.3892899
        2008;           3;     12.8945913;     17.5839252;     14.9032497;     51.4012299;      1.0733398;      4.2534366;     12.8933525;     66.7901688;      0.3060017;    378.8159485;      6.1053567;      5.2441406;      0.0036063;     43.9721985;     10.1443663;     43.8341179
        2008;           4;     14.4907961;     19.7498131;     16.0390263;     55.0524559;      0.0151410;      0.1134131;     13.1592312;     65.4148865;      0.2949267;    490.4553528;      7.7704139;      5.1523438;      0.0048268;     55.7526741;     14.3123865;     42.0789299
        2008;           5;     24.0882206;     32.7835579;     21.9359207;     74.8049316;      0.0000000;      0.0000000;     14.1564856;     77.7526703;      1.4255338;   1229.1372070;     21.2450218;      4.7675781;      0.0204717;    125.8567047;     49.7343216;     55.4995728
        2008;           6;     43.9784698;     59.7685623;     31.9885883;    109.1420441;      0.0000000;      0.0000000;     16.8734837;    105.2492447;      2.3832943;   2512.0432129;     35.1799965;      4.6152344;      0.0468571;    244.9026947;    113.9606552;     86.7759171
        2008;           7;     46.6047058;     63.3076859;     27.3438740;     94.4448395;      0.0000000;      0.0000000;     11.2270832;     93.7500000;      0.0000000;   2260.8388672;     13.3953209;      4.8730469;      0.0109115;    238.8831940;     84.0938187;     94.5084534
        2008;           8;     44.8752518;     60.9661407;     26.8175354;     92.8399048;      0.0000000;      0.0000000;     11.3467369;     93.1640625;      0.0000000;   2034.7547607;      9.1810131;      5.0371094;      0.0062182;    224.8222809;     65.8569870;    102.7459183
        2008;           9;     42.9759407;     58.3956985;     26.2321587;     91.0252228;      0.0000000;      0.0000000;     11.3467369;     93.1640625;      0.0000000;   1831.2792969;      6.2925711;      5.2011719;      0.0037989;    210.5395203;     51.0718079;    110.3249207
        2008;          10;     40.7524605;     55.3957596;     25.5473347;     88.8199539;      0.0000000;      0.0000000;     11.8936968;     93.1640625;      0.0000000;   1648.1513672;      4.7613969;      5.3222656;      0.0027210;    194.5231171;     40.9270668;    115.9538574
        2008;          11;     28.9184971;     39.3499756;     21.8160267;     75.9682388;      0.0000000;      2.0229800;     12.3167200;     92.0056686;      0.4105108;   1212.2996826;     11.3179493;      4.9570312;      0.0083014;    131.1402588;     42.0454063;    166.0621643
        2008;          12;     21.5544777;     29.3639431;     18.8153191;     65.6199493;      0.0000000;      0.7461045;     12.2917986;     84.8170853;      0.1709587;    765.0618896;      8.1411819;      5.0976562;      0.0052497;     85.8298569;     23.4646988;    134.2133942
        2009;           1;     18.9251347;     25.7933540;     18.6113758;     64.8136597;      0.0802362;      1.1758133;     13.6659393;     87.6609421;      0.2118624;    583.5580444;      7.6296730;      5.1718750;      0.0046832;     66.6404190;     16.7250214;    105.0364609
        2009;           2;     17.8542709;     24.3333168;     17.4044113;     60.7662506;      0.1661219;      2.5194283;     12.6422491;     83.9210892;      0.3078152;    551.0108032;      7.1271911;      5.1679688;      0.0043850;     62.8664169;     15.8494167;     88.9238358
        2009;           3;     15.3582764;     20.9301205;     16.2226791;     56.4771423;      0.4201587;      3.1651449;     12.7440739;     76.2715988;      0.2497390;    461.3996277;      6.7195601;      5.1972656;      0.0040653;     52.9993095;     12.9149265;     61.4141769
        2009;           4;     19.4129829;     26.4392452;     19.4880714;     67.5481796;      0.0000000;      0.0000000;     14.3673029;     86.2454453;      0.4417034;    677.1373291;     11.0422173;      5.0390625;      0.0074659;     74.8551941;     21.8787117;     65.5816956
        2009;           5;     28.3727741;     38.5862656;     23.6459923;     81.7958908;      0.0000000;      0.0000000;     14.0814419;     97.0783615;      1.0617831;   1309.2165527;     20.2504826;      4.7792969;      0.0191110;    134.5389709;     52.4919586;     79.0793152
        2009;           6;     59.4824371;     80.7399826;     39.6748810;    137.0648651;      0.0000000;      0.0000000;     19.0851917;    153.5524750;      3.9842517;   3377.8093262;     51.1006203;      4.5058594;      0.0912940;    317.0622864;    165.4819489;    136.0730896
        2009;           7;     63.3046951;     85.8732529;     31.9971962;    112.6921463;      0.0000000;      0.0000000;     11.2046185;    137.5000000;      0.0000000;   3040.0283203;     20.4431057;      4.6894531;      0.0229686;    303.7121887;    130.5776062;    144.0583344
        2009;           8;     60.5134811;     82.1091843;     31.2674160;    110.4288559;      0.0000000;      0.0000000;     11.3284855;    137.5000000;      0.0000000;   2736.0253906;     15.8917561;      4.7988281;      0.0145036;    282.8346863;    108.0261154;    152.7276611
        2009;           9;     57.1463432;     77.5687561;     30.3719311;    107.5949631;      0.0000000;      0.0000000;     11.3284855;    125.0000153;      0.0000000;   2462.4228516;      9.9104586;      5.0039062;      0.0069225;    269.7351685;     82.0395508;    160.4442749
        2009;          10;     53.7784462;     73.0369873;     29.4671326;    104.6445389;      0.0000000;      0.0000000;     11.8901873;    125.0000153;      0.0000000;   2216.1804199;      8.3536253;      5.0781250;      0.0054675;    247.4258881;     69.1713104;    166.2654419
        2009;          11;     28.8320179;     39.1966400;     21.7652702;     77.2278137;      0.0031355;      1.7110063;     12.2073116;     99.2332382;      0.3541874;   1152.9637451;     11.3706484;      4.9511719;      0.0083950;    124.5225296;     40.1865692;    180.7965546
        2009;          12;     20.3146877;     27.6313496;     18.2491512;     64.7070236;      0.0476472;      1.2045258;     12.2043591;     86.9891586;      0.1830758;    688.4894409;      8.3425350;      5.0839844;      0.0054354;     76.9787903;     21.3768406;    148.9218597
        2010;           1;     15.9004631;     21.6282043;     16.4039459;     57.9492416;      0.2562565;      2.5000994;     12.5799370;     76.5164566;      0.2557957;    501.4163818;      7.1507626;      5.1640625;      0.0044099;     57.1558609;     14.4750528;     98.8136673
        2010;           2;     15.4742908;     21.0425758;     16.3093090;     57.4601974;      0.4057300;      4.5203810;     12.7620659;     73.2244339;      0.3774365;    527.6479492;      7.6268387;      5.1425781;      0.0047673;     59.8419266;     15.5363626;     76.1285248
        2010;           3;     14.6687374;     19.9434147;     15.9684620;     56.1664734;      0.7227659;      5.1851411;     12.8828745;     69.5826492;      0.3014995;    501.5749512;      6.9787850;      5.1855469;      0.0042499;     57.4596519;     14.1939211;     51.7544403
        2010;           4;     15.6862011;     21.3166733;     16.5834026;     58.1693230;      0.0313991;      0.4116873;     12.8943233;     70.1316910;      0.2757571;    541.4559326;      7.9777551;      5.1308594;      0.0050253;     61.2362404;     16.1146107;     41.8011818
        2010;           5;     20.9813881;     28.4815845;     19.6814709;     68.7582245;      0.0000000;      0.0000000;     13.1209860;     77.5201340;      0.4217487;    924.5118408;     14.5640097;      4.8925781;      0.0115529;     98.2322922;     33.8408165;     48.6790810
        2010;           6;     29.4640884;     39.9342842;     24.0003853;     83.5444107;      0.0000000;      0.0000000;     14.3199549;     84.2967682;      1.2354826;   1513.7486572;     21.0564556;      4.7578125;      0.0206542;    154.5328217;     61.7170067;     65.4436722
        2010;           7;     58.3639793;     78.9837418;     39.3234138;    136.9958954;      0.0000000;      0.0000000;     18.8547382;    129.0541534;      3.1228669;   3447.1357422;     45.1925507;      4.5585938;      0.0696421;    329.6263428;    162.8216553;    114.6696930
        2010;           8;     61.7972870;     83.5815811;     31.6551437;    112.4319000;      0.0000000;      0.0000000;     11.3530693;    112.5000000;      0.0000000;   3102.4221191;     17.3093700;      4.7617188;      0.0168575;    317.0971680;    126.1060257;    123.5763474
