 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;H;pH;Al;R;HR;Si
;;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;no unit;µmol/L;µmol/L;µmol/L;µmol/L
        2005;           1;      8.0089073;     13.8412237;     13.3954449;     45.1329384;      1.8880186;      1.0594548;     12.1982565;     80.0065536;      0.2174644;    120.4577103;     15.4889889;      4.8203125;      0.0136488;     12.5326967;      4.6755471;     35.2373581
        2005;           2;      7.9065213;     13.6672535;     13.5809345;     45.5324020;      1.7362429;      1.6341424;     12.8763523;     74.3701019;      0.6038767;    257.7935791;     23.3985596;      4.6582031;      0.0281596;     25.4941368;     11.3335171;     38.4445915
        2005;           3;     10.2832584;     17.7809315;     16.1953125;     53.5121727;      1.9392469;      2.3819153;     14.0635357;     73.5610123;      0.7770131;    519.6343384;     26.4724731;      4.6425781;      0.0330252;     51.1243935;     23.1090870;     37.9753799
        2005;           4;     12.8804541;     22.2759933;     17.8252316;     58.7604675;      0.0000000;      0.0000022;     13.2605371;     74.5851593;      0.9370117;    815.7383423;     31.7406158;      4.5488281;      0.0502268;     77.7391129;     38.7949371;     54.8065414
        2005;           5;     22.9519615;     39.6968193;     28.8373203;     95.3640137;      0.0000000;      0.0000000;     18.3857193;    118.6305237;      2.5304613;   1766.8106689;     65.0611496;      4.4042969;      0.1593487;    159.7982025;     92.6033478;    138.6842651
        2005;           6;     30.7018089;     53.1112366;     30.3683872;    101.8180466;      0.0000000;      0.0000000;     15.4699183;    141.0537872;      0.0000000;   1888.1304932;     46.6900063;      4.4667969;      0.0937421;    174.7566071;     94.9763565;    274.2369080
        2005;           7;     28.2331581;     48.8540001;     24.9015388;     84.2917633;      0.0000000;      0.0000000;     10.6550703;    129.6875000;      0.0000000;   1472.7416992;     28.0069389;      4.5527344;      0.0438489;    140.5420227;     69.8496628;    367.8692932
        2005;           8;     25.6065960;     44.3227844;     23.7112770;     80.6320419;      0.0000000;      0.0000000;     10.8682432;    128.9062500;      0.0000000;   1148.7385254;     20.8141823;      4.6816406;      0.0237814;    114.4745712;     49.6309433;    475.7330017
        2005;           9;     22.6244907;     39.1715164;     22.2847080;     76.1055603;      0.0000000;      0.0000000;     10.8682432;    129.2968750;      0.0000000;    896.0159912;     19.1956635;      4.7167969;      0.0203784;     90.3023376;     37.6999435;    560.5147705
        2005;          10;     18.8409939;     32.6281929;     20.3404541;     69.7250595;      0.0000000;      0.0000000;     11.8706961;    129.2968750;      0.3274309;    698.8924561;     26.8959885;      4.5703125;      0.0401703;     67.1016922;     32.7400894;    611.7836914
        2005;          11;     11.6633873;     20.2167263;     16.0652122;     52.6622353;      0.1691905;      0.2382521;     12.2708569;     70.6750259;      0.2377496;    589.4978638;     21.1323013;      4.6757812;      0.0244551;     58.6333237;     25.5806580;    112.8098526
        2005;          12;      8.2047977;     14.2296200;     13.4770727;     43.5995445;      0.5184442;      0.6844648;     12.2463217;     63.1890793;      0.2421528;    320.1643066;     17.9980869;      4.7441406;      0.0181116;     32.5457268;     13.1920319;     46.3778343
        2006;           1;      6.0545950;     10.5066986;     11.7084312;     37.3779068;      0.6469799;      1.0601610;     12.5789871;     52.6103172;      0.2389131;    178.1635895;     13.8631096;      4.8652344;      0.0114174;     18.7826061;      6.6693368;     15.1199589
