 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;Al;Si
;;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr
        2005;           1;      3.1646445;      2.2621694;      3.4520352;      3.9890094;      0.1523289;      0.0583974;      3.6602607;     11.9477539;      0.0464138;      9.2897034;      0.0000181;      3.9020009
        2005;           2;      0.5011877;      0.3582170;      0.5118517;      0.5972979;      0.0205333;      0.0082835;      0.5073286;      1.4607739;      0.0207689;      3.4313445;      0.0000364;      0.5685974
        2005;           3;      1.2006950;      0.8580223;      1.1206636;      1.3377126;      0.0487510;      0.0286769;      1.0122530;      2.9667027;      0.0457744;     10.9874697;      0.0000586;      0.9759489
        2005;           4;      0.5885151;      0.4205138;      0.4652129;      0.5625482;      0.0000000;      0.0000000;      0.3463757;      1.0720450;      0.0226767;      7.2981386;      0.0001092;      0.5946976
        2005;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000866;      0.0000000
        2005;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000209;      0.0000000
        2005;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000126;      0.0000000
        2005;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000065;      0.0000000
        2005;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000049;      0.0000000
