YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;H;pH;Al;R;HR;Si
;;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;µmol/L;no unit;µmol/L;µmol/L;µmol/L;µmol/L
        2005;           1;      4.0540886;      2.5917914;      4.3043256;     17.3387642;      2.1403749;      1.4521765;      1.1684420;     20.3233414;      0.0455972;     26.5371723;      0.0029295;      8.5332031;      0.0000000;      3.7840292;      0.0069956;      0.0000000
        2005;           2;     18.2707100;      8.1494541;      4.1308589;     28.8264294;      4.0815449;      6.9043484;      6.3700967;     35.3415031;      0.2413274;    136.6424103;      0.0011190;      8.9511719;      0.0000000;     19.5033550;      0.0169895;      0.0000000
        2005;           3;     12.7327881;      8.3635616;      3.1686599;     45.5334663;      3.4487636;      5.0792484;      7.3202462;     55.4740715;      0.1592321;     75.3224182;      0.0019721;      8.7050781;      0.0000000;     10.7457113;      0.0146341;      0.0000000
        2005;           4;     27.8722553;     11.2751684;      5.8831320;     30.5207767;      5.6683784;     10.4074020;      9.6807976;     35.7473145;      0.3887525;    179.4639435;      0.0006349;      9.1972656;      0.0000000;     25.6235828;      0.0141229;      0.0000000
        2005;           5;     47.1806870;     17.3756313;     10.2614250;     30.1254616;      8.8710966;     17.3741512;     14.6527100;     34.5973663;      0.6787487;    228.9233551;      0.0003308;      9.4804688;      0.0000000;     32.6928368;      0.0105007;      0.0000000
        2005;           6;     65.5640717;     21.8552208;     13.2970171;     18.7631969;      8.8142881;     21.3529758;     15.8572350;     21.3521366;      0.9981081;    297.3154602;      0.0002361;      9.6269531;      0.0000000;     42.4633827;      0.0102556;      0.0000000
        2005;           7;     93.3486404;     28.9897556;     19.1614189;      6.3412275;     18.0476151;     31.5619698;     24.1964760;      8.1692076;      1.4040749;     63.2334633;      0.0001512;      9.8203125;      0.0000000;      9.0318642;      0.0014882;      0.0000000
        2005;           8;    836.5842896;   2437.7819824;    551.5048218;  22010.4277344;    427.5932007;     43.7907333;   3826.6318359;  24521.1464844;      1.4648763;     15.1040525;   3444.3666992;      2.4628906;      0.0000000;      0.5394095;      1.6183124;      0.0000000
        2005;           9;     76.4729080;     41.2755127;     18.9663048;    179.6792145;      7.9849887;     23.8707676;     28.7693424;    203.3683777;      1.1262550;    261.4442444;      0.0002017;      9.6953125;      0.0000000;     37.3412933;      0.0078829;      0.0000000
